accelerometer.x,accelerometer.y,accelerometer.z,gryo.x,gyro.y,gyro.z
-0.4445411721,0.5784579865,0.2708867329,-0.2883887291,0.8053255081,0.04745768756
-0.2670300575,0.494654791,-0.09065934509,-0.2291087955,0.880635798,0.04342225939
0.005392506693,0.2899749528,-0.3079530195,-0.1193476766,0.8305652142,0.03850632906
0.2140218131,0.207737326,-0.5356804096,-0.01548855565,0.6547018886,0.02259442769
0.434528166,0.02805982718,-0.5625105489,0.1010742784,0.4518081546,0.04169674963
0.6526458701,-0.2858722667,-0.5416308425,0.209312737,0.2528399825,0.1068253517
0.8851517267,-0.3730949154,-0.5139858797,0.3159307837,0.03479631245,0.1729228795
0.9970425142,-0.2154622943,-0.5159633172,0.436912477,-0.1366464645,0.2381384224
0.8815113244,-0.04000862365,-0.460053214,0.5713256598,-0.1709109694,0.310572952
0.6439002536,0.2894586008,-0.5508078361,0.7003499269,-0.09035715461,0.4031797349
0.2760674965,0.5757241777,-0.601500497,0.803432107,-0.01327328943,0.4454262555
0.03508987195,0.6280991656,-0.5134107102,0.8574076891,0.0001048892736,0.4264048934
-0.1826172056,0.8245829109,-0.2058995892,0.8274737597,-0.06742835045,0.3305513561
0.0009755670339,0.3844263106,0.009645780224,0.723582983,-0.2627772093,0.2569514513
0.001058276881,0.2466233754,0.3010965777,0.6001303196,-0.3873210251,0.2031209916
0.05678717837,-0.02028380462,0.6783803231,0.4991437495,-0.3728662431,0.1744318306
-0.03746142339,-0.1922383263,0.5706090997,0.4373645186,-0.2710283101,0.1753918976
-0.1222482232,0.03014030499,0.2517383803,0.4032046199,-0.1271091998,0.1787049323
-0.1159219428,0.2363061439,-0.2898433623,0.4567503929,0.008973523974,0.1680016816
-0.3427329487,0.448491919,-0.7159785246,0.5714002252,0.1476044804,0.1493443847
-0.7576477749,0.6424606492,-0.3394856374,0.5122130513,1.012757063,0.1628407538
-0.75920801,-0.2868794527,3.514226849,0.1448091865,0.9126065969,0.4532463551
0.6144631467,-0.8664849471,-1.446731424,0.1252426803,0.3618300259,0.7186934948
0.3442761596,1.24689435,-1.576543799,0.2739241421,-0.008393545635,0.8058312535
-0.9091031687,1.814310791,-1.224974925,0.4141595364,-0.3240143359,0.7139269114
-0.7147117926,0.6352580244,-0.6875427037,0.5132226944,-0.1861872375,0.5423252583
-0.1153551027,-0.3247640882,0.267403567,0.6214256287,-0.1056601703,0.4305475354
0.4110231525,-0.8476952717,-0.2416629765,0.6791847348,-0.03669350967,0.3288260102
-0.06961049265,-0.7711126751,-0.414151879,0.6688884497,0.03305334598,0.2079243213
-0.1274888273,-0.3809742339,-0.3478419623,0.5901816487,0.05358861014,0.1015014946
0.05136471493,-0.1787047448,-0.1498620602,0.482357204,0.1156397238,0.04824519902
0.1271593761,-0.2374582548,0.2286521038,0.3189522922,0.1547127813,0.05883178115
0.4904558049,-0.5324442042,0.7308446698,0.0982087329,0.2920162976,0.09053831547
0.5939989623,-0.8149452409,1.180103518,-0.1304816455,0.4005222023,0.0735637024
0.015602862,-0.6912151086,1.087843752,-0.3086825609,0.2578819692,-0.05845132098
-0.2241603453,-0.1721733703,0.2739022813,-0.3402733207,-0.08750112355,0.09353452921
0.7258893124,0.2830702332,-0.4742138413,-0.3706003428,-0.3884764016,0.3335244954
0.2843635427,0.3636727148,0.3370405823,-0.3129460514,-0.5487074256,0.506634593
0.4482682298,-0.1092916196,0.002286065111,-0.2126761675,-0.6713489294,0.5364965796
0.2848109211,-0.3617884354,0.318314839,-0.1078408584,-0.6366811991,0.4205464721
0.2383060673,-0.4823411798,0.6368062037,-0.06951291114,-0.2555093467,0.2157398015
0.3437739822,-0.2370590629,1.133545765,-0.1565800011,0.4573484063,0.06674024463
-0.09912380657,0.2950135315,0.7016244205,-0.1829562038,0.6131148338,0.1770355999
-0.4717599453,0.5432422962,0.1298123748,-0.2668744624,0.6954948902,0.2594609261
-0.6025725102,0.2083339037,0.2767138316,-0.3931290805,0.5496279597,0.2691755891
-0.4677710949,0.3561895925,0.3636649698,-0.5528337359,0.2149435282,0.2694688141
-0.07594086471,0.3639844841,0.6241653333,-0.647112608,0.06406374276,0.2741607726
-0.04570018636,0.4821691111,0.8827256686,-0.6647287011,0.09275239706,0.2522677779
-0.3410760484,0.4430068021,0.4035749554,-0.601312995,0.125107944,0.2224534154
-0.4047089279,0.2683001322,-0.3913882585,-0.4411794245,0.08453146368,0.1823714525
-0.1806066695,0.06682986722,-0.7892173638,-0.1714296937,-0.0775628984,0.1366497725
0.0008896423161,-0.0347568954,-1.002766591,0.1696971655,-0.3843457401,0.1035768315
-0.01655899368,0.1467772094,-1.086608657,0.5102488995,-0.68250525,0.06455912441
0.2393059651,0.03629410577,-0.4003717755,0.7268307209,-0.803030014,-0.013566982
0.4202591099,-0.04339048464,0.2136731458,0.7607226372,-0.8309937119,-0.07587296516
0.2387910743,0.1312431565,0.6361854414,0.6484422088,-0.7154412866,-0.08015028387
0.3426720123,0.2575146804,0.6884890446,0.5148649812,-0.4684863389,-0.0724966228
0.361250456,0.03661590334,0.4999801507,0.4245962799,-0.1893185079,-0.05120649934
0.2331412319,-0.3551860049,0.3442693645,0.4012140036,-0.07415383309,-0.08801563829
0.08412176002,-0.2437095703,-0.06126607735,0.4433687925,-0.07643825561,-0.1971850842
-0.1710954023,0.5303754351,0.05395253946,0.5267629623,-0.00256163883,-0.3260237277
-0.5529879567,1.027974024,0.1012900447,0.6306198239,0.1405636817,-0.486194104
-0.7920606244,0.9557602174,-0.1470546015,0.6833147407,0.2630091608,-0.5904083252
-0.1232847266,0.1844951283,-0.07369710437,0.6693176031,0.3180789053,-0.5412989259
0.4201880904,-0.9530682018,0.1442301918,0.5420523286,0.2647379339,-0.3412870467
0.8646900995,-1.411919639,0.5234107106,0.2893905044,0.2516162395,-0.09882314503
1.049998444,-1.361646811,0.7012707848,0.03135178983,0.17266123,0.06249463931
0.4413489519,-0.3617779871,0.6373895565,-0.07041340321,0.1179252267,0.06754623353
-0.1582588632,0.1532055254,0.3773468737,-0.01622180827,0.04189703241,0.06017194316
-0.3862446121,0.009767872233,-0.1166466038,0.1274265349,-0.02408253774,0.02534066886
-0.3360186919,0.2887067595,-0.2630325123,0.246698603,-0.07783284783,-0.03533945605
-0.09141089411,0.5035119415,-0.03910276085,0.2896598279,0.01874814555,-0.05514426529
0.03010053923,0.4766808159,0.3078969054,0.2583543658,0.1223136857,-0.07044892013
0.08500570324,0.3423006217,0.2566992176,0.1821500957,0.2016412169,-0.06381721795
-0.00577829114,0.1881755703,0.208417125,0.1612069905,0.1960360706,-0.04355216399
-0.1671370201,-0.1401172035,-0.09687807347,0.1661565751,-0.004311315715,-0.02282814309
-0.07385171041,-0.2094984174,-0.2455395257,0.1978513747,-0.12650913,-0.09264691174
-0.04979483526,-0.06399214131,0.07607084777,0.2149161845,-0.2385331988,-0.1351459473
-0.1180919803,0.07955218708,0.009209142372,0.2292613089,-0.3102398813,-0.1606499702
-0.2357414775,0.2104989728,0.03134031016,0.2490515709,-0.2921749353,-0.1834007204
-0.202319831,0.4450418881,0.1485667597,0.2538233995,-0.1604501903,-0.1833384037
-0.205081697,0.1360597448,-0.01888590226,0.2432284802,-0.03102911636,-0.1133683175
-0.2112671076,0.1264296736,-0.3190864079,0.2785574496,0.1969824731,-0.08747786283
0.04984086636,0.2397518091,-0.3454343166,0.3320753574,0.2617007494,-0.006892904639
0.3442234795,-0.07358662974,-0.610833558,0.4343713522,0.2569296956,-0.00156365335
-0.05581292651,0.4083249995,-0.6563952858,0.5135322809,0.1700562537,0.02848622948
-0.5445006988,0.1574399481,-0.8722849386,0.4912351966,0.2111509591,-0.04381273314
-0.397779567,0.1365926826,-0.05095101956,0.3677471876,0.2442868352,-0.09059467167
-0.0183490189,-0.6836861013,0.3660638477,0.1390626132,0.1970852315,-0.1026524007
0.1152665476,-0.6492226177,0.6583160247,-0.06257007271,0.2040683627,-0.1358383149
0.1415095346,-0.4949515819,0.6446183387,-0.1660975367,0.2281390727,-0.1534873396
0.2010201466,-0.4416556067,0.4074602724,-0.1951085031,0.2397389114,-0.1699862778
0.2373467938,-0.285368555,0.3314724268,-0.2489890456,0.3256223798,-0.1960253268
0.3190057439,-0.0003383651089,0.7367892574,-0.421888411,0.5288091898,-0.1982414573
0.3148549809,0.109104664,0.9590098668,-0.6293134689,0.7576972246,-0.1266929656
0.2992340718,0.06746653942,0.7592430813,-0.6995252967,0.8627855778,-0.1058630496
0.00316891236,-0.1200072393,-0.01820259617,-0.5553297997,0.8328928947,-0.155513972
-0.09396145538,-0.2227332351,-0.4028782053,-0.3466679454,0.6441616416,-0.2103009373
0.05709127588,-0.3417082088,-0.402322325,-0.1846073866,0.281339705,-0.2503735423
0.1103799446,-0.3799082486,-0.3095405809,-0.01025624387,-0.1823108345,-0.3263006508
0.1923429192,-0.1802129209,-0.3488058389,0.2411477566,-0.602504909,-0.4108206034
0.1686771622,-0.02855813209,-0.5036860195,0.5188751221,-0.9246147275,-0.4635974765
0.3096522977,-0.01028480878,-0.5389712679,0.7917916179,-1.280390143,-0.4589747787
0.45734622,-0.04095876398,-0.5368944616,1.081607819,-1.766360164,-0.7252025604
-1.465434225,3.013580344,-0.9990297425,1.423939943,-2.22398138,-0.9496255517
-0.7304387194,1.272273268,-1.269673899,1.67537868,-2.290828466,-0.9525362849
-0.05364844195,0.7217574003,-0.1477063434,1.652046561,-2.313550711,-1.026512265
0.5095199863,1.625180551,0.3976747915,1.44074297,-2.250942945,-0.9470384717
2.474677465,0.6262805719,0.7824614598,1.145448685,-2.209962606,-0.6108633876
2.509391051,0.1691765631,-0.1146317568,0.8880773783,-2.394426346,-0.4174292982
0.7003530854,1.478403743,-0.09489011453,0.8227812052,-2.40039444,-0.621277988
