lsm6dsr_accelerometer.x,lsm6dsr_accelerometer.y,lsm6dsr_accelerometer.z,lsm6dsr_gyroscope.x,lsm6dsr_gyroscope.y,lsm6dsr_gyroscope.z
0.8775677,1.9447666,9.1974125,0.025961773,0.04627304,-0.28328875
0.7004988,2.0027926,8.814561,-0.028099801,0.01863139,-0.33964106
0.44865423,1.9543378,8.852845,-0.11224649,0.024892759,-0.3895793
0.16331014,1.9142581,9.077172,-0.17012598,0.020463986,-0.40408736
0.3164508,1.9800607,9.512667,-0.20479257,0.02733622,-0.41263947
0.67417777,2.1218355,10.27837,-0.17348573,-0.01740966,-0.4361578
1.1030912,2.2408783,10.877173,-0.015118915,-0.04841107,-0.5177083
1.2831511,2.3569303,10.561321,0.07651087,0.032070424,-0.61453044
1.410569,2.4209383,10.164112,0.055436023,0.14889841,-0.7502952
1.3776677,2.3300111,10.087543,0.037415497,0.20219639,-0.86651236
1.2071791,2.1098714,10.049257,0.0580322,0.22937989,-0.9964739
1.0689936,1.9387846,9.79143,0.1049161,0.22006421,-1.0812315
1.102493,1.8484555,9.643075,0.14538592,0.24373524,-1.1794281
0.75493556,1.605584,9.164511,0.1525636,0.2657264,-1.2516629
0.4648058,1.524228,8.85823,0.1328632,0.24969117,-1.2982414
0.0077766734,1.3998013,8.662018,0.100792766,0.25289822,-1.3238977
-0.23988047,1.3704891,8.541779,0.0804815,0.18677205,-1.3423764
-0.715454,1.2592229,8.498708,0.058643065,0.14492778,-1.3523029
-1.2251252,1.16351,8.143971,-0.019547688,0.07437284,-1.3142766
-1.2669996,1.099502,8.603992,-0.12095132,-0.02076942,-1.2713633
-1.189831,1.0259227,9.14477,-0.20952678,-0.052381694,-1.2454015
-1.3842479,0.8769695,9.33141,-0.29352075,-0.053603426,-1.2279918
-1.6247265,0.67776704,10.010972,-0.42821655,-0.032070424,-1.1661417
-1.8741783,0.42412782,11.155339,-0.4176791,0.024281893,-1.0888673
-2.2636101,0.18843478,11.380264,-0.26740626,0.07009678,-0.9370673
-2.2636101,0.18843478,11.346765,-0.06154467,-0.006414085,-0.7478518
-1.9357935,0.35653058,11.389835,0.13362677,-0.11362094,-0.6053675
-1.7802601,0.5401797,10.853844,0.27275133,-0.06780604,-0.50869805
-1.7635103,0.76271224,10.058828,0.29077184,-0.010231993,-0.43264532
-1.6743777,1.0079765,9.689735,0.268628,-0.023823744,-0.38224894
-1.6845472,1.1473584,9.498309,0.25305092,-0.059406646,-0.35414913
-1.7042879,1.247857,9.368499,0.2350304,-0.109650314,-0.32727104
-1.5475581,1.3196417,9.4737835,0.20372356,-0.17959438,-0.29550606
-1.1904292,1.4823537,9.847063,0.20189096,-0.23090707,-0.29810223
-0.9708878,1.5194423,10.24487,0.22174409,-0.23793201,-0.33383787
-0.95653087,1.5672989,10.340583,0.23075435,-0.17073683,-0.34956762
-0.933799,1.7060826,10.287343,0.26343563,-0.10567969,-0.3764457
-0.9200403,1.8735801,10.119845,0.30283645,-0.101556346,-0.40591997
-0.78723866,1.9555343,10.134202,0.34238997,-0.105832405,-0.45265114
-0.9164511,2.003989,9.755538,0.3747658,-0.01282817,-0.49541172
-1.0899308,2.1870399,9.123235,0.32268956,-0.007330383,-0.52473325
-1.0947163,2.2863421,9.3816595,0.23548855,-0.049938235,-0.5539021
-1.160519,2.289333,9.90808,0.2350304,0.0012217305,-0.54519725
-1.2029916,2.3168504,10.161719,0.34865135,0.0027488936,-0.5013676
-1.1234303,2.5471597,9.969695,0.5112942,-0.084146686,-0.45677447
-0.9637093,2.888735,9.356535,0.55756724,-0.13118331,-0.44974953
-1.2358929,3.0179477,9.078369,0.3912592,-0.050396383,-0.45998153
-2.3282163,2.7146573,10.140782,0.2826779,0.16172658,-0.35231653
-3.0317063,2.605784,10.456037,0.6693556,0.1742493,0.013133603
-2.3599212,3.2614172,9.436096,1.1841623,-0.35934147,0.27107146
-1.3310076,3.9696927,8.607581,1.3348932,-0.8026769,0.3379612
-0.018544376,4.4841495,8.823533,1.0948232,-0.7716755,0.24938573
0.6765706,4.6707897,9.345169,0.8187121,-0.49357912,0.058490347
0.71246296,4.395615,10.231112,0.732122,-0.2678644,-0.13179417
0.44626144,4.1760736,9.929616,0.929126,-0.22143865,-0.2855795
0.3068795,4.144967,9.120842,1.0137309,-0.27779096,-0.355829
0.3906283,4.106682,8.048857,0.9857838,-0.3294091,-0.47128254
0.36550367,4.095316,7.1539416,0.7648033,-0.2322815,-0.6284276
-0.2009971,3.8183467,6.6035924,0.4531093,-0.081397794,-0.7287622
-0.7004988,3.6448672,6.527022,0.21059579,-0.038179077,-0.753655
-1.0576276,3.6586258,6.407381,0.08552113,-0.12034045,-0.7425067
-1.5140585,3.6323047,6.650851,-0.051465396,-0.23564127,-0.6835582
-1.8514465,3.711268,7.042675,-0.12889257,-0.2658791,-0.5448918
-1.9381863,3.987639,7.1617184,-0.121256754,-0.38881573,-0.39568797
-1.8484555,4.3064823,7.433902,-0.11224649,-0.5314528,-0.26374108
-1.8544376,4.5684967,7.624729,-0.12904528,-0.5645922,-0.14492778
-2.0464616,5.0739803,7.776674,-0.17989981,-0.5346598,-0.02565634
-2.2522442,5.425127,8.120642,-0.17592919,-0.54305923,0.12996158
-2.1864417,5.7834525,8.244471,-0.11713341,-0.6020077,0.29153544
-1.9645073,6.27099,8.377272,-0.0936151,-0.6053675,0.38087448
-2.3928227,6.1974106,8.487342,-0.08399397,-0.4636467,0.46715918
-2.5058835,5.981458,8.636295,0.016798794,-0.40607268,0.6595817
-2.0386848,5.8971114,8.612965,0.18402316,-0.45020768,0.81336707
-1.7527425,5.617749,8.182856,0.30879238,-0.4448626,0.9111055
-1.3238292,5.239683,7.5140615,0.3361286,-0.34315357,1.0167851
-0.9667004,5.0327044,6.940382,0.25870144,-0.25992316,1.0491611
-0.20877378,4.6965127,6.70768,0.057268616,-0.25167647,1.031446
0.8602197,4.2969112,7.3603225,-0.17928895,-0.29749137,0.95722586
1.791626,3.7160535,7.6109705,-0.49770245,-0.32727104,0.83291477
2.9282167,3.1866415,8.498708,-0.9309586,-0.35369098,0.66737026
3.2285159,2.4323041,9.907482,-1.4103352,-0.013591751,0.44180828
2.3150558,1.6175481,11.147562,-1.6484199,0.41279218,0.3640757
1.9375881,1.0881361,11.971292,-1.4391985,0.36667186,0.45158213
2.4011974,0.9296116,12.622738,-0.9621128,-0.0027488936,0.536187
3.0065815,0.7076773,12.44208,-0.46868637,-0.17088956,0.60903263
3.5623147,0.79800636,11.791232,-0.24846944,-0.08735373,0.66248333
4.182056,1.2669996,10.700105,-0.050549097,-0.021380283,0.59712076
4.284349,1.5098711,9.828519,0.037110064,-0.01786781,0.46563202
4.024728,1.7706888,8.684152,0.057726767,0.007941248,0.30634892
3.8841493,2.0691934,7.960921,-0.052839845,0.056352317,0.15958855
3.6011982,2.199004,7.3812594,-0.17898351,0.0571159,-0.0067195175
3.1112676,2.2211375,7.428518,-0.3559817,-0.023365596,-0.15851954
2.6362925,2.1272194,7.8496547,-0.4717407,-0.059101213,-0.25259277
2.318047,2.0673988,8.231908,-0.5129741,-0.13775012,-0.31047225
2.152344,1.9794625,8.758329,-0.56199604,-0.16768251,-0.34101552
2.0261226,1.8185452,9.515059,-0.57833666,-0.14584407,-0.3359759
1.8987048,1.7162521,9.96491,-0.52564955,-0.098807454,-0.30909783
1.7665013,1.622932,10.467402,-0.35094208,-0.1525636,-0.23487769
1.9142581,1.7186449,10.692328,-0.099571034,-0.3200934,-0.1601994
2.213361,1.8251255,10.539187,0.050701816,-0.28160888,-0.11881329
2.32702,1.8311075,10.204192,0.053603426,-0.09728029,-0.087659165
2.4215364,1.7946169,9.816555,0.081855945,0.03359759,-0.08231409
2.3784657,1.672583,9.166306,0.13988814,0.023365596,-0.07162395
2.533401,1.7856439,8.448459,0.1328632,-0.0035124752,-0.075289145
2.2851455,1.835295,7.8017983,0.0106901415,0.094989546,-0.10522154
1.8077775,1.9543378,7.370492,-0.2209805,0.16630806,-0.09941832
1.8083757,2.0045872,8.035697,-0.31810808,0.13087788,-0.082161374
1.5954145,2.0638096,8.729017,-0.2648101,0.118202426,-0.0664316
1.3232309,2.1631117,8.690134,-0.1815797,0.18768835,-0.011301007
1.0935199,2.2737796,8.33121,-0.17470746,0.23044892,0.052687127
1.0456635,2.3778675,8.445468,-0.1965459,0.20952678,0.10781772
1.0031909,2.5094728,8.971889,-0.2321288,0.1919644,0.16554448
1.1563315,2.6362925,9.75135,-0.20570888,0.24969117,0.19379699
1.1180464,2.8265216,9.904491,-0.14630222,0.3578143,0.22708915
1.0510473,3.0029924,10.033105,-0.10186178,0.36942077,0.29077184
1.535594,3.399603,10.382458,0.0013744468,0.2938262,0.33185256
2.0057836,3.6346977,10.516456,0.13561209,0.21991149,0.31520647
2.4538395,3.6975093,10.7844515,0.21792617,0.1441642,0.28053987
2.5615165,3.4450665,11.857035,0.37094793,0.26083946,0.24969117
2.428715,3.196811,11.714064,0.6609562,0.50976706,0.26313022
2.4077778,3.0634112,10.383654,0.86406887,0.5673411,0.2883284
2.9012976,3.077768,9.479765,0.9204212,0.50228393,0.257327
2.8576283,2.9234312,8.479566,0.7629707,0.5513059,0.17333302
2.9676983,2.7385855,8.250452,0.44730607,0.49846604,0.08093964
2.8462625,2.4197419,9.035896,0.12339478,0.41615194,-0.015118915
3.0969107,2.2492533,10.271192,-0.1001819,0.18127427,-0.0936151
3.737589,2.2121646,11.90848,-0.18646662,-0.06994407,-0.26343563
3.804588,1.5756737,13.512868,-0.077579886,0.009468411,-0.49770245
2.5070798,0.84825563,12.86202,0.14187345,0.37094793,-0.635758
1.5481563,0.51206404,11.081759,0.3184135,0.6026186,-0.63438356
0.96430755,0.5455636,9.267402,0.4718934,0.45570546,-0.643852
0.61435723,0.6628119,8.199605,0.48472157,0.1873829,-0.69134676
0.30388847,0.6873383,7.711469,0.3118467,0.07162395,-0.7733554
0.11365908,0.69152576,7.792227,0.081397794,0.12843442,-0.8533788
-0.6329016,0.4642076,7.897511,-0.09712757,0.1919644,-0.8918633
-1.1802598,0.39541394,7.868199,-0.18799378,0.15057829,-0.84879726
-1.4991034,0.43669012,7.972885,-0.25686884,-0.09560041,-0.767094
-1.0695918,0.5922236,8.95454,-0.3042109,-0.3950771,-0.729984
-0.7435696,0.57427746,10.347163,-0.24617869,-0.39064834,-0.76067996
-1.076172,0.506082,10.423734,-0.17256944,-0.23839016,-0.7200574
-0.9912268,0.73519474,10.4566345,-0.13118331,-0.1695151,-0.63041294
-0.8925229,1.0031909,10.451251,-0.03268129,-0.15118915,-0.60246587
-1.0606186,1.1425728,9.972687,0.046120327,-0.1207986,-0.5731443
-0.9667004,1.402194,9.728021,0.03436117,-0.172264,-0.5537493
-0.80937225,1.5397813,10.05823,0.024129177,-0.1479821,-0.56337047
-0.94337034,1.6067804,9.918848,0.050396383,-0.06337727,-0.54733527
-0.9828519,1.7940187,9.531211,0.06688975,-0.09605856,-0.52412236
-0.85064846,2.0338993,9.367901,0.021991149,-0.17715092,-0.52183163
-0.76989067,2.167299,9.578469,-0.05024367,-0.11835514,-0.5337435
-0.7322037,2.204986,9.707682,-0.0729984,-0.06627888,-0.52488595
-0.57009,2.2725832,9.769895,-0.02367103,-0.055741455,-0.51266867
-0.5946164,2.2929223,9.363115,0.055741455,-0.09743301,-0.48365256
-0.40618163,2.571686,9.046664,0.099571034,-0.14569137,-0.44715336
-0.18903299,2.8510482,8.596813,0.06612616,-0.14126259,-0.44700065
-0.25722843,3.0287154,8.199007,-0.06719518,-0.14782938,-0.46013424
-0.25244278,3.1286156,8.447861,-0.14431691,-0.20616703,-0.4625777
-0.44626144,3.0346973,9.093923,-0.1207986,-0.31322116,-0.40408736
-0.3361916,3.1052856,9.500104,3.05E-04,-0.43233988,-0.30176744
0.06819545,3.3445678,9.705887,0.16615535,-0.5742133,-0.21074851
0.20997019,3.5030923,9.576674,0.31535918,-0.66248333,-0.1525636
0.34636107,3.7489548,9.140582,0.38347065,-0.6762278,-0.08170322
0.5210371,3.9984066,9.006584,0.43508878,-0.64996064,-0.062155537
0.31166515,4.016951,8.963513,0.5187773,-0.624457,-0.07345655
-0.31286156,3.9218364,8.235497,0.5928447,-0.61361414,-0.05024367
-0.2428715,4.0959144,7.789834,0.55833083,-0.62995476,-0.052687127
-0.3493521,4.2831526,7.3064837,0.3840815,-0.50426924,-0.15241088
-0.93559366,4.211368,6.774679,0.042913284,-0.26221392,-0.19593503
-1.2867404,4.080361,7.0761747,-0.29520062,-0.17134771,-0.17256944
-0.9804591,4.115655,8.11466,-0.4109596,-0.18875736,-0.15515977
-0.84107715,4.022933,8.833105,-0.32085696,-0.1826487,-0.13576481
-0.59342,4.0767717,8.780462,-0.17379116,-0.18936823,-0.08964448
0.04366901,4.1222353,8.541779,-0.22632557,-0.24495697,-0.04917465
0.90149593,4.0007997,8.672188,-0.4978552,-0.36682457,-0.073303826
2.248057,3.5132618,9.889536,-0.93859446,-0.72509706,-0.14172074
3.900301,2.641078,13.611571,-1.3176364,-0.95707315,-0.2405282
3.7627137,1.5924234,16.838892,-1.16492,-0.36453384,-0.15592335
2.9437702,1.410569,16.21616,-0.5395467,0.2941316,0.11026118
1.599602,0.74117684,13.780266,0.05222898,0.5019785,0.29184088
0.75972116,0.2973082,11.655439,0.36911532,0.5696318,0.5670357
1.6510476,0.89013004,10.947164,0.49770245,0.56398135,0.6953174
2.0919251,1.274178,10.79821,0.8144361,0.38881573,0.6656904
2.41376,1.5308083,10.176077,1.0897835,0.16294831,0.6078109
3.0909286,1.9854445,9.16152,1.1632402,0.09789115,0.4147775
2.993421,2.1948166,8.084151,0.999681,0.34574974,0.09483683
2.231307,1.9363917,7.4141607,0.77472985,0.46960264,-0.14080444
1.4045869,1.6031911,7.7677007,0.6383542,0.39950588,-0.22510384
0.93559366,1.4027922,8.509476,0.70386946,0.27962357,-0.18280143
0.933799,1.6384853,8.116454,0.85902923,0.2133447,-0.13072516
0.95832545,2.1391835,6.9673014,0.68737614,0.100029185,-0.12568553
0.9062816,2.2761726,7.4356966,0.30176744,-0.10140363,-0.15577064
0.6891329,2.1631117,8.086544,0.13148874,-0.110872045,-0.103847094
0.6795616,2.2809582,8.550752,0.03481932,-0.06093381,0.024129177
0.7938189,2.4939194,9.100503,0.12568553,-0.010842858,0.17241672
1.0671989,3.0317063,8.568698,0.29794952,-0.051159963,0.29565877
1.2496517,3.4839497,7.811968,0.34681875,-0.118966006,0.34666604
1.5349957,3.6281173,7.8263245,0.28221974,-0.08552113,0.344528
1.4249259,3.7806597,7.830512,0.13454308,0.0954477,0.35170567
1.5900307,4.1258245,7.7437725,0.0693332,0.06414085,0.3297145
1.9387846,4.8861437,7.7330046,0.17241672,-0.21639901,0.1777618
0.7639086,3.4869409,7.9022965,0.22556199,-0.45860708,-0.031612277
1.4177474,4.339982,7.795816,0.15027285,-0.008093964,0.10369437
1.2077773,4.334598,7.7144604,-0.028099801,-0.06291912,0.16294831
1.5744773,4.5302114,8.169097,-0.06566802,-0.12186762,0.21181752
1.692922,4.6779685,8.288737,-0.01817324,-0.18478674,0.2041817
1.7258233,4.755137,8.115856,-0.01817324,-0.17745635,0.18463401
1.7922242,4.8269215,8.197212,-0.076052725,-0.07925977,0.1740966
1.6588243,5.0123653,8.330612,-0.14614952,0.22724187,0.20097467
1.6761723,5.346762,8.200802,-0.14828753,0.42852196,0.22113322
1.2604194,5.6004014,7.798209,-0.1788308,0.5148067,0.23991732
1.1174482,5.5896335,7.946564,-0.19257528,0.52931476,0.26939157
0.80937225,5.4346986,8.233703,-0.14049901,0.5103779,0.31948254
0.6867401,5.180461,8.391629,-0.03924809,0.5166393,0.3791946
0.6831509,4.907679,8.578867,0.082924955,0.52320606,0.4427246
0.927817,4.615755,8.92463,0.18371773,0.57818395,0.48548517
1.0139586,4.4404807,8.59442,0.22556199,0.81290895,0.5007568
1.1880364,4.5116673,7.66122,-0.012675454,1.0245737,0.42485678
1.1162517,4.4410787,7.2352977,-0.62690043,0.82986045,0.26297748
2.172683,3.804588,11.16192,-1.223105,-0.44684792,0.0035124752
3.5653057,2.1361923,16.86641,-0.9440922,-1.0094548,-0.14737125
3.586841,1.6199409,16.934605,-0.21059579,-0.45830166,-0.29016098
2.9682965,1.3998013,13.856836,-0.030848695,0.267559,-0.3388775
2.5627131,1.608575,11.171491,-0.12629639,0.6383542,-0.4072944
2.184049,1.608575,9.572487,-0.23930646,0.5635232,-0.63285637
1.2221341,1.2927225,8.849854,-0.310625,0.5235115,-0.7958047
-0.07716853,0.91405827,8.073982,-0.39354995,0.6579019,-0.8025242
-1.0683953,0.79800636,7.5517483,-0.38056904,0.59712076,-0.72051555
-1.5409778,0.9314062,7.1395845,-0.27931812,0.27397305,-0.5317582
-1.6175481,1.0845468,7.1246295,-0.20433442,-0.23991732,-0.35216382
-0.9696914,1.393221,8.139186,-0.1740966,-0.6261369,-0.23319781
-0.43489552,1.5487545,9.215957,-0.15027285,-0.6612616,-0.20021108
-0.26799613,1.6049858,9.728021,-0.1337795,-0.47433686,-0.16905695
-0.21595225,1.7581264,9.670592,-0.100792766,-0.32268956,-0.15897769
-0.31226337,1.8442681,9.522238,-0.119729586,-0.28252518,-0.16249016
-0.55453664,1.861616,9.741779,-0.12034045,-0.23258694,-0.16966783
-0.79800636,2.0380867,9.583255,-0.08536842,-0.14676037,-0.13515393
-0.9086744,2.172683,9.296116,-0.05879578,-0.10247265,-0.092240654
-1.2281163,2.1343977,8.970094,-0.14569137,0.07223482,0.059406646
-0.738784,2.6021945,9.438489,-0.3578143,0.4990769,0.23060162
-0.31166515,3.1752756,9.940384,-0.30634892,0.5300783,0.10919216
-0.5880362,3.1405797,9.98824,-0.1554652,0.38683042,0.021227567
-1.1353943,2.9539394,9.600603,-0.03970624,0.19440787,0.063224554
-0.9026923,3.1842487,9.5760765,0.030848695,0.0842994,0.19624045
-0.41336012,3.3816566,9.657433,0.19608775,-1.53E-04,0.3266602
-0.17766708,3.8847475,9.350553,0.40424007,-0.2938262,0.311694
0.064008005,4.02054,9.072986,0.5674938,-0.4222606,0.32925636
-0.038285162,4.7545385,9.358928,0.80756384,-0.5691737,0.5401576
-0.4881358,5.2217374,9.160921,1.0085385,-0.538325,0.66599584
0.38344982,6.47438,9.609575,1.0885619,-0.7350236,0.7264715
1.4739788,6.6915283,10.0265255,1.2089024,-0.9104946,0.5465717
1.244866,6.582057,9.710672,1.2447907,-0.925919,0.41157046
1.1222339,6.1824555,9.160921,1.2070698,-0.9728029,0.3857614
1.7659031,5.9449677,9.276974,1.2050844,-1.019076,0.36346483
2.8953154,5.6482577,9.268599,1.3694072,-1.0366384,0.13240504
2.7146573,5.116453,8.097312,1.4703526,-0.91706145,-0.1421789
1.9818554,4.6689954,7.149754,1.35551,-0.6965391,-0.23060162
1.9100707,4.328018,6.2554364,1.0780244,-0.39400807,-0.20799962
2.318047,4.464409,5.7577295,0.7609854,-0.30787608,-0.26939157
2.7768707,4.9082775,5.1068816,-0.099571034,-0.46181414,-0.5357288
3.086143,4.4596233,6.5485573,-0.9097311,-0.3578143,-0.8016079
2.7439694,3.2488549,9.560523,-1.5352571,0.14263703,-1.0004445
1.4913267,1.771287,11.433505,-1.476614,0.979217,-1.0067059
-0.5491528,1.6564314,9.751948,-1.0125091,1.2539536,-0.57940567
-0.613759,1.9322042,8.669795,-0.7255552,0.7819075,-0.2125811
0.17527425,2.0985055,8.239685,-0.4297437,-0.15470162,0.12461651
1.7078772,2.516053,9.135199,-0.32268956,-1.1085677,0.39354995
3.0705895,2.917449,10.403993,-0.3043636,-1.430341,0.45020768
4.3561335,3.266203,11.519647,-0.25060746,-1.1636983,0.33185256
4.2041893,2.9479575,10.777871,-0.35094208,-0.13179417,0.114689946
2.8390841,2.8833513,8.934201,-0.59681535,0.6666067,0.08093964
2.009971,2.87378,8.249256,-0.71761394,0.8749117,0.13958271
1.605584,2.9048867,8.425727,-0.49693888,0.5728389,0.18463401
1.352543,2.9240294,8.306086,-0.18936823,0.23396139,0.2452624
1.4333007,2.9389844,8.109874,0.006872234,-0.09285152,0.3576616
2.12363,3.0215368,8.478967,0.033292156,-0.23884831,0.4098906
2.8815567,2.993421,8.938987,0.05879578,-0.20433442,0.3277292
2.929413,2.8606195,8.7577305,0.06093381,-0.07269296,0.23869559
2.519044,2.720041,7.6851482,-0.10048734,0.23258694,0.09040806
2.0279171,2.652444,7.3118677,-0.33964106,0.29901853,0.026419923
1.7198412,2.5968108,7.880761,-0.58001655,0.3727805,-0.0106901415
1.1736795,2.4598217,8.335398,-0.6789767,0.49480084,0.0096211275
0.7603194,2.347359,8.68475,-0.643852,0.5635232,0.1151481
0.80817586,2.4478576,8.770293,-0.4831944,0.45707992,0.2443461
0.8315059,2.4155545,8.43111,-0.35735616,0.24648413,0.37812558
1.0019945,2.4598217,8.263613,-0.37812558,0.22678372,0.4578435
0.863809,2.4502504,8.053044,-0.5519168,0.31612277,0.5580254
0.6017949,2.5208387,8.1433735,-0.7125743,0.32986724,0.6479753
0.74536425,2.7463622,9.238688,-0.8191703,0.27000242,0.76342887
0.85184485,2.975475,10.693524,-0.6968445,0.27046058,0.8501717
0.8955139,3.1357942,11.3677025,-0.5016731,0.2657264,0.97585726
1.8999012,3.4749768,12.29193,-0.2182316,0.10354166,1.0639745
2.7906294,3.6143587,12.924233,0.14187345,0.031306844,0.9828822
3.2333016,3.606582,12.766905,0.34193182,0.24602598,0.84940815
3.251846,3.5324044,12.096915,0.4476115,0.6232353,0.7104363
2.8839495,3.3816566,11.202,0.50533825,0.8703303,0.5920811
2.4951158,2.9036903,10.920244,0.73731434,0.8866709,0.52641314
2.242673,2.6428726,10.140184,0.9595166,0.8883508,0.54534996
2.3018954,2.5824537,8.426923,1.1852313,0.80832744,0.5910121
2.5603201,2.8031917,7.043872,1.0823005,0.7301367,0.5739079
2.5692933,2.9042885,6.8333035,0.8527679,0.60032785,0.50442195
2.469393,2.917449,7.0965137,0.5390886,0.48762318,0.41416663
2.204388,2.7756743,7.728219,0.2452624,0.3567453,0.33750305
2.1918256,2.8055844,8.804989,0.031001411,0.07696902,0.26374108
2.4185455,2.7529426,10.398609,-0.07849618,-0.1965459,0.17363845
2.556731,2.4071796,12.327823,0.028710667,-0.18051068,0.065515295
2.0572293,2.1577277,12.05504,0.3297145,0.18570304,0.010537425
1.3190435,2.3742783,9.652048,0.54046303,0.44348818,-0.018784106
0.8530413,2.528017,7.683952,0.5242751,0.34315357,-0.054519724
0.71724856,2.7511477,6.6687965,0.31871894,0.04886922,-0.16401732
0.40378883,2.7445676,6.879365,0.0070249503,-0.14676037,-0.3119994
-0.047258247,2.6446671,7.6683984,-0.22815818,-0.21456642,-0.40225476
-0.47377887,2.5166512,8.324032,-0.37110063,-0.24572055,-0.44730607
-0.60598236,2.5519454,8.989237,-0.47632217,-0.33490688,-0.45570546
-0.41455653,2.592025,9.927223,-0.49693888,-0.48655418,-0.5137377
-0.36430725,2.3886352,10.880164,-0.43692136,-0.5564982,-0.58169645
-0.20997019,2.1619153,11.632109,-0.31138855,-0.4109596,-0.61712664
-0.3290131,2.0237298,11.287542,-0.1740966,-0.09193522,-0.6239988
-0.59282184,2.0321047,10.08156,-0.05513059,0.094989546,-0.6053675
-0.7800602,2.0398812,9.142975,0.015882496,0.04718934,-0.5910121
-0.80997044,2.1326032,8.477771,0.0070249503,-0.043218717,-0.57528234
-0.54376894,2.2384856,8.573483,-0.0664316,-0.10888673,-0.59849524
-0.54376894,2.2863421,8.568698,-0.14782938,-0.12461651,-0.61178154
-0.5724828,2.3001008,8.707481,-0.22953261,-0.107359566,-0.6053675
-0.5347959,2.4197419,8.668598,-0.30451632,-0.13148874,-0.5856671
-0.44027936,2.5776682,8.726026,-0.37827832,-0.16050485,-0.573297
-0.36370903,2.5956144,9.0131645,-0.43188173,-0.11728613,-0.5693264
-0.45942193,2.6961129,8.936594,-0.48288897,-0.08017606,-0.56291234
-0.68853474,2.8289146,8.940782,-0.5522222,-0.061391957,-0.5233588
-0.6831509,2.9371898,9.452248,-0.53893584,-0.14049901,-0.44150287
-0.47377887,3.1603205,9.978668,-0.41065416,-0.23518312,-0.36865717
-0.4031906,3.4187453,9.839287,-0.1815797,-0.28710666,-0.28603765
-0.27158538,3.7022948,9.542577,-0.089491755,-0.34437528,-0.20433442
0.17467605,4.0331025,9.675977,0.01985312,-0.4016439,-0.15714508
0.4833502,4.2634115,9.623335,0.1459968,-0.42317688,-0.18570304
0.39601216,4.3316073,9.135199,0.2133447,-0.3747658,-0.21395555
0.4528417,4.3794637,9.101699,0.23182335,-0.3659083,-0.2519819
0.26261228,4.3651066,8.933603,0.26740626,-0.3556763,-0.29260445
-0.033499517,4.3561335,8.617751,0.2660318,-0.3399465,-0.33414328
-0.39421752,4.206582,8.660822,0.21853705,-0.29535335,-0.35964692
-0.7316055,4.046861,8.914461,0.21930063,-0.24648413,-0.3324634
-1.0881361,3.9403806,8.909077,0.28405234,-0.28588495,-0.2593123
-0.930808,4.025924,9.282357,0.38224894,-0.34804046,-0.15928312
-0.91166544,4.0923247,9.330214,0.46517387,-0.24327709,-0.124769226
-1.1790633,4.0408792,8.775079,0.42332962,-0.1375974,-0.07162395
-0.88414794,4.0995035,8.789435,0.2602286,-0.13362677,-0.002443461
-0.27038896,4.173083,8.833105,-0.11362094,-0.15683965,-0.029626964
0.7513463,3.9768713,9.810573,-0.7319693,-0.19410244,-0.14065172
1.0420742,2.9485557,13.095919,-1.1381947,0.007941248,-0.3203988
-0.634098,1.2323036,14.710475,-0.83276206,0.75976366,-0.23197608
-2.4556344,0.69212395,11.79542,-0.18387043,1.086882,0.31642818
-1.7144574,1.2574283,9.421141,0.32803464,0.28008172,0.8961393
-0.11066805,1.5391831,9.427123,0.5337435,-0.45280385,1.0980303
1.332204,1.5714862,9.806385,0.4738787,-0.7293731,1.210124
3.2380872,1.8490537,11.343774,0.34406984,-0.60048056,1.1852313
4.4428735,1.9657038,11.924033,0.47219884,-0.14508049,0.923781
3.7794633,1.669592,10.04806,0.51343226,0.13347405,0.6719518
3.1740792,1.2664014,8.708079,0.2939789,0.20616703,0.47418416
2.7601209,0.99900347,8.277371,0.15088372,0.29092458,0.37308595
2.132005,0.7262217,7.7796645,0.026572637,0.3662137,0.30863968
1.4991034,0.49232325,7.2963142,-0.069791354,0.364992,0.33353242
1.227518,0.40618163,6.9852476,-0.116217114,0.21426098,0.4485278
1.3501502,0.6119644,6.946364,-0.13698652,-0.020158553,0.54718256
1.5122639,0.849452,7.539784,-0.23854288,-0.21181752,0.61559945
1.5696917,0.9385847,8.042277,-0.2941316,-0.20143281,0.674548
1.8077775,1.1521441,8.678169,-0.27885997,-0.24755314,0.745561
2.2498515,1.5864414,9.104092,-0.2098322,-0.34437528,0.7609854
2.7146573,2.088336,9.462418,-0.15393804,-0.37782016,0.70921457
3.0275187,2.5423741,9.595817,-0.15745051,-0.29733866,0.5708536
2.9982069,2.7858438,9.710074,-0.2302962,-0.08002335,0.40866885
2.8695927,2.8809586,9.719048,-0.27779096,0.08399397,0.2695443
2.5262225,2.8468606,9.613763,-0.27397305,0.17302758,0.13744467
2.2737796,2.8462625,9.446265,-0.25579983,0.2012801,0.061391957
1.969293,2.7361927,9.268599,-0.23747386,0.21868975,0.019700404
1.7599211,2.7116663,9.177671,-0.25320363,0.18921551,0.019700404
1.6175481,2.6775684,9.373882,-0.24709499,0.18555032,0.04046982
1.5942181,2.6620152,9.6993065,-0.1928807,0.21074851,0.089491755
1.5750755,2.6907291,9.661021,-0.12156218,0.23365596,0.15057829
1.6600207,2.8438697,9.560523,-0.00580322,0.26450464,0.21288654
1.5972091,2.9156544,9.4019985,0.082161374,0.25335637,0.27137688
