bmi160_accelerometer.x,bmi160_accelerometer.y,bmi160_accelerometer.z,bmi160_gyroscope.x,bmi160_gyroscope.y,bmi160_gyroscope.z
-1.9505184,1.1935471,0.6509713,0.9351682,0.11731215,-0.21877849
1.061197,3.00393,5.727589,-0.72770816,0.85021347,0.1114532
9.937044,10.549687,28.578058,-3.0212204,2.8795404,-0.090946876
9.562751,6.518097,25.545982,3.4886048,2.8177552,0.2424806
2.6703596,1.763671,4.098664,2.2315938,3.3716922,0.4384891
1.7289367,1.1654003,0.16409028,2.4190803,1.7322516,1.1373019
1.0995246,0.73900515,-0.59048545,0.602806,1.4595442,0.74741554
1.3013437,-0.73541194,-0.7054684,-0.322908,0.90241134,0.9114661
2.751806,0.83482426,1.6205412,-0.88749766,-0.29387957,0.8347671
6.9211364,3.9471498,9.600479,-1.4861758,-0.5772397,0.46512067
7.161283,7.2696786,17.48939,-3.960783,-1.1460904,-0.6193176
7.300221,3.3770258,19.19437,-1.8132117,-1.5018884,-0.62038285
0.22996594,4.1142344,5.598233,-0.57644075,-0.48669228,-0.64062285
-0.97555864,3.482427,3.3015683,-1.1506177,-1.1641998,-0.53835756
-1.0078976,3.6261556,4.8490477,-1.0579399,-1.1695262,-0.61399126
-0.8593779,3.707602,7.4948535,-0.34847432,-0.99162716,-0.6075997
0.25511846,3.4201446,12.876895,0.12024162,-0.13409005,-0.80999976
4.0399747,4.89516,18.793726,1.2249199,0.3111901,-0.3732417
3.862709,3.8225849,16.993525,0.29494485,1.5319821,-0.24327956
1.8163716,4.0429688,10.517947,0.7466166,1.7301211,0.57377756
1.3408691,4.143579,7.552345,0.82331556,0.5902892,1.0542114
1.4660329,2.1996481,5.5844593,0.44621226,0.6105292,1.0637988
1.8792529,1.3803945,3.6836472,0.5996102,0.31971222,1.0435588
2.4362016,1.6343153,4.495714,1.5721958,-0.10213214,1.2715251
2.7967212,3.79863,5.966538,1.4507557,-0.20333217,1.0307757
5.2748437,4.004641,10.761088,0.31198907,-0.48136595,0.979643
5.332934,5.062844,11.406071,-0.9716535,0.22490376,0.4033354
5.539544,4.4304376,12.552307,-1.4318473,-0.08934898,0.08482161
3.4979975,4.94307,9.51005,-0.5455481,0.36232275,-0.25606272
2.2733092,5.1969905,7.3421416,-0.61585546,-0.526107,-0.18042901
1.134858,3.9519408,5.2215443,-0.9279777,0.11837741,-0.35513222
0.3808811,3.0422578,3.2973762,-0.617986,0.322908,-0.41904804
0.39525396,3.3434892,4.543624,0.2693785,-0.15539531,-0.18788585
1.4893888,4.7945504,7.6236105,0.6581997,-0.59854496,-0.06325002
4.3519855,4.708313,16.324587,0.41958067,-0.70081025,1.141563
4.4915223,4.49272,15.856272,-0.13755216,0.9514135,0.89868295
3.362653,1.3037392,11.243178,0.5878923,1.1857715,1.1852388
3.0889695,3.3770258,7.174458,1.071522,0.04913528,2.0470371
3.914811,2.4050605,6.773216,0.34501222,-1.0864357,1.9415759
3.914811,1.8067896,5.646143,1.1375682,-0.4270375,1.7093484
4.097466,2.118202,7.3750796,0.1735048,1.5927022,1.7604811
4.0345845,3.908822,8.335068,-1.2464914,3.1533132,2.1226707
2.636823,3.1572406,9.476513,0.25126904,1.3104073,0.8443545
2.4691396,1.6103605,13.373358,0.31305432,0.41239014,0.48855647
3.3913987,0.7102594,13.482951,-0.39428067,0.24301325,0.2020006
2.8865516,0.3653105,10.483811,0.43875542,0.5327649,0.4033354
1.7247446,2.5104616,5.7707076,0.80520606,-0.5942839,0.10186583
1.4696261,2.457761,5.2071714,0.8392945,-0.2757701,0.06990792
1.3881798,3.2668338,5.0730247,0.28003114,0.93436927,-0.06218476
2.012801,3.1572406,6.821125,0.62517655,0.38895434,-0.16977638
1.4217166,4.166935,11.677958,1.0001493,0.081093185,-0.21238692
0.43238387,4.69394,13.91773,-0.28881958,0.20892482,0.28296062
0.3707003,3.2955797,13.230228,0.00519316,0.3378217,0.68456495
0.7503837,4.636449,9.137553,-0.8970851,0.62544286,1.0851041
1.2258861,1.4905865,6.4630013,-0.79375446,0.13861741,0.8550071
1.235468,0.978553,4.7202907,0.5186502,0.22703429,1.355681
1.8307445,1.993637,6.4013176,1.1396989,0.29521117,1.7125443
2.5799303,4.157952,11.506083,0.3428817,0.15459637,0.89229137
2.7769585,3.5063818,13.005651,0.57404387,0.029960537,0.049667913
2.8398397,4.1866975,11.601901,-0.43902174,-0.3343596,-0.23795325
2.388292,2.577535,11.940862,0.04460791,-0.1735048,-0.26458484
3.339297,2.8602014,10.23588,-0.4166512,-0.66459125,-0.051532123
1.1636037,1.8307445,5.9809113,0.20652796,0.6904239,-0.006791055
-0.037129916,3.013512,3.578845,0.12876374,0.63822603,0.05499423
-0.32099414,2.90332,4.8538384,0.72744185,0.3079943,-0.13142689
0.85099375,3.367444,8.402141,0.45579964,-0.501606,-0.009986846
1.446869,4.038178,12.748137,0.10213214,0.11518162,0.21478376
1.6103605,3.3961897,14.328555,0.34394696,0.2355564,0.3479417
1.1444398,2.3050492,12.2989855,0.38868803,0.7788408,0.94235873
0.67372835,3.587828,8.789011,-0.8747145,0.32397327,1.4696642
2.2493544,2.0607104,7.5283904,-0.9769798,-0.4739091,1.4345105
2.2781,1.5720328,4.763409,0.19481006,-0.050999492,1.420662
2.1625183,2.4338062,5.3461094,0.43449435,-0.028628957,1.4440979
2.393083,2.817083,6.200696,0.33009854,-0.23422481,1.2928305
5.2796345,1.4043493,10.250253,0.58469653,-1.1258504,0.8283756
5.438335,1.4139313,13.139799,-0.460327,-0.38016593,0.25845957
6.6821876,0.90189767,15.765842,-1.838778,-0.19907112,0.15086795
5.3233523,1.1270727,11.826478,-0.15459637,0.44115224,-0.061119493
5.0975785,1.5480781,11.286896,-0.45926175,-0.8126629,-0.42863542
3.229105,1.7924168,7.3517237,-0.0661795,-0.24594271,-0.30293432
0.96178466,2.218812,4.978403,-0.04061317,-0.23529008,-0.112252146
0.84201074,2.2619307,5.002358,-0.6211818,-0.23422481,0.18282585
1.2067223,1.7253435,4.3477936,0.08402266,-0.485627,0.33409327
0.75517464,2.1709025,3.79863,1.3474252,-0.4973449,0.10293109
3.1859865,1.309129,7.3708873,1.0289114,0.66059655,0.26698166
9.132163,4.8424597,17.977468,0.10000161,0.25792694,0.7463502
11.519258,9.6112585,28.727177,1.9301244,0.7522092,0.26165536
8.051204,1.1606094,22.82412,3.4704955,1.5362432,0.22543639
0.9569937,-0.61563796,5.866527,3.0284111,2.4481087,1.1511503
-1.0025078,-1.6930045,-2.7631845,2.7482467,0.06511423,1.5719295
-0.868361,-2.0379534,-1.5402927,2.6853962,-1.5061494,1.8169401
-0.013175132,-2.406857,0.22158177,1.5359769,-0.3343596,1.8723338
1.024067,-2.6218512,0.86656433,-0.27284062,1.1378345,1.7168053
6.7684245,-1.1138976,4.400494,-3.0947237,4.708598,1.0179925
14.496838,7.9404125,18.42123,-4.9408255,-1.7735306,-0.730105
18.257738,5.704233,32.22697,-1.9208033,-0.2288985,-1.1551452
2.301456,6.2258487,7.432571,-0.46565333,0.5540702,-1.4406358
-1.0078976,4.119624,3.0392635,1.310141,-2.7482467,-1.0784461
-1.3342816,5.6036234,5.785081,0.1383511,-1.9450381,-1.065663
-2.1559308,2.7260547,2.2942696,-1.0185251,1.4584789,-1.8369138
-1.7618744,0.19822586,2.4565632,0.1852227,1.3945631,-0.94102716
0.020361567,0.17906202,9.190253,0.69122285,3.3120375,0.21052271
3.2764158,17.046824,32.298836,0.9863009,-1.0885662,0.7282408
13.752442,6.092301,33.058205,3.193527,3.8180377,0.6930871
1.883445,-1.396564,4.4909234,3.3629038,2.2180119,1.2150662
0.37549126,-2.6553879,-6.7887864,4.072369,-3.28727,2.7330668
-0.28745744,-4.0585394,-4.2196355,6.0260625,-6.111284,1.8893781
0.09701688,-5.5377474,0.9761575,2.0132148,-2.4829962,3.5927343
2.5709474,-1.1186885,-2.0415466,-1.5373085,1.010003,3.922966
7.230153,-2.4781225,-1.975072,-0.53383017,0.08215845,3.0995173
31.659243,5.5940413,3.3878055,-5.8995624,3.8787577,2.9152267
36.918518,7.8110566,18.077478,-4.954674,-0.44088593,0.09547424
13.460194,6.221058,10.274207,-2.2041633,-0.29387957,-2.245975
-0.15690385,4.1866975,6.1102667,-1.5053505,-1.2323767,-2.3333266
-4.575963,2.1229928,8.039226,-3.3684964,0.6275734,-0.6832334
-2.4379983,2.4625518,4.0184155,-2.893389,4.203663,0.36285537
-1.7271401,1.65827,-0.31799978,-0.39854172,3.334408,-0.8174566
-0.3826777,-1.635513,1.3348805,0.9191893,1.6385084,0.668586
6.6588316,6.8726277,25.665756,1.9152106,0.37617117,0.059255283
20.285511,10.583224,36.697533,3.865708,3.8670397,0.18921743
9.613055,0.61444026,11.606692,7.0646944,1.7429043,-0.14314479
0.2658981,-3.8477373,-3.5123703,5.348555,-1.5839137,1.1564767
1.1402478,-6.284538,-1.2486432,2.6630256,-1.6606127,1.7136096
-0.108395405,-4.80533,-3.0254893,0.8424903,0.40386802,2.4816647
0.94321966,-3.335105,-3.1255007,0.12556794,0.5071986,3.194326
3.3788226,-1.5588577,-1.640304,-1.5905716,0.1769669,3.1676943
9.593891,0.5569488,-0.1934349,-3.5229597,2.2574265,1.9106833
30.760939,5.943781,13.832092,-5.655617,-1.0044104,1.3855084
28.177416,2.7260547,27.050941,-3.1224205,1.0408956,-1.1657977
7.3990345,4.14837,7.996706,-1.5149379,0.14820479,-1.5077474
-2.2313883,4.1148334,4.811319,-0.72451234,-1.8097496,-1.4949642
-3.4704494,2.9560206,5.283827,-1.62466,-0.47177857,-0.81852186
-2.370925,2.2571397,3.1063368,-0.58070177,0.55620074,-0.5490102
0.7270277,3.367444,3.8752854,0.760465,0.5082639,-0.552206
4.3154545,3.128495,10.91919,1.8875138,2.9818058,-0.22517008
17.293558,12.460082,29.963844,0.015845794,3.8009934,0.66752076
20.050156,1.2612195,30.6753,3.8358808,4.7352295,-0.12610057
5.3095784,-1.9277613,4.801737,5.3869047,2.6483784,0.4416849
1.5103493,-0.42459857,-4.792155,3.900862,-1.4411684,1.4803169
1.3516488,-2.5020773,-1.1869596,3.073152,-2.3647518,1.1436936
0.3000337,-3.2973762,-0.18385299,1.7032232,-0.6400902,0.98070824
0.59288096,-3.545907,-0.41322005,0.2992059,0.5444828,1.9181402
1.3660216,-2.5068684,-1.1869596,-0.5263733,2.0560918,1.7210664
23.182243,2.2763035,3.5650709,-6.9829354,-2.3189456,2.9397278
31.280159,5.5796685,22.017443,-5.4031496,0.14394373,2.1056266
9.632818,4.263353,10.498783,-3.638008,1.6257253,-1.049684
0.23715238,3.0614216,2.9727888,-1.9069549,0.45819646,-1.2329093
-0.6563611,2.324213,4.9736123,-1.3434305,-0.7817703,-0.5948165
-0.09941236,3.6309466,8.583598,-0.8896282,-0.5303681,-0.5809681
1.8990157,2.8218737,12.820003,-0.24514377,1.1868367,-0.47657228
6.4761763,3.0710034,14.79208,9.321056E-4,1.4701968,-0.33169642
6.946888,2.7452185,13.215855,0.5815007,1.935717,0.037950013
7.129543,1.0456264,11.764195,1.48804,1.1005504,0.32876694
6.2360296,3.5399184,10.370027,2.1421118,-0.34181643,0.5908218
4.804731,1.5049593,7.8673506,1.9279938,0.18335849,1.1074746
4.602912,1.9313545,5.73777,1.0235851,1.58418,0.46618596
4.626867,-0.060485832,5.9809113,0.4099933,2.7783403,0.567386
3.8297713,1.3762025,3.7794662,0.40253645,3.1213553,1.0829735
2.8548117,2.7787552,7.3613057,-0.1300953,2.109355,0.8858998
1.8313433,3.6309466,10.078377,-1.9559569,2.2499697,0.37563854
1.331886,0.8204514,12.083991,-3.2715573,2.0390475,-0.6640586
1.0629936,-3.545907,13.464386,-2.1455739,1.2518178,-0.97191983
-0.23894899,-1.9181794,11.979189,-1.3711274,0.08215845,-0.50959545
0.03473444,-1.9996257,9.6441965,-0.49121964,0.27284062,-0.9303745
-1.2947562,-0.63959277,6.821724,-0.40599856,0.12796478,-0.44994068
-1.2797844,0.35153648,5.341318,0.8062713,-0.91599345,-0.38922065
-0.8426096,0.020960437,8.311711,1.1759177,-1.1056104,0.029427905
-0.031141222,-0.20421454,8.378785,0.69228816,0.74049133,0.5769734
0.15151402,-2.559569,9.228581,0.94582087,-0.16391742,0.45553333
-1.2558296,0.2605083,11.564173,2.1730044,-0.71252817,0.4246407
-1.0875473,1.2324737,15.207696,0.5793702,0.51359016,0.7570029
-0.29045177,-0.041322004,12.934386,-0.0054594753,0.7767103,1.0893651
-0.7947,-0.108395405,12.7152,0.05632581,0.2994722,0.6664555
-0.8186548,-0.22816934,9.142942,-0.27497116,0.91199875,1.2704599
-0.67911816,0.8108695,5.4515104,0.2725743,0.051265806,1.3365062
0.34375116,1.1558183,5.9910917,0.69761443,-0.9064061,1.1958915
-0.122169405,3.0805855,6.315679,0.73170286,-0.75833446,0.9508808
-0.55934423,2.7500093,7.891904,0.521846,-0.4483428,0.450207
-0.376689,2.424823,9.257327,0.41958067,-0.170309,0.6526071
-0.04970618,3.6405284,11.454579,0.68909234,-0.24807325,0.6568681
1.7996032,2.9847662,12.901448,-0.27284062,-0.49201858,0.65899867
4.4172626,0.0017966089,13.503312,-0.45606595,-0.25659534,0.2659164
2.1930606,2.2667215,9.31961,0.49095333,-0.12769847,0.28509116
2.466744,2.8793652,9.902309,0.1031974,-0.9436903,-0.13462268
1.1312647,2.9368567,7.7625484,-0.08961529,-0.6901576,-0.62677443
0.8048808,2.012801,7.1133738,-0.06724476,0.13435636,-0.8057387
0.5934798,2.8314557,6.922334,0.04460791,0.033156328,-0.077098444
1.6642587,2.9272747,8.163791,0.24274692,0.32397327,0.11464899
1.640304,2.429614,9.009395,0.25126904,0.7522092,0.46618596
0.82404464,3.6836472,8.865666,0.68483126,0.55833125,0.8858998
0.2425422,4.330426,11.535427,0.6677871,0.16098794,0.7442197
0.82404464,2.9656024,12.261257,-1.1687273,0.2589922,1.1522157
0.4874799,1.9121908,12.213347,-0.3644533,0.521047,1.2864388
0.08444062,1.9361455,11.277314,-0.19081533,0.18335849,1.112801
0.77134407,1.7013886,9.453157,0.075500555,0.5732449,1.2395673
0.6749261,2.352959,7.323577,0.063782655,0.28881958,1.0339714
0.8144627,1.9601003,6.5258822,0.29494485,0.30692905,0.6163881
0.86716324,2.6014898,7.2469215,0.2960101,0.07363634,0.62917125
1.31392,3.4776359,7.0942097,0.33222905,0.0033289485,0.5322323
2.375117,4.167534,8.364412,0.2725743,-0.29494485,0.3969438
2.797919,3.7842572,8.5219145,-0.2675143,-0.29494485,-0.03555317
2.9464386,2.429614,8.417112,-0.4304996,-0.25872588,-0.17616795
2.278699,2.4433882,7.309204,-0.46458805,-0.027563693,-0.2241048
4.075308,0.46651945,10.637721,-1.4009547,-0.7998797,-0.5894902
4.7574205,-1.061197,14.109368,-0.9503482,-0.5974797,-0.97191983
6.183928,-1.2719991,14.639368,-0.79375446,-1.156743,-1.2467577
4.795748,-0.36231613,12.380432,-0.16631427,-0.063782655,-1.6504927
3.1674216,0.5665307,8.412322,-0.6286386,0.34421328,-1.5844463
2.3990717,0.6288131,7.4571247,-0.49335018,-0.058456335,-1.7538233
2.6008909,0.5186211,7.657746,-0.17377111,-0.104262665,-1.7154738
2.1924617,0.8539881,7.43317,-0.35167012,-0.1031974,-1.5674021
