Accelerometer.z,Accelerometer.y,Accelerometer.x,Gyro.z,Gyro.y,Gyro.x
-3.204339062,3.698373164,-1.316363169,4.267325401,-0.5361081958,2.252118349
-3.591895195,3.482678449,-1.720507449,4.374952793,-0.105960533,2.258584023
-3.62511036,2.545700674,-2.605560099,4.266560555,0.06086334214,2.388247728
-3.485135779,0.8852174854,-4.439849995,3.948698521,-0.100039348,2.608533144
-2.853108334,-0.7095234302,-6.207780874,3.491104603,-0.391887188,2.879318714
-2.983772065,-2.062022546,-7.555791227,2.963846445,-0.4984738529,3.166451454
-3.918206294,-3.187577313,-8.427482292,2.491069317,-0.4286923707,3.392884731
-4.181793517,-3.465414011,-8.4215605,2.152462721,-0.2056080103,3.507045746
-3.916304552,-3.171920894,-7.727103487,1.940805435,0.2548594773,3.46593976
-3.193597011,-2.896652585,-6.368392292,1.801857114,0.6824504733,3.280243397
-1.849937839,-2.861878793,-5.483157855,1.749450684,1.031298399,3.076658964
-0.7349988669,-2.909059062,-4.898772744,1.684492707,1.234653234,2.880614519
0.379944489,-3.573132627,-4.523844037,1.563530803,1.10487175,2.763259649
1.082713403,-4.40745813,-4.645596439,1.330390334,0.6040292382,2.652077436
2.851223251,-5.15441573,-4.781524082,1.13251102,0.2453951836,2.578638315
3.656635086,-5.562473968,-4.356356304,1.023257613,0.1123734713,2.276599407
4.800466099,-5.701860227,-3.631681847,0.8616049886,0.07081004977,1.633420348
7.828179012,-6.494824961,-3.688838735,0.5023849607,-0.1389456838,0.6925941706
11.18758647,-7.938495829,-4.71839981,-0.2286982983,-0.3299409449,-0.3082351089
13.46433313,-9.689989368,-5.922776184,-0.5382815599,-0.4150282443,-0.713163197
9.099421184,-7.290067576,-4.22548536,-0.4717992246,-0.6224853396,-0.3353482783
3.172903183,-3.286091171,-1.413217862,-0.5614118576,-1.047904134,0.1563273221
1.64606391,-2.719302214,-0.6975052948,-0.6398594975,-1.416101098,0.5846352577
0.5423091801,-1.721827884,-0.1734825897,-0.5718525648,-1.53479588,0.9799623489
-0.8651192847,-1.086498329,0.8038760038,-0.4204060435,-1.523842812,1.241261363
-1.185161094,-0.9922112947,1.631910882,-0.285626024,-1.487864733,1.366237164
-1.06569271,-1.394268393,1.896376057,-0.1663233489,-1.363043189,1.371445775
-0.7340633396,-1.721033227,2.010610924,-0.02417206019,-1.153026581,1.29950738
-0.3859048587,-1.567976754,2.309050849,0.01828032359,-1.00671649,1.176118612
0.4526433761,-1.875829528,2.209851055,0.203517735,-1.017496467,1.003863215
1.169851004,-1.376515148,2.452832713,0.333280772,-0.918163538,0.8976253867
0.473259317,-1.212509923,2.228839833,0.4331503212,-0.7623340487,0.7750464082
-0.01242927346,-0.6803482622,1.721092555,0.5832463503,-0.5705009699,0.5758293867
0.2959592148,-0.1372791305,2.058420138,0.6460103989,-0.4632880092,0.3177784681
0.8018103034,-0.4040188267,1.250651803,0.6666139364,-0.3047529459,0.1893472522
-0.2253751279,-0.1126656809,0.3589192366,0.7231141329,-0.2476277202,0.17788589
-0.9876020473,0.4657716282,0.03827741595,0.6798313856,-0.2677950263,0.2718209028
-1.172779459,0.6861280146,-1.001478305,0.5353875756,-0.3747518361,0.3972016573
-0.9038122958,0.2688633191,-2.036420488,0.44959867,-0.7954234481,0.5520570278
0.1869032123,0.6398489324,-1.688977754,0.4634058475,-1.075891614,0.7769083977
-0.7653840683,1.769379324,-1.307810445,0.6314734221,-1.058479071,0.9652090669
-1.843826224,3.268562236,-0.6356850907,0.8853926659,-0.8289735317,1.017987728
-1.69573132,4.603376716,0.08971651128,1.071670055,-0.5723034143,1.001237988
-1.204199118,4.487195976,0.1075707324,1.167519569,-0.3663791716,0.9697155356
-0.4354961342,4.107990907,-0.1470885038,1.195597529,-0.2670965493,0.8569005728
0.5251391419,3.769793556,-0.2860205891,1.170786023,-0.2323186249,0.6847915649
1.302926619,3.265492035,-0.3536562015,1.150497794,-0.2009042501,0.4547120035
1.836529199,2.540669402,-0.2042278566,1.207755208,-0.2360671014,0.1772199422
2.340202943,1.973319596,0.007122983748,1.268906474,-0.4940531254,-0.1114531383
2.866400654,1.08221276,-0.001179565173,1.346458435,-0.7053599954,-0.3605021536
2.577780112,0.6117475311,-0.1349462306,1.364948034,-1.247622967,-0.7247230411
3.918961496,-0.949151759,-1.073487894,1.449641585,-2.193226099,-1.256005764
5.535756642,-1.326776135,-0.4139093024,1.557660699,-2.562730074,-1.59788537
0.7726438301,0.07867445439,-1.210187691,1.617358804,-2.431304932,-1.561868072
-3.457850298,-1.796063479,-3.473114502,1.609266996,-2.306316614,-1.524376631
-3.47485287,-2.795618853,-3.160399383,1.705812097,-2.026067734,-1.484135389
-3.474405127,-3.144141783,-2.53778011,1.873144388,-1.637315631,-1.188613534
-3.843302736,-3.783501471,-1.508894743,2.148942232,-1.345257759,-0.5977996588
-3.48613765,-4.060952385,-0.08451192838,2.280093908,-1.087632418,-0.1729452461
-2.458703651,-3.893865049,1.364737616,2.303712845,-1.083160043,-0.07683888078
-0.3168997115,-3.386215971,2.188660383,2.466346264,-1.242975235,-0.0723650381
0.5531996266,-2.125169907,2.565027013,2.760425091,-1.447482586,-0.1145892069
0.5211421812,-0.8341831715,2.602486099,3.14811945,-1.199806213,-0.1274802387
-1.332504157,0.3775400582,3.066079762,3.588919401,-0.4497365952,-0.001657797955
-3.737420103,1.551064198,3.379394016,4.010333061,0.6022573709,0.3000210822
-5.18559179,2.473900635,2.954835894,4.336500645,1.480594873,0.7515338659
-4.783558803,2.649022224,2.627532862,4.478076458,2.333938837,1.249248028
-4.542772025,2.113945626,2.468944474,4.472278118,3.103775263,1.74941802
-4.022489091,1.747074553,2.48015385,4.395737648,3.675139189,2.258589506
-3.112010323,1.467906314,2.213566861,4.343235493,4.107878208,2.650006771
-1.763548134,1.541404681,1.391755387,4.337110996,4.291400909,2.858402967
-0.08020634014,1.827588352,0.1082709896,4.17950058,3.947882652,2.698670149
4.131745,1.38720956,-2.484183544,3.087431669,2.444708347,1.568712234
13.73855573,-1.045288805,-9.098992729,1.636371374,1.318388462,0.3426571786
11.22672956,-0.6909796924,-10.16283309,0.6258202791,1.012414694,-0.2577892542
3.645622109,1.428550456,-5.655559664,0.01916274056,0.9125282168,-0.256455332
-0.2498977209,1.584688527,-2.270955804,-0.4638640881,0.4797762334,-0.07922276109
-1.833898704,1.738518907,-0.5415969402,-0.4244916737,0.4975965321,0.1654081643
-3.361562007,1.815122254,0.1563338865,-0.1785037369,0.4698753953,0.259727478
-2.72324949,0.8778484179,0.9706652333,-0.05431218073,0.5379709601,0.2081489116
-1.452756968,-0.3331897521,0.6414367861,-0.00554144429,0.6595884562,0.1370475739
0.03517024371,-0.9159306036,0.256735458,-0.02394840494,0.6536522508,0.3127377629
0.6180582486,-2.459082421,0.09548106616,0.2112204432,0.3776347935,0.4069545567
1.631533865,-4.819094811,1.216870529,0.3968801498,0.1912975311,0.4620606601
1.050026355,-7.279713356,1.377323542,0.3825552762,0.04127687588,0.9071965814
-0.6444555494,-5.843166641,0.02096037044,0.3731771111,-0.1702197939,1.139285088
-0.6976160617,-3.575762976,-0.5386427666,0.3072662652,-0.4036352038,1.108171582
-0.1167594165,-2.646366157,-0.722599404,0.102862753,-0.3793157935,0.9435364008
-0.7091714749,-2.041961171,-1.233778994,-0.03806001693,-0.2891390324,0.7724767923
-0.7872489863,-0.3620721477,-0.7006266417,0.0187484175,-0.08222842216,0.5327250957
-0.2892179239,0.4869400519,0.2708598449,0.1711344868,-0.05693292245,0.2838827968
1.053190664,0.09499299038,0.9313543827,0.3741874695,-0.2624075413,0.1953276992
2.251426343,-1.386591136,1.368282742,0.4775487483,-0.3848461211,0.29909271
1.327167764,-3.335562473,1.202393091,0.5404374599,-0.5180723071,0.3695650697
0.9300333632,-4.336057612,1.03590606,0.619812727,-0.7355601788,0.4247439206
0.607983137,-3.846259248,0.8833055143,0.9608931541,-1.126459956,0.440707773
0.5709942996,-2.499497433,1.191059212,1.384549975,-1.609945416,0.4091445208
0.779303288,-1.307751408,1.386039348,1.806839228,-2.182243109,0.275862813
1.574861838,0.3764905491,1.23362468,1.998175859,-2.237042189,0.1610262543
-0.2967236233,2.376601706,0.4768751694,2.249771595,-1.765377402,0.294231981
-3.105875766,4.0471489,0.5908662903,2.303183079,-0.8126235008,0.8197588921
-5.370935497,3.470998533,-1.812625761,2.219062328,-0.1783008873,0.8130918145
-4.069911936,0.9123328713,-3.967269892,1.865628839,0.02319520339,0.4494824111
-2.265023492,3.690397071,-5.190066889,1.651918769,-0.4114802182,0.06766302139
0.1425187117,4.045101905,-4.557078782,1.509430051,-1.502545118,0.009947793558
1.760252307,3.168117994,-2.934412114,1.47101295,-1.543319225,-0.2450577915
-1.472977042,2.63522517,-0.1532113706,1.50618124,-1.795533061,-0.5125161409
0.960977952,1.630589278,2.487509474,1.723464847,-2.590593815,-0.5563887954
2.841424619,2.264535416,3.383227311,2.020637035,-3.410451174,-0.4239884019
2.749743529,2.585256731,3.706605863,2.351358652,-4.013054371,-0.05471090227
1.732402031,2.717275092,3.467271621,2.577029705,-4.439799309,0.4560045898
0.9811715028,2.313119122,2.837865173,2.579138756,-4.227335453,0.9247956872
-1.270942311,2.126020095,2.089275587,2.388334751,-4.135446548,1.408158064
-1.079344146,1.647258088,1.37588591,1.910561442,-4.365628242,1.635154128
0.4188596183,1.787449234,0.5201476172,1.214354873,-4.414820671,1.597452879
-0.2411930209,1.647009082,-0.6202557586,1.23132658,-3.62881279,1.376134276
-2.223275769,2.517121937,-2.683441504,1.98546648,-3.580952644,0.6661081314
2.697287366,3.142220752,-3.087912239,1.699435353,-3.809623718,-0.3018151522
3.921460327,1.648572678,-5.345909777,1.123930693,-4.115702629,-0.7312583923
2.243255312,-0.158002112,-5.270405331,0.7424710393,-3.823616505,-0.7122864127
-1.596540293,-0.7353413967,-4.213115415,0.9557391405,-3.406448603,-0.630372107
-1.876606358,-0.2828460508,-2.151189315,0.9371982813,-2.958070755,-0.6311662197
-1.356247436,-0.4799567688,0.1113105035,0.6777142882,-2.079589605,-0.4316981137
-2.738424263,-0.3066875296,1.749193738,0.6020399928,-1.151168108,-0.291461587
-2.005233907,-0.9833616333,2.49900585,0.8172140718,-0.6688470244,-0.3618068695
0.935624242,-1.397019591,3.187132784,1.276264906,-0.6325520277,-0.6560226083
2.901758384,-1.004869116,2.84201031,1.716701627,-0.8305727243,-1.034038901
3.095546095,-0.4987906486,2.262963636,1.652916551,-0.600515306,-1.399092674
0.6356045728,-1.533721726,0.4127235998,1.298147798,-0.1802972555,-1.648648977
-0.6379766357,-1.70963768,-0.846188082,1.011999369,0.2645329535,-1.780523062
-0.9632279229,-1.204444179,-0.8805228978,0.7783911228,0.7067713737,-1.860944748
-0.9906642114,-0.5566875418,-0.7119163897,0.6321445107,0.9711431265,-1.896584034
-0.3370540263,0.4377677324,-0.5463035105,0.7780932188,1.231914043,-1.989612818
0.1057622217,1.234849254,0.1784372895,0.8169065714,1.416891336,-2.166058302
0.8885980677,0.2918763294,0.6117322604,0.71989429,1.350788951,-2.281597376
1.846961746,0.01047697035,0.5361527033,0.5390838981,1.119978309,-2.139379501
1.813700404,0.6686655693,0.7912360101,0.2487764359,0.9946456552,-1.998921514
1.428122586,-0.334109205,0.6958543127,0.1065004319,0.8110203743,-1.83589232
1.590696536,0.2602957808,1.554520768,0.05353334919,0.7216662765,-1.691220403
1.243015025,0.4262584964,2.134656698,-0.02778952755,0.9971011877,-1.873875976
0.7838219345,-0.3787853821,1.440166367,-0.2068000287,1.262897134,-2.168380737
1.415508895,-0.6597083558,1.235671091,-0.2693959177,1.229933977,-2.279285192
1.950036628,-0.7019231112,2.206582701,-0.1127384007,1.268569469,-2.298354387
0.5774027053,0.2779121015,2.985669131,0.09497958422,1.296587944,-2.17357254
-0.3858811856,0.425620783,2.80823342,0.3004959822,1.444230556,-2.051691294
-1.499599091,0.2963070054,2.188595209,0.3878794014,1.577996135,-1.924884081
-2.190182478,-0.2557978848,1.365489019,0.3451018333,1.495958567,-1.768995404
-2.38127379,-0.7594201914,0.8722636035,0.2248978019,1.244827151,-1.652204037
-2.128672655,-0.8051426627,0.3281239931,-0.1304754764,0.5444988012,-1.60823679
0.06551788957,-2.306268525,0.4217284518,-0.903334856,-1.149038672,-1.335539818
2.814990201,-3.319529622,0.4042693674,-1.459432244,-3.054698706,-1.043435216
2.245755312,-2.388158873,1.398128429,-1.781184673,-4.662669659,-0.9100282788
0.2504571083,-1.423986509,1.921712158,-0.7676458359,-5.372623444,-0.7450683713
-2.801311804,2.55071441,2.300751808,-0.08514367789,-5.134596825,-0.5757580996
-4.359927732,0.4039759374,-0.1445443723,0.4710596204,-5.133749008,-0.8095149398
1.336222301,0.1267974109,-1.986964383,0.751454711,-4.522916794,-0.9365513921
3.878450622,-0.186720257,-4.231007922,0.5856497884,-2.236747742,-0.7015231848
0.1260591598,0.230248433,-5.579217013,0.2226468474,0.5192301273,-0.4502059221
-1.489064253,1.530603886,-5.36403697,-0.08989002556,2.181001186,-0.3232056201
-0.1103928041,1.934346599,-4.286957481,-0.2994458377,2.304558516,-0.2917556167
1.229452363,0.9645108023,-2.41918018,-0.4677224755,1.664730072,-0.08947946876
0.3109311585,0.2135363677,-1.301385673,-0.502372086,0.667981267,0.2338855565
-0.2617453951,-0.1871194854,-0.4874978319,-0.5306836367,-0.321254164,0.4755328
0.08352057925,-1.160481703,0.1192462649,-0.4717051387,-0.8920580745,0.5279733539
0.1988268743,-1.527789998,0.7501312618,-0.4254556298,-0.9652284384,0.5132135749
-0.3741220665,-2.028214385,0.7817166328,-0.4594960511,-0.579818368,0.4866687357
-1.107790562,-2.191457905,0.5333852844,-0.463596791,-0.03222424537,0.4666798413
-1.232694122,-1.928166449,0.6121124919,-0.4221782982,0.3989534378,0.4826304018
-0.8498644325,-1.794898965,0.7846272595,-0.3485373557,0.5608614087,0.5485018492
-0.1193932721,-1.654660474,0.9349158745,-0.2511431873,0.5008435249,0.6239221692
0.6380220092,-1.511182562,1.117476089,-0.1825186014,0.3882656395,0.657707274
1.070495727,-1.614917077,1.202796704,-0.1687182188,0.288146615,0.6465378404
1.359861535,-1.785260784,1.201115034,-0.156142503,0.1258634329,0.6595113873
1.574928181,-1.621498793,1.262902797,-0.181184262,-0.004703132436,0.6802374721
1.4114415,-1.623497274,1.049483334,-0.255438,-0.06434781849,0.6760451198
1.219277591,-1.576300638,0.7179273206,-0.3413953185,-0.04665920138,0.6563612819
1.033907871,-1.440104115,0.5403726591,-0.4275166392,0.024881294,0.626640439
0.9198048147,-1.338634622,0.3937450508,-0.5010898709,0.1058803648,0.6140698791
0.8546820619,-1.150718434,0.3232011498,-0.5678752661,0.1230244637,0.6002483368
1.125345507,-1.022248121,0.1310118137,-0.628513515,0.1275886148,0.5969144106
1.29879098,-0.9236088831,0.01527969446,-0.6737055182,0.0596004948,0.5836532116
1.812303105,-0.8640034325,-0.09491992514,-0.6986470819,-0.03643516079,0.5344237685
2.325855854,-0.7134551436,-0.1066457265,-0.6917800903,-0.08977854252,0.4857862294
2.293051316,-0.3797206171,-0.08160948493,-0.6466298699,-0.05180288106,0.4808312058
1.928199767,-0.09912146849,-0.02107464447,-0.6034549475,-0.002090985188,0.502184689
1.985404002,-0.1450713188,-0.1409378722,-0.5592697263,0.003944474272,0.5236461163
2.249136187,-0.02839490436,-0.2430266661,-0.5289557576,-0.01534000784,0.4949004948
2.3887583,-0.06836334213,-0.3857762639,-0.5005903244,-0.05641968176,0.4111324251
2.592855808,-0.1010726026,-0.2679346051,-0.454177022,-0.1570805162,0.3506784141
2.895698645,-0.1412146433,-0.220986976,-0.405918628,-0.2921663821,0.2858977616
3.029730099,-0.4483902487,-0.1160080136,-0.3487903476,-0.3755515516,0.2217949331
2.720522696,-0.6477776795,0.1359068923,-0.2762299776,-0.3911538124,0.1655865908
2.366234626,-0.6799333977,0.2872325953,-0.2190508246,-0.2991021872,0.1064023674
1.935056209,-0.6303729558,0.3929053851,-0.1733800173,-0.09714905173,0.03314991295
1.685597464,-0.3856055835,0.5602808901,-0.1508680433,0.1027049422,-0.009127769619
1.797311287,0.01411035842,0.5174906729,-0.1296861172,0.2972796857,-0.001640755916
1.836545566,0.8372925357,0.6401821098,-0.1143822595,0.4677971005,0.06482695043
1.678953788,1.766195434,0.5422741088,-0.1078724116,0.5749653578,0.1759582907
1.631961735,2.625639595,0.361785732,-0.08979193866,0.6265217662,0.2933536172
1.575509488,3.515292433,0.3909197643,-0.05380541831,0.6342694759,0.3682073951
1.522580154,4.461230052,0.4359764651,-0.003387783654,0.5790839791,0.3657546341
1.64294607,5.280428713,0.3214607358,0.04711319879,0.483096987,0.2659890354
1.895089524,5.84797141,0.1257698214,0.06791914254,0.3266152442,0.07665318996
2.225815809,5.82363075,-0.3001689415,0.05267388374,0.1645344645,-0.158472985
2.121155703,5.20809822,-0.8970137217,0.001073806547,0.0697850585,-0.3605909348
1.280261636,3.923016325,-1.424166249,-0.08475897461,0.09855367988,-0.427203089
-0.3117611796,2.436840194,-1.527557066,-0.1806689948,0.1627292037,-0.2914942801
-2.041526286,0.8750432974,-1.096176696,-0.2419721782,0.2890174687,-0.05455363169
-3.075267861,-0.5469944153,-0.1382020175,-0.2095205039,0.537896812,0.1309890598
-3.193296859,-1.632358041,1.158716154,-0.09045611322,0.8547605872,0.2292601019
-2.905578819,-2.36646785,2.28532949,0.08331248164,1.131746173,0.2682783306
-2.501177057,-2.81448342,2.990198884,0.2246093154,1.287359595,0.2706282735
-2.065296161,-3.209694452,3.074173929,0.3080946505,1.287436008,0.2720919251
-1.775942336,-3.4032542,2.67771845,0.3159145117,1.161427736,0.315282166
-1.819672464,-3.416677745,1.981469585,0.2834817469,1.03425777,0.409299463
-2.318623857,-3.09086992,1.186564823,0.196209088,0.8805223107,0.5512924194
-2.991274112,-2.274187626,0.1243321899,0.036910519,0.5931224823,0.7394801378
-3.364456559,-1.239746963,-0.7752031592,-0.1416704059,0.2490649372,0.9271846414
-3.656413553,-0.122886375,-1.168751226,-0.2611600459,-0.0284606684,1.04835546
-3.686862175,0.7639496516,-1.015959835,-0.3055381775,-0.1714542955,1.084181786
-3.104710813,1.24067343,-0.9743483057,-0.327447474,-0.08912560344,1.027936101
-2.144940776,1.373863172,-1.560199398,-0.3644693494,0.3695802391,0.8859230876
-1.632797894,1.395959269,-2.39331874,-0.4210226238,0.9572525024,0.6937371492
-0.4852829323,1.095775714,-2.695505743,-0.4946965575,1.521640301,0.4517804086
0.3784890295,0.7034294241,-2.330256719,-0.5574235916,1.948168516,0.2031663209
0.820191471,0.5156920991,-1.588415731,-0.6511110067,2.221473217,0.01251641288
0.8705731662,0.2958417259,-0.7885372726,-0.7405529618,2.340378046,-0.08714467287
0.7436874925,0.1076221703,-0.1601382472,-0.823197484,2.201068163,-0.1038323566
0.9412754727,-0.1930623195,0.06912935807,-0.8007673025,1.810987592,-0.07531602681
0.934019218,0.05031505974,0.7327654087,-0.6499636173,1.185300112,0.01447477285
0.5459387688,0.4423918851,1.392370596,-0.4279752672,0.5727515221,0.09219752997
-0.3053532123,0.8348784603,1.847746466,-0.3138476014,0.2070396394,0.1636023968
-1.468185862,0.2941051114,1.446741654,-0.3171600401,0.0816090107,0.2682697177
-2.22467643,-0.4162269317,0.9225932763,-0.3573824465,0.1599044353,0.3843124807
-2.411170038,-0.6522936957,0.8234270919,-0.3756362796,0.2829076052,0.4912053645
-1.738811168,-0.7528378904,0.9710796593,-0.3214913011,0.3948868811,0.6067605615
-0.9495593169,-0.7542179466,1.182298982,-0.2076994777,0.4609729648,0.7010710835
-0.1585211674,-0.6693272481,1.331233991,-0.04869374633,0.4162466228,0.7094025612
0.7702418836,-0.5450964727,1.398699507,0.07671503723,0.2784810364,0.6481826305
1.254481006,-0.6536088699,1.13392512,0.1420251727,0.08275396377,0.5159680247
1.314533762,-0.8900888908,0.6346072323,0.1559868008,-0.02840238623,0.3863639832
0.6316005979,-0.9046656977,0.2785778719,0.1347265095,-0.01657981426,0.2973765731
-0.11727628,-0.832894593,-0.04365998577,0.08376400173,0.1456977874,0.2410075814
-0.7530373585,-0.694932814,-0.302960618,0.0350754559,0.3571752906,0.2235245109
-0.8321313535,-0.5164993238,-0.3788885502,0.01611161605,0.5064553618,0.2140173018
-0.2736686187,-0.3255330998,-0.2458890698,0.02347019687,0.5411674976,0.2070331573
0.5154756799,-0.232943079,0.009286883783,0.03649038821,0.4617123604,0.1880078018
1.185827887,-0.2550964586,0.1861515172,0.03576600179,0.2873490751,0.1479667872
1.700524838,-0.3221592395,0.0772439832,0.01090033352,0.07245726138,0.1151925921
1.694462177,-0.4861848496,-0.205281165,-0.04686676711,-0.1207361072,0.1056677252
1.192384907,-0.6873445508,-0.6904939547,-0.07597005367,-0.2676030397,0.1323070526
0.5055902457,-0.6633627867,-1.026515131,-0.1024690941,-0.3222998977,0.1884787232
-0.2359060204,-0.6491308477,-1.196875205,-0.1314799637,-0.3195099533,0.2601124048
-0.7210394612,-0.6508084255,-1.166248011,-0.156330362,-0.2437669188,0.3502860069
-1.084327999,-0.5064817877,-1.017181485,-0.1709820181,-0.1426032782,0.4352775812
-1.060107458,-0.4215238691,-0.9456804297,-0.1567138433,-0.06292068958,0.5147053599
-0.7940940299,-0.4449105899,-0.7162848141,-0.1555316746,0.04500497878,0.5581740141
-0.4396470433,-0.6515788254,-0.4057505459,-0.1300419867,0.1570484787,0.5554252267
-0.01824190526,-0.7654898667,0.0265963305,-0.05610090494,0.2158193886,0.5026469827
0.5302641567,-0.6743155579,0.4192909955,0.04060705006,0.2200618684,0.4244551063
0.8413244946,-0.520937014,0.6167120947,0.1080537364,0.1966209859,0.3604196608
0.7326959968,-0.5184855292,0.5228372947,0.1410395503,0.1736436635,0.3260038197
0.3513946133,-0.4649620288,0.2886035914,0.1211859435,0.1822363585,0.3223086894
-0.1163748742,-0.4617331299,-0.02188099242,0.1080917567,0.2070703655,0.3486216366
