accelerator z,accelerator y,accelerator x,gyro z,gyro y,gyro x
-0.2923918777,-2.084072173,0.5020779632,-0.2777648568,0.4656900465,0.6076170206
-3.154368286,-1.781628565,0.9102339263,-0.4487108886,-0.132632345,0.2532848418
-6.506692509,-0.6403852312,0.7181499503,-0.704321444,-0.9762836695,-0.6894584298
-5.448112845,1.029710127,-1.237157969,-0.3753724694,-0.2742790878,-0.9705321193
-4.145256808,1.715990264,-1.536624169,0.1740815789,0.9463036656,-0.4263024628
-3.012150019,1.583948523,-0.656320467,0.4325986207,1.571760416,0.2583505511
-1.981378399,0.8020213158,-0.3133523578,0.5164310932,1.520564437,0.5868630409
-0.9639216043,0.1010083051,0.7873289197,0.3578279912,1.118488431,0.4965488911
-0.3564040389,-0.1041153313,1.321225515,0.2141729593,0.5740171671,0.218768537
-0.008188567153,0.2951943679,1.34668758,0.203335762,0.2433433682,-0.1729781926
-0.2464221537,0.7240975336,0.5729409401,0.4735926986,0.1821160316,-0.4778142571
-0.3173737588,1.414331376,0.03954484207,0.7640077472,0.01101971697,-0.3725325465
-0.1861421648,2.019346311,0.01967895233,0.781565249,-0.3725364506,0.097043477
-0.0941577086,2.145311655,-0.1916810029,0.4930297732,-0.6774353385,0.5742295384
1.040183006,2.14687642,-0.5159928356,0.1367094666,-0.3676439226,0.9413974285
1.438916367,1.812600919,-0.5407262948,-0.06356120855,0.03953259438,1.128000736
1.79461781,1.709597933,0.01040097337,-0.2189843357,0.1851070523,1.178939939
1.893748631,1.434890765,0.3511791074,-0.2854637206,0.1517486125,1.038430452
1.615112307,1.048442008,0.5685773016,-0.3051083088,0.002044415101,0.688659668
1.325695061,0.9018380731,0.6570262041,-0.3370089233,-0.2167446762,0.2640297711
1.119177632,0.944926981,0.3831630492,-0.403727144,-0.3112112284,-0.03809545562
1.173678453,1.011746601,0.279098754,-0.490344733,-0.2106685191,-0.1572845876
1.17697808,0.9474860178,0.19203336,-0.5415315628,-0.02034946531,-0.2108379602
0.8671499138,0.9062532592,0.263378257,-0.5452034473,-0.003532777075,-0.2599127591
0.8232868067,0.9098401777,0.3367996497,-0.5087153316,-0.05521242321,-0.2217451483
1.011129346,0.8760849154,0.2206717543,-0.404687494,-0.008071469143,-0.09658267349
1.45391286,0.7784013708,0.1272528631,-0.2633709908,0.1450072974,0.07679116726
1.713337704,0.5573939365,0.3205477492,-0.1370750815,0.197219789,0.1866097301
1.635189465,0.05940408287,0.439907594,-0.06176193804,0.05772189051,0.1518187523
1.556606927,-0.1745250845,0.4005352955,-0.03221727163,-0.1698054373,0.047173962
1.637701156,-0.4193514935,0.4008911962,-0.009920070879,-0.3546961546,-0.04149609059
1.6927789,-0.5753805519,0.2821136996,0.02168591879,-0.4067688286,-0.1018226445
1.703301463,-0.8357575812,0.2488434261,0.03754463419,-0.3550850153,-0.1739323586
1.726185495,-1.211739304,0.2420535833,0.05889813974,-0.3035130501,-0.2508534491
1.690181869,-1.357939919,0.3268262084,0.05274397507,-0.3430843353,-0.3341474831
1.481137552,-1.49250621,0.4212501302,0.03879033774,-0.4363144636,-0.3314630389
1.242105508,-1.658427717,0.4564676471,-0.01025894377,-0.419352144,-0.2633977234
1.164981352,-1.726737868,0.4556989643,-0.0575524196,-0.2601050735,-0.177690655
0.7572001773,-1.965770788,0.5756272201,-0.1287255287,-0.1764280945,-0.1398397535
0.4449783944,-1.855371262,0.5841391009,-0.2043592781,-0.1644400954,-0.06190321222
-0.1003419502,-1.922966835,0.69842957,-0.2026979029,-0.1781300008,0.1625954509
-1.380362471,-1.232713703,0.4939437201,-0.1176603884,-0.3672147989,0.3867150247
-1.704568706,-1.19756611,0.8017145149,-0.0841261223,-0.2067872286,0.5481755733
-3.374980291,-0.6479732021,0.1364465704,-0.1469102651,0.2832071185,0.3511224687
-4.176165156,-0.5503650608,-0.157144454,-0.1578663886,1.296214223,-0.04500773549
-5.051517081,-0.4249982672,0.1115350877,-0.1551707536,1.742892027,-0.5445711613
-4.716351645,-0.4640782317,0.7553017233,-0.02190775611,1.458508492,-0.872443676
-4.091401299,-0.2418856793,0.7216916415,0.1160569191,0.7441188097,-0.8370915055
-3.531587734,0.3942430635,0.04769662087,-0.01190744992,-0.02386764623,-0.5766487718
-2.69961084,0.6771326611,-0.8667205094,-0.1463910788,-0.5275841951,-0.2185389698
-1.193262859,1.204703999,-1.102245641,-0.258638382,-0.5754537582,0.2536484599
-0.8842419184,1.438295312,-1.03731505,-0.1918185949,-0.6841676235,0.5966652036
-0.223810509,1.709711038,-1.07755719,-0.04493344203,-0.5081143975,0.7421982288
0.5482043756,1.540118441,-1.199459522,-0.003415941028,-0.05458725616,0.7330465317
0.9931523749,1.840405456,-0.940503027,-0.01820542477,0.2704287767,0.5989441276
1.261440908,1.727483426,-0.4776220423,0.06010208279,0.2904009521,0.3550156057
1.786298895,1.63974932,-0.3286277414,0.05624058843,0.3015116751,0.1473194361
2.129367067,1.590926837,-0.1150158973,-0.1427389532,0.2202664167,0.0867798999
2.485484106,1.754911238,-0.4470820887,-0.02312573977,0.08150163293,0.2088473141
1.933486767,2.031094616,-0.5481425624,0.4167512953,0.2154066861,0.09418724477
1.741836068,2.089776523,-0.5763413232,0.6051617861,0.3264178336,-0.06694667786
1.886219989,1.597155502,-0.3647362889,0.3293973207,0.1377762556,-0.1876882166
1.384738202,1.611494993,-0.413023971,0.0001055467874,0.05723650381,-0.07864732295
2.110532018,1.242728901,-0.5752314622,-0.2175757885,-0.1906817555,0.01366744563
1.781024754,0.9903566067,-0.1767969384,-0.2551982105,-0.5470503569,-0.1451366693
1.779119797,0.8598962894,-0.2522358815,-0.1000089496,-0.6769531369,-0.3588004112
1.450768717,1.240600657,-0.7574927305,0.01633954421,-0.5852052569,-0.4521079063
2.128679669,1.705746226,-1.473166719,0.1820422262,-0.4466979802,-0.2424672395
2.596288413,1.25328975,-1.428026578,-0.02939029597,-0.3530625105,-0.01802406646
3.098542938,1.826666853,-0.9589598902,-0.2070069909,-0.9457374811,0.0620360747
3.145156806,1.329196932,-0.472423743,-0.3126920462,-1.854776621,-0.1364932954
2.949007626,1.193153554,-0.4452611569,-0.7308493257,-1.781099796,-0.6547017694
1.4106711,-0.4565855379,-0.2117095176,-1.131505728,-0.7252447605,-1.320743442
0.4372627055,-1.862184741,-0.5155908307,-1.03516078,0.2895932198,-1.613337755
-0.7844868281,-2.307269519,-0.05426712184,-0.5755541325,0.8945512772,-1.674924731
-1.563138374,-2.714843481,1.238402855,-0.2606991529,0.5703846216,-1.689332962
-3.431050553,-1.972724261,1.780665857,-0.1091709957,0.2912538648,-1.451002479
-3.659472356,-2.321664686,1.76229112,0.1237046048,0.0977243185,-0.9403284192
-3.418372858,-2.134649683,1.739262711,0.2655130923,0.09489813447,-0.1445605159
-2.338907058,-1.622736226,1.181028232,0.3308206797,-0.01238032803,0.8371223807
-1.223327743,-1.497935834,0.7217692368,0.3509940505,-0.3260183036,1.520720243
-0.01412672503,-1.523640038,0.3822377876,0.2432039827,-0.4505670369,1.710832715
0.7415151169,-1.463508372,-0.05453169106,0.1569786519,-0.2780254781,1.416819215
0.7861725893,-1.698410476,-0.04045753646,-0.02733938769,0.1669335067,0.8916323185
0.6309633229,-1.299749304,-0.2466708678,-0.3102008998,0.4605482519,0.4769701958
-0.07412029822,-1.473674376,-0.1857989957,-0.4915204942,0.4080823958,0.100405477
-1.3938848,-1.796659838,0.5369893368,-0.6041915417,0.4938355386,-0.3929551244
-2.907969513,-1.483311973,0.880169116,-0.6415563822,-0.08028379828,-1.137371778
-5.097466931,-1.65608963,1.494519596,-0.4016341865,-0.5196831822,-1.225871563
-4.58676548,0.6872676862,-0.04913712027,-0.08159623295,-0.1057952195,-0.4324751496
-2.727505394,2.171784067,-0.8148418536,0.03383486718,0.3553997874,0.6706544757
-1.475840615,1.001038452,-0.7665925673,0.02537671104,0.7255734205,1.004226565
-0.3498053713,1.006014487,-0.3697269733,-0.1148463041,0.8494644165,0.7379546762
1.047753734,0.4379153242,-0.1719851177,-0.1643527448,0.8953656554,0.4387732148
2.23626443,0.5576838594,-0.4864125574,-0.2717945278,0.9176347852,0.4182058871
2.08927588,1.071091355,-0.1082392793,-0.01750631444,0.5931449533,0.4998007715
2.874903694,0.7255728669,0.4867038319,0.2005321532,0.4639253616,0.5715746284
1.664796668,1.178370703,0.08558087278,0.2019795775,-0.1168001667,0.4795828164
1.335497493,0.4410676507,0.1522198023,0.3172085285,-0.4297117889,0.2887922823
0.1459966169,1.115112283,0.2350709578,0.2579495013,-0.5875813961,-0.07392451167
-1.01425946,0.790984958,-0.1558613006,0.2109563947,-0.5793334246,-0.4093441069
-0.679700758,0.9416785005,0.587448262,0.03922807425,-0.1245319247,-0.3601909578
-0.9647434421,1.274554072,-0.07506671223,0.1256844103,0.1466024667,-0.03235304356
0.2436824996,1.525109672,0.2526813603,0.2572343051,0.2951192558,0.4255486727
0.7596183444,1.468616801,0.4726487108,0.3723538518,0.2043694407,0.6753373146
0.7688432688,2.036914701,-0.09899042599,0.2245111018,-0.2693604529,0.7802625895
1.574700217,1.215956337,0.1898542807,0.291877687,-0.4927169681,0.7554619312
2.184442473,1.304596451,0.6459885311,0.2579311132,-0.5408819914,0.6921221614
1.660109971,0.9093421651,0.03598360592,0.2372602075,-0.7352381945,0.4154448509
1.565240315,0.4214747693,0.3127336414,0.1414652318,-0.6574982405,0.08389952779
1.549048474,0.2597629891,0.07631210918,0.1041976288,-0.3342413306,-0.1438763887
1.151194234,0.9016954497,-0.5151132398,0.01183467265,-0.0008436440257,-0.4562191069
1.349506145,1.21992261,-0.5956068724,-0.1305323243,0.3402662873,-0.8020281792
1.228816988,1.543776379,-0.3250949276,-0.2517638206,0.2941233218,-0.8929743767
2.246748415,0.6541749794,-0.4741122075,-0.2927982211,0.009990627877,-0.5029895902
2.943242487,0.06011047757,-0.1440540041,-0.2024563402,-0.3887962103,-0.0840736255
3.085767628,0.07530833896,-0.1194480254,-0.09770168364,-0.4217990935,-0.1030234173
3.098419604,0.7996241915,-0.4576857542,0.03832836077,-0.3376353979,-0.2729896605
3.574561199,0.2701920286,-0.4949467231,0.2687059939,-0.5839739442,-0.267159313
2.819210449,0.6861302066,-0.7538866688,0.2686801851,-1.041277051,-0.3593420684
3.016757805,0.2132213104,-0.8821026413,0.2244520187,-1.351602793,-0.4047923684
2.684831789,0.7549597049,-1.382750827,0.195648551,-1.711936831,-0.4501461685
3.171821525,0.1582341672,-0.2410949674,0.4320760369,-1.696890116,-0.608066678
1.520406317,-0.497637387,0.1589601434,0.3001299798,-1.810465097,-1.370126843
0.5767915877,-1.378387956,0.1150317159,0.1612458378,-1.80863595,-2.092411995
-1.58782741,-2.471049338,0.21739845,-0.1657861918,-1.63807714,-2.228531122
-4.04085243,-2.201843543,-0.2468795421,-0.1990294904,-1.262582779,-1.823443651
-4.662981289,-0.3904147373,-1.183207037,-0.03614471853,-0.7808668017,-1.339489222
-4.656903431,-0.9081580699,-1.459966461,0.1411823779,-0.4824413061,-1.022804856
-5.35103545,-2.005036338,-0.54281976,-0.09670992941,-1.199151635,-0.991163373
-4.590829076,-2.323582356,-0.6284829042,-0.2607462704,-1.897958398,-0.501183033
-3.123122084,-0.1848491293,-1.782397211,-0.2782164514,-1.906131506,-0.07933963835
-1.995671129,1.105082983,-1.819609921,-0.294873476,-1.853424788,-0.510518074
-1.653416027,-0.7740743744,-0.1720002422,-0.1700208485,-1.961670518,-1.422576427
-1.189679156,-1.036800013,0.2905649546,-0.05884058028,-1.85940361,-1.848763824
-1.279148999,-0.05077418342,-0.7072206331,-0.168322444,-1.529349446,-1.736694455
-1.324136141,-0.02496380653,-1.277642686,-0.3016520143,-0.3310898244,-1.435515523
-1.068009171,-0.1078246524,-0.4120908548,-0.08886507154,0.7162821293,-0.8579443097
-0.2396136428,-0.5820604315,0.6144692842,0.2965344489,0.5645956993,0.007304798812
0.2540373049,-0.7981283269,0.8772808472,0.4988545477,-0.3596555293,0.7302241921
0.5044476515,-0.04501222236,0.4756307223,0.4874244928,-1.140105963,0.9460149407
0.9040221391,0.5579566484,0.230221545,0.2655365765,-1.348961115,0.7904114723
0.9063596421,1.303504418,-0.0006096563309,0.02245361172,-1.171439767,0.3828021884
0.7574094361,1.685143582,0.1536252121,-0.1113651693,-1.256096601,0.0275916364
0.2347843229,2.108349121,0.4412316091,-0.1659874171,-1.449492931,-0.186349839
-0.7847562927,2.067402486,0.2901402994,-0.2790981233,-1.426355481,-0.2387272716
-1.181651917,2.164894015,0.112446814,-0.4234299958,-0.5726178885,-0.4481078386
-0.9784656779,1.986263103,0.5935311256,-0.3415071666,0.2252300829,-0.5643959641
-0.3474930027,1.584949662,1.111535009,-0.1729996204,0.1734002978,-0.3293525875
0.1061141039,1.244044806,1.334301562,-0.04095050693,-0.3695634305,-0.03833463416
0.4776929156,1.204383388,1.48694127,0.1688814014,-0.7052298188,0.06965987384
0.732252783,1.150146844,1.434133809,0.4660590291,-0.7688202262,0.07660087198
1.106159161,0.7502265389,1.521971667,0.656062007,-0.8622708321,0.05094586685
1.369008718,0.1426317984,1.438176947,0.7177353501,-0.7556120157,-0.1850442439
1.051813823,-0.3902641864,1.094182892,0.666534245,-0.4380233288,-0.5428491831
0.3900543796,-0.4990478383,0.5672060132,0.4835482538,-0.04289493337,-0.6625230312
0.03868015153,-0.4491819836,0.4784983867,0.3728172481,0.3900471032,-0.5464895964
0.2124035643,-0.7909763363,0.8668792802,0.4091814756,0.5011536479,-0.3997133672
0.5534282478,-1.01894338,1.307541565,0.479634583,0.1942772418,-0.3212983906
0.6782920603,-1.277839085,1.352346337,0.4791640043,-0.3739206195,-0.2212743908
0.7084913837,-1.34345079,1.205717267,0.5095926523,-0.7441905141,-0.2507093847
0.6419897438,-1.41958389,0.9069605307,0.5804009438,-0.8500676751,-0.3622932732
0.6693155576,-1.499171952,0.7108207034,0.521130681,-0.7501775026,-0.4377827346
0.9015981268,-1.828820086,0.7743237461,0.4720927179,-0.8672073483,-0.4761365056
1.207422902,-1.668861433,0.7529062795,0.4678527713,-0.9678829908,-0.4998807311
1.112916234,-1.600507443,0.3030325142,0.4870004058,-0.968752265,-0.5907312036
0.3354062591,-1.756772064,-0.1292518183,0.508459866,-0.6160339713,-0.9337795377
-0.498358687,-1.314333125,-0.8539549167,0.5004947782,-0.3884976208,-1.102878809
-1.07783323,-1.150147648,-1.061282493,0.5062730312,-0.4859283566,-0.973741591
-1.653321334,-0.7100128942,-1.430221019,0.585591495,-0.8216526508,-0.7512661815
-2.210291784,-0.2449953358,-2.299726556,0.50301826,-1.04922533,-0.8303319812
-2.691899828,-0.1015910735,-2.847133644,0.5291377306,-0.7359519601,-1.291456342
-3.618386897,0.8154051135,-3.746684775,0.4994523525,-0.5019029975,-1.642843366
-4.670246896,2.694533099,-5.198329691,0.6268458962,-0.6458389163,-1.718400717
-4.786119593,1.296744861,-5.140844885,0.9112000465,-1.148847222,-1.02364707
-4.441526404,-0.7009995666,-3.588536533,0.5861796737,-1.142025828,-0.1540844142
-3.265582928,-2.090047741,-1.758223139,-0.02774699032,-0.5046114922,0.2584023178
-1.673433271,-2.705278657,-0.1019610758,-0.3682748675,0.2673820853,0.3744580746
-0.2525494044,-2.78868087,1.126363745,-0.3795832098,0.6025323272,0.5642977953
0.4215346827,-2.163829308,1.495644801,-0.2541677356,0.3930698931,1.002343416
0.882348652,-1.48355718,1.587128906,-0.08848668635,-0.1558812112,1.624213576
1.018488184,-0.6507821221,1.590645974,0.07156509161,-0.7775942683,2.16648674
0.873389685,0.4124743012,1.15877373,0.2320955843,-1.279844761,2.45537138
0.5704565395,1.493696297,0.4854378306,0.3153825104,-1.396189451,2.364070415
0.360746452,2.089130334,-0.03147007402,0.2769138515,-1.182496309,2.023810148
0.09857669409,1.790242956,-0.02467442253,0.1693249941,-0.8539621234,1.615943074
0.1585813732,1.342349259,0.2337543953,0.07568951696,-0.4667117894,1.291823149
0.3150879859,0.9110898855,0.6635258683,-0.1064195558,-0.2145467401,1.062258005
0.3924289998,0.5536578187,1.064538864,-0.2902167141,-0.09619472176,0.8076638579
0.514500259,0.564742838,1.396741943,-0.4411693215,0.07191631198,0.5425377488
0.3478524837,0.604086568,1.501744871,-0.4519247711,0.1594703496,0.3545335233
