x.accelerometer,y.accelerometer,z.accelerometer,gyro.x,gyro.y,gyro.z
-1.495538272,-2.491255382,-1.440894973,-1.16853714,-0.3774057329,0.0674688518
0.5570745684,2.119188495,1.20835463,1.272243977,0.2911744714,-0.2056277841
1.604050961,0.2225993796,2.194676282,-0.8763898015,1.234958172,0.6004114151
-0.3038618047,0.7075768992,-1.960201171,1.076932549,-0.1196004897,-0.04300655052
-0.830152893,-0.246555717,1.965948191,0.2250432074,0.2882897556,0.370827049
-0.3066858491,-0.9502537289,0.983513609,0.7725123763,-0.3680573106,-0.2435693592
-2.657951381,-2.609499192,-0.1152519346,-0.7140874863,-2.638408184,-0.8386969566
-0.3163814963,1.612564961,0.7317839965,0.7251313329,0.1552024037,-0.9730466604
2.396693185,2.312631046,1.837389615,0.6653581262,-0.1683564931,-0.3554316759
2.850423333,0.7276175245,2.837781294,-0.4390955865,-0.3408154249,0.07062525302
1.12006048,0.2895230443,-2.193859121,-1.130203009,1.695808649,0.4328234792
-0.3390897699,-2.295651562,-2.978139612,-1.235290289,1.080753684,0.2173873335
-0.462364998,0.7651420762,-3.663168872,0.3279651701,0.2068637013,-0.3192967772
-0.7338065884,1.030960712,1.844561114,-0.1372714043,0.5547805429,0.1065725908
-0.787311384,-1.176964636,2.173291549,-3.66277194,-0.8391425014,0.08194828033
-1.092285388,0.01835714741,-5.318580456,0.8559179306,1.046725631,-1.703976274
-0.6456555728,2.142859878,3.204278272,0.6870544553,0.8266060948,-0.8072066307
1.535460678,-0.3211508662,2.013204447,-1.404668927,0.6341868639,-0.9215323925
-0.418217521,0.1664871048,-2.992812865,0.3359226584,-1.040591717,0.4059987366
-0.8510086341,-0.778779045,1.720544274,0.5596907735,0.6308977604,-0.009113030508
-1.993274297,-0.4671011597,1.332611709,-1.381162763,0.1903140545,-0.7113836408
2.455290335,-0.4551413304,-0.3880032923,-0.7878270149,-0.1571071893,-0.1175153702
0.952885831,-0.8730049234,-3.437037227,0.2678397894,-0.3703976274,0.2130201906
-0.3457648638,0.9662778851,-2.084405643,1.523529053,0.8173453808,0.02327939495
0.02170563585,0.6041237582,5.477493253,0.4129913747,-0.2839914858,0.01029125974
1.423182791,1.909464964,1.758976588,-1.511643291,-0.900113225,0.4160282314
0.2739027197,-0.07582637149,-2.306995086,-0.1819606125,-0.3300639987,0.5195519924
-1.167026887,-0.861902953,-1.78020993,0.1826239824,0.5388557315,0.08133476228
-1.593300288,1.449639713,-2.371663665,-1.052786946,0.167465359,-0.9548201561
0.7822820116,1.410121065,4.091331156,1.361169219,-0.3563266695,0.7154877186
-0.3887450506,-0.6362598218,1.888971334,1.234628677,1.141344666,-0.4185714722
0.6572536562,-0.3062239307,-1.447338158,-1.139429212,-0.2963803113,0.7005190253
0.4476163417,-0.05762622301,-2.298855619,0.7020849586,-0.3065048754,0.7449575663
0.3722819915,-3.067321871,-0.9193278448,0.9001072645,0.4446446598,0.6501947641
0.743414813,1.406963185,-1.425011176,0.7782309651,0.4580036104,-0.5898909569
0.292524272,1.94482693,2.102874197,-0.1281135529,0.3615887761,0.2615223825
0.07713350856,0.6432661935,0.8934516453,-1.116378069,-0.4373308718,0.09468236566
-0.3720399995,-0.3745195413,-1.75291685,0.1328619719,-0.4146074057,0.5868309736
-0.5842440957,-1.290318043,-1.326259125,0.2274047285,0.334212631,-0.03765544668
-0.9634780983,2.733267903,-1.338982413,-1.820423603,-0.6182063222,0.1927372664
-0.4155100156,-1.585806133,1.840602732,0.36408934,-0.3127011657,0.2485626787
-1.147484859,-0.03428578903,-0.03582008592,0.09602526575,0.5863229632,-1.243985415
0.520469981,0.5757906305,1.680927718,0.4839783311,0.2100556046,0.339550674
0.8307914832,-0.9994863272,-0.1869435443,0.3577230573,0.05508151278,0.3266444802
0.9291039734,-2.840265512,-0.0913806451,0.1758181602,-1.152182937,0.5863958001
0.841121154,2.746674789,-1.727944906,1.391527176,1.109901547,-0.1712724417
-0.6574903875,1.767513677,2.960252074,-0.4175703228,-0.09579087049,0.027479982
0.9036819474,0.2652113176,1.008778399,-0.2720907629,0.1788856685,0.06271314621
-0.5799369,-0.9273878171,-0.2268336562,0.1658215821,-0.3329133093,0.1239836365
0.8862389374,-0.3986641678,-1.821353842,0.1181383282,0.2242073268,-0.1445619166
-2.477676647,0.8867170763,-3.434539565,-0.2916713655,-0.5733824372,-0.4674991071
-0.5022638777,1.064978132,2.881213024,1.390109062,0.1357303113,0.2191162258
-0.1618210858,1.057508235,5.570955381,1.424379468,1.343991637,1.168328047
-3.41294002,1.068721411,4.443699072,0.2772373557,-0.2062699497,0.06539080292
-0.7353051564,1.439573954,1.002754316,-0.8296656013,-1.420492291,0.1297664344
0.5572628575,0.7469643222,-4.185452624,-1.107484937,-0.2745559514,0.0670254603
3.636091188,1.601058209,-9.178616885,-1.13973999,0.8347120285,0.4729115963
1.645256832,0.9821957313,3.447970124,-0.7320581675,-1.285479903,1.879116297
-1.233672465,1.422426712,1.576442092,-0.5400838256,-2.365256548,2.397362709
-2.02243434,0.519620963,-2.037506529,-1.391119003,0.1354050189,0.886382699
-3.441250168,0.9273232275,2.087182122,-0.4115117788,0.9124892354,-1.102185488
0.6294464886,0.811812642,-3.544249647,-1.22769165,1.931613088,-2.042824268
0.1543742769,-1.528454307,1.402202547,-0.01016162336,-2.222097635,-1.547961831
1.646185491,0.0810290547,0.2507867787,-0.750282526,-1.139293313,-1.591692686
2.128972515,-0.5405623365,-1.068622919,-1.39817059,-1.483877778,-0.6681531668
2.12420457,-2.194750224,-3.234504484,-0.9219870567,-0.6186335683,0.4396985471
-2.205220473,-1.574993355,-8.986504998,0.7539651394,0.4525177479,0.03625078499
0.1749362957,-0.09395312594,-0.9676982002,2.480215073,-0.634120822,1.076638341
0.3463140221,1.634969685,2.696444485,0.8788107634,-1.095829964,1.380391479
0.5830255136,1.790354892,1.506484759,0.703525722,-2.060363293,0.6900897026
1.064920557,0.6299266733,1.959675394,0.1271627247,-0.07311265171,-0.2409332693
-0.7750579055,8.928679417,1.770271889,-1.063736677,0.7079196572,-0.426382184
0.2316577153,1.21941846,2.115088951,-0.8387343287,0.01204093825,0.3653211892
1.742740908,1.838534109,2.90829743,-2.495284796,1.468217254,-0.3313754499
0.2597445766,2.111872327,-2.769309815,-3.13407135,-0.1773889661,0.6006335616
-2.698623583,-0.9007681058,-5.984709201,-1.438813567,-1.109712362,1.412159324
-4.106494823,-4.612629405,-7.251197455,-0.4594739676,0.3565588295,0.6750609279
-3.787388541,-2.240375957,-6.745213096,0.8521043062,-0.2244725078,-0.009381778538
-3.085708591,-1.96677412,-6.961532372,3.109554291,-0.982945919,-0.5825327635
-1.197500643,3.117980629,-2.663793677,4.500171661,-2.34495163,-1.496519446
-0.05138181219,5.722096375,0.1986275524,2.369231939,-0.9792239666,-1.330761075
3.626084465,5.315286091,0.2441273208,0.7879261971,-0.07115626335,-1.848346829
6.870619929,6.961609529,2.062080999,1.168976665,0.3672030568,-0.5513579845
5.069652457,8.254802835,2.528034669,-1.645493388,0.2958510816,1.383589625
-1.484061915,3.491689147,2.571457339,-0.6091149449,-1.17446816,1.16194737
-0.1436906781,3.685972825,-1.483180456,-3.710131168,2.025945425,1.767825961
-3.512224862,0.7180413023,-5.091628727,-2.969691992,0.6159008145,1.481836557
-3.436358012,-2.612207282,-5.568236185,-1.336412668,0.05286668986,1.285975933
-5.229534976,-3.155366649,-6.39241731,-0.4140584171,-0.3706938028,0.613740027
-4.24627768,-5.975846095,-7.52989457,1.397976875,0.06852951646,-0.5666496158
-2.113684929,0.4390834912,-2.747984411,3.596050501,-1.733136892,-1.019267559
-0.04958849903,2.830111197,-1.357858378,3.394587278,-2.363647938,-0.6030358076
-0.02237257533,2.248265541,0.08831804266,0.6473155618,-0.03119378164,-1.466483712
3.795097801,4.120357637,0.1379898361,0.1392928064,-0.1604530066,-1.463482618
4.690577152,8.547667007,0.8778823202,-0.6224749088,0.3718968332,-0.5341845155
2.276412901,1.674807774,2.715188349,0.4040897489,-0.948161602,1.065612197
1.398205002,4.677642267,0.09253186096,-0.9227411151,-0.05417643115,0.1120037138
1.70886728,2.390973053,0.2195581122,-1.131691337,0.450797081,1.362413168
-3.178225547,-0.8906891948,-0.2648082898,-1.662366629,0.4379243851,2.915118694
-4.787089315,-3.800540284,-3.28803909,-2.557388306,1.958330393,0.3716654778
-3.556661385,-2.310517415,-5.145300696,-0.4725243449,0.0945142135,0.1399101317
-2.2482822,-4.092911703,-3.982660354,1.704454303,-0.9382755756,-0.4486629963
-1.734060174,-0.7087883208,-1.603403749,2.826438427,-1.43539238,-1.309918284
0.5034042799,2.29399415,-0.4851338792,1.942880273,-0.6130613685,-1.256137013
1.893204441,2.085590761,1.000126598,0.7906814218,-0.06626234204,-1.311860204
1.135514435,5.967002864,0.2274240233,0.142458275,-0.2376858145,-0.7407749891
2.151485375,1.206777298,1.358348792,-0.05490702018,0.8963626623,1.034926653
0.5415905105,3.489350182,2.606118025,-0.1220501065,-1.056483865,-0.7417615652
1.688736931,1.648383878,1.504592077,-2.01291585,0.9026756287,0.5685405135
0.4179237988,0.1647691219,0.06441811164,-0.5873442888,-0.7113454938,2.09289813
-2.178105087,-2.311367894,-0.3576265665,-1.081115127,0.04760458693,1.077062249
-5.664891556,2.917318356,-4.503112214,-0.762111485,-0.9167413116,1.183428407
-3.353884896,-5.520754888,-4.757147766,-0.168172121,1.481867433,-0.7670705318
-0.1430786836,0.5113146147,-1.305978553,1.866451859,-1.034435391,-0.4620633721
-1.71856859,-0.9580202713,-1.633360204,1.250668645,-0.8637372255,-0.5582926273
0.8946534223,1.112626311,-0.7576894221,1.326695204,-0.2152603567,-1.083747864
2.766323493,3.191697607,1.754956247,0.9628784657,-0.2721390724,-0.4537477195
0.3569581657,5.449816726,0.00801145702,-0.5357296467,-0.2299098223,0.4974248707
1.611134636,-0.3023886634,0.8403799803,0.4844951034,0.09893129021,0.1256038398
1.048271036,2.756078578,1.500379136,-1.568573833,0.8353946209,0.2964237928
0.3338227893,0.008524667239,-0.09275193346,-0.9435443282,0.531275928,0.7544230223
-1.499072437,-2.001939541,0.2174333751,-0.8852826953,0.3112087548,1.074726582
-2.040502204,-1.809856881,-1.322893156,-0.6273092628,-0.1202617586,0.2167613804
-3.303839301,-2.741994523,-1.973324272,-0.3719159961,0.2701475322,0.5956440568
-0.9303694633,-1.837571986,-1.174212122,1.749334693,-0.6770042181,-0.7245265841
-1.490243818,-0.3919938232,-0.4429726076,1.1583395,-0.8163579106,-0.8766598701
1.458030233,1.636041698,0.1485848798,0.5553945303,-0.2142875046,-1.092971683
2.648041981,2.098720292,0.7634045849,0.6962888241,-0.296892494,-0.5506637096
2.249828261,3.407519748,1.702868624,-0.1643224061,0.1868657321,-0.001708796248
2.255533194,-0.2019265939,0.4815817397,-0.868786633,1.284898996,0.9638076425
-1.546831967,2.436483636,0.4647480938,0.1663664579,-0.7274987102,-0.2024532109
2.507048287,0.3695604576,2.082307794,-1.616275907,1.289541483,0.5937321186
0.2771732658,-0.8197323291,-0.1433095698,-1.133225441,0.5605538487,1.091862202
-2.259571071,-1.702726293,-0.9537070843,-0.2283092588,-0.2408064604,0.8103009462
-4.68865466,0.1323620593,-2.617384393,-0.5039619803,0.8981614709,0.5355882645
-1.978986536,-1.554095236,-0.8377984394,1.084323645,-0.7001590729,-0.6101033688
0.4998346047,-1.759830575,0.3000561288,0.744066,-0.5343061686,-0.5353025794
-0.1838262891,-0.4815577743,-0.8451210373,0.4773653746,-1.043129921,-0.3760612011
0.4235936611,0.03450432715,-1.46504508,0.4221740961,-0.1874844283,-0.6032319665
1.974880854,2.515013567,-0.5649067964,0.9580509663,-0.09152706712,-0.6558900476
0.6701835726,1.560184785,-0.1977405404,-0.7830421329,0.8321922421,-0.1487641335
1.993746298,0.03119242612,1.909964145,0.1749144197,-0.09920106828,0.06422955543
1.556411112,1.80159934,0.3935305313,-1.365413308,1.049345136,-0.0172043778
0.6772521958,-0.1422825648,0.2301616315,-0.04048435763,-0.4596259296,1.468475342
-2.912088054,-3.216740279,0.3918979616,-0.5876703262,0.3059968054,0.8109320998
-3.665179627,-0.4645242219,-1.673079343,-0.6845679283,-0.4231167436,-0.2526892126
-3.63491133,-4.080377216,-2.761147551,0.2114503682,-0.114390716,-0.6378124356
1.058707674,-0.1710194145,-0.5816305522,2.011261463,-0.7344964147,-1.095065951
0.5277046084,2.307995203,0.5357406154,1.220392108,-0.9420199394,-0.8005603552
1.524313846,1.040885309,-0.3416010221,0.3824107349,-0.07767917961,-1.013990879
3.431196099,3.083348292,0.8857552455,0.3402731121,-0.04023293033,-0.423707962
2.615856452,2.967870732,0.8085837431,-0.3932017684,0.5550658703,0.1590198129
0.5373088876,2.80581233,0.1739531298,-1.624391198,1.171148896,1.044481874
-0.2221481287,-1.130567626,0.7062839368,-0.452034235,-0.1952345222,0.5548887253
0.7896037328,1.358338271,-0.05551935039,-1.022447467,1.016194105,-0.1568161845
0.1694067186,0.06324643751,-0.9218842513,-1.222277522,-0.06444236636,1.366887927
-2.038010972,-3.414282959,-1.3643606,-0.7184738517,-0.04667977244,1.13416183
-2.881701099,-3.035339171,-1.974432234,-0.2950217128,0.03970209509,0.1969034523
-4.103745232,-1.986226424,-3.292532894,-0.06647326052,0.5200829506,0.3405325115
-2.134923532,-2.439298693,-3.175542591,1.705354691,-0.5235840678,-1.673621893
-0.7413684019,2.775222838,-1.637963606,2.369588375,-1.16593194,-0.8280985951
0.784884303,1.988081989,0.391814375,1.477424145,-0.3357684314,-1.50276041
3.725453187,4.065564262,1.468556303,1.013046265,-0.2379356772,-1.070382237
3.029870384,4.448882319,1.585740082,-0.08672197908,0.1988566518,-0.06853391975
1.589409711,4.740910917,1.589286669,-1.402684927,0.6518242955,1.057067275
1.085825982,0.7574658425,2.130259047,-0.9896523356,-0.5412534475,0.9178228974
-0.1764671585,1.464059576,-1.017687097,-2.496882677,1.46297431,0.9186557531
-0.2483481534,-1.472748494,-2.373827273,-1.160592079,-0.1559901685,1.316282272
-2.605593417,-3.311797567,-2.374018265,-0.7199802399,0.5150036812,0.7543401122
-6.691165279,-1.815304625,-4.703999528,0.9937239885,-1.87021029,-0.9098919034
-4.517979529,-4.732233105,-3.228342454,0.4081064463,0.9145278335,-2.05339098
1.864057842,0.656535571,-1.166629119,3.101944208,-1.287281752,-0.6678515077
-0.3585036416,2.591113056,0.6431079342,2.504631042,-0.9303250909,-0.1490163654
2.057949598,1.039079137,0.8468798637,0.2848601639,-0.2108174115,-0.2911783755
3.505433302,3.060292411,-0.56662003,0.3084247708,0.01717639901,-0.2137131095
-0.3142436441,5.587076495,-0.6829506997,-0.09048613161,-0.6960520148,0.2559318841
3.30182913,0.03293751622,-0.1054226145,-0.5873205066,1.413720727,1.008833408
-0.4439560657,3.203644358,1.085326216,-0.7965669632,0.00002821395174,0.1030381843
1.157806931,-0.726830758,0.006226327169,-1.931863666,1.364272118,0.4002777338
-1.576343308,-1.696663632,-0.4199135113,-0.9458939433,0.3728040159,0.9903854132
-3.298585034,-2.493025022,-0.732057845,-0.3012059927,-0.1464009881,0.7970262766
-6.925688321,-0.5290490088,-2.633166191,-0.1854348332,0.02030255646,0.2336358279
-1.19861065,-2.317439323,-2.231538571,1.200412035,-0.1181699187,-1.578106523
1.098641625,0.6125193192,0.02722527606,1.636116743,-1.180649877,-0.6746543646
0.790357766,0.9104112556,0.07896423112,0.4719003737,-0.4296309948,-0.9454653263
2.332573764,1.720007391,-0.9377364849,0.3281961679,0.01295644324,-0.9195392132
2.892003882,5.334453733,0.8999684798,-0.1172522604,-0.3394592702,-0.3308337331
3.752227796,2.579191148,-0.1714861552,-0.7623393536,1.488345146,0.9413566589
0.6971826387,1.848935092,1.818302053,-0.4997112453,-0.2777963579,0.7283380032
-0.08122048562,-0.7495113764,0.5598144417,-1.540483594,0.504163444,0.8670577407
-2.523576813,-2.147650912,-1.233647477,-1.29322207,1.028327346,1.218138576
-2.252879465,-2.610311678,-1.032584222,-0.1485884637,-0.3353558183,0.6447028518
-4.649235673,-3.292362798,-1.406456113,-0.139448911,0.07412273437,-0.2700798512
