accelerometer.x,accelerometer.y,accelerometer.z,gyroscope.x,gyroscope.y,gyroscope.z
-0.41180268,2.8365304,9.649231,0.028494984,-0.08428656,-0.3515269
-0.37828386,2.7210102,9.461885,0.10625699,-0.23235396,-0.2812215
0.3878607,2.8748376,9.284714,0.2031932,-0.3889432,-0.40052763
0.33518824,2.9227216,8.504205,0.066843376,-0.20572312,-0.5773563
-0.18195933,3.0280666,7.8954787,-0.065245524,0.013714875,-0.6348789
-0.84814596,3.1812954,6.884527,-0.07483262,0.1852174,-0.5698997
-1.1593921,3.6314054,6.4248405,-0.1483337,-0.010785485,-0.4900072
-1.1737574,3.7654808,6.649895,-0.22183478,-0.14393961,-0.470833
-1.513734,4.039018,7.4070616,-0.41038102,-0.1663095,-0.3845491
-1.7633295,4.4364557,8.48984,-0.5435352,-0.0054593193,-0.14593692
-1.4562732,4.9536033,9.654019,-0.15685557,0.058454663,0.11504517
-1.5089456,5.1409497,9.797672,0.24047635,-0.0054593193,0.21198137
-1.3605051,5.322909,9.112331,0.48334947,0.13515145,0.3323527
-1.4275428,5.749077,8.662222,0.39493513,0.08508549,0.30465665
-1.3461399,5.2846017,8.796297,0.35765198,0.08615072,0.26630825
-1.3365631,4.6232033,9.572617,0.35019535,0.09360735,0.3387441
-1.6190789,4.522647,9.917382,0.4226312,0.3567199,0.50705093
-0.9056068,6.0651116,8.99741,0.44074017,0.5985278,0.7318151
-0.30645782,5.9118824,9.380483,0.38215235,-0.17163567,0.2322208
-0.99179804,3.851672,10.3770685,0.700657,0.0019973118,0.12676273
-0.36391866,3.7606924,7.5124063,0.75711435,0.2757622,0.33661363
-0.5267244,4.9200845,7.53156,0.123300724,-0.16098334,0.020239428
-1.6915035,3.2962172,9.121908,0.09773513,0.19267403,-0.13954553
-1.01574,3.37762,7.1047935,0.16271435,0.5761579,0.32063514
-0.88645315,4.4556093,6.233304,-0.33368424,0.45791703,0.27376488
-1.2695254,4.3502645,7.9385743,-0.40718532,0.16497797,0.1320889
-1.1019313,4.120421,7.4693108,-0.035419,0.10106398,0.29400432
-0.7380127,5.1744685,7.277176,-0.06844122,-0.1854837,0.17150252
-1.7345991,4.6902413,8.412626,0.23621543,-0.22915825,-0.11504517
-1.3796587,5.3276973,6.539762,0.325695,-0.22489733,0.2226337
-0.5847838,6.4008985,7.41185,0.08282187,-0.3718995,-0.07137061
-1.2072762,5.8065376,7.498041,-0.10252868,-0.0629819,-0.29080862
-0.75237787,5.1984105,8.623915,-0.16963837,0.044606633,-0.08202294
-0.57041854,5.1744685,8.240244,0.22662832,0.09360735,-0.030891757
-0.50278234,5.1409497,6.716933,0.36297816,-0.054460037,0.14061075
0.8242039,5.524022,8.417415,-0.09613728,-0.52209735,-0.06391398
1.0588357,4.6806645,8.417415,-0.1419423,-0.3985303,-0.3707011
0.51714754,4.2401314,8.07265,-0.3581846,-0.5274235,-0.54966027
0.2633622,2.855684,8.925584,-0.6830807,-0.42516112,-0.722228
-0.50757074,3.0424318,9.102755,-0.96217173,-0.24513675,-0.42289752
-0.18195933,3.6074634,9.835979,-0.9089101,-0.08322133,-0.2545907
-0.5554548,3.9384618,9.150639,-0.5733617,0.010519176,-0.27056918
-1.2886791,3.9719806,8.292916,-0.4093158,-0.14500484,-0.33341792
-1.5855601,3.5835214,8.892065,-0.40825057,-0.060851436,0.012782796
-1.4323312,4.2305546,9.006987,-0.45405558,0.109585844,0.14806738
-1.6478093,4.2640734,9.370906,-0.26337886,0.21610916,0.24606884
-1.3988123,4.2544966,9.083601,-0.041810397,0.2533923,0.42076704
-1.073201,4.6471453,8.456321,0.12117026,0.28002313,0.44952834
-0.88645315,4.6375685,8.345589,0.116909325,0.3556547,0.47189823
-0.88645315,4.570531,8.034343,0.13395305,0.49626544,0.51983374
-0.86251116,4.9344497,7.4645224,0.043408245,0.5527228,0.6061176
-0.5847838,5.251083,7.579444,-0.10039821,0.4728303,0.5294208
-0.56563014,5.0493712,8.120534,-0.18561685,0.39293784,0.40585378
-0.57999533,4.489128,9.414001,-0.06950645,0.30878443,0.41224518
-0.95349085,4.2305546,10.262147,0.4162398,0.7700303,0.640205
-0.22984336,4.9440265,7.996035,0.22130217,0.5697665,0.6636402
-0.34955344,3.4638114,11.800422,-0.4263595,-0.26431096,-0.076696776
-1.1210849,2.4193408,11.249157,-0.013049104,0.27363172,0.08841434
-0.6278794,3.755904,7.98167,0.060451973,0.10639015,0.15232833
-0.9008184,2.5629928,9.198523,-0.23355234,-0.42516112,-0.35578784
-0.99179804,1.7441759,10.4249525,-0.34966275,-0.34526867,-0.2780258
-0.30645782,2.2613235,9.567828,-0.20159535,0.19160879,-0.2162423
-0.33997664,2.529474,8.724471,-0.15472509,-0.02356828,-0.37283155
-0.7188591,2.5342624,8.451532,0.056191042,-0.26750663,-0.47189823
-1.1162965,2.5965118,8.168418,0.2255631,-0.292007,-0.3067871
-1.240795,3.210026,7.5602903,0.10838746,-0.39000845,-0.3163742
-1.5999253,3.2435448,7.814076,-0.094006814,-0.447531,-0.30146095
-1.9117701,3.8325183,8.154053,-0.1323552,-0.33248585,-0.052196417
-1.7250223,4.4125137,8.106169,-0.08228925,-0.32183352,0.052196417
-1.3652935,4.9823337,8.149264,-0.04074516,-0.39000845,0.001065233
-1.1976994,5.16968,8.619126,-0.1738993,-0.31650737,-0.16298065
-0.7332243,5.5192337,9.442732,-0.22929141,-0.17483138,-0.2577864
-0.76195467,4.915296,9.759365,-0.1643122,-0.1886794,-0.48894197
-1.049259,4.134786,10.587758,-0.10998531,-0.116243556,-0.4356803
-0.39264908,3.851672,10.592546,-0.034353767,-0.12796111,-0.35578784
0.66139823,3.650559,10.933122,-0.18348639,-0.30052885,-0.35365736
1.0875661,3.1908724,11.651382,-0.3805545,-0.13754821,-0.5613778
-0.25857377,1.839944,10.219051,-0.17070359,0.2949364,-0.5049205
0.023942016,1.8782512,8.719683,0.20745413,-0.049133874,-0.27909106
0.41180268,2.1990743,8.6813755,0.3906742,-0.57748944,-0.36324447
0.062249243,1.8447324,8.2354555,0.2127803,-0.28241992,-0.59866095
-0.65660983,2.088941,8.254609,-0.21331291,0.06804176,-0.566704
-0.95827925,2.1894975,8.278551,-0.14726846,0.11065108,-0.39094052
-0.9008184,2.529474,8.07265,-0.095072046,-0.010785485,-0.25352547
-0.99658644,2.3427265,8.6813755,-0.18561685,-0.09813459,-0.11717563
-0.5267244,2.7449522,9.332599,-0.22396524,0.044606633,0.07137061
-0.31124622,3.128623,9.155427,-0.1611165,0.07975932,0.0074566314
-0.47884035,2.9753942,9.289502,-0.1579208,0.080824554,-0.0074566314
-0.29209262,3.152565,9.313444,-0.03967993,0.28961024,0.21837278
0.01436521,3.7032316,8.7771435,0.037016846,0.28961024,0.20878567
-0.2825158,3.8564603,8.144476,0.017842652,0.28428406,0.028761292
-0.47884035,3.8181531,7.86196,-0.066310756,0.19267403,0.028761292
0.17717093,3.8899791,9.251195,-0.14726846,-0.04487294,-0.16617635
-0.15801731,3.3201592,9.888652,-0.15046416,0.056324195,-0.29187384
-0.2873042,3.281852,10.152014,-0.17176883,0.22569625,-0.27056918
-0.2633622,3.0855274,9.883863,-0.14407277,0.22782671,-0.30785236
-0.047884032,3.1908724,9.620501,-0.32729286,-0.32289875,-0.470833
0.24899697,1.7537527,12.978968,-0.3901416,-0.80651456,-0.7690982
-0.5315128,0.3878607,11.862671,0.6165036,0.28428406,-0.4548545
0.5506664,1.3652935,8.513782,0.7869409,0.2853493,-0.2865477
1.3413515,1.3796587,8.738836,0.4162398,-0.6222292,-1.1057119
0.56563014,0.033518825,10.544662,0.10625699,-0.41983497,-1.3400631
0.1340753,1.0923545,8.78672,0.3161079,-0.21317975,-1.2516488
-0.23463176,1.4562732,8.201937,0.32462975,-0.4752271,-1.3113018
-0.46447513,1.7345991,8.853758,0.20851937,-0.87788516,-1.4103686
-0.7811083,1.9452889,9.093178,0.086017564,-0.68827367,-1.5509793
-1.4083891,1.7202339,8.441956,-0.07802832,-0.52209735,-1.6660244
-1.441908,1.8112136,8.801085,-0.18561685,-0.53168446,-1.6191542
-1.3557167,2.4241292,9.461885,-0.1579208,-0.48800987,-1.6638939
-1.46585,2.5390508,9.7162695,-0.07483262,-0.3953346,-1.6947857
-1.8112136,2.6396074,9.3661175,-0.0013315412,-0.3207683,-1.6830682
-1.7202339,2.831742,9.165004,0.11158316,-0.3761604,-1.6287413
-1.3605051,3.0041246,9.270349,0.1584534,-0.6243597,-1.6575025
-1.1785458,2.7449522,9.509769,0.124365956,-0.56683713,-1.7150252
-0.75237787,2.9083564,9.941324,0.0711043,-0.5338149,-1.705438
-0.31124622,3.0137014,9.749788,0.17230144,-0.5689676,-1.9090307
0.076614454,2.4480712,9.821614,0.042343013,-0.65418625,-2.1838608
-0.21547815,0.50757074,11.766304,-0.86310506,0.13834713,-2.4736042
-0.1388637,0.20590134,11.402386,-1.04526,0.8957278,-2.3021016
-0.18195933,-0.14844051,10.78947,-0.803452,0.9436633,-2.1444473
0.019153614,-0.5315128,9.5385,0.52276313,-0.17802706,-1.6308718
0.9103952,-0.1340753,8.992621,0.9115732,-0.89173317,-1.536066
1.3509283,0.02873042,9.44752,0.54939395,-1.2666953,-1.7160904
0.95349085,-0.320823,11.048044,0.12969212,-0.86084145,-1.8258094
0.4357447,0.23463176,10.108918,0.25112867,-0.26111525,-1.6734811
0.5506664,1.264737,8.456321,0.435414,-0.34526867,-1.6255456
0.1388637,1.5280992,8.623915,0.531285,-1.3327397,-1.9495096
0.35913026,1.5424645,9.7162695,0.62396026,-1.3487182,-1.8417879
0.7044938,1.8303672,9.332599,0.37576094,-0.9407339,-1.8524402
0.9103952,2.610877,9.179369,-0.07589785,-0.23554966,-1.9228787
0.36391866,2.586935,8.446744,-0.17283405,-0.0054593193,-2.1188817
-0.75237787,2.3331497,8.393473,-0.29853156,0.119172946,-1.923944
-1.0253168,2.5629928,8.599973,-0.300662,0.09147689,-1.7789391
-1.3940239,2.4001873,10.027515,0.008255556,0.030758604,-1.3933249
-1.5472529,2.5917234,9.303867,0.12969212,0.090411656,-1.0812116
-1.513734,2.7497406,9.634866,0.013581721,0.012649642,-0.8436645
-1.6525977,2.9083564,10.453683,0.08921327,0.17989123,-0.580552
-1.8064252,3.4925418,9.663596,0.499328,0.36311132,-0.09161004
-1.6142905,4.110844,8.724471,0.4769581,-0.20678836,-0.18002439
-1.9788077,2.5582044,11.057621,0.072169535,-0.5636414,-0.32383084
-2.2517467,0.7858967,11.115082,0.4908061,0.08615072,0.27696058
-1.01574,2.6970682,9.131485,0.5675029,0.059519894,0.5187685
0.16280572,3.1908724,8.734048,-0.065245524,-0.10346076,-0.5965305
-1.2886791,1.1019313,9.644443,-0.66603696,0.07975932,-0.95338356
-1.3365631,1.0301052,11.886613,-0.18774731,0.6485938,-0.19706811
-0.82899237,2.1799207,9.002198,0.45565343,0.759378,-0.28015628
-2.136825,2.2278047,6.9371996,0.36297816,0.14473854,-0.36857063
-1.666963,2.6731262,8.015189,0.40878317,-0.22383209,-0.001065233
-1.3461399,3.1621418,7.9385743,0.3651086,-0.19294032,-0.001065233
-1.417966,3.1717186,8.082227,0.23195449,-0.16524427,-0.32809177
-2.0649989,2.92751,7.751827,0.11371362,-0.19400556,-0.2450036
-1.4562732,3.530849,8.144476,0.0711043,-0.36870378,-0.113979936
-0.86729956,3.7463272,8.868123,0.116909325,-0.3718995,-0.34939644
-2.007538,2.5582044,8.916007,-0.059919357,-0.22170162,-0.37496203
-1.3221979,2.831742,10.300454,0.11158316,-0.10559122,0.005326165
-0.39743748,3.3584664,9.840768,0.25112867,-0.32822493,-0.019174194
0.7188591,1.9548657,12.039842,-0.1643122,-0.6872085,-0.6913362
-1.0779893,0.9343372,13.108254,-0.3059882,0.1404776,-0.6615097
-1.3988123,1.5616181,11.215638,0.109452695,0.66670275,-0.026630826
-0.87208796,3.459023,8.920795,0.62182975,0.4014597,0.17576344
-0.86729956,3.7128084,7.732673,0.6932004,-0.4528572,-0.3323527
-0.84814596,3.7702692,8.537724,0.30758604,-0.43155253,-0.53794265
-0.7811083,2.7688942,9.414001,0.16058388,0.004127778,-0.66257495
-1.5855601,2.3092074,8.130111,0.07323477,0.4238296,-0.43674555
-1.9165585,2.2948422,7.9194207,7.99E-04,0.3236977,-0.07989248
-1.0109516,3.4781766,7.900267,0.12223549,0.26724035,0.29293907
-0.5363012,4.096479,6.9707184,-0.03328853,0.23208764,0.2354165
-0.8242039,4.474763,7.147889,-0.364576,0.1308905,-0.023435127
-1.6962919,3.4685998,9.351752,-0.06950645,0.3045235,0.3099828
-1.1067197,4.4460325,7.9768815,0.20425843,0.118107714,0.534747
-0.17238252,4.6519337,8.743625,0.12117026,-0.39107367,0.27163443
-1.3317747,3.3393128,11.402386,0.008255556,-0.004394086,0.07243585
-1.8495208,3.1860838,10.559028,0.22662832,0.59959304,0.46976775
-1.2072762,4.3646297,8.7053175,0.31184697,0.2853493,0.5581821
-1.7681179,3.2483332,10.195109,0.20532367,-0.52209735,-0.061783515
-1.9357121,3.5452142,10.362703,0.21384554,0.13621667,0.54646456
-0.75716627,5.9597664,8.983045,0.2905423,0.53780955,0.3579183
-1.9692309,4.84347,6.731298,0.2287588,0.07017223,-0.18641578
-2.0649989,3.0903158,9.730635,-0.19946489,-0.5924027,-0.1906767
-2.1033063,2.1511903,10.228628,-0.008788172,-0.019307349,0.06391398
-0.8002619,2.754529,5.9741316,-0.035419,0.08615072,0.51663804
-0.22505496,3.6888664,8.177995,-0.5467309,-0.28987655,0.050065953
-1.1593921,2.8413188,8.643068,-0.30811864,0.010519176,-0.16085018
-0.7380127,3.779846,7.435792,-0.4806864,0.119172946,-0.083088174
-1.2503718,3.1812954,8.90643,-0.4039896,0.038215235,-0.34087455
-1.8303672,2.9993362,8.374319,0.22023693,-0.16737475,-0.07350108
-1.3509283,3.425504,8.053496,0.17230144,-0.12476542,-0.020239428
-1.5376761,3.425504,8.671799,-0.0322233,-0.08109087,0.012782796
-1.8495208,3.401562,9.097966,0.11797456,0.014780108,0.26204732
-0.17238252,4.570531,9.064447,0.012516488,-0.29307222,0.20239428
-0.1436521,3.5595794,9.461885,-0.056723658,-0.5039884,-0.22795987
-0.41180268,3.5930982,10.405799,-0.45299035,-0.35485575,-0.22156847
0.11971009,4.0677485,11.35929,-0.6894721,0.059519894,-0.49426812
-1.1210849,2.7257986,9.697116,-0.19413872,0.13834713,-0.5645735
-0.9391256,2.553416,9.121908,0.14673585,-0.3431382,-0.40159285
-0.033518825,3.056797,10.161591,-0.056723658,-0.45072672,-0.6327484
-0.87687635,2.6874914,10.573393,-0.10252868,0.23102242,-0.7286194
-1.3317747,2.6204538,8.22109,0.24047635,0.45472136,-0.46976775
-1.1881226,3.5212722,7.2245035,0.30332512,0.016910573,-0.47509393
-1.6525977,2.9706059,7.6608467,0.052995343,0.049932797,-0.54752976
-1.9835961,3.0137014,7.5602903,-0.15365987,0.20013066,-0.1193061
-1.7345991,3.2722752,8.087015,-0.12915951,-0.0789604,0.026630826
-1.6573862,3.3871968,8.7771435,0.060451973,-0.15352671,0.22795987
-1.4993688,3.9480386,8.825027,-0.01837527,0.049932797,0.26950395
-1.666963,3.7894228,9.14585,-0.04394086,0.13728191,0.2577864
-1.6765398,3.779846,9.582193,0.06364767,0.09467258,0.39946237
-1.7250223,3.5835214,10.429741,0.26284626,0.32263246,0.6071828
-1.6573862,3.6457705,9.850345,0.29480323,0.3588504,0.75098926
-1.5807717,3.4781766,9.548675,0.14886631,0.15858656,0.71370614
-0.8002619,2.9993362,10.089765,0.086017564,-0.09813459,0.74672836
-0.14844051,3.6697125,9.673173,0.07643047,-0.1854837,0.43354985
-0.75716627,3.0232782,9.433155,-0.20692152,-0.108786926,0.018108962
-0.95827925,2.3235726,10.281301,-0.3230319,0.21184821,0.12782796
-0.75237787,2.879626,8.2354555,-0.026897134,0.30665395,0.07243585
-1.01574,2.7880478,7.426215,-0.04713656,0.038215235,-0.03515269
-1.3700819,2.5917234,7.641693,-0.017310036,-0.23981059,-0.004260932
-1.0205284,2.9418752,8.106169,0.093474194,-0.40066078,0.06284875
-0.9151836,3.4398694,8.75799,-0.03648423,-0.0054593193,-0.11824086
-1.0684125,3.5930982,8.561666,-0.1419423,0.2789579,-0.16724159
-1.2886791,3.8181531,8.537724,-0.21970432,0.32263246,-0.19493765
-1.441908,3.8420951,8.935161,0.18934517,-0.042742476,-0.22689463
-1.4610616,3.674501,9.3661175,0.20425843,-0.19400556,-0.251395
-1.5568297,3.2866404,9.926959,0.04447348,0.096803054,-0.16617635
-1.2551602,3.4207156,10.247782,0.38428283,0.11384678,0.16085018
-0.65660983,4.2784386,9.241618,0.5579158,-0.18441847,0.14380646
0.33518824,3.5930982,9.912594,-0.1738993,-0.3207683,-0.47296345
-0.17717093,2.4432828,10.592546,-0.35711938,0.17456506,-0.630618
0.01436521,2.0410569,9.356541,0.060451973,-0.4209002,-0.59440005
-0.5943606,2.2038627,9.879075,0.034886383,-0.115178324,-0.61463946
-1.1162965,2.9514523,8.604761,-0.080158785,0.41317725,-0.54966027
-1.5759833,3.281852,7.349601,-0.0290276,0.36311132,-0.5453993
-1.8351556,3.1381998,7.8475947,0.008255556,-0.24620198,-0.49852905
-1.9213469,2.9227216,8.6574335,-0.13981183,-0.08961273,-0.43035415
-2.2373815,2.6252422,8.628703,-0.21224768,0.25871846,-0.13421936
-1.6867151,3.5260606,7.933786,-0.07483262,0.18415216,0.17469822
-1.7489643,3.70802,7.804499,-0.051397495,0.0115844095,0.19280718
-2.0123265,4.120421,8.197148,-0.22396524,0.11491201,0.3515269
-1.9261353,4.3023806,8.911219,-0.33794516,0.24913137,0.48255056
-1.8830396,4.1826706,9.141062,-0.27190074,0.16710843,0.5187685
-1.6334441,3.5212722,10.353127,-0.05778889,0.069106996,0.6955972
-1.5089456,3.5835214,10.923545,-0.062049825,0.21504392,0.7637721
-1.6867151,3.8181531,9.14585,-0.045006096,0.713573,0.74779356
-1.9740193,3.4925418,8.456321,-0.2676398,0.23847905,0.59440005
-1.1546037,2.7162218,11.320983,-0.038614698,-0.24620198,0.6955972
-0.9056068,3.1429882,9.7641535,0.35339105,-0.2078536,0.4292889
-1.073201,2.8125885,9.107543,-0.22822617,-0.33461633,-0.04260932
-1.2743138,1.9357121,10.58297,-0.4093158,-0.2696371,-0.35898352
-2.1894975,0.7667431,9.524135,-0.08655018,0.23208764,-0.19919857
-1.7872716,1.6142905,8.412626,-0.031158065,0.066976525,0.07882725
-0.9295488,2.3714569,8.461109,-0.04287563,0.012649642,-0.033022225
-1.1067197,2.3331497,8.048708,-0.16644266,0.023301972,-0.27269965
-1.7537527,2.1751323,8.805874,-0.22716095,0.053128496,-0.33767888
-1.6478093,2.1655555,9.26556,0.0838871,-0.14607008,-0.23115556
-1.8303672,2.9466639,8.935161,0.37576094,-0.08961273,-0.2066552
-1.5759833,3.4638114,8.748413,0.18188854,0.05738943,-0.21091613
-1.3844471,3.7511156,8.834604,0.0870828,0.027562905,-0.33128747
-1.8016368,3.0280666,9.706693,0.19147563,-0.17376614,-0.46337637
-2.4049757,2.385822,9.888652,0.3352821,-0.14074391,-0.27163443
-2.1751323,3.1669302,9.385271,0.62715596,-0.045938175,0.17895915
-0.76195467,5.1601033,8.412626,0.42050073,-0.7010565,-0.19280718
-1.0013748,2.903568,11.23958,-0.04394086,-0.93647295,-0.6817491
-0.97264445,2.0458453,12.4468565,0.08175664,-0.21424499,-0.4101147
-0.9295488,2.706645,10.266935,0.35232583,0.12023818,-0.28548244
-1.216853,2.7449522,8.734048,0.5035889,-0.10772169,-0.39839715
-1.1833342,2.9227216,8.571242,0.40771794,-0.053394806,-0.39946237
-1.1881226,3.2962172,7.924209,0.27882475,0.1884131,-0.4452674
-1.6334441,3.3728316,7.2340803,0.1584534,0.15752134,-0.47828963
-1.9788077,3.3584664,7.5363483,-0.020505736,0.21717438,-0.18002439
-1.8255788,3.6074634,7.4310036,-0.08441972,0.22356579,-0.04260932
-2.1080947,3.7702692,7.4405804,-0.124898575,0.16391273,0.03195699
-2.1080947,3.913921,7.98167,-0.16963837,0.10532492,0.35898352
-1.9165585,4.355053,8.04392,-0.18561685,0.1596518,0.45591974
-2.2278047,4.570531,8.173206,-0.3741631,0.17989123,0.4868115
-2.553416,3.8133647,9.212888,-0.39653298,0.1884131,0.6295527
-2.2709002,3.5164838,10.051457,-0.12809427,0.1564561,0.9161004
-2.12246,3.5595794,10.271724,0.023168819,0.18628262,1.0172975
-1.8447324,4.024653,9.44752,0.14567062,0.73487765,1.2164961
-1.7010803,4.378995,8.494628,-0.04074516,0.47069985,1.0758853
-1.6430209,3.7463272,9.859921,-0.26337886,-0.2046579,0.7690982
-1.5376761,2.9706059,11.052833,-0.037549466,0.39187258,0.81809896
-1.2791022,3.5883098,7.756615,0.02423405,0.41850343,0.7019886
-1.2599486,3.4685998,8.278551,-0.2388785,-0.06724283,0.3675054
-1.216853,2.7688942,9.528923,-0.32729286,-0.059786204,0.19706811
-1.1210849,2.3523033,10.099341,-0.24740037,0.109585844,0.12463226
-1.1306617,2.4432828,9.02614,-0.14620323,0.28641453,0.050065953
-1.3461399,2.553416,8.494628,-0.15365987,0.1756303,-0.10758854
-1.5855601,2.112883,8.6574335,0.101996064,-0.019307349,-0.12782796
-1.3413515,3.0520086,8.3551655,0.16697527,-0.01291595,-0.090544805
-1.1306617,3.6361938,7.86196,0.0018641578,0.13515145,-0.27269965
-1.5664065,3.6218286,7.957728,-0.10572438,0.05419373,-0.40265808
-1.8686744,3.7894228,8.177995,-0.06311506,-0.009720251,-0.3355484
-1.7968484,4.1922474,8.240244,-0.024766669,-0.15778764,-0.2354165
-1.6047137,4.5274353,8.432379,0.012516488,-0.24939768,-0.18641578
-1.6190789,4.6710877,8.63828,0.01677742,-0.3143769,-0.2290251
-2.3953989,4.7381253,8.762778,0.03062545,-0.401726,-0.30465665
-1.666963,4.7524905,10.405799,0.2287588,-0.61370736,-0.12782796
-0.10534488,4.7429137,11.215638,0.16271435,-0.653121,-0.34620073
-0.29209262,3.4111388,11.8339405,7.99E-04,-0.3303554,-0.6945319
-1.3365631,2.0219033,9.558251,0.43115306,-0.085351795,-0.41224518
-0.65182143,2.3810337,8.66701,0.47908854,-0.44113964,-0.393071
-0.6422446,2.3570917,9.131485,0.24580252,-0.36444286,-0.6316832
-1.1593921,2.553416,8.571242,-0.10252868,0.1756303,-0.7030538
-1.513734,3.1094694,7.378331,0.03808208,0.29280594,-0.63913983
-1.7202339,3.578733,6.4727244,-0.0258319,0.016910573,-0.6316832
-2.0937295,3.080739,7.972093,-0.34114087,0.06804176,-0.53048605
-2.36188,3.176507,8.201937,-0.29427063,0.052063264,-0.12995844
-2.2373815,3.3153708,8.599973,-0.11424624,-0.06511237,0.1225018
-2.0171149,3.5500026,8.082227,-0.09826775,0.01904104,0.315309
-1.7633295,4.177882,8.139688,-0.19626918,0.06591129,0.41437563
-1.8590976,4.2161894,8.470686,-0.2260957,0.08934642,0.46337637
-1.666963,3.8133647,9.222465,-0.32729286,-0.013981183,0.5113118
-1.6190789,3.425504,10.544662,-0.29533586,0.049932797,0.64659643
-1.5520413,3.2722752,10.880449,-0.04394086,0.38654643,0.89586097
-1.0348936,3.6457705,8.892065,0.02423405,0.09467258,1.051385
-0.65182143,3.176507,10.386645,-0.21757385,-0.4432701,0.78188103
-0.9008184,1.863886,11.115082,-0.0322233,-0.35911667,0.7254237
-0.5847838,2.7976246,9.107543,0.21064983,-0.10346076,0.64553124
-0.18195933,3.482965,8.058285,-0.05778889,0.032889068,0.30465665
-0.82899237,2.4768016,9.687539,-0.56164414,-0.13541774,-0.33128747
-1.3940239,1.7202339,10.587758,-0.364576,0.059519894,-0.2865477
-1.2312182,1.8830396,9.821614,-0.05778889,0.18947832,-0.098001435
-1.4083891,2.2756886,8.374319,0.039147314,0.08402026,-0.049000718
-1.2024878,2.7928362,8.561666,0.05512581,0.07762886,0.083088174
-0.6374562,3.684078,8.3072815,0.16591005,0.033954304,0.056457352
-0.96306765,3.82773,8.268974,0.13927922,-0.09706936,-0.2641778
-1.6478093,3.6218286,8.690952,-0.0013315412,0.109585844,-0.3035914
-1.3892355,3.9719806,8.686164,-0.13661614,-0.03741631,-0.2450036
-1.0444705,4.0533834,9.888652,0.046603944,-0.30585504,-0.3419398
-1.2312182,3.7989995,10.22384,0.21064983,-0.27922422,-0.36644015
-1.5711949,4.2161894,9.567828,0.25432438,-0.13541774,-0.25352547
-0.96785605,5.035006,10.233417,0.49187136,-0.57642424,-0.44100648
-1.4275428,3.176507,10.688913,0.32462975,-0.4699009,-0.640205
-0.84335756,2.232593,11.124659,0.22130217,0.004127778,-0.2354165
-0.6853402,1.6717514,9.788095,0.3619129,-0.10985216,-0.2577864
-0.8912416,0.99658644,9.26556,0.32143405,0.059519894,-0.099066675
-0.8146271,1.6334441,7.65127,0.22130217,0.119172946,0.15978496
-0.34476504,3.2387564,7.157466,-0.04287563,0.0435414,-0.2609821
-1.1162965,2.634819,7.2580223,-0.10572438,-0.02037258,-0.30465665
-1.3844471,2.5965118,8.504205,-0.2836183,0.21184821,-0.08521864
-0.96306765,3.554791,8.039131,-0.26657456,0.22356579,0.02130466
-1.4706384,3.080739,8.158841,-0.34966275,0.097868286,0.013848029
-1.7824832,3.1190462,8.580819,-0.40505487,0.059519894,0.26524302
-1.5185224,3.5978866,8.968679,-0.29853156,0.08402026,0.4878767
-1.0827777,4.225766,8.537724,-0.20479105,0.15539087,0.53794265
-1.073201,4.4460325,8.437167,-0.25272653,0.14154284,0.4154409
-1.3748703,3.9863458,9.011775,-0.2612484,0.25232708,0.43994123
-1.0971429,3.9863458,9.754577,-0.08122402,0.29280594,0.5645735
-0.6039374,3.9043443,10.386645,0.042343013,0.25978372,0.5517907
-0.49320555,4.024653,10.803835,0.14460538,0.44939518,0.43354985
-1.1881226,3.6457705,9.3661175,0.17549714,0.31411058,0.36324447
-1.2360066,3.25791,10.027515,-0.05033226,-0.30692026,0.27909106
-1.3317747,2.433706,11.829152,-0.0258319,-0.19613603,0.15445879
-1.1881226,2.5917234,9.102755,0.21384554,0.20119588,0.3355484
-0.7667431,2.984971,8.825027,0.088148035,0.07336792,0.08734911
-1.1402385,2.1942859,8.978256,0.010386022,0.045671865,-0.13954553
-1.0827777,1.8974048,8.99741,-0.048201796,0.18947832,-0.10865377
-1.3221979,1.6717514,8.724471,0.079626165,0.09147689,-0.12463226
-1.6190789,1.8543092,8.292916,0.13714875,-0.0075897854,-0.053261653
-1.0923545,2.6156654,8.398261,-0.0258319,0.004127778,-0.07882725
-1.0827777,2.7880478,8.206725,-0.011983871,-0.07682993,-0.1938724
-1.1354501,3.2914288,8.412626,-0.05033226,-0.13967869,-0.27056918
-1.1737574,3.9282866,8.734048,-0.13022473,-0.03422061,-0.41117996
-1.3557167,4.1299977,8.710106,-0.1323552,0.040345702,-0.44633263
-1.7106571,4.27365,8.805874,-0.0322233,-0.13754821,-0.46976775
-1.9357121,4.1922474,9.165004,0.17656237,-0.33781204,-0.4740287
-2.4289176,3.952827,9.778519,0.11903979,-0.15352671,-0.24713406
-2.3475149,4.747702,9.706693,0.27882475,-0.13754821,-0.047935486
-1.7154455,5.557541,8.8777,0.42369643,-0.47416186,-0.11078423
-0.6805518,3.3728316,11.416751,-0.0066577066,-0.5519239,-0.40478855
-0.22505496,2.6300306,12.43728,0.116909325,0.11278155,-0.19280718
-0.15322891,3.056797,9.102755,0.6196993,0.20971775,-0.18108961
-0.18674773,2.7641058,8.082227,0.5611115,-0.4699009,-0.4186366
-0.99658644,2.0123265,9.083601,0.36084768,-0.100265056,-0.4740287
