accelerometer.x,accelerometer.y,accelerometer.z,gyroscope.x,gyroscope.y,gyroscope.z
-2.280477,3.7846344,6.903681,-0.89825773,-0.0022636203,0.1256975
-2.2421699,3.6218286,8.173206,-1.0484556,-0.13967869,0.2673735
-1.3652935,3.3680432,9.725846,-0.8151696,-0.09600413,0.49852905
-0.599149,4.4460325,9.89344,-0.4636427,0.119172946,0.4878767
-0.7763199,4.2880154,9.155427,-0.38801113,0.37482888,0.34087455
-0.98222125,4.4460325,8.537724,-0.5232957,0.3503285,0.3898753
-0.9295488,4.853047,9.955689,-0.6063839,0.16071703,0.33128747
-1.1737574,4.3023806,11.915343,-0.3613803,0.39400306,0.2641778
-2.1751323,4.1826706,10.779893,0.13608351,0.7764217,0.4420717
-2.529474,5.3037553,9.227253,0.12649642,0.56550556,0.5592473
-2.0171149,3.5883098,11.35929,-0.06311506,-0.19080986,0.39520144
-1.441908,2.2038627,12.394184,0.6165036,-0.02037258,0.7424674
-0.57999533,3.2722752,8.99741,1.0724233,0.24380521,0.79999
-0.40222588,3.7367504,7.6943655,0.39280468,-0.100265056,0.16511112
-1.0971429,2.9753942,9.3421755,0.01677742,-0.28987655,-0.120371334
-0.8002619,3.0232782,9.86471,-0.059919357,0.08615072,-0.15552402
-0.1340753,3.5021186,8.201937,-0.05352796,0.2917407,-0.32489607
-1.5951369,3.8229415,9.006987,0.12223549,-0.38042134,-0.7115757
-2.2852654,3.7702692,8.039131,0.7219617,-0.39639983,-0.30891758
-1.1067197,5.5192337,7.243657,0.40452224,-0.511445,-0.2386122
-0.89603,5.265448,8.412626,0.103061296,-0.2174407,-0.54007316
-1.4275428,5.1361613,8.168418,-0.19094302,0.6240934,-0.5422036
-1.6717514,5.0493712,8.896853,-0.11957241,0.69439876,-0.6934667
-2.088941,3.674501,7.373543,0.56643766,0.07336792,-0.68281436
-2.385822,3.0184898,10.338761,0.48441473,-0.292007,-0.6774882
-3.1142578,2.5151088,8.844181,0.68148285,0.62941957,-0.17150252
-2.5007436,4.1060557,5.868787,0.53980684,0.28854498,0.1225018
-1.1258733,2.304419,7.8571715,-0.065245524,-0.6786866,-0.121436566
-0.84814596,1.5424645,8.254609,-0.23035665,-0.5519239,0.12356703
0.74758947,2.9370868,6.9850836,-0.5264914,-0.86723286,0.039413624
0.6853402,2.9418752,8.485051,-0.81197387,-0.7713619,-0.67642295
-0.21068975,2.6060886,7.0808516,-1.0484556,-0.21957116,-1.1259513
-1.2695254,2.2278047,7.2867527,-1.1794792,-0.4272916,-1.3262151
-3.2626984,2.5965118,8.264186,-1.7504442,-0.31544212,-0.7488588
-2.8892028,2.6922798,10.559028,-1.7589661,-0.43687868,-0.5187685
-3.1238346,2.1894975,11.877036,-1.2188929,-0.77668804,-0.2034595
-2.4384944,2.4384944,13.409924,-0.42316383,-0.99612606,0.17576344
-1.9835961,2.92751,12.197859,0.23515019,-0.45179194,0.49533334
-1.3844471,4.0438066,11.373655,0.39280468,0.3822855,0.6295527
-2.0506337,4.268862,8.485051,0.42476168,0.6794855,0.56031257
-1.9069817,3.2531216,9.184157,0.8678986,-0.09813459,0.53048605
-1.4850036,2.4001873,9.188946,0.984009,-0.44007438,0.6135742
-0.623091,2.7018566,10.333973,0.8433983,-0.25898477,0.6934667
0.29688102,2.7641058,11.191696,0.10838746,0.63155,0.27163443
-1.0779893,1.8543092,11.052833,0.14567062,0.9372719,0.038348388
-1.4131776,1.6334441,9.227253,0.41197887,0.94792426,0.17469822
-1.3126211,2.1272483,7.316082,0.3352821,0.41743818,0.18535055
-1.049259,2.2996306,7.9864583,0.15525772,-0.11943925,0.076696776
-0.8242039,1.6717514,9.840768,-0.116376705,-0.59666365,0.009587097
0.22026655,2.0171149,9.232041,-0.024766669,-0.0075897854,-0.005326165
-0.047884032,2.457648,8.245032,-0.31131434,-0.115178324,-0.34300503
-1.3269863,1.4514848,7.8236527,-0.25379178,0.21504392,-0.33022225
-1.7537527,2.8365304,6.8988924,-0.49240395,0.29919732,-0.1225018
-1.4514848,3.2387564,7.3926964,-0.63621044,0.1404776,-0.20452474
-2.3187842,2.9562407,8.585608,-0.4934692,-0.2632457,-0.24393836
-2.5725696,2.8078,10.032304,-0.145138,-0.44007438,-0.012782796
-2.03148,3.626617,9.955689,0.07856093,-0.2856156,0.06497922
-1.4083891,4.0581717,9.840768,-0.037549466,-0.49440128,-0.22369893
-1.5424645,3.435081,11.220427,0.01677742,-0.17057043,-0.41437563
-1.5616181,3.3967736,10.032304,0.040212546,0.02223674,-0.39520144
-1.1833342,2.1080947,12.16434,-0.048201796,-0.010785485,-0.29400432
-0.85772276,2.0027497,12.461222,0.05512581,0.19480449,-0.16298065
-0.4405331,1.1737574,10.290877,0.5355459,0.2342181,-0.052196417
-0.21068975,1.0061632,9.375694,0.6527215,-0.14393961,0.23115556
0.46926352,2.112883,8.863335,0.5962642,-0.054460037,0.029826526
0.29209262,2.6252422,8.053496,0.40878317,0.21078299,-0.22689463
-0.45489833,2.9753942,6.75524,0.13288783,0.21397868,-0.6093133
-0.97743285,2.9418752,7.5890207,-0.080158785,0.039280467,-0.59759575
-1.1258733,3.3201592,8.556877,0.123300724,0.08615072,-0.35365736
-1.1306617,3.899556,7.756615,0.026364516,0.28428406,-0.24287313
-1.4754268,3.9043443,7.569867,-0.09081112,0.31411058,-0.18535055
-1.8782512,4.3023806,7.766192,-0.020505736,0.16497797,0.061783515
-2.12246,4.6519337,7.6464815,-0.013049104,0.10106398,0.21091613
-2.0027497,4.939238,8.154053,-0.1259638,0.036084767,0.35365736
-1.6915035,4.5322237,9.059659,-0.300662,0.041410934,0.47509393
-1.9644425,4.546589,10.075399,-0.12809427,0.17030413,0.612509
-1.7824832,4.4460325,10.357915,-0.07696309,-0.53168446,0.644466
-0.99658644,3.0903158,12.3989725,0.12862688,-0.9204945,0.55711687
-0.7954735,2.4528596,12.451645,0.47908854,-0.5593805,0.5933348
-0.85772276,3.1190462,7.852383,0.5675029,0.2853493,0.32170036
-1.264737,3.281852,6.827066,-0.10572438,-0.1918751,0.06817491
-1.2743138,2.0841527,10.147225,-0.44659895,-0.41557404,-0.1906767
-1.2360066,1.7250223,10.405799,-0.2612484,9.32E-04,-0.034087457
-0.98700964,2.3570917,9.174581,-0.19094302,0.31198013,-0.004260932
-1.0061632,2.8078,8.201937,-0.1738993,0.39293784,-0.13954553
-1.2360066,2.802413,7.780557,-0.008788172,-0.06724283,-0.31424373
-1.4945804,2.5773582,8.115746,0.14780109,-0.047003407,-0.33767888
-1.9405005,3.0424318,7.5124063,-0.04394086,0.12876004,-0.24926452
-1.7872716,3.401562,8.139688,-0.21970432,0.14793424,-0.15552402
-1.2216414,3.7942111,8.168418,-0.13981183,-0.049133874,-0.099066675
-0.9056068,4.039018,9.528923,-0.33048853,-0.27070233,-0.25352547
-1.1785458,3.7846344,10.180744,-0.2612484,0.027562905,-0.32489607
-1.5951369,4.6279917,9.3421755,-0.31024912,0.1500647,-0.20132904
-0.57041854,4.5274353,12.671911,-0.53075236,-0.28241992,-0.6934667
-1.5520413,2.5390508,14.305954,0.09240896,0.17989123,-0.6540531
-1.4945804,2.7497406,8.978256,1.0639014,0.09999875,-0.056457352
-0.49320555,2.7210102,9.14585,0.75604916,-0.52316254,-0.23328604
-1.1593921,1.9740193,8.892065,0.74965775,-0.14074391,-0.16298065
-0.919972,2.8939912,6.9611416,0.5866771,-0.0757647,0.025565593
-0.9247604,3.459023,6.117784,0.3991961,-0.28135467,-0.10013191
-0.86729956,3.353678,6.467936,-0.10678961,-0.6861432,-0.28228676
-1.2120646,2.5246856,9.11712,-0.3709674,-0.30692026,-0.2844172
-1.1306617,3.1621418,7.6943655,-0.16963837,0.4472647,0.29080862
-1.5807717,4.024653,6.501455,-0.21863908,0.22356579,0.2162423
-2.112883,4.0054994,7.933786,-0.36244553,-0.019307349,0.5038552
-1.8351556,4.498705,9.620501,-0.3123796,-0.049133874,0.75738066
-1.3078327,4.6279917,11.320983,0.007190323,0.35778514,0.8255556
-1.9548657,4.51307,11.440693,0.16377957,0.7018554,0.8479255
-1.3269863,5.9980736,9.150639,0.13821399,0.6592461,0.7935986
-1.4802152,3.9384618,12.576143,-0.17176883,-0.3665733,0.4484631
-0.6997054,1.7106571,11.541249,0.9999875,0.69013786,0.8330122
0.12928689,3.7128084,7.08564,0.83807206,0.36204606,0.7350108
-0.4405331,3.6170402,8.623915,0.3672391,-0.11730879,0.023435127
-0.47405192,3.3488896,8.7532015,0.14567062,0.12023818,0.038348388
-0.670975,3.7415388,8.019978,-0.1355509,0.58254933,-0.46870252
-2.2517467,2.8125885,7.98167,-0.07696309,0.3268934,-0.32702655
-1.6621746,3.3249476,8.652645,0.35552153,0.10852061,0.13848029
-1.3413515,4.120421,6.7360864,0.60372084,-0.1790923,-0.10119714
-2.0458453,4.402937,6.697779,0.30119464,-0.5583153,-0.2098509
-2.112883,4.7189717,8.465898,0.19467133,-0.57748944,-0.014913263
-1.3700819,5.203199,9.150639,0.37789142,-0.14607008,0.099066675
-1.2072762,5.4138885,7.996035,0.50465417,0.06378083,-0.06284875
-1.049259,5.653309,8.7771435,0.07856093,-0.18654893,-0.24713406
-1.2312182,4.853047,10.34355,0.4769581,0.013714875,-0.24713406
-1.1641805,5.0547585,8.225879,0.83700687,0.29387116,0.051131185
-0.33997664,5.844845,7.2963295,0.96376956,-0.5721633,-0.002130466
-0.30166942,5.6628857,9.045294,0.5824162,-0.79053605,-0.30146095
-0.49320555,4.8386817,8.863335,0.4258269,-0.077895164,-0.329157
-0.5267244,4.8003745,6.851008,0.16271435,0.12130341,-0.35898352
-0.87687635,4.8147397,6.611588,-0.07696309,-0.052329574,-0.42396274
-1.073201,4.8482585,7.0425444,-0.23035665,0.10106398,-0.3067871
-1.1067197,5.4617724,6.5445504,-0.28574875,0.30026257,-0.29187384
-1.01574,5.8879404,5.763442,-0.25059608,0.061650362,-0.4324846
-1.4562732,5.547964,6.2620344,-0.32516238,-0.22489733,-0.6551183
-2.0458453,5.0930657,6.9850836,-0.35392368,-0.11304785,-0.5581821
-1.79206,5.0158525,7.20535,-0.26337886,0.055258963,-0.31424373
-1.8495208,6.022016,7.0712748,-0.101463445,-0.08109087,-0.3067871
-2.232593,5.7347116,7.4788876,-0.14407277,-0.14500484,-0.2226337
-2.304419,5.629367,7.9194207,-0.06311506,-0.15885288,-0.06604445
-2.1320367,6.443994,8.048708,0.11797456,-0.0821561,0.17682868
-1.9883845,6.75524,8.07265,0.07323477,0.046737097,0.11717563
-2.2373815,6.3338604,8.000824,0.032755915,0.12982528,0.12676273
-2.3570917,6.266823,8.379107,-0.049267028,0.21610916,0.24713406
-2.184709,6.467936,8.695741,-0.017310036,0.31091487,0.33022225
-2.1799207,6.132149,7.732673,0.023168819,0.28641453,0.2641778
-2.6491842,5.2606597,7.9289975,-0.16857313,-0.17057043,0.34620073
-1.7729063,5.4761376,9.615712,-0.19200826,-0.16737475,0.6348789
-1.0301052,5.7586536,9.898229,0.12223549,0.19693495,0.6061176
-1.8207904,5.418677,7.4884644,0.35871723,0.18415216,0.32809177
-2.4480712,5.227141,6.4631476,0.20532367,-0.01611165,0.19280718
-2.6396074,4.5274353,7.9289975,-0.36244553,-0.11304785,0.06391398
-2.7736826,4.1060557,8.652645,-0.43701184,0.104259685,0.08521864
-2.658761,3.6170402,8.297705,-0.177095,0.29706687,0.406919
-1.4466964,4.4364557,7.229292,0.05193011,-0.0011983871,0.55711687
-1.4083891,4.805163,7.3352356,-0.03648423,-0.15565717,0.25885162
-2.1559787,4.2880154,7.8188643,-0.17176883,0.12556434,0.30572188
-1.6915035,4.72376,7.402273,-0.20159535,0.2917407,0.5038552
-1.4466964,5.385158,7.330447,-0.16857313,0.119172946,0.48468104
-1.2934675,5.8544216,7.780557,-0.07589785,-0.0033288533,0.29506955
-1.4131776,5.801749,7.7470384,-0.07376739,0.13621667,0.23754697
-1.3221979,6.132149,7.6129627,-0.06950645,0.1852174,0.22795987
-0.97743285,6.4487824,7.699154,-0.049267028,0.028628137,0.057522584
-0.9391256,6.353014,7.996035,-0.051397495,-0.03422061,-0.08734911
-1.1067197,6.2380924,8.446744,-0.051397495,-0.092808425,-0.16085018
-1.1306617,6.1465144,8.834604,-0.022636201,-0.054460037,-0.16511112
-0.82899237,6.63553,9.174581,0.101996064,-0.15246147,-0.053261653
0.023942016,6.482301,9.553463,0.23088926,-0.3633776,-0.18641578
0.57520694,5.801749,9.509769,0.36084768,-0.5135755,-0.39413622
0.33518824,4.72376,9.227253,0.38321757,-0.5082493,-0.5837477
-0.6901286,4.5082817,8.987833,0.30439034,-0.23768012,-0.46550682
-1.2120646,5.083489,7.7757688,0.0838871,0.014780108,-0.0969362
-0.50278234,5.1505265,7.6464815,-0.0023967742,-0.116243556,-0.057522584
0.023942016,4.8147397,7.8188643,-0.037549466,-0.33248585,-0.19174194
-0.14844051,4.608838,7.9385743,-0.094006814,-0.48907512,-0.28548244
-0.56563014,4.5082817,8.6574335,-0.22183478,-0.33461633,-0.24713406
-0.7140707,4.6710877,8.671799,-0.22396524,0.07656363,-0.0969362
-0.5943606,4.948815,7.9864583,-0.15579033,0.33221954,-0.015978495
-0.6087258,5.6150017,6.625953,-0.06311506,0.20652205,-0.1033276
-0.7715315,5.6245785,6.769605,-0.035419,0.042476166,-0.22050324
-1.3700819,4.9344497,7.6369047,-0.020505736,0.24487044,-0.22156847
-1.5951369,4.8817773,7.0186024,-0.04287563,0.47176507,-0.07989248
-1.5616181,5.241506,6.329072,-0.17602976,0.49626544,0.099066675
-1.1641805,5.5910597,6.2859764,-0.26657456,0.39080736,0.16617635
-0.85772276,5.931036,6.367379,-0.33048853,0.29280594,0.1161104
-0.7428011,5.931036,7.0904284,-0.4157072,0.20971775,-0.106523305
-1.0061632,5.7921724,7.2484455,-0.39866346,0.25765324,-0.16191542
-1.3509283,5.6389437,7.2005615,-0.3581846,0.2789579,-0.14274122
-1.6430209,5.653309,7.9385743,-0.12063764,0.23102242,0.08947957
-1.3605051,6.0699,7.5746555,0.13501829,0.21397868,0.1906767
-1.1833342,6.2763996,7.100005,0.12756166,0.069106996,0.12676273
-1.2791022,6.18542,7.3926964,0.05512581,-0.08002563,0.026630826
-1.4802152,5.892729,7.689577,0.028494984,-0.16843997,0.001065233
-1.9261353,5.7395,8.614338,0.03808208,-0.08748226,0.1320889
-1.7968484,5.763442,8.451532,-0.014114338,0.088281184,0.2386122
-1.6867151,5.787384,7.9146323,-0.122768104,0.10319445,0.2673735
-1.4323312,5.3276973,8.245032,-0.34007564,-0.3111812,0.14806738
-1.6573862,4.9679685,9.294291,-0.45299035,-0.55618477,0.07989248
-1.3126211,4.1922474,10.8469305,-0.3549889,-0.1854837,0.25991687
-1.2838906,4.0677485,10.736797,-0.16750789,0.18095645,0.36963585
-1.441908,4.2401314,9.399636,0.11477886,0.46643892,0.42715845
-1.5520413,4.1922474,6.827066,0.3161079,0.33115432,0.2865477
-1.7537527,4.1012673,6.0699,0.15951864,-0.05126434,0.11078423
-1.7010803,3.3680432,7.0425444,-0.39546776,-0.52316254,-0.0117175635
-1.2455834,2.7736826,8.724471,-0.8236914,-0.49972743,0.04580502
-1.073201,2.5103204,9.504981,-0.9866721,-0.26218048,0.10758854
-0.96306765,2.4480712,9.677961,-1.0314119,0.012649642,0.2162423
-1.1019313,2.9753942,9.289502,-0.8513875,0.1692389,0.44420218
-1.0875661,3.425504,9.136273,-0.6649717,0.08721595,0.548595
-0.51714754,4.4603977,8.710106,-0.24526991,-0.09600413,0.6359441
-0.18674773,4.9823337,8.508993,-0.094006814,-0.22276686,0.55285597
-0.047884032,5.385158,8.432379,-0.04394086,-0.28455037,0.23435126
-0.46447513,5.28939,8.51857,-0.11531147,-0.17057043,-0.040478855
-0.98700964,4.900931,8.31207,-0.19094302,-0.061916668,-0.18748102
-1.6621746,4.4795513,8.383896,-0.26977026,0.0019973118,-0.13634983
-1.0348936,4.8578353,8.863335,-0.21224768,0.040345702,-0.030891757
-0.7188591,5.1888337,8.6813755,-0.11211578,0.033954304,-0.1161104
-0.6901286,5.1601033,8.456321,-0.07163692,-0.064047135,-0.23648173
-0.64703304,4.7189717,8.825027,-0.111050546,-0.35805145,-0.39413622
-0.87208796,4.292804,10.314819,-0.16537742,-0.20998406,-0.3898753
-1.039682,4.1060557,10.468048,-0.12170287,0.111716315,-0.2780258
-1.192911,4.307169,9.7641535,0.039147314,0.3300891,-0.090544805
-1.2024878,4.8099513,9.313444,0.26284626,0.1980002,0.037283156
-0.97743285,5.2127757,9.050082,0.38854375,0.012649642,0.033022225
-0.49320555,5.3899465,9.725846,0.37895665,-0.24726722,-0.083088174
0.05746084,4.6950297,10.952275,0.34593442,-0.11730879,-0.251395
-0.0047884034,3.4494462,9.802461,0.16058388,0.044606633,-0.39413622
