accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
0.5636725784,-0.1584007559,4.417342103,1.161491871,0.487025857,-0.1427220106
0.9241250159,1.31985335,5.852023901,0.8853676319,0.5802173615,-0.01560104825
1.580650358,2.875418658,7.052829431,0.503644228,0.7092123628,0.07162253559
1.713178714,4.505928441,8.036896582,0.008284581825,0.8714709282,0.1854839325
1.858350862,6.598894407,8.95443579,-0.5178225636,0.9334091544,0.3095307946
1.700741257,8.768397085,9.062483492,-0.9319200516,0.9087637067,0.4609428346
1.79524471,9.502546057,7.449697582,-1.310746551,0.9689527154,0.6390352845
1.981083216,8.1740827,5.606075794,-1.753473401,1.18121171,0.8072864413
2.276937509,5.540888744,4.635805405,-2.079505682,1.472825646,0.8549141288
1.955156747,2.026646697,3.168993316,-2.083694935,1.814094305,0.7850909829
1.309291916,-1.201414602,0.6047603756,-1.715650797,2.088246584,0.5579856634
-0.5397609569,-3.682044837,-1.522023981,-0.9863437414,1.997693419,0.1642529666
-3.038876113,-4.207607173,-2.525950264,-0.1186547428,1.701120496,-0.350268662
-5.030700503,-2.636134686,-2.754900766,0.6138711572,1.250363469,-0.6795361638
-5.592895995,0.01919394529,-2.035129571,1.10674262,0.3940688372,-0.7159644961
-6.319308235,2.981937836,-0.5173381127,1.206908822,-0.4802832603,-0.5488852859
-7.536815893,6.286277488,-0.06091273386,0.8424094915,-1.066147804,-0.2719088197
-8.629795839,9.43738531,1.052919154,0.005180524662,-1.406949401,0.06660962105
-7.092873856,10.4290302,4.287297673,-1.013143063,-1.824359655,0.3118502796
-2.768273165,7.522856926,7.794918548,-1.29847455,-1.85649693,0.4597028494
-0.22437165,3.431774192,2.250231873,-0.426091671,-1.372632861,0.4776885211
-0.01534486865,-2.521959441,-8.647209915,0.9115820527,-0.5811617374,0.3494269252
-0.5913181257,-8.685203838,-15.05061916,1.767282844,-0.1525568813,0.2606690824
-0.6428574665,-11.04000171,-12.82080376,2.05566144,-0.1682138443,0.1740261018
-0.3942813496,-11.08884786,-7.917007635,2.010503292,-0.5059860349,0.07130531222
-0.07833119392,-10.83530331,-3.966865111,1.747890234,-1.288891912,-0.07282313704
0.1253863751,-10.25280621,0.9223857711,1.758242011,-2.263405561,-0.2653625011
0.3548348899,-7.812568186,1.398633749,2.158102036,-2.563750029,-0.4838283658
-0.02180442005,-3.15369667,-4.28282608,2.71642065,-2.297139645,-0.787306726
-0.8697691564,0.6075672497,-9.089896399,3.012731075,-1.963351488,-1.100007415
-1.271110654,3.586020166,-8.706661637,2.878074646,-1.880498052,-1.259048223
-0.4982087571,6.302758082,-4.941826288,2.344266891,-1.906148314,-1.175029039
1.222668402,8.299044128,-1.10513011,1.662321687,-1.518669844,-0.8775983453
2.611652571,8.7566178,0.2939091504,1.123744488,-0.6721593142,-0.5637402534
2.838412577,7.151012157,-0.2959937016,0.8637180328,0.2329982519,-0.3016636372
2.392116671,4.152973081,-1.0867279,0.8412653208,0.7326247692,-0.1285423934
1.548785147,1.597542748,-1.450929461,0.9764505625,0.7750811577,-0.04451300576
0.7264686467,-0.0893938552,-1.458158974,1.231200814,0.5221188664,-0.01069995947
0.3622948505,-1.15564946,-1.483119227,1.505500197,0.1725462079,-0.02378673479
-0.002317629293,-1.806416385,-1.399299811,1.753440499,-0.2031346112,-0.06029407308
-0.3191933754,-2.114971462,-1.189644815,1.872173071,-0.588635385,-0.1311354786
-0.5462339523,-2.40580442,-0.5574434017,1.890766621,-0.8313758373,-0.2279527485
-0.6432198701,-2.425871056,-0.4406137695,1.768601656,-0.7336330414,-0.3654008806
-0.6163833011,-1.886600513,-1.182429331,1.52517271,-0.3624044657,-0.459305048
-0.3144482267,-0.8793722665,-1.723579696,1.266901135,0.0917012468,-0.4961424172
0.1884030955,0.2870008324,-1.911847183,1.072584987,0.5176141858,-0.494405061
0.8437684537,0.9932727864,-1.983425395,0.9896913767,0.8042866588,-0.4485267997
1.715609156,1.244320262,-1.593108565,1.024699807,0.836535573,-0.3798044026
2.495719084,1.156815581,-0.6189888074,1.116761327,0.6617389917,-0.2840280831
2.939197303,0.8766524861,0.605613193,1.209230185,0.4047188163,-0.2080965191
2.918906795,0.4104869268,1.19913029,1.283454895,0.114020668,-0.1620850861
2.567356625,-0.1540519131,1.304908294,1.297248602,-0.08722384274,-0.1292078197
2.140823696,-0.6382283454,1.081473048,1.269895792,-0.1633036882,-0.1033131033
1.604979036,-1.095647119,0.6491459722,1.220345855,-0.1487773359,-0.1225117594
0.7287628951,-1.56583945,0.2741529682,1.175492406,-0.1065718308,-0.2040654719
-0.2536792853,-2.053110926,0.07838781947,1.155085206,-0.01302951388,-0.3282896578
-1.058269282,-2.436417585,-0.1998399238,1.159535885,0.09319598973,-0.4579826593
-1.690444611,-2.407040683,-0.3294937471,1.204707026,0.1843896806,-0.6033478975
-1.947271547,-2.266899222,-0.3915199221,1.251318932,0.2491356432,-0.7266602516
-1.783239507,-2.114887875,-0.18398864,1.242870688,0.3266275525,-0.8318608403
-1.364348909,-1.958061237,0.309071356,1.197399378,0.3981565833,-0.917555213
-0.8908929007,-1.77148185,0.969133786,1.139764309,0.4457114339,-0.9937611222
-0.37290743,-1.572376158,1.6261228,1.148474216,0.4465743005,-1.031782508
0.2101978709,-1.151744854,2.114125512,1.273512006,0.3868337572,-1.032517314
0.6461190987,-0.4128764523,2.409631284,1.429495454,0.299954772,-0.9959534407
1.018461004,0.5244166728,2.606765676,1.505559087,0.1359464675,-0.9278627038
1.406549344,1.289167704,3.140070004,1.438149691,-0.07420703024,-0.8510938883
1.98519825,1.732110209,3.597355799,1.247887015,-0.2508943677,-0.758431077
2.602030464,1.774111029,3.615455519,1.035990477,-0.3312930763,-0.6474038959
3.218485661,1.78300336,3.000924276,0.8390019536,-0.2634681463,-0.533513248
3.39785234,1.956556677,2.075128696,0.6544206738,-0.08470080048,-0.4032870829
3.440538513,2.355492283,1.124599657,0.5103371739,0.08752083033,-0.2915141582
3.417840943,2.48764859,0.6182397426,0.4088614285,0.1568793952,-0.2308555841
3.143159787,2.339897823,0.7936977241,0.3626798391,0.1272186041,-0.1863676459
2.65862475,2.498058925,1.368879246,0.3944161832,-0.01976791024,-0.1306516528
2.017415635,2.954307486,2.149049088,0.4443585873,-0.2924755216,-0.06631419063
1.204150164,3.436668978,3.273727071,0.4221051931,-0.6087671518,-0.02088519
0.4585898634,3.939229793,4.222538785,0.3366688788,-0.8388392925,0.06261020899
0.1906388917,4.611994614,4.008846058,0.2398438156,-0.9529126287,0.1982007921
0.4649260807,5.289141011,3.05085472,0.1032177359,-1.051246881,0.3831200898
1.068395832,5.783457145,2.439614043,-0.1238063574,-1.171976805,0.5775859952
1.624352429,6.413149133,2.088300312,-0.4427726865,-1.17563355,0.7553107738
2.108592574,7.254898648,1.558309931,-0.8249565363,-1.029706478,0.9217658043
2.458526541,8.037191181,1.024760981,-1.163794994,-0.8434612155,1.095228791
2.5811718,8.531074184,0.6906774946,-1.416435957,-0.7047499418,1.280546665
2.271362924,7.864726828,0.6629258566,-1.568659544,-0.679921627,1.420738459
1.143729013,5.264869324,1.414592073,-1.803656936,-0.702791512,1.441044807
-0.9842261412,2.161593512,3.237123726,-2.244681835,-0.6503453851,1.29276228
-3.237219588,-0.1271352646,4.943086517,-2.769360542,-0.6900967956,1.021842599
-4.927814129,-1.580029888,6.078611473,-3.028663397,-1.005560398,0.7541991472
-5.441960752,-2.046897458,5.413425563,-2.961364031,-1.410608768,0.5730727911
-5.048498026,-1.51612411,3.202133661,-2.753044367,-1.549842596,0.4343672991
-5.002069452,-0.5335439821,0.5246212555,-2.499565363,-1.469441414,0.3888797164
-4.706793835,0.6351666198,-1.988372788,-2.263599634,-1.383503556,0.4041813314
-4.366113435,1.392738553,-3.404049734,-2.113512993,-1.451256037,0.3821338117
-4.713684764,1.395427938,-3.398276996,-2.068431139,-1.556319714,0.3215332627
-5.078748202,1.268844462,-2.800698056,-2.062870741,-1.505098581,0.2926206291
-4.704002451,1.069120931,-2.871761889,-2.057587385,-1.222106338,0.337067306
-3.228540314,1.007999815,-3.295230463,-2.060604334,-0.919151783,0.4405047596
-0.9418708083,1.216830197,-3.157493725,-2.091603756,-0.6862692237,0.5315690637
0.5611705325,1.406286017,-2.32087222,-2.110667944,-0.4534002542,0.5592563748
0.9319739759,1.368808227,-2.074310512,-2.104937553,-0.155255571,0.6194973588
1.158416002,1.663821101,-2.322502013,-2.093356371,-0.05109960958,0.742780447
1.933382138,2.432671384,-1.989532187,-2.065076113,-0.1369930506,0.7423158288
1.235529345,2.094419088,-1.643558357,-2.016227245,-0.2540602684,0.6846621037
0.3316197263,1.67601072,-1.936596132,-1.959825635,-0.2548857629,0.6451284289
-0.1811781127,1.519516675,-2.559311558,-1.920501709,-0.07713094354,0.6536399126
-0.4383908327,1.507245222,-3.366551193,-1.882745504,0.1568341404,0.7233439088
-0.6186454008,1.423411339,-3.732686353,-1.821128726,0.4180167317,0.8422058225
-0.7371995918,1.114401504,-4.107959343,-1.733383179,0.6721691489,0.9452955127
-0.9443900976,0.4574754724,-4.219272477,-1.625634909,0.8249363303,0.9587500691
-1.499984583,-0.6752689131,-4.042502243,-1.538565636,0.8724684119,0.9370935559
-1.830704731,-1.685015864,-3.669044486,-1.445885777,0.8931715488,0.897021234
-2.110803821,-2.531241648,-3.577844751,-1.339548945,0.8491220474,0.8163394928
-2.551848675,-3.225791016,-3.637663259,-1.246717811,0.7333640456,0.7533972263
-2.537257547,-3.630942427,-3.231024825,-1.138538241,0.6261122823,0.7101642489
-2.190648342,-3.99232893,-3.148177615,-1.060644984,0.6105754375,0.6783575416
-1.61568923,-4.237715896,-3.247522955,-1.029622436,0.7493766546,0.6274742484
-1.127710483,-4.510971696,-3.553261221,-1.001733303,0.9459139705,0.5805844665
-0.6460571394,-4.446475551,-3.891188231,-0.9418797493,1.106470466,0.5011718869
-0.4404860515,-4.455710412,-4.107078176,-0.8098937869,1.1863482,0.4177523851
-0.2228343574,-4.394883895,-4.258937547,-0.5823832154,1.141459942,0.359408319
0.1580897903,-4.169315144,-4.386705265,-0.3141732812,1.062339067,0.2884084582
0.4459171366,-4.084408664,-4.504015301,-0.05352271348,1.045258284,0.2145222723
0.6871084039,-3.964270126,-4.58715711,0.1505175084,1.119697809,0.1505590081
0.8687021117,-3.817659761,-4.636439027,0.3378224373,1.185592651,0.1062876582
1.07773503,-3.565498187,-4.462800662,0.5235350132,1.213066936,0.0977698043
1.282440441,-3.4040661,-4.053440109,0.7229016423,1.183328748,0.06830196083
1.194791092,-3.421000284,-3.292498407,0.9382456541,1.11393106,0.04755593091
1.287417645,-3.539792083,-2.227167516,1.16616869,0.9742963314,-0.01079857163
1.141451424,-3.723656366,-0.8299918573,1.387214184,0.7529292703,-0.1280002892
0.7731509029,-3.785723239,0.8577575238,1.571054101,0.5452310443,-0.2703068554
0.436901471,-3.34335415,2.3075308,1.661596775,0.4043455422,-0.3901619017
0.1252113108,-2.321477785,3.60205857,1.602802992,0.3889025748,-0.4790641367
-0.2272261626,-0.9401257181,4.669850298,1.385887504,0.5046571493,-0.4851707518
-0.26699031,0.7481886033,5.543474669,1.039441109,0.7443065047,-0.3541887701
0.3845782863,2.531881115,6.604842502,0.5728203058,1.054007649,-0.1715920568
1.236088732,4.342320764,7.567370021,-0.01277241297,1.334034443,0.02129922062
1.815249972,6.242914147,8.66337896,-0.6361145973,1.421737909,0.2649411559
2.575249717,8.139824457,9.818719208,-1.028778791,1.226767421,0.522543788
3.077549543,9.063266751,8.8606399,-1.099712968,0.9773370028,0.7435196042
3.274673705,7.995150028,5.285958874,-1.147168279,0.9161964059,0.8918592334
2.804640072,5.082072963,2.824033923,-1.250135899,1.07683444,0.9020016193
1.588539358,2.074441883,2.024351572,-1.243270993,1.24327302,0.7517886162
-0.3718421388,0.3464999,1.348937697,-0.9799912572,1.177707434,0.431493938
-2.433882513,0.09411562302,0.7550055899,-0.5002010465,0.9503282309,-0.01809563302
-4.245567194,0.3751525785,-0.276992064,0.01449693926,0.5349717736,-0.4421907067
-5.611431184,0.8755740433,-0.874806566,0.3453163803,-0.03530046716,-0.6332094073
-7.255992873,2.5668893,-0.723353145,0.3287794888,-0.4630483389,-0.5180258155
-9.013099575,5.693026932,-0.3291597659,-0.08793494105,-0.5660614967,-0.1919451356
-9.574573767,8.555369836,0.8020064105,-1.001711011,-0.8210370541,0.1330247074
-6.386871951,8.326662203,5.501456897,-1.831018567,-1.366444468,0.3861106634
-0.05693038623,4.787212649,7.827484016,-1.441145658,-1.453713059,0.5889441967
2.756239321,0.4976368024,-2.06811005,0.01246817876,-0.7899669409,0.5166382194
1.312909814,-5.925552663,-13.6461662,1.333128452,-0.0675290972,0.3985450864
-0.1659916495,-10.49553243,-15.2551913,1.970898986,0.01818871871,0.3193814158
0.2318994151,-11.3671551,-9.809310744,2.21030283,-0.3059195876,0.2587462962
0.6961153017,-11.28253621,-6.190812203,2.162499666,-0.8968825936,0.1465575546
0.4906009125,-10.87669915,-2.604623403,1.880658746,-1.769427896,-0.01336260419
0.5206415382,-9.192810246,1.785467412,1.922196507,-2.384414911,-0.2187199444
0.1097168045,-4.617414301,-0.422409712,2.336859465,-2.281103849,-0.5812861919
-1.620805258,-0.08206336618,-7.066488538,2.689650059,-1.777715802,-1.022492409
-3.058446198,3.117928022,-9.471217437,2.713297129,-1.43816328,-1.344239831
-2.857526151,5.864772908,-7.167770984,2.26143837,-1.35373807,-1.349627733
-0.7893330991,7.982093563,-2.918248331,1.505414844,-1.277480602,-1.079708338
1.411737852,8.627479963,0.6386541696,0.8750525117,-0.7184302211,-0.8554311991
1.755339693,7.027423771,0.4996753225,0.5395613313,0.1797038019,-0.701873064
1.267415891,3.891134163,-0.9779450151,0.4772186875,0.8643564582,-0.4966758192
1.185344049,1.462224762,-1.601495285,0.5900104642,0.9698818326,-0.3437589705
0.6386699517,0.00084755674,-1.438522399,0.8624483347,0.6385294795,-0.2222177386
0.2754138549,-0.9313982218,-1.471754807,1.285603285,0.06747157127,-0.1048034802
0.3282879515,-1.417062262,-1.795678133,1.745049119,-0.4272398949,0.02118849196
0.5907412026,-1.488724062,-2.361083965,2.052911282,-0.6945940852,0.103244476
0.6827174755,-1.360486973,-2.368278114,2.057676077,-0.5836613178,0.1028425321
0.3315077903,-1.143866668,-2.023502408,1.875694633,-0.4193690419,0.06120880321
0.03571282616,-0.8669733882,-1.224158275,1.626999497,-0.2972451448,-0.01721961796
0.09884469737,-0.3685322836,-0.6953027432,1.377315879,-0.1535713077,-0.1160998568
0.4033826477,0.2537386142,-0.6524550237,1.193433285,0.08701242507,-0.1838893294
0.9049319474,0.7816419601,-1.20730534,1.088274837,0.3222491741,-0.196326822
1.39977795,0.951710942,-1.302584819,1.051902533,0.4535614848,-0.2177576572
1.651426899,0.6012012218,-0.6867068374,1.041803598,0.551536262,-0.2379923612
2.026261789,0.07242635379,-0.1189887647,1.068013549,0.5602837205,-0.2360170335
2.218152435,-0.4141033637,0.3735328684,1.122865081,0.4346469939,-0.2142622024
2.11047795,-0.8072422653,0.7024059263,1.159993172,0.2755005956,-0.2053385526
1.728274576,-1.158909923,0.7832078943,1.173540115,0.1668058038,-0.2055209726
1.295122228,-1.371450266,0.5521493139,1.158278584,0.1250414699,-0.2425538749
0.7670078701,-1.527540991,0.1673485805,1.130647779,0.1408824772,-0.3170864284
0.2159045581,-1.559129723,-0.2368880903,1.077261209,0.1836639196,-0.4251342714
-0.287364405,-1.483579684,-0.4259096099,1.033165932,0.2459115833,-0.5322700143
-0.4959051563,-1.320541916,-0.5214706825,1.016722679,0.3199392259,-0.5893660188
-0.4213271775,-0.9345599007,-0.6235328075,1.044359684,0.3954622149,-0.6223348975
-0.3058060706,-0.5470978757,-0.6937855436,1.118256807,0.4612469971,-0.62774086
-0.06805442231,-0.4462836318,-0.6600128187,1.173737884,0.5460276008,-0.6435733438
0.07062251923,-0.629804216,-0.2726992622,1.183779001,0.6183435321,-0.6668336987
0.167594993,-1.058439963,0.511000288,1.173954129,0.5470461845,-0.7095606327
-0.06766074682,-1.545574076,1.875247491,1.159734845,0.4243403971,-0.7736648917
-0.2297986435,-1.772101443,2.806666609,1.203057528,0.327475369,-0.8272538185
-0.09402911378,-1.441152163,2.866681225,1.305310369,0.2877210677,-0.8519372344
0.1426084358,-0.6749065095,2.461584175,1.407334208,0.2322586179,-0.8495364189
0.3319625484,0.1437619897,2.237932071,1.414224029,0.09305624664,-0.8403903246
0.4812076457,0.6779337484,2.606390705,1.294710159,-0.1065788344,-0.7910214067
0.9440899456,1.034479242,3.089602092,1.107547641,-0.2699724138,-0.6973494887
1.623318994,1.278223701,3.039510904,0.8939502835,-0.2899956405,-0.6271099448
1.994518159,1.455637784,2.50784499,0.6739094257,-0.1709828079,-0.5660665631
2.16920428,1.957542181,1.84136261,0.4714210629,0.02075228468,-0.4811021388
2.381685877,2.716993937,1.197536445,0.3368054032,0.19232364,-0.3677141368
2.673516614,3.199723093,0.8513640234,0.2640641034,0.2283500731,-0.2481882721
2.855164682,3.337027285,1.289770346,0.2290711105,0.05727572739,-0.1268421561
2.79553702,3.451289624,2.274333172,0.2379325032,-0.2273991555,-0.003795053344
2.472248776,3.665045187,2.965102436,0.273368597,-0.485873431,0.09805681556
1.887430534,4.017686074,3.007087767,0.2903294563,-0.6413778067,0.1567568779
0.9811758137,4.414068488,2.617214881,0.2407938391,-0.6663940549,0.2108542472
0.09514730416,4.854825465,2.043202403,0.1243420541,-0.6668918133,0.2931139469
-0.2973679126,5.069215235,1.778440583,-0.04918133467,-0.7682922482,0.4122718275
-0.166721425,5.106904037,1.836438744,-0.2783210278,-0.8778663874,0.5296866298
0.09753770643,5.377508446,1.712659074,-0.5658227205,-0.8422846198,0.6665337682
0.744501147,6.270714008,1.384585057,-0.8799782395,-0.7364460826,0.8461576104
1.616544094,7.26928607,1.211078502,-1.143148184,-0.6931356192,1.032562375
2.1653742,7.554794618,1.126307777,-1.320812821,-0.749281168,1.182146788
1.917868343,6.353223949,1.323444214,-1.462646127,-0.8479306698,1.258338213
0.6630693567,3.837297943,1.973371034,-1.675504327,-0.7629588246,1.234790087
-1.202616963,1.341748955,2.778983652,-2.057777166,-0.5198073983,1.054872513
-3.038132893,-0.8309224161,3.935485345,-2.565477371,-0.4935709834,0.7738135457
-4.352421595,-2.366026536,5.834729067,-2.92025876,-0.8585345745,0.4955150783
-4.681489298,-3.018280484,6.25924335,-2.955265999,-1.395052791,0.3050687015
-4.361359226,-3.012311931,4.236100277,-2.740790844,-1.739312291,0.1765087247
-4.51951799,-2.839311572,1.289431908,-2.443719625,-1.801346302,0.07356797159
-5.016413035,-2.181779391,-1.281924309,-2.177198887,-1.718117476,0.01100342348
-5.249750081,-1.077878238,-2.854264811,-1.976088166,-1.576761961,0.02362334356
-4.846040978,-0.08078618585,-3.710927233,-1.920365095,-1.360555291,0.0594711788
-3.957936247,0.6915408334,-3.895475991,-2.018700123,-1.178121567,-0.003410848323
-3.078171182,0.8437275371,-3.285583513,-2.204321623,-0.88168782,-0.08774150163
-1.772109334,0.9511059618,-3.279331467,-2.270502806,-0.5631801486,-0.003200516803
0.2850716179,2.086287219,-3.721123925,-2.176585197,-0.3941200376,0.1575309187
1.953083741,2.721089097,-3.502316047,-2.04627943,-0.5524710417,0.3140203953
2.712619375,2.900390602,-1.51372114,-1.905584693,-0.7344211936,0.3899299204
2.15666044,2.596376676,-0.6008671675,-1.810768366,-0.8062338233,0.4033751488
1.18726508,2.147835621,-0.5787985436,-1.783934593,-0.6182698607,0.3397271037
0.01460632524,1.66044724,-1.346592303,-1.79955554,-0.2822553813,0.2861237824
-0.544448238,1.375313371,-2.439257776,-1.810559988,-0.03103158996,0.2446486801
-0.7674728572,0.9699527011,-2.629965349,-1.809819341,0.1597940177,0.2274531871
-0.8840382125,0.5805430492,-2.685947933,-1.790531278,0.331548363,0.2428773791
-0.8672524974,0.2805512178,-2.827966002,-1.730972648,0.3769960105,0.2690669
-1.080182424,-0.1086889228,-2.70596547,-1.600891352,0.4188302159,0.3217127621
-1.140457152,-0.2356371403,-3.057654463,-1.469491243,0.4988366663,0.4068654776
-0.8696329628,-0.1963362266,-3.730515438,-1.324328661,0.4592868388,0.4765172601
-0.9919111427,-0.8417986149,-3.361348072,-1.172718406,0.3636862934,0.5365979075
-1.197033318,-1.594261827,-3.095312286,-1.034241438,0.2601438165,0.5771023035
-1.356187815,-2.194986079,-2.949054972,-0.933365941,0.1846277714,0.6013460755
-1.356789288,-2.67808173,-2.953836069,-0.8656238317,0.1569869518,0.6336733103
-1.184293371,-2.879331448,-2.998400018,-0.8665884137,0.3116140664,0.6787422299
-0.788974495,-2.98524623,-3.441584807,-0.9450347424,0.584705472,0.7135249376
-0.5269947066,-3.040623833,-3.767030521,-1.029281616,0.852506578,0.684979856
-0.3580529752,-3.208293353,-3.774384683,-1.061125398,1.056012869,0.6306875348
-0.04319967478,-3.304932942,-3.862024388,-1.012115598,1.199510813,0.5853599906
0.5274149778,-3.197388513,-3.981786201,-0.8612987995,1.295446634,0.5354614854
0.9141028036,-3.22673911,-4.266718118,-0.6080465317,1.295969963,0.4994467199
1.265600074,-3.163706608,-4.374356655,-0.313522011,1.262822747,0.4482493997
1.378208508,-3.209406867,-4.336315678,-0.05812300742,1.269796252,0.3744955361
1.337478146,-3.316235841,-4.152303804,0.1480790526,1.299081922,0.340045929
1.457085353,-3.387747418,-3.861246974,0.3367717266,1.220834255,0.2876298726
1.237558513,-3.55961439,-3.331563759,0.5010557771,1.080574155,0.2507846951
1.046693411,-3.662448741,-2.65700767,0.6553971767,0.9252660871,0.2261129171
0.8422042731,-3.690121761,-1.956013949,0.8299436569,0.7453679442,0.1835815758
0.4992863232,-3.682507194,-1.145706158,1.035743475,0.5363518596,0.137699306
0.1989958012,-3.610506957,-0.2770630835,1.251282573,0.3395214677,0.08345701545
-0.0004725859478,-3.390027638,0.6678568832,1.450355887,0.1615264267,0.02080481686
-0.2334597963,-3.079799075,1.679174445,1.578723788,0.04704991356,-0.05015138164
-0.3664382339,-2.450048051,2.801250721,1.595676899,0.02420878224,-0.08266990632
-0.2566588856,-1.405562963,4.152420416,1.484355211,0.006784392055,-0.1215791553
-0.214524502,-0.05772855087,6.003686288,1.218673229,0.01502714306,-0.1447595656
0.2301645542,1.529087636,7.915976538,0.7544558644,0.04985212907,-0.1749681085
0.6610787674,3.352332406,9.922892699,0.06085957959,0.1808705926,-0.1373964995
1.085590128,5.897832297,11.42087851,-0.6474841833,0.310490936,-0.01273725368
1.402917417,8.592942903,10.76095213,-1.109107375,0.4242174923,0.2525013387
2.015737765,9.729205526,7.682821278,-1.383754253,0.6216063499,0.5588161349
2.348838962,8.432274202,4.520782019,-1.63221395,0.9079776406,0.79024297
2.165188614,5.419392362,3.233892781,-1.829643846,1.255160332,0.8994569182
1.937681589,2.075640737,2.482686292,-1.810093641,1.52348876,0.8855383992
1.885555388,-0.8443383625,1.259356795,-1.505273104,1.647711277,0.7311044931
0.7856085257,-3.371580712,-0.06425327646,-0.9517407417,1.542277813,0.4370505214
-1.547512935,-4.569102982,-1.024968778,-0.2337706983,1.259068847,-0.01827334426
-4.17995695,-3.889481135,-1.638096,0.4713214338,0.9681459665,-0.4563188851
-5.79285918,-1.778862023,-2.048607477,1.021766186,0.4289750159,-0.6321626306
-6.594022417,1.204861527,-1.278357848,1.305077553,-0.2230368555,-0.6092746258
-7.893827835,4.904117612,-1.102101994,1.195280671,-0.7469974756,-0.4924474657
-9.793485398,9.020787792,-0.6915013782,0.606646359,-1.119294643,-0.1446663439
-9.700002812,12.39946518,1.700613539,-0.4570239782,-1.499786496,0.2036947161
-5.577346543,11.09397295,6.371866105,-1.374115705,-1.804939747,0.3966705501
-0.78077716,5.827023899,7.340172208,-1.199873328,-1.628161073,0.4308353066
0.40168052,0.2710129896,-1.98042446,0.09754391015,-0.9241941571,0.3536531627
0.4754840073,-6.174972245,-13.21471189,1.428346276,-0.1772025675,0.2687350214
0.6738628457,-10.47329488,-15.93121425,2.061561584,0.06771824509,0.1857903153
0.7910776047,-11.61960543,-10.48625607,2.294158459,-0.1119392738,0.1489193141
1.140768994,-11.33845975,-6.40782823,2.319557905,-0.7208678126,0.1157011762
1.487902808,-10.9292313,-2.681481894,2.150035858,-1.890978217,-0.009602373466
1.31104782,-10.09728831,2.734502121,2.249286175,-2.948049307,-0.1062152013
1.447065771,-6.124481244,2.035138047,2.727954149,-2.951920509,-0.2889682651
0.5665586552,-1.100320956,-5.867903022,3.24456954,-2.350281715,-0.5996904969
-0.7597045613,2.210577616,-10.33414009,3.41889739,-1.894537687,-0.888657093
-0.853524124,5.503171885,-8.682335005,3.055956125,-1.834489584,-0.9452340603
0.4910433955,8.179024833,-4.028461735,2.203240395,-2.013536215,-0.6937156916
2.661900118,9.860016849,1.206487229,1.312923789,-1.635742784,-0.4248043597
3.071916213,9.177557732,2.564257783,0.7839528322,-0.5580958724,-0.2260449082
2.337243509,6.207501472,0.630430385,0.6237834096,0.3335053921,-0.02381378412
1.414212134,2.665700972,-0.1552196417,0.6951349974,0.5865209699,0.08488146961
0.03485591706,0.07218319268,-0.1862823039,0.8661248684,0.4064505696,0.1178585887
-0.7842132719,-1.435851134,-0.5134381827,1.11196506,0.06184132397,0.1415978968
-0.9403475442,-2.239997771,-1.069609446,1.372251749,-0.2765409946,0.1561544687
-1.06801034,-2.590192434,-1.436192495,1.626725674,-0.5296220779,0.1430021822
-1.298733405,-2.807574371,-1.742837354,1.875093699,-0.7016425729,0.1096282303
-1.373686062,-2.828650477,-2.098612448,2.053444862,-0.8378632665,0.0111785233
-1.646478921,-2.787204953,-1.8372939,2.04346323,-0.9351330996,-0.1622771472
-2.039951877,-2.634872118,-0.9047393475,1.807999134,-0.9142815471,-0.3656472862
-2.024020148,-2.019337251,-0.3059013477,1.448459625,-0.7162752748,-0.4636335075
-0.8523775843,-0.5637678555,-0.5622574509,1.114999056,-0.355666548,-0.4581577182
0.593221329,0.7707704375,-1.405620831,0.9124789238,0.05433563143,-0.4211877286
1.66792123,1.44058167,-1.989608468,0.8624010682,0.3678469658,-0.39036268
2.642594529,1.579632413,-1.632948408,0.9197351933,0.4429672956,-0.3128809333
3.610219664,1.449828221,-0.4638303944,1.004230738,0.288058728,-0.2244315892
3.886948694,1.080137415,0.696776396,1.033699155,0.03618201986,-0.1642968804
3.403686161,0.406567123,1.278219609,0.9663962126,-0.1025303826,-0.1298695654
2.730827816,-0.2260895598,1.235674599,0.8278061152,-0.05477404594,-0.08593700826
1.978862033,-0.6559773526,0.7308744804,0.7657903433,-0.03127842396,-0.1065594256
0.8363143383,-1.140140341,0.1586047906,0.8089529872,-0.05317653343,-0.1986446083
-0.1039960888,-1.647224186,-0.3657821081,0.888596952,-0.08400163054,-0.2816193402
-0.6245476106,-1.75281222,-0.5154004227,0.9211950898,-0.05560913682,-0.362664938
-0.9892539062,-1.609165381,-0.2773175697,0.8970674276,0.009941304103,-0.4437140524
-1.21621265,-1.416467219,0.08568162974,0.8516672254,0.1008397862,-0.5145267248
-1.109443005,-1.292728027,0.3931926776,0.789490521,0.1830555499,-0.5706532598
-0.8528919636,-0.9300602512,0.6811165431,0.7591624856,0.1940344274,-0.6048181653
-0.4990943078,-0.501658313,1.072958756,0.7685319185,0.1028972417,-0.6025317311
-0.08558715639,-0.01960311061,1.595757472,0.8220108747,-0.02163749933,-0.5535610318
0.4523460006,0.3223474555,1.703511452,0.9029618502,-0.1097036377,-0.4822257757
0.7750432925,0.6330746159,1.515285467,0.9668838382,-0.1463042647,-0.4198649228
0.957485726,0.740357179,1.308583037,1.019956708,-0.1710582227,-0.3784056604
