accel.x,accel.y,accel.z,gyro.x,gyro.y,gyro.z
0.8987883301,-0.08032792069,-1.471184313,-0.5240585804,0.1987797022,0.2047884017
0.6310737975,-0.2300864474,-1.645676372,-0.5234827995,0.04000869766,0.219969213
0.1938338884,-0.4791677374,-1.552485463,-0.5527148843,-0.1301387399,0.1976903379
-0.1605623179,-0.6945205068,-1.343669109,-0.5907621384,-0.2702705562,0.1684437692
-0.2079173588,-0.7906275959,-1.413603062,-0.6092982292,-0.3892245591,0.1541241109
-0.1404807761,-0.8186618503,-1.497158712,-0.6116452813,-0.5023421049,0.1408522427
-0.156867555,-0.8408394145,-1.534461146,-0.5800261497,-0.5385891199,0.1352784485
-0.2086281374,-0.7666698703,-1.861201283,-0.4871518612,-0.5186998844,0.141429022
-0.2413870822,-0.6411658602,-2.302323002,-0.3351720572,-0.4677067697,0.1535609663
-0.2517038935,-0.5405232465,-2.576364984,-0.1595246047,-0.4243569076,0.1754984856
-0.2319777411,-0.4603698056,-2.532982939,0.01106944121,-0.4647086263,0.1875134408
-0.1287576051,-0.3846829157,-2.055154999,0.128307119,-0.5576199293,0.1810712665
-0.01626461384,-0.3189011145,-1.413835702,0.1790931374,-0.6342130899,0.1619485021
0.001442892285,-0.3132468151,-0.8200047163,0.1630907357,-0.641441226,0.1386314631
-0.0276335646,-0.3732392192,-0.4461988761,0.1265927702,-0.5839406252,0.1280522048
-0.1255190615,-0.4741672257,-0.1987193223,0.09107872099,-0.5202324986,0.1296000183
-0.2215811425,-0.5692050781,0.05646481454,0.0756559521,-0.4682182968,0.1252499074
-0.2380070843,-0.5726292073,0.2219067212,0.05846445262,-0.3921421766,0.1032274291
-0.2649228561,-0.4387026021,0.2729214536,0.04405961186,-0.2985053062,0.07706236094
-0.2877420061,-0.2535262136,0.3230319307,0.03610741347,-0.2328831702,0.04888505116
-0.3237809955,-0.1267042527,0.4607435343,0.02684607543,-0.1824043542,0.02102730051
-0.3241428145,-0.0770329708,0.5857546464,0.01707653515,-0.1159891039,-0.008670672774
-0.3329170726,-0.05427731444,0.6075660807,0.003160978435,-0.04037165269,-0.04055207968
-0.3082870738,-0.04940247494,0.6431213782,-0.01624654047,0.03570846841,-0.06050608307
-0.2601569568,-0.04907872288,0.6070955405,-0.03982863203,0.08180819452,-0.05737427622
-0.1025116954,-0.020162425,0.5277209751,-0.05775490031,0.09516554326,-0.03772680834
0.03043313219,0.01207943711,0.3487351117,-0.07624955475,0.0760537684,-0.008123450913
0.119568921,0.06544453207,0.1849386342,-0.09915939718,0.001720686443,0.01892068237
0.2143017991,0.04816219256,0.0924567499,-0.1189657152,-0.1073239818,0.04228758439
0.3478817098,0.03303666575,-0.09124386698,-0.1466727257,-0.2188622206,0.08475647867
0.5282227871,0.02843501717,-0.2751858914,-0.1639481187,-0.3499199152,0.134501487
0.6160059922,0.08265702122,-0.3953337813,-0.1925709844,-0.4607242048,0.1845777035
0.590158142,0.128142688,-0.4336164579,-0.2237326801,-0.5310759544,0.2126289606
0.3854644215,0.1004046402,-0.4918284084,-0.2628582418,-0.5516270399,0.2089924216
0.1334771809,-0.02996726824,-0.600713146,-0.2885856628,-0.5121021271,0.1881031394
-0.1645905505,-0.145272102,-0.8110340588,-0.271795243,-0.4417011738,0.1599964052
-0.3836388135,-0.1451927532,-1.068307277,-0.2138071507,-0.3453531265,0.1343181431
-0.489638351,-0.03089497754,-1.340398709,-0.1193610802,-0.2620156407,0.117586039
-0.4875118604,0.09293781142,-1.419880827,-0.00385673414,-0.2008104026,0.1100383475
-0.3356080653,0.08135280676,-1.333010353,0.0743573755,-0.1638015211,0.1207538396
-0.174011582,0.03017667321,-1.043007416,0.09195769578,-0.184029758,0.1474646926
0.005597673877,-0.02663929286,-0.5448696783,0.07876439393,-0.2562328577,0.1841982007
0.1767500671,-0.09093582394,-0.1187257481,0.03670760989,-0.3422500789,0.2241445035
0.2283893612,-0.1866686729,0.1580114644,-0.01628290303,-0.4171037972,0.2616729736
0.234041834,-0.2535335932,0.3008294512,-0.07280243188,-0.4531276822,0.2807117999
0.129917881,-0.2821394369,0.3671183252,-0.1132499874,-0.4331710041,0.2849822044
-0.05813157871,-0.2426340866,0.3051286097,-0.1386276484,-0.390001148,0.2618985176
-0.3046358578,-0.2352509175,0.3408686161,-0.1542662531,-0.3069565892,0.2162037343
-0.5393276801,-0.2875760019,0.359329571,-0.1492851079,-0.1964522898,0.1688946933
-0.5250950105,-0.1851695204,0.2973608983,-0.1380148679,-0.0960822776,0.1305385232
-0.4768753156,-0.1135631778,0.3882920461,-0.11238911,-0.03054016456,0.104506202
-0.4040757446,-0.05737498819,0.4816477907,-0.09037995338,-0.0144307036,0.06266634166
-0.4640471059,-0.09355733155,0.5974824935,-0.09886971861,0.02808367833,0.03295259923
-0.2479502401,-0.2001147953,0.7142588612,-0.1285940707,0.03173886985,0.01552673709
-0.01793605419,-0.1657172895,0.8319049974,-0.1668764651,0.009245587513,0.01443717815
0.1404296304,-0.05189144221,0.9137287096,-0.1932292432,-0.01733702235,0.03585485369
0.2742813438,0.1136399693,0.7996697842,-0.1901759356,-0.004265225027,0.06974633038
0.4368582163,0.2785379783,0.4998743522,-0.1793738902,0.04094167054,0.1187620759
0.4334606829,0.3467744061,0.3245172008,-0.1817844659,0.1519877315,0.1542502046
0.4045265571,0.3060604837,0.2671872939,-0.1692079455,0.2209311128,0.2107931077
0.3509938504,0.1410313227,0.419318468,-0.1661659926,0.3355718553,0.1706294566
0.01231894496,-0.1213932138,0.4422381558,-0.2212241888,0.3711162806,0.1290199608
0.04420417565,-0.5009815098,0.7465209624,-0.2759253085,0.3255994916,0.1406826675
0.3408062184,-0.3448702895,0.9287824864,-0.2818585634,0.1796793193,0.2075589001
0.3802386496,-0.1099878035,0.9640741645,-0.3087824285,0.1107674837,0.2685316801
0.4059223953,0.06994542369,0.5372784925,-0.3209519982,0.06159807369,0.2915339172
0.1958449359,0.1345333024,0.1905360159,-0.3072578311,0.01485362835,0.2667661607
-0.02579816586,0.09428856844,0.116304074,-0.2786565423,-0.03016764112,0.2165794224
-0.1118145075,0.1131200371,0.1670680465,-0.2579729557,-0.01269762032,0.159116596
-0.1603241252,0.1788285539,0.08563771754,-0.2570802867,0.0607627444,0.1097064391
-0.1696137855,0.20743374,0.007921440649,-0.2882036269,0.1635332257,0.08012288064
-0.03149842333,0.1419408387,0.1100929444,-0.3198153675,0.2125132829,0.07795559615
0.05585515821,0.122662978,0.3169406281,-0.3545722663,0.235920608,0.09921082109
0.04787760346,0.1283390874,0.3789870421,-0.378651768,0.2780339718,0.1191800013
0.08230272789,0.1441785894,0.08529518771,-0.3787558973,0.3291123509,0.1337940693
0.12621625,0.2271135874,-0.2770902637,-0.3366457522,0.3385607302,0.1363128871
0.1758202389,0.324505145,-0.5774708021,-0.2579630911,0.2758319378,0.1159925014
0.2134831762,0.3727629069,-0.7177168927,-0.1741145402,0.1874919683,0.0675695762
0.2295025831,0.3784999893,-0.7837135057,-0.1117835119,0.09559937567,-0.01151358057
0.2233922835,0.321750951,-0.7315636317,-0.08283068985,-0.0004219650291,-0.09983491898
0.1524003465,0.2602819167,-0.5558545981,-0.07234922051,-0.1018312797,-0.1601946056
0.1531171164,0.1999028513,-0.3600561317,-0.04353515431,-0.1885043979,-0.1688858271
0.2809361255,0.2995507365,-0.4783160159,0.01545771956,-0.2888006568,-0.1944037825
0.07148761163,0.07415515034,-0.4448533068,0.07782869041,-0.31076774,-0.2247875184
0.005621200883,0.005311239884,-0.6628507455,0.1421387047,-0.3177614808,-0.2363768071
0.05116729266,0.107181039,-0.648244128,0.1861522347,-0.251793921,-0.2204308659
0.1562009078,0.1204314561,-0.6379267321,0.1799308658,-0.1798219234,-0.2026567161
0.2353054242,0.243518797,-0.4494932415,0.1608682126,-0.1611592919,-0.1769071519
0.3959355466,0.08949961713,-0.09962006566,0.1040751413,-0.1023691297,-0.1338702142
0.6762903651,0.3612841391,-0.05839081417,0.05223830789,-0.09166163206,-0.0873927176
0.7233379474,0.5952995965,0.01130699143,0.05666567013,-0.1850648373,-0.05283323303
0.5625806915,0.3221169347,0.1272206048,0.08474018425,-0.2258969545,-0.03895763308
0.466722901,0.3135675714,-0.1908791302,0.1176131815,-0.2273038626,-0.032886751
0.4324263714,0.4241824938,-0.4073685025,0.1503210664,-0.2653255463,-0.03809962049
0.343118587,0.2897130322,-0.2203635834,0.1883571893,-0.3654799759,-0.07352334261
0.1527656727,-0.02744041664,-0.01167056405,0.2150362134,-0.4375421703,-0.1110145301
0.1021501687,-0.1433855942,-0.1786725596,0.2386690378,-0.5163463354,-0.1433045417
0.001937836195,-0.1933313457,-0.10821546,0.2495041043,-0.5285276771,-0.1491973251
0.09906813086,-0.1351439451,-0.2678010418,0.2436340451,-0.4664411545,-0.1386856288
0.2373229015,0.2923603136,-0.4698082998,0.2431216538,-0.395647943,-0.1248087063
0.242857447,0.4838133712,-0.4265764763,0.2673239708,-0.3618867397,-0.1265896261
0.2177238825,0.6360398955,-0.3717132517,0.3316233456,-0.3443940282,-0.127516672
0.3201657276,0.6805356014,-0.3275356718,0.3788454533,-0.2950626612,-0.1049855649
0.5398829759,0.9644533731,-0.3642342942,0.4287434816,-0.2729403377,-0.05828676745
0.64046005,1.089477052,-0.3040776394,0.4705474079,-0.2775214911,-0.02470540069
0.4677335393,0.7183374357,-0.1267138243,0.4902172387,-0.2758674026,-0.01902407967
0.2178479473,0.2740471697,-0.03838438345,0.4704450071,-0.2393459678,-0.01309238747
0.1385785957,0.1180689647,0.03453647585,0.4338603616,-0.2160315961,0.006620863453
0.2005157042,0.1956491211,0.1953302644,0.3834193647,-0.2132998258,0.03916946799
0.2850043978,0.3076115126,0.3297475027,0.3229874372,-0.2454734743,0.07336152345
0.3381159564,0.3330789121,0.4979688109,0.2489821166,-0.3027022481,0.08285398781
0.2939526973,0.2806182917,0.6358686306,0.1851647943,-0.3617876768,0.07273478061
0.2374834989,0.1992366973,0.6849976954,0.1400281489,-0.4035690725,0.04767462984
0.153087452,0.155715024,0.6059878716,0.1192469671,-0.4329045713,0.02776856534
0.1196364332,0.1562753613,0.4774994388,0.1136168912,-0.4364083111,0.01850526221
0.1378076114,0.2320733104,0.3575426876,0.1249260008,-0.4025869668,-0.002184035955
0.1213360768,0.2430292234,0.1147661969,0.1543281078,-0.3554793298,-0.02747241035
0.1237115737,0.2382565291,0.002529226217,0.1978082061,-0.3124607503,-0.03820122033
0.2118076442,0.2757536814,-0.02156476608,0.2402646691,-0.271251142,-0.03559257835
0.2291116841,0.3225847714,0.02200023488,0.2584774792,-0.2423238754,-0.03379814327
0.1934943542,0.3377858477,0.1522287893,0.258913666,-0.2168245167,-0.02981679142
0.1799918255,0.2874416349,0.302251593,0.2206139266,-0.1913663,-0.04054852948
0.1372823454,0.1984361215,0.4159118744,0.1588290036,-0.2001956999,-0.05345784873
0.1230983372,0.2283149808,0.6159399413,0.1055998653,-0.2307125926,-0.07929557562
0.135713854,0.2515932728,0.7076052485,0.05780565739,-0.2476929575,-0.098497428
0.2370197538,0.2382601823,0.5533955145,0.03392189369,-0.2270047218,-0.1104361117
0.2870498591,0.2600280698,0.2933645222,0.0343154259,-0.2038629055,-0.1109995246
0.2855102285,0.2794325891,0.1374181737,0.05974115804,-0.1820787787,-0.1051102132
0.3053134648,0.2960479891,-0.02224690312,0.1100255027,-0.1438541561,-0.0994572714
0.3425618299,0.3234348124,-0.1891425157,0.1584452242,-0.09413266182,-0.09522683918
0.322810543,0.3234259715,-0.2771148136,0.1987174153,-0.04371666163,-0.09357629716
0.2954842177,0.3553226004,-0.2621066296,0.2301003784,-0.004236362409,-0.09637155384
0.2304134874,0.3392883612,-0.2042781255,0.2422307283,0.009030845016,-0.1083071157
0.2314874733,0.2663265123,-0.07970949653,0.2334114015,-0.01316101104,-0.1170787662
0.2992675357,0.2277235907,0.04022738097,0.2138646096,-0.06121160835,-0.1203994974
0.356494859,0.2331714809,0.1589659886,0.1823458374,-0.1165033579,-0.1266424805
0.366363269,0.2298262621,0.2473141341,0.1539601386,-0.1603477597,-0.1406918615
0.3305429639,0.2033449363,0.2910936546,0.1315680146,-0.1873356998,-0.1541472226
0.343046837,0.1653849157,0.2356348023,0.1314004213,-0.196232155,-0.1612698883
0.3774466808,0.1484150762,0.1089911206,0.1561537087,-0.1935389042,-0.1542266309
0.4111789276,0.1584864615,-0.02466857731,0.1931028217,-0.170794636,-0.1374678314
0.4605332526,0.1859966189,-0.1519067177,0.220373854,-0.1453454792,-0.1171463057
0.4231541006,0.1910264297,-0.1343079327,0.2337425202,-0.1400777847,-0.09682009369
0.3140563048,0.1648914331,0.01131166761,0.2475653887,-0.1168094724,-0.1016846225
0.2583216312,0.1250742404,0.04322773183,0.2446291149,-0.102786079,-0.1095972583
0.1969020438,0.08577157305,0.06242752234,0.23467049,-0.113401711,-0.1198424324
0.2296177339,0.0879379573,0.14991116,0.2287193984,-0.1361272335,-0.1116646975
0.3194610134,0.09729659115,0.1945557729,0.2179051042,-0.1616283357,-0.09916009009
0.3654578446,0.101832481,0.1986222917,0.2097987086,-0.1901664734,-0.07853446901
0.4025825103,0.08128829015,0.2049894886,0.1926769763,-0.2300752699,-0.05438998714
0.4408712514,0.05900777702,0.2290209371,0.1608002782,-0.279807657,-0.01820138469
0.4686839719,0.01276347385,0.2820440867,0.1031194031,-0.3262164295,0.01909086108
0.5277952093,-0.06755933227,0.2854331446,0.02795113064,-0.3777928948,0.06048369408
0.5863677367,-0.1178784837,0.3207335906,-0.02883625031,-0.4174953103,0.1001293734
0.5710301746,-0.1231270518,0.2264016945,-0.0634733811,-0.4474024177,0.1278993189
0.4400399151,-0.1064575105,0.1277443364,-0.08708763123,-0.4487076402,0.1438364685
0.2361130508,-0.07683043396,0.01345277129,-0.1023466066,-0.4392472506,0.137740612
0.04673058885,-0.04055339805,-0.03280161488,-0.09954042733,-0.4232022464,0.1027192548
-0.1075493608,0.02365808509,-0.01136836623,-0.07067476213,-0.3701842129,0.05298257619
-0.1823165421,0.06127820617,-0.1071387707,-0.02762476914,-0.2893074751,-0.006076483987
-0.2126235272,0.08236307978,-0.2462444591,0.03472995758,-0.2149059027,-0.04719148949
-0.1341006466,0.1341338913,-0.2565308753,0.1041322052,-0.1685847342,-0.06009477377
0.05577697841,0.173630766,-0.2097819836,0.1529918015,-0.1261192113,-0.04076822475
0.231291695,0.2286794302,-0.1074491518,0.1759740859,-0.0782352984,-0.01429640502
0.2770848569,0.2067433466,-0.01565700334,0.1800943315,-0.03839670122,-0.0003011233639
0.2419718963,0.142530256,0.09770224934,0.1743464321,-0.02620688081,-0.001062787604
0.2226825644,0.08018003665,0.2380523848,0.1484947801,-0.0331467092,0.0001236372627
0.2255761669,0.05981792436,0.3923784386,0.1109420806,-0.04150291532,-0.0004934172612
0.2765296707,0.07371770877,0.441374817,0.06565477699,-0.05132456869,0.009491451085
0.3142541655,0.1048692184,0.5055190801,0.02878411487,-0.06220171973,0.01364678144
0.3126300349,0.103836222,0.5536977124,-0.001133638667,-0.04235678911,0.02070677839
0.3086096568,0.06996551663,0.3890864113,-0.01975472644,0.01220338792,0.03340286762
0.3014408611,0.08995485008,0.09585048399,-0.01497555338,0.03314807266,0.04589430615
0.2051043472,0.1167073941,0.0228472071,-0.003305049147,-0.000714284135,0.04322262108
0.1627944974,0.1136706567,0.08242284714,0.01111311466,-0.0391022265,0.02786575258
0.1914955816,0.1812729513,0.06181552792,0.01920992322,-0.05825434998,-0.003905492369
0.1503884221,0.1731253007,0.05672609583,0.03407001495,-0.05382945389,-0.0363528654
0.1228292379,0.1166917581,0.07025134783,0.05090785027,-0.01854310185,-0.05806801468
0.1762985605,0.0596085194,0.02592939103,0.06314707547,0.03086680174,-0.05418687314
0.2902527468,0.01323576754,-0.005854571247,0.05891957134,0.04713152349,-0.02225530706
0.3701213794,-0.02460179568,0.1110673423,0.03527989239,0.03524238244,0.01022472419
0.3534246943,-0.06607289311,0.2226969948,0.005070060026,-0.006861658767,0.02259457484
0.319044505,-0.08328472467,0.3367711177,-0.02944224142,-0.05372076482,0.01255058032
0.2311504234,-0.07952288792,0.4278624245,-0.06009868905,-0.06506636739,-0.01417157799
0.117441517,-0.09392404597,0.3644201721,-0.08165125549,-0.04307853803,-0.0403848961
0.078510496,-0.1155553014,0.2244406235,-0.08310560882,-0.03455402702,-0.05761474371
0.0995259211,-0.1291577103,0.1153279224,-0.07601308078,-0.04432385042,-0.0626693964
0.2037524211,-0.09807005974,0.03194821292,-0.04889757559,-0.07364525646,-0.05455368012
0.3522115557,-0.05235299531,-0.03394435518,-0.01434232295,-0.1016018987,-0.03993622214
0.3856679812,-0.01556274918,-0.09573357961,0.01432234421,-0.09994381666,-0.02430293709
0.3356587725,-0.02561345695,-0.1677437538,0.03463534266,-0.08180233836,-0.009512036107
0.266229025,-0.08749985815,-0.1170961011,0.03882049769,-0.0662420243,0.002132635098
0.2308239131,-0.1262558514,0.005800795233,0.03532455862,-0.04716184735,0.0138852261
0.2154923606,-0.1299336631,0.1110264258,0.02025692724,-0.02896073647,0.02458713762
0.236483729,-0.1383741592,0.1531587636,0.004925782327,-0.01338547654,0.0406165272
0.2696716763,-0.1412570212,0.1598953784,-0.00789121259,-0.007227449212,0.06255804002
0.3178087161,-0.136996295,0.1792062281,-0.02834407799,0.001999808941,0.09249474108
0.3560665506,-0.1164256545,0.184397367,-0.05982290953,-0.003214926925,0.1294240057
0.4040546287,-0.1094898639,0.2216033543,-0.1011590511,-0.02387049794,0.1655234098
0.4099852609,-0.1342566409,0.3024053222,-0.148070097,-0.06929976493,0.1910133213
0.3742120828,-0.1827145285,0.3948340151,-0.1969139427,-0.1029826403,0.2037990391
0.2640223453,-0.2154300725,0.3713683838,-0.2415509075,-0.1335362792,0.210836187
0.1705643642,-0.2285001281,0.3644213412,-0.2710466981,-0.1608266085,0.2063373476
0.0933710152,-0.2112482568,0.3510042257,-0.2818199694,-0.1681838632,0.1912566572
-0.02679024564,-0.1911509329,0.2273743389,-0.271163255,-0.1590810269,0.172992751
-0.1182815115,-0.1631847753,0.1123193882,-0.2372548282,-0.1389153153,0.1468125433
-0.1514479594,-0.1292338443,-0.05896013849,-0.1828023046,-0.1055952534,0.1232452989
-0.1571513039,-0.08252367717,-0.1817471447,-0.125563249,-0.06948065758,0.1058191732
-0.1168265087,-0.025818478,-0.2302887651,-0.07020351291,-0.02949394658,0.09782999754
-0.1101785951,-0.009080693687,-0.2992717004,-0.02253319696,-0.004358766135,0.09639082849
-0.08652003506,0.0084722064,-0.2182733331,0.01321407966,0.01095745526,0.09295210987
-0.1186418327,0.007856997111,-0.1042600004,0.03701235354,0.02735161036,0.08193355054
-0.1803882592,0.01272109602,-0.06617080052,0.04953312501,0.02965825051,0.06014810503
-0.2105893362,-0.0005677168854,0.04477262318,0.04817544669,0.01348886639,0.03696236014
-0.1745089919,-0.01139905363,0.2220557742,0.02979764156,0.008433664218,0.01420763042
-0.157370664,-0.04033040295,0.2992138327,-0.009177987464,0.01794168167,0.002701442456
-0.1162995074,-0.07001490873,0.3532376839,-0.05822922662,0.02293520793,0.003461228684
-0.1116895476,-0.1285261344,0.417181456,-0.1076313928,0.0136346519,0.008216036484
-0.1357073877,-0.1705846763,0.4046346936,-0.1442798227,0.011215996,0.01381888241
-0.1166339818,-0.1704233483,0.29242578,-0.1593895257,0.01986035146,0.0143834725
-0.1085711964,-0.1252028352,0.09342004198,-0.1482634991,0.01574049331,0.007683283649
-0.125451805,-0.06938274831,0.03020809126,-0.1313537508,0.01645608433,-0.004450610839
-0.196346821,-0.06953925404,-0.02843465185,-0.1016895995,0.01292739622,-0.01892595738
-0.1909014882,-0.06659063337,-0.08102583983,-0.07839652896,0.004443097394,-0.03192271292
-0.1556230531,-0.05194266094,-0.04836041854,-0.05492430553,-0.00781935174,-0.03606604785
-0.1058390315,-0.05967603168,0.0114314946,-0.04334967583,-0.01473478228,-0.03988315165
-0.09631307827,-0.06235124223,0.03836918588,-0.04527114332,-0.0147632584,-0.03544475883
-0.1104155822,-0.09254033653,0.1076636714,-0.06242296472,-0.01363487728,-0.0335752219
-0.1407516472,-0.1109356057,0.1862356883,-0.0749322325,-0.01015919447,-0.03227438405
-0.1659228585,-0.129338766,0.2409124504,-0.09207100421,-0.003702627495,-0.02979551442
-0.1945493797,-0.1698578964,0.2358826395,-0.09853322804,0.003280073404,-0.02694284171
-0.1948091997,-0.1565721523,0.2098427739,-0.1054180339,0.004330956377,-0.02337873168
-0.1893028573,-0.1685715829,0.1840928311,-0.1022202447,-0.0006627673283,-0.02328454331
-0.2177144754,-0.1462534412,0.1593061803,-0.09687954187,-0.005099327303,-0.03111077659
-0.2302835592,-0.1149967177,0.1379915896,-0.08928179741,-0.01130786911,-0.03877547383
-0.2586643254,-0.1144436138,0.1350648885,-0.09713998437,-0.01221547369,-0.04563524574
-0.3001207915,-0.0927940921,0.106918406,-0.1083973795,-0.01427698415,-0.05432840437
-0.3006190781,-0.1132163371,0.1512918007,-0.1146057397,-0.02438208275,-0.06758082658
-0.2744368083,-0.1124767708,0.1577320629,-0.1178925559,-0.03902776167,-0.07760246843
-0.2580577195,-0.115354372,0.1618628791,-0.1250191778,-0.04000354558,-0.09143012762
-0.2472531977,-0.09294183,0.07649345709,-0.1197715402,-0.03845431283,-0.09727547318
-0.2003504124,-0.0980430256,-0.006578209347,-0.105337739,-0.04201096296,-0.09409805387
-0.1767025382,-0.07546769424,-0.05834697503,-0.09563792497,-0.04415983707,-0.08982079476
-0.1924370272,-0.02783361721,-0.08142214567,-0.1018108651,-0.05564178526,-0.0834345296
-0.2314486026,-0.03009257512,-0.0837649094,-0.1105392277,-0.06227166578,-0.08973208815
-0.262338082,-0.06588738047,-0.0864805981,-0.1169435978,-0.06367168576,-0.1085150987
-0.3056596479,-0.04387107123,-0.1284358258,-0.1104096696,-0.04852417111,-0.1351870447
-0.331176403,-0.03325944165,-0.247298352,-0.09552552551,-0.03980471566,-0.1559743434
