ax,ay,az,wx,wy,wz
0.4419,-4.0319,5.3807,2.1565,0.8699,0.166
0.4419,-4.0319,5.3807,2.1565,0.8699,0.166
0.4419,-4.0319,5.3807,2.1565,0.8699,0.166
0.4419,-4.0319,5.3807,2.1565,0.8699,0.166
0.4419,-4.0319,5.3807,2.1565,0.8699,0.166
0.4419,-4.0319,5.3807,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,1.6875,-1.6352,0.6848
-0.0859,-5.8981,5.2451,0.5578,0.4193,1.057
0.7691,-2.6581,3.1517,0.5578,0.4193,1.057
0.7691,-2.6581,3.1517,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-1.2352,2.3745,-0.0887
1.0638,-0.3683,-8.3426,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.2459,0.7452,-0.4459
0.6406,4.0921,-5.0374,-0.7878,-2.8927,-0.3933
1.0533,3.9395,3.4218,-0.7878,-2.8927,-0.3933
1.0533,3.9395,3.4218,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-0.8988,-0.7634,0.3015
4.9271,-0.3053,4.7914,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-1.0041,0.44,0.2708
-0.1543,0.0483,3.2612,-3.2958,2.7604,-0.6783
-2.7866,-4.0187,-6.223,-3.2958,2.7604,-0.6783
-2.7866,-4.0187,-6.223,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-2.6194,-0.0613,-0.5402
-1.5265,-1.2598,1.3825,-0.0368,-0.1969,-0.6397
0.0636,-0.7279,-2.4234,-0.0368,-0.1969,-0.6397
0.0636,-0.7279,-2.4234,-0.0368,-0.1969,-0.6397
0.0636,-0.7279,-2.4234,-0.0368,-0.1969,-0.6397
0.0636,-0.7279,-2.4234,-0.0368,-0.1969,-0.6397
0.0636,-0.7279,-2.4234,-0.0368,-0.1969,-0.6397
0.0636,-0.7279,-2.4234,-0.0368,-0.1969,-0.6397
0.6545,3.1073,-4.0673,-0.0368,-0.1969,-0.6397
0.6545,3.1073,-4.0673,-2.016,-1.1216,-0.4549
0.6545,3.1073,-4.0673,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,0.3075,0.3206,0.4711
-1.4043,4.2993,-3.2223,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.712,0.3075,0.2654
-1.627,3.8921,4.3242,3.3487,-1.0635,-0.4977
1.1326,6.0702,1.9072,3.3487,-1.0635,-0.4977
1.1326,6.0702,1.9072,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9121,2.6843,0.4621
1.3155,-0.2249,3.0427,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.9361,-1.9936,0.9767
-0.1193,-7.3159,5.6071,1.0533,-0.2937,0.8409
0.4977,-6.3144,4.1702,1.0533,-0.2937,0.8409
-0.6929,-2.2865,-2.1061,1.0533,-0.2937,0.8409
-0.6929,-2.2865,-2.1061,-0.0318,2.2296,0.3048
-0.6929,-2.2865,-2.1061,-0.0318,2.2296,0.3048
-0.6929,-2.2865,-2.1061,-0.0318,2.2296,0.3048
-0.6929,-2.2865,-2.1061,-0.0318,2.2296,0.3048
-0.6929,-2.2865,-2.1061,-0.0318,2.2296,0.3048
-0.6929,-2.2865,-2.1061,-0.0318,2.2296,0.3048
0.8963,5.8161,-8.8008,-0.0318,2.2296,0.3048
0.8963,5.8161,-8.8008,-1.3512,1.1313,-0.6064
0.8963,5.8161,-8.8008,-1.3512,1.1313,-0.6064
0.8963,5.8161,-8.8008,-1.3512,1.1313,-0.6064
0.8963,5.8161,-8.8008,-1.3512,1.1313,-0.6064
0.8963,5.8161,-8.8008,-1.3512,1.1313,-0.6064
0.8963,5.8161,-8.8008,-1.3512,1.1313,-0.6064
0.8963,5.8161,-8.8008,0.8013,-0.0192,0.3838
3.3325,2.5999,-0.9298,0.8013,-0.0192,0.3838
2.8903,3.8037,6.9691,0.8013,-0.0192,0.3838
2.8903,3.8037,6.9691,-1.6974,-2.6554,0.2111
2.8903,3.8037,6.9691,-1.6974,-2.6554,0.2111
2.8903,3.8037,6.9691,-1.6974,-2.6554,0.2111
2.8903,3.8037,6.9691,-1.6974,-2.6554,0.2111
2.8903,3.8037,6.9691,-1.6974,-2.6554,0.2111
2.8903,3.8037,6.9691,-1.6974,-2.6554,0.2111
2.8903,3.8037,6.9691,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-0.9714,-0.9907,-0.3115
-0.9747,-2.2955,5.5249,-1.6042,1.8554,0.2646
-1.6001,-1.0882,-2.6069,-1.6042,1.8554,0.2646
-1.6001,-1.0882,-2.6069,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-3.6648,4.2448,-1.4574
-0.1958,-3.9415,-3.0554,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-1.136,-1.2421,-0.5637
1.3933,0.0853,-3.302,-0.9719,-1.2145,-0.2045
-0.7362,0.4574,-0.0301,-0.9719,-1.2145,-0.2045
-0.7362,0.4574,-0.0301,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,-0.8991,-0.2527,0.039
-0.5887,4.4228,-3.1519,1.9229,0.0791,-0.0382
-0.971,4.2464,1.1093,1.9229,0.0791,-0.0382
-0.971,4.2464,1.1093,1.9229,0.0791,-0.0382
-0.971,4.2464,1.1093,1.9229,0.0791,-0.0382
-0.971,4.2464,1.1093,1.9229,0.0791,-0.0382
-0.971,4.2464,1.1093,1.9229,0.0791,-0.0382
-0.971,4.2464,1.1093,1.9229,0.0791,-0.0382
0.6782,4.3024,4.4491,1.9229,0.0791,-0.0382
0.6782,4.3024,4.4491,4.3926,-1.3886,0.5677
0.6782,4.3024,4.4491,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,1.3349,1.0614,0.695
2.5362,2.8177,0.0895,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,2.2323,-1.5477,0.1908
-0.9125,-5.3511,5.595,1.1265,-2.5707,0.6967
-0.334,-7.2632,4.493,1.1265,-2.5707,0.6967
-0.334,-7.2632,4.493,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,0.1599,1.1928,0.4416
-0.9068,-3.9131,3.1824,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,-1.1313,0.2143,-1.0868
-1.1003,2.6923,-11.068,0.2104,1.6064,-0.0358
2.1361,5.2276,-1.7304,0.2104,1.6064,-0.0358
2.1361,5.2276,-1.7304,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-0.2135,-1.7412,0.1798
1.7322,3.1536,4.0576,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.1179,-0.0318,0.1322
2.8889,-0.5131,3.7573,-1.073,0.5297,-0.0652
-1.6917,0.6803,2.0508,-1.073,0.5297,-0.0652
-1.6917,0.6803,2.0508,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-3.6373,2.5833,-0.9523
-0.7373,-4.6655,-4.5941,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.3815,-1.2366,-0.1848
-0.8886,-1.1347,0.4595,-1.0904,-0.5758,0.0886
-0.7702,0.4345,-3.7944,-1.0904,-0.5758,0.0886
-0.7702,0.4345,-3.7944,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,-2.224,-0.0495,0.0565
-1.6295,2.6021,-5.5682,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,1.5674,0.0774,0.2228
-0.3382,4.4254,-0.1738,3.6589,-0.4535,-0.2314
0.4312,3.3663,5.7911,3.6589,-0.4535,-0.2314
0.4312,3.3663,5.7911,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.6476,0.0977,0.3453
2.8263,6.1526,0.281,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.334,1.4438,0.8129
0.8668,-2.906,6.2217,2.3746,-2.347,1.1677
-2.7107,-6.8162,4.3329,2.3746,-2.347,1.1677
-2.7107,-6.8162,4.3329,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,0.3719,-0.1555,1.1811
-1.3951,-5.3579,3.4813,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-1.1037,1.3424,-0.9108
1.0235,0.3839,-6.5422,-0.2943,0.9828,-1.2622
-0.4658,6.247,-5.548,-0.2943,0.9828,-1.2622
0.8748,2.0391,0.5104,-0.2943,0.9828,-1.2622
0.8748,2.0391,0.5104,0.2993,-0.0418,-0.7318
0.8748,2.0391,0.5104,0.2993,-0.0418,-0.7318
0.8748,2.0391,0.5104,0.2993,-0.0418,-0.7318
0.8748,2.0391,0.5104,0.2993,-0.0418,-0.7318
0.8748,2.0391,0.5104,0.2993,-0.0418,-0.7318
0.8748,2.0391,0.5104,0.2993,-0.0418,-0.7318
0.8748,2.0391,0.5104,-1.444,-3.53,0.2746
6.7731,1.708,6.3109,-1.444,-3.53,0.2746
6.7731,1.708,6.3109,-1.444,-3.53,0.2746
6.7731,1.708,6.3109,-1.444,-3.53,0.2746
6.7731,1.708,6.3109,-1.444,-3.53,0.2746
6.7731,1.708,6.3109,-1.444,-3.53,0.2746
6.7731,1.708,6.3109,-1.444,-3.53,0.2746
0.5289,-1.2107,4.7315,-1.444,-3.53,0.2746
0.5289,-1.2107,4.7315,-1.2322,0.2469,-0.0055
0.5289,-1.2107,4.7315,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.4103,1.9701,0.7989
-4.3744,-0.9863,-4.3828,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-2.8471,-0.1875,-0.5376
-0.738,-3.1639,-0.0886,-0.9261,-1.5026,-0.7988
-0.4418,-1.5278,-2.9165,-0.9261,-1.5026,-0.7988
-0.4418,-1.5278,-2.9165,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-1.6197,0.0784,-0.3728
0.0045,1.7332,-2.9942,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,-0.7019,0.5519,-0.1706
-0.6085,4.5807,-2.7326,2.6146,0.0318,0.0644
-0.605,4.4208,1.0141,2.6146,0.0318,0.0644
-0.605,4.4208,1.0141,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,4.6531,-0.9846,-0.3009
1.9611,5.2997,5.2421,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,0.6384,0.9788,0.5284
3.3983,3.0317,-1.0378,2.747,-1.75,1.3044
-0.767,-6.0813,7.8355,2.747,-1.75,1.3044
-0.767,-6.0813,7.8355,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,1.8026,-2.2561,1.703
-1.3852,-6.5915,2.9966,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3313,1.045,0.596
-1.2171,-5.1139,2.7758,-1.3141,-1.8789,-1.506
-1.6385,4.9687,-12.4075,-1.3141,-1.8789,-1.506
-1.6385,4.9687,-12.4075,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,0.3336,0.7155,0.5919
2.4536,3.2237,1.6234,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-1.0987,-2.3634,0.4249
2.1206,3.6179,5.258,-2.0572,-0.4409,0.0602
3.3834,0.592,4.1547,-2.0572,-0.4409,0.0602
3.3834,0.592,4.1547,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.3683,0.7958,-0.4237
-3.5486,-1.022,-3.3491,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-2.228,-1.5952,-0.1585
-1.6316,-3.0385,-0.1763,-0.8938,-1.0669,-0.3723
-1.217,-1.9423,-2.6841,-0.8938,-1.0669,-0.3723
-1.217,-1.9423,-2.6841,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.5283,-0.8253,-0.0814
-1.171,0.056,-1.5458,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,-1.1767,-0.1505,-0.1688
-1.0164,3.4002,-3.0551,0.8818,-0.357,-0.1045
0.0914,4.0497,-1.9798,0.8818,-0.357,-0.1045
0.0914,4.0497,-1.9798,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,4.6304,0.7426,0.7067
-1.0801,4.267,5.696,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.0027,-1.5293,0.2172
2.4687,6.4247,-1.8228,2.1292,0.8875,0.5089
0.3411,-2.7336,6.8313,2.1292,0.8875,0.5089
0.3411,-2.7336,6.8313,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,2.0474,-2.9265,1.1772
-0.676,-7.7686,5.5921,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,0.6428,-0.426,1.0338
-0.3805,-6.1395,3.6452,-1.2643,0.8659,-0.6866
-2.2825,-1.6462,-3.8547,-1.2643,0.8659,-0.6866
-2.2825,-1.6462,-3.8547,-0.6483,0.5606,-0.681
