ax,ay,az,wx,wy,wz
-1.5838,4.3168,-2.0803,0.9406,0.2438,-0.3594
-1.5838,4.3168,-2.0803,0.9406,0.2438,-0.3594
-1.5838,4.3168,-2.0803,0.9406,0.2438,-0.3594
-1.5838,4.3168,-2.0803,0.9406,0.2438,-0.3594
-1.5838,4.3168,-2.0803,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,3.9536,1.3382,0.279
-0.8792,2.7857,4.5057,2.5501,-0.9442,0.1248
0.2916,4.1075,-0.4938,2.5501,-0.9442,0.1248
0.2916,4.1075,-0.4938,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.5758,1.0944,0.1222
0.6967,-1.5853,4.1732,1.3602,-1.0027,0.1435
0.6986,-6.3219,4.6415,1.3602,-1.0027,0.1435
0.6986,-6.3219,4.6415,0.2824,0.8804,-0.1932
0.6986,-6.3219,4.6415,0.2824,0.8804,-0.1932
0.6986,-6.3219,4.6415,0.2824,0.8804,-0.1932
0.6986,-6.3219,4.6415,0.2824,0.8804,-0.1932
0.6986,-6.3219,4.6415,0.2824,0.8804,-0.1932
0.6986,-6.3219,4.6415,0.2824,0.8804,-0.1932
0.7106,-5.0063,3.4869,0.2824,0.8804,-0.1932
-0.0016,-0.1864,-3.9567,0.2824,0.8804,-0.1932
-0.0016,-0.1864,-3.9567,-0.027,0.7677,-0.2571
-0.0016,-0.1864,-3.9567,-0.027,0.7677,-0.2571
-0.0016,-0.1864,-3.9567,-0.027,0.7677,-0.2571
-0.0016,-0.1864,-3.9567,-0.027,0.7677,-0.2571
-0.0016,-0.1864,-3.9567,-0.027,0.7677,-0.2571
-0.0016,-0.1864,-3.9567,-0.027,0.7677,-0.2571
-0.0016,-0.1864,-3.9567,-0.6863,0.9823,-0.1423
0.7207,4.2385,-7.1609,-0.6863,0.9823,-0.1423
0.7207,4.2385,-7.1609,0.1894,-0.3641,-0.2792
0.7207,4.2385,-7.1609,0.1894,-0.3641,-0.2792
0.7207,4.2385,-7.1609,0.1894,-0.3641,-0.2792
0.7207,4.2385,-7.1609,0.1894,-0.3641,-0.2792
0.7207,4.2385,-7.1609,0.1894,-0.3641,-0.2792
0.7207,4.2385,-7.1609,0.1894,-0.3641,-0.2792
-1.6621,4.9401,2.5782,0.1894,-0.3641,-0.2792
-1.6621,4.9401,2.5782,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-0.8587,-0.9087,0.2577
2.047,0.7314,6.2849,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-1.8666,1.1994,-0.2076
0.3741,-0.4105,3.0337,-3.1339,4.5569,-0.7044
0.7988,-3.0904,-5.367,-3.1339,4.5569,-0.7044
0.5036,-0.5385,-0.0131,-3.1339,4.5569,-0.7044
0.5036,-0.5385,-0.0131,-1.4119,0.2702,0.0915
0.5036,-0.5385,-0.0131,-1.4119,0.2702,0.0915
0.5036,-0.5385,-0.0131,-1.4119,0.2702,0.0915
0.5036,-0.5385,-0.0131,-1.4119,0.2702,0.0915
0.5036,-0.5385,-0.0131,-1.4119,0.2702,0.0915
0.5036,-0.5385,-0.0131,-1.4119,0.2702,0.0915
0.5036,-0.5385,-0.0131,-0.6907,-1.2991,-0.0826
-0.7001,-1.7005,-2.0276,-0.6907,-1.2991,-0.0826
-0.7001,-1.7005,-2.0276,-0.6907,-1.2991,-0.0826
-0.7001,-1.7005,-2.0276,-0.6907,-1.2991,-0.0826
-0.7001,-1.7005,-2.0276,-0.6907,-1.2991,-0.0826
-0.7001,-1.7005,-2.0276,-0.6907,-1.2991,-0.0826
-0.7001,-1.7005,-2.0276,-0.6907,-1.2991,-0.0826
-0.5401,0.8129,-2.028,-0.6907,-1.2991,-0.0826
-0.5401,0.8129,-2.028,-1.3686,-0.6454,-0.2929
-0.5401,0.8129,-2.028,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,-0.6273,-0.6951,-0.3533
-1.3282,5.845,-2.8559,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,2.9562,0.3695,0.2995
-0.7668,2.9096,0.9282,3.9519,-0.7089,0.3427
-0.5296,3.774,5.0076,3.9519,-0.7089,0.3427
-0.1822,1.4734,-0.7699,3.9519,-0.7089,0.3427
-0.1822,1.4734,-0.7699,1.5385,-0.0767,0.3396
-0.1822,1.4734,-0.7699,1.5385,-0.0767,0.3396
-0.1822,1.4734,-0.7699,1.5385,-0.0767,0.3396
-0.1822,1.4734,-0.7699,1.5385,-0.0767,0.3396
-0.1822,1.4734,-0.7699,1.5385,-0.0767,0.3396
-0.1822,1.4734,-0.7699,1.5385,-0.0767,0.3396
-0.1822,1.4734,-0.7699,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.5618,-0.8487,-0.0899
1.088,-5.4627,6.0653,1.2538,-0.433,0.3724
1.2797,-5.0061,4.0351,1.2538,-0.433,0.3724
1.2797,-5.0061,4.0351,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,0.0107,1.4931,0.3384
0.7565,-3.551,3.0358,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-1.4365,0.3826,-0.5772
-0.4031,3.2438,-10.2664,-0.2181,-0.1128,-0.3024
0.9895,2.8005,-2.0402,-0.2181,-0.1128,-0.3024
0.9895,2.8005,-2.0402,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.9167,-2.3087,0.2996
0.0432,4.0946,4.4617,-0.8951,0.7625,0.5341
3.8165,-0.7253,2.4674,-0.8951,0.7625,0.5341
3.8165,-0.7253,2.4674,-0.8951,0.7625,0.5341
3.8165,-0.7253,2.4674,-0.8951,0.7625,0.5341
3.8165,-0.7253,2.4674,-0.8951,0.7625,0.5341
3.8165,-0.7253,2.4674,-0.8951,0.7625,0.5341
3.8165,-0.7253,2.4674,-0.8951,0.7625,0.5341
-1.3122,-0.5884,1.695,-0.8951,0.7625,0.5341
-1.3122,-0.5884,1.695,-1.4353,1.0717,-0.4412
-1.3122,-0.5884,1.695,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-2.9012,1.6366,-0.2172
-1.7315,-3.0414,-4.3251,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-0.7246,0.1043,-0.0911
0.0003,-0.9064,0.1508,-1.2171,-0.3549,-0.1409
0.0618,-0.5621,-2.2859,-1.2171,-0.3549,-0.1409
0.0618,-0.5621,-2.2859,-1.3024,-0.6775,-0.4097
0.0289,1.5394,-3.2576,-1.3024,-0.6775,-0.4097
0.0289,1.5394,-3.2576,-1.3024,-0.6775,-0.4097
0.0289,1.5394,-3.2576,-1.3024,-0.6775,-0.4097
0.0289,1.5394,-3.2576,-1.3024,-0.6775,-0.4097
0.0289,1.5394,-3.2576,-1.3024,-0.6775,-0.4097
0.0289,1.5394,-3.2576,-1.3024,-0.6775,-0.4097
-0.6508,4.3846,-1.986,-1.3024,-0.6775,-0.4097
-0.6508,4.3846,-1.986,0.0971,-0.4517,-0.1755
-0.6508,4.3846,-1.986,0.0971,-0.4517,-0.1755
-0.6508,4.3846,-1.986,0.0971,-0.4517,-0.1755
-0.6508,4.3846,-1.986,0.0971,-0.4517,-0.1755
-0.6508,4.3846,-1.986,0.0971,-0.4517,-0.1755
-0.6508,4.3846,-1.986,0.0971,-0.4517,-0.1755
-0.6508,4.3846,-1.986,2.7897,0.3036,0.0474
-0.8835,3.5248,1.9964,2.7897,0.3036,0.0474
-0.8835,3.5248,1.9964,3.8335,-1,0.1196
0.5174,3.9302,4.5879,3.8335,-1,0.1196
0.5174,3.9302,4.5879,3.8335,-1,0.1196
0.5174,3.9302,4.5879,3.8335,-1,0.1196
0.5174,3.9302,4.5879,3.8335,-1,0.1196
0.5174,3.9302,4.5879,3.8335,-1,0.1196
0.5174,3.9302,4.5879,3.8335,-1,0.1196
0.5174,3.9302,4.5879,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,1.7545,1.3871,1.0199
1.1752,0.7662,0.3686,2.6324,-1.5413,0.7499
0.0976,-5.501,6.4496,2.6324,-1.5413,0.7499
0.0976,-5.501,6.4496,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,1.3308,-1.2762,1.0711
-0.2916,-4.7049,1.8276,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.1263,0.4028,0.279
-0.8088,-4.8774,0.2579,-1.2602,0.5412,-0.6796
-1.6909,6.0791,-10.523,-1.2602,0.5412,-0.6796
-1.6909,6.0791,-10.523,0.6047,0.9256,0.0505
2.1627,2.5325,2.1132,0.6047,0.9256,0.0505
2.1627,2.5325,2.1132,0.6047,0.9256,0.0505
2.1627,2.5325,2.1132,0.6047,0.9256,0.0505
2.1627,2.5325,2.1132,0.6047,0.9256,0.0505
2.1627,2.5325,2.1132,0.6047,0.9256,0.0505
2.1627,2.5325,2.1132,0.6047,0.9256,0.0505
3.0883,3.2488,4.7193,0.6047,0.9256,0.0505
3.0883,3.2488,4.7193,-0.9213,-1.6184,0.3149
3.0883,3.2488,4.7193,-0.9213,-1.6184,0.3149
3.0883,3.2488,4.7193,-0.9213,-1.6184,0.3149
3.0883,3.2488,4.7193,-0.9213,-1.6184,0.3149
3.0883,3.2488,4.7193,-0.9213,-1.6184,0.3149
3.0883,3.2488,4.7193,-0.9213,-1.6184,0.3149
3.0883,3.2488,4.7193,-1.3007,0.3827,-0.2561
1.1745,-0.4898,5.1936,-1.3007,0.3827,-0.2561
1.1745,-0.4898,5.1936,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.4713,-0.0605,-1.2465
-1.6258,-1.5613,-2.2762,-2.6616,-1.1626,-0.5107
-2.1116,-3.0438,-1.5575,-2.6616,-1.1626,-0.5107
-2.1116,-3.0438,-1.5575,-2.6616,-1.1626,-0.5107
-2.1116,-3.0438,-1.5575,-2.6616,-1.1626,-0.5107
-2.1116,-3.0438,-1.5575,-2.6616,-1.1626,-0.5107
-2.1116,-3.0438,-1.5575,-2.6616,-1.1626,-0.5107
-2.1116,-3.0438,-1.5575,-2.6616,-1.1626,-0.5107
-1.0756,-0.5986,-3.0369,-2.6616,-1.1626,-0.5107
-1.0756,-0.5986,-3.0369,-0.6622,0.7855,0.092
-1.0756,-0.5986,-3.0369,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-1.5236,-0.3663,0.1816
-1.0154,0.0297,-1.173,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,-0.7354,-0.4316,-0.3594
-1.8765,4.0229,-2.2829,1.4376,0.7977,-0.2289
-1.4701,4.3134,-1.7213,1.4376,0.7977,-0.2289
-1.4701,4.3134,-1.7213,4.0318,0.865,0.219
0.0645,2.2922,6.5647,4.0318,0.865,0.219
0.0645,2.2922,6.5647,4.0318,0.865,0.219
0.0645,2.2922,6.5647,4.0318,0.865,0.219
0.0645,2.2922,6.5647,4.0318,0.865,0.219
0.0645,2.2922,6.5647,4.0318,0.865,0.219
0.0645,2.2922,6.5647,4.0318,0.865,0.219
0.0645,2.2922,6.5647,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,2.1681,-0.1374,0.2258
-0.3329,3.897,-1.3472,1.7109,0.0386,0.5762
0.9597,-3.7589,5.9838,1.7109,0.0386,0.5762
1.1814,-6.599,4.6085,1.7109,0.0386,0.5762
1.1814,-6.599,4.6085,1.2027,-1.0919,0.4838
1.1814,-6.599,4.6085,1.2027,-1.0919,0.4838
1.1814,-6.599,4.6085,1.2027,-1.0919,0.4838
1.1814,-6.599,4.6085,1.2027,-1.0919,0.4838
1.1814,-6.599,4.6085,1.2027,-1.0919,0.4838
1.1814,-6.599,4.6085,1.2027,-1.0919,0.4838
1.1333,-4.597,2.8717,1.2027,-1.0919,0.4838
1.1333,-4.597,2.8717,-0.2723,0.8502,0.0181
1.1333,-4.597,2.8717,-0.2723,0.8502,0.0181
1.1333,-4.597,2.8717,-0.2723,0.8502,0.0181
1.1333,-4.597,2.8717,-0.2723,0.8502,0.0181
1.1333,-4.597,2.8717,-0.2723,0.8502,0.0181
1.1333,-4.597,2.8717,-0.2723,0.8502,0.0181
1.1333,-4.597,2.8717,-0.9783,-0.7922,-0.4855
-0.4079,0.9309,-8.6761,-0.9783,-0.7922,-0.4855
-0.9652,7.0374,-3.9549,-0.9783,-0.7922,-0.4855
-0.9652,7.0374,-3.9549,0.4891,1.6968,0.2603
-0.9652,7.0374,-3.9549,0.4891,1.6968,0.2603
-0.9652,7.0374,-3.9549,0.4891,1.6968,0.2603
-0.9652,7.0374,-3.9549,0.4891,1.6968,0.2603
-0.9652,7.0374,-3.9549,0.4891,1.6968,0.2603
-0.9652,7.0374,-3.9549,0.4891,1.6968,0.2603
-0.9652,7.0374,-3.9549,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.693,-0.2388,-0.1486
-2.5423,1.956,2.0539,-0.8487,-0.0718,0.0005
4.1885,0.0582,3.9802,-0.8487,-0.0718,0.0005
4.1885,0.0582,3.9802,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-1.9701,0.4268,-0.079
0.8565,0.4873,3.5358,-2.7895,1.7026,-0.7701
-0.9003,-3.6829,-4.8472,-2.7895,1.7026,-0.7701
-0.8815,-0.6929,-0.8087,-2.7895,1.7026,-0.7701
-0.8815,-0.6929,-0.8087,-1.2071,0.3426,0.1185
-0.8815,-0.6929,-0.8087,-1.2071,0.3426,0.1185
-0.8815,-0.6929,-0.8087,-1.2071,0.3426,0.1185
-0.8815,-0.6929,-0.8087,-1.2071,0.3426,0.1185
-0.8815,-0.6929,-0.8087,-1.2071,0.3426,0.1185
-0.8815,-0.6929,-0.8087,-1.2071,0.3426,0.1185
-0.8815,-0.6929,-0.8087,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-1.4417,-0.2117,0.1108
-0.7303,-0.9244,-2.665,-0.897,-0.6048,0.0445
0.67,-0.2429,-0.7275,-0.897,-0.6048,0.0445
0.67,-0.2429,-0.7275,-0.897,-0.6048,0.0445
0.67,-0.2429,-0.7275,-0.897,-0.6048,0.0445
0.67,-0.2429,-0.7275,-0.897,-0.6048,0.0445
0.67,-0.2429,-0.7275,-0.897,-0.6048,0.0445
0.67,-0.2429,-0.7275,-0.897,-0.6048,0.0445
-1.3746,5.9111,-2.9842,-0.897,-0.6048,0.0445
-1.3746,5.9111,-2.9842,-0.9488,-0.5509,0.1579
-1.3746,5.9111,-2.9842,2.3877,0.4816,0.0901
-1.6626,4.3274,0.7808,2.3877,0.4816,0.0901
-1.6626,4.3274,0.7808,2.3877,0.4816,0.0901
-1.6626,4.3274,0.7808,2.3877,0.4816,0.0901
-1.6626,4.3274,0.7808,2.3877,0.4816,0.0901
-1.6626,4.3274,0.7808,2.3877,0.4816,0.0901
-1.6626,4.3274,0.7808,2.3877,0.4816,0.0901
-0.6874,3.6201,4.8675,2.3877,0.4816,0.0901
-0.6874,3.6201,4.8675,4.2792,-0.2036,0.138
-0.6874,3.6201,4.8675,4.2792,-0.2036,0.138
-0.6874,3.6201,4.8675,4.2792,-0.2036,0.138
-0.6874,3.6201,4.8675,4.2792,-0.2036,0.138
-0.6874,3.6201,4.8675,4.2792,-0.2036,0.138
-0.6874,3.6201,4.8675,4.2792,-0.2036,0.138
-0.6874,3.6201,4.8675,1.7147,-1.3405,0.5147
0.0179,0.7635,-1.0724,1.7147,-1.3405,0.5147
0.0179,0.7635,-1.0724,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,1.6091,-0.5324,0.0304
0.2863,-5.1004,5.2898,0.6571,-0.1963,-0.1245
0.8653,-6.1518,4.0318,0.6571,-0.1963,-0.1245
0.8653,-6.1518,4.0318,0.6571,-0.1963,-0.1245
0.8653,-6.1518,4.0318,0.6571,-0.1963,-0.1245
0.8653,-6.1518,4.0318,0.6571,-0.1963,-0.1245
0.8653,-6.1518,4.0318,0.6571,-0.1963,-0.1245
0.8653,-6.1518,4.0318,0.6571,-0.1963,-0.1245
-0.1431,-4.2738,3.7043,0.6571,-0.1963,-0.1245
-0.1431,-4.2738,3.7043,-0.3919,1.1802,-0.0097
-0.1431,-4.2738,3.7043,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,0.5591,3.0556,-0.1125
1.3029,5.5415,-11.3481,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-0.1763,-0.5687,-0.7495
1.3049,0.4468,-1.072,-1.2223,-1.4173,-0.8727
-0.9805,3.7041,6.3789,-1.2223,-1.4173,-0.8727
-0.9805,3.7041,6.3789,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-0.9609,0.4318,0.3358
3.689,3.7841,5.5255,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.2561,2.1289,-0.4353
1.117,-3.1186,-2.0391,-2.4779,3.6148,-0.2172
0.7471,-3.7662,-3.2376,-2.4779,3.6148,-0.2172
0.7471,-3.7662,-3.2376,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-0.9583,-1.4561,-0.0566
0.3598,0.0271,-1.7737,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.1505,-1.1627,-0.1803
-1.6382,-0.423,-2.2782,-1.3035,0.0119,-0.1915
-1.8103,3.0505,-4.5557,-1.3035,0.0119,-0.1915
-1.8103,3.0505,-4.5557,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,1.5947,0.451,0.0832
-0.9417,5.9608,-0.7338,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,3.9468,0.1128,0.2559
0.0042,3.5052,5.7596,2.5894,-0.3743,0.2997
0.3106,2.6175,-0.3991,2.5894,-0.3743,0.2997
0.4419,-4.0319,5.3807,2.5894,-0.3743,0.2997
0.4419,-4.0319,5.3807,2.1565,0.8699,0.166
