 accelerometer x,accelerometer y,accelerometer z,gyro x,gyro y,gyro z
-0.9327392578,0.5103607178,0.5919799805,-2.152144432,1.313942194,2.272018433
-0.6992340088,0.677444458,0.1684265137,-0.7848639488,0.5673230886,1.128545403
-0.696395874,0.5643005371,0.2416229248,0.8554893732,-0.8084148169,0.8477116227
-0.9422454834,0.6023712158,0.4061279297,1.394612789,-0.3498008847,-0.0259541031
-0.9749450684,0.8208007813,0.4882965088,0.9186906815,-0.1638821363,-2.38861084
-0.860244751,1.274185181,0.384765625,0.2318066061,-1.243920207,-4.733551502
-0.5760650635,0.9270477295,0.3813476563,-0.1324075758,0.7466891408,-4.20808506
-0.3181610107,0.5902252197,0.2158508301,-0.7666873336,0.4436693192,-1.349162459
-0.309967041,0.6455230713,0.1103515625,-0.1777047515,0.01057488006,0.9168118238
-0.7267913818,1.211227417,0.5589904785,1.251201034,-0.4940643013,2.950806856
-1.028244019,0.9875488281,0.6126098633,-0.5392246246,0.110200271,4.134043694
-0.8827972412,0.7325897217,0.4087982178,-1.52143383,1.000871539,1.981310606
-0.6631317139,0.6374206543,0.2348937988,-0.5887487531,0.1397709548,0.9180331826
-0.6685943604,0.5444793701,0.2715759277,0.4578818083,-0.3180200458,1.360306978
-1.049530029,0.6740264893,0.457611084,0.5152484179,-0.2684056163,0.1755182892
-0.976272583,0.8302764893,0.4703674316,0.08086396009,0.5001347065,-3.000330687
-0.7422790527,1.208145142,0.3726501465,0.4473407567,-0.3143366277,-4.422944546
-0.4752655029,0.7587432861,0.3886871338,0.6325595975,0.1939707994,-3.175468206
-0.2905731201,0.6234893799,0.2316894531,-0.02099769376,0.710901022,-0.6775870323
-0.4773406982,0.8913116455,0.2701721191,0.2731665671,-0.259027034,1.115744948
-0.4752044678,0.753112793,0.4499053955,0.2106573731,-1.848033786,3.732717276
-0.9187316895,0.9523773193,0.6948852539,0.3677239418,-0.213982597,3.717838287
-0.7755737305,0.5329742432,0.4320678711,-1.169588923,0.5846064687,1.806017041
-0.6602020264,0.6388549805,0.259262085,0.2409849167,-0.09090168029,0.6404372454
-0.7695617676,0.6079559326,0.4285125732,1.340086937,-0.4987850487,0.07359618694
-1.031204224,0.9703979492,0.6701812744,0.6446133256,0.07427609712,-1.470526457
-0.9444580078,1.234161377,0.5005950928,-1.511448026,-0.03769251704,-4.169485569
-0.5398864746,0.8800964355,0.2584991455,0.06130623445,0.7321759462,-3.529788017
-0.3684539795,0.7360229492,0.2472991943,0.7167434692,0.08837300539,-1.58322525
-0.1961364746,0.784576416,0.206237793,-0.0237303637,0.8977926373,-0.2411889136
-0.5201263428,1.264083862,0.3659515381,-0.1806912124,-1.509230375,4.13720417
-1.036590576,1.17515564,0.6352233887,0.9847064614,-0.6145550609,3.849271297
-0.8699798584,0.6143951416,0.3982391357,-1.142411113,2.17851162,2.684031248
-0.6505584717,0.6703491211,0.2511749268,-1.255975485,1.980132699,0.08393830806
-0.5980987549,0.5539093018,0.2090911865,-0.1787127554,0.7415896654,0.7744672298
-1.008285522,0.8401184082,0.4714508057,1.314511061,-0.138801828,-0.01320341974
-0.925201416,0.8172607422,0.4498901367,-0.2314167172,-0.2025610954,-3.091438055
-0.654006958,1.170471191,0.2547454834,-0.5760164261,-0.5369262695,-3.78189373
-0.4139099121,0.8086547852,0.2031707764,-0.04397278279,0.7855345011,-2.691861153
-0.3039093018,0.6278076172,0.1304779053,0.3692984283,0.1005606949,-0.6006498933
-0.4370422363,0.7588348389,0.3224945068,1.180055141,-0.2344058454,1.084025025
-0.5670166016,0.9578552246,0.4421081543,-0.7855603695,0.05534208566,4.418244362
-0.9773254395,1.036590576,0.4185333252,0.5234578848,-0.8609110117,2.733675241
-0.8038482666,0.5726470947,0.3766937256,-0.9654552937,0.6716595888,0.9421723485
-0.5897369385,0.6623535156,0.2131958008,-0.1988278776,0.7772736549,0.461971879
-0.6828613281,0.6392211914,0.3376922607,1.029424191,-0.4807642102,0.588514626
-1.244064331,1.370101929,0.608505249,-0.1219040677,-0.4331141412,-1.119462967
-0.9037780762,0.9376525879,0.3879699707,-1.043199062,0.6221943498,-3.530501842
-0.5814208984,0.9599609375,0.1982421875,-0.2769554257,-0.0120715769,-3.381709576
-0.3047943115,0.6543731689,0.1757049561,0.6183844209,0.4325197339,-2.083639383
-0.3701629639,0.5765838623,0.2244720459,0.5911442637,-0.1889850944,-0.07789453119
-0.4893798828,0.7175292969,0.4187316895,-0.08209992945,0.1457926184,1.14288044
-0.5511627197,0.9033966064,0.322265625,-0.9138751626,0.008492021821,4.999119759
-0.9535675049,0.9946136475,0.4015960693,0.8755559921,-0.7001695633,2.520106077
-0.801864624,0.7024078369,0.3654022217,-1.440414071,1.212400556,0.7501461506
-0.5530548096,0.6466369629,0.1258544922,-0.4648782015,1.060505867,0.9606387019
-0.6731567383,0.6241760254,0.2648468018,1.193854928,0.3415986001,0.8101711273
-1.053451538,1.222061157,0.5458831787,1.209685206,0.2310955375,-0.9493703246
-0.9829101563,0.8428039551,0.5396270752,-1.729505301,-0.04108218849,-3.871761084
-0.6055755615,1.275543213,0.2811279297,-1.462212801,1.167831779,-3.720788002
-0.4437866211,0.7610321045,0.384552002,0.5935109854,0.4872415662,-2.561705589
-0.2840576172,0.5338897705,0.4063110352,-0.9359301329,0.6058792472,-0.4307798743
-0.3004150391,0.5830078125,0.3222198486,-1.946299314,0.1243445873,2.150169849
-0.5672302246,1.442733765,0.3800201416,-2.892548561,0.08980205655,5.797639847
-1.136123657,1.444046021,0.1912536621,-2.304747343,0.2273420691,5.39481926
-0.709274292,0.8427124023,0.3081054688,-2.4961133,3.862304211,0.07096019387
-0.3815307617,0.678314209,0.0352935791,-3.006122351,1.432680845,-0.241926074
-0.3147125244,0.5177612305,-0.0597076416,-1.05975461,0.460931927,1.603825092
-0.6731414795,0.9392700195,0.3362121582,2.678769588,-0.1996819526,2.934752941
-1.049133301,1.040267944,1.220596313,1.899891973,1.45848763,1.552744389
-0.7520141602,0.6899871826,1.099502563,-0.4909585416,3.457486629,-2.037078857
-0.4829864502,0.6657714844,0.3591156006,-0.7345117927,-1.681416035,-2.996165276
-0.6713256836,0.8845367432,0.4645996094,-0.4316563308,0.2195001394,-2.135113716
-0.5458831787,0.7834472656,0.3317565918,-2.342968464,1.879144788,-1.378054619
-0.1259307861,0.7791900635,0.1030731201,-0.5987023115,0.5918329358,0.3289600611
-0.6130065918,1.076217651,0.4881591797,0.6724412441,-0.5538762212,2.084085941
-0.8942718506,0.9205932617,0.5045166016,-0.1738791168,0.6910511255,3.559576511
-0.7182159424,0.5210571289,0.4072570801,-1.412028551,2.023184538,1.499834776
-0.5849304199,0.7772064209,0.1991119385,-1.416555405,1.274144888,0.3443714976
-0.5211486816,0.5971984863,0.1704559326,0.3528185189,-0.1960049272,1.025920987
-0.8467102051,0.6876678467,0.4613342285,1.40005362,-0.4116871655,0.8746276498
-1.109375,0.8950958252,0.6202697754,0.5224791765,-0.06279946864,-1.035578132
-0.8798370361,1.202331543,0.383895874,-0.1415669918,-1.878947973,-4.746726513
-0.6307525635,0.9217224121,0.3498535156,-0.8516967297,0.6819793582,-3.861930609
-0.3324584961,0.6600341797,0.2113342285,-0.59919101,0.782148838,-1.596604705
-0.2170410156,0.642578125,0.1551208496,-0.3793065846,0.2391777039,0.7135652304
-0.6029510498,1.005371094,0.458480835,0.8609570861,-0.8155605793,2.733559608
-0.7928314209,0.8670654297,0.5520629883,0.1604000628,0.3380800486,4.718543053
-0.9445648193,0.8138427734,0.4321136475,-1.261308789,0.6897169352,2.716948986
-0.6519470215,0.6651153564,0.2743225098,-1.700204134,2.681319475,0.6166344285
-0.4877929688,0.622756958,0.1270294189,-0.2545808852,0.05300303176,0.7496468425
-0.7794494629,0.7511138916,0.328918457,1.255772114,-0.7219733596,1.198319197
-1.083282471,0.9159698486,0.5569152832,1.059865117,-0.5507129431,-1.020433307
-0.8686828613,1.185913086,0.3988037109,0.1254580617,-1.107685089,-4.614536762
-0.5217437744,0.8132629395,0.3973846436,0.4719933569,-0.1072601452,-3.784027338
-0.3076171875,0.6594085693,0.2312927246,-0.468097955,0.9786666632,-1.491907835
-0.1219482422,0.7874298096,0.1135253906,-0.4255752563,0.4634451568,1.906555414
-0.712097168,1.282180786,0.3618927002,0.02574850619,-2.503931046,1.819150448
-0.8765563965,0.7849273682,0.6547698975,0.6405704021,1.194048285,2.637564421
-0.6304626465,0.4845428467,0.4190979004,-1.725742221,1.584469199,1.302756071
-0.5572509766,0.6190185547,0.2377319336,-1.066497207,0.4614336789,1.328584433
-0.7431640625,0.5892181396,0.2752380371,0.2976279557,-0.2573575079,1.19022584
-0.9602966309,0.7265472412,0.4432373047,0.3875783384,-0.1755867302,-0.3021689057
-0.9457855225,0.8673400879,0.4016265869,0.0378579013,-0.1805066615,-1.841136217
-0.5877532959,0.8597869873,0.1817169189,0.5786529779,-0.557079494,-2.936587334
-0.4479827881,0.7490234375,0.2581176758,1.49285841,-0.8715159893,-2.807983398
-0.3821105957,0.6649017334,0.3005371094,0.1322381943,0.09568870813,-0.6387048364
-0.4227600098,0.9411621094,0.2906494141,-0.5790532231,0.3942226768,0.5225470662
-0.6709747314,1.194198608,0.4208068848,-0.1558678895,-0.6353775263,2.303696632
-0.8251647949,0.8595733643,0.4169616699,-0.4435582757,0.7324795723,2.666180611
-0.7083587646,0.5245056152,0.387008667,-0.5139117837,1.197860003,1.307337284
-0.5061340332,0.6000366211,0.2597808838,-1.289875984,1.178759575,0.8267821074
-0.6700134277,0.6279296875,0.2297363281,0.5296555758,-0.5464116931,1.086071491
-0.9053192139,0.7058410645,0.3957366943,1.152513027,0.0237388853,0.1043216139
-0.8561706543,0.7869110107,0.3564147949,-0.1999701113,0.4000959992,-1.608800173
-0.5490570068,1.173339844,0.1441802979,0.3694480956,-2.098872662,-4.203158855
-0.5537719727,0.7870788574,0.3722076416,-0.06354488432,-0.39826563,-3.130004406
-0.3527374268,0.6540222168,0.1759643555,-0.5412587523,0.9215980768,-0.9595353603
-0.3525238037,0.810546875,0.2091827393,0.6114287376,-0.03428154066,0.7414565086
-0.5079040527,1.007949829,0.354888916,-0.2962633669,-0.4684833288,3.109722137
-0.7863616943,0.9343719482,0.4801483154,0.4105691612,0.2331421673,2.457565546
-0.7061309814,0.6496582031,0.3515472412,-1.105604887,0.3899858594,2.157417297
-0.6797485352,0.7338409424,0.2403717041,-0.5457786322,0.6367924213,1.390880823
-0.7269897461,0.6210327148,0.352645874,0.8605669141,-0.3507196605,0.6827468872
-1.016647339,1.031555176,0.4863128662,0.5103226304,-0.8152788281,-0.9210015535
-0.9275665283,0.9577484131,0.4236602783,-0.6849272251,-0.958117485,-2.873330593
-0.6854400635,1.058151245,0.2356872559,-1.023075938,0.1891928315,-3.642320633
-0.478805542,1.00340271,0.2657775879,-0.3012940586,1.044167876,-3.484955549
-0.2372131348,0.6870422363,0.201751709,-0.5888094902,1.028410554,-1.026058435
-0.1915283203,0.6236724854,0.1476898193,0.4931002557,-0.1974707246,1.753651381
-0.5892333984,1.147079468,0.4811248779,-0.5242486,-1.718415618,4.043813705
-1.207168579,1.075363159,0.630569458,-0.02863377519,0.5759440064,4.454272747
-0.8226470947,0.5604705811,0.3421630859,-1.266559482,1.216050267,-0.2079707682
-0.4662780762,0.6476135254,0.1754455566,0.7671341896,-1.178358197,0.165620923
-0.7259979248,0.6164245605,0.4438934326,1.125498772,-0.8828696012,1.186787963
-1.210662842,1.090332031,0.6480255127,0.2018849254,-0.7631029487,-0.7799719572
-0.8463287354,0.8764801025,0.4570617676,-0.85662359,0.409679383,-3.662807703
-0.5225219727,1.000335693,0.2032623291,-0.5265543461,-0.8658235073,-3.204062462
-0.4176177979,0.7461090088,0.1959228516,0.264857769,0.1441779435,-2.120536327
-0.4394073486,0.651763916,0.2378997803,0.01184547413,0.09228146076,-0.7618542314
-0.4369506836,0.7925720215,0.2409973145,0.06583813578,0.1693621278,0.3961372077
-0.4801177979,0.9673919678,0.4193878174,0.2425617725,0.1454488039,2.685361862
-0.8523101807,0.9074249268,0.5458984375,0.9028608799,-0.3039345741,3.277145147
-0.8833312988,0.6011199951,0.5799560547,-0.5903080106,0.4177706242,1.793112993
-0.6099853516,0.6675720215,0.2478790283,-0.6605907083,0.9955332875,0.7029903531
-0.6309967041,0.5863037109,0.3569030762,0.6122617722,-0.123844713,0.5730257034
-0.9857788086,0.9570007324,0.5195007324,0.4466611147,-1.296995163,-0.1378196478
-0.7959594727,0.7753295898,0.3384246826,-0.7604541779,0.2418331355,-2.19058156
-0.5775299072,1.023605347,0.1295623779,-0.3275664151,-1.610884666,-2.923628807
-0.5039672852,0.8559570313,0.2398529053,0.3464375734,-0.0570640862,-2.664372206
-0.4169769287,0.7221374512,0.239730835,-0.02596369013,0.5006926656,-1.325984955
-0.364151001,0.7861022949,0.3015594482,0.3029063344,0.5847822428,0.09195868671
-0.4676818848,0.9695587158,0.4414520264,-0.5552182198,0.4922312498,2.851933002
-0.8708343506,0.9188537598,0.4576568604,0.8965454698,-0.6981378198,2.659096003
-0.680267334,0.5547027588,0.4214477539,-0.8727743626,0.009809221141,1.481411099
-0.5883636475,0.6969451904,0.206741333,-0.4485926926,0.2695198953,1.269442558
-0.6978759766,0.5947418213,0.3689727783,1.104341507,-0.1616839767,0.7828963995
-0.8969116211,0.7476806641,0.516204834,-0.07916645706,0.07590062171,-0.5275426507
-0.8279571533,0.7512054443,0.3716430664,-0.1661239862,0.4428445399,-2.134887457
-0.60597229,1.013137817,0.2540130615,-0.3820248544,-0.9328352809,-2.890535831
-0.4781494141,0.797164917,0.2278442383,0.1096412763,0.1311905086,-2.285342216
-0.4656677246,0.6556396484,0.2684020996,0.3497699797,-0.001896969625,-1.022300124
-0.5340576172,0.793258667,0.4191741943,-0.549880147,0.2698535919,-0.5519888401
-0.5742950439,1.032745361,0.4462890625,-1.16546905,-0.2955927551,1.832872629
-0.8093109131,0.7198181152,0.4909667969,0.6707253456,-0.2665398121,2.915175915
-0.81690979,0.5139007568,0.5662078857,-1.058253646,0.4657312036,1.418794274
-0.5336608887,0.5675506592,0.2248077393,-1.159277201,1.398388028,1.095424175
-0.6920318604,0.5442810059,0.3318786621,0.9552532434,-0.5955661535,1.000519753
-0.8489685059,0.5953521729,0.5725708008,-0.3706526458,0.573009491,-0.02112525888
-0.7686462402,1.217681885,0.510848999,-0.1367200315,1.574440837,-0.3606069088
