lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z
4.847859,-3.251846,-0.36610186,-2.2992187,-1.1124611,-0.50480336
6.070591,-6.1998034,3.5270207,-2.4574327,-0.99761856,-0.95989764
0.71306115,-22.365713,33.633514,0.6720276,-0.31589344,-1.2592214
-3.0819557,-28.78805,7.6259255,1.7117195,-3.4655123,-0.7271582
-5.3623157,-19.70968,4.132405,-0.55275625,-1.3726895,0.65461797
3.8069808,-5.6877394,1.8735801,0.1796706,0.62056226,0.7456368
8.114061,-5.5800624,-4.749753,0.16195552,1.3389392,0.47929978
19.135403,-13.328022,4.2711883,-0.79771304,-1.0800853,0.30703592
14.3569355,-12.078969,-4.907679,-0.8239802,-1.5180753,-0.17371467
6.017949,-3.3379877,-2.1176481,0.1051451,4.276588,-0.28183773
4.0965123,-2.07697,-1.3304094,0.40996662,4.5270424,-0.37957612
4.6755753,-4.139583,-1.6845472,0.025121814,2.7158284,-0.89758945
5.4317074,-7.2502527,-1.4739788,-0.14225514,2.0115013,-1.0710751
6.005985,-11.009377,-0.37567315,-0.16974404,0.59307337,-0.90064377
4.7377887,-9.772287,0.011964113,0.010461059,-0.7410553,-0.8560506
2.9982069,-8.023134,-0.05742774,0.08743002,-1.5302926,-0.8792635
2.143969,-7.7096744,-0.18185452,-0.041462447,-2.071519,-0.8914808
1.8831514,-7.6163545,-0.4833502,-0.31390813,-2.5925865,-0.95989764
1.2490535,-7.389036,-0.6197411,-0.7073051,-3.0397396,-0.9550107
0.91884387,-7.8867435,-0.5886344,-1.0927607,-3.3903759,-0.7063888
1.4811572,-9.243474,-0.45224348,-1.4036909,-3.6011243,-0.3985129
2.199004,-10.839486,-1.253839,-1.9711843,-3.2956917,-0.14928009
2.6656044,-10.001999,-0.75613195,-2.7549238,-1.9884412,0.3265836
4.1228333,-9.317652,0.5288138,-2.8092906,0.21678063,0.55565786
4.6564326,-8.666803,2.053042,-2.6468008,3.2265115,0.48846275
4.685147,-9.008977,3.1393833,-2.234467,4.5258207,0.3595703
5.003392,-9.745967,3.8907297,-1.5936699,3.8996844,0.13293944
4.2448673,-10.226924,3.4073794,-0.5606975,2.4898086,-0.105908684
3.900301,-10.449456,2.4789643,0.4661662,0.5307651,-0.33192864
3.0819557,-11.636296,1.4093726,0.8852194,-1.3225986,-0.6953932
1.2370893,-13.9573345,2.009971,0.83085245,-2.6212971,-0.7644209
-0.9834501,-16.036697,6.056234,0.94630593,-0.92797995,-0.13217586
1.0504491,-15.507884,5.0799623,2.536387,2.3908484,1.1298708
3.8237305,-15.290136,3.7136607,3.2199447,1.4678317,1.8476369
6.8051877,-15.136996,2.062613,3.6231153,-0.74960744,2.244699
9.133404,-15.773487,-2.8809586,4.202215,-0.7092904,1.6607122
10.51167,-13.873586,-6.2141604,3.642663,0.46173742,1.0461823
10.51167,-9.968499,-7.6809607,1.5095233,0.8062652,1.0919971
9.30808,-5.881558,-4.7138605,-0.28886268,0.73540485,1.0761147
6.5682983,-4.584648,1.2011969,-1.0475568,0.47151124,0.9350049
4.347759,-5.572884,5.9844494,0.3012327,0.42264208,1.1005492
5.682954,-5.491528,-0.55752766,1.5687771,0.94309884,0.78106695
3.0604203,-4.5966125,-3.6873398,1.7343215,-0.4295143,0.4334849
0.2416751,-4.412365,-3.7543387,1.325042,-1.7966297,0.6124683
2.3832514,-3.938586,-3.1465619,0.86261743,-0.9792926,0.85253817
5.663811,-1.1653047,-3.8213377,0.27557638,-0.39713848,0.54221886
6.070591,0.24646074,-3.4313076,-0.8056543,-0.048334677,0.43409577
6.690332,-1.1389836,-2.024328,-1.6681954,0.010308343,0.2551124
4.752146,-2.6225336,-1.4261223,-2.202702,-0.36048657,-0.19081889
3.8261235,-5.898308,1.6342978,-2.4855325,-1.0580941,-0.5438987
5.7858453,-12.837494,12.253645,-1.5246421,-1.298164,-1.2195152
-1.0360922,-26.679972,25.653452,2.088623,-1.271286,-1.2909863
-6.5635123,-24.62693,4.254439,0.17600541,-2.3439646,0.22090398
1.3686945,-12.169896,4.2041893,-0.4586831,-0.81191564,0.91301376
5.4628143,-4.395615,0.15314065,0.14790563,0.34139705,0.79756033
8.315059,-4.8287163,-5.9246287,-0.13309216,1.6407064,0.57703817
16.859829,-10.533205,0.28713873,-0.6621011,1.9131521,0.040088
16.247265,-12.8686,3.1537402,-1.2295945,-4.6921287,-0.14561489
6.2979093,-4.5487556,-3.6011982,-0.21616977,4.160524,-0.6117047
4.709075,-3.4648073,-1.7587247,0.27374378,4.6736503,-0.71738434
4.371687,-4.273581,-1.2705889,0.55657417,3.6364017,-0.9171371
5.1613183,-8.480164,-1.0671989,0.6121629,1.5179226,-1.0979531
5.218746,-10.281959,-1.2490535,0.4710531,0.17829616,-1.089401
4.398008,-10.267602,-1.3854443,-0.0353538,-1.695837,-1.1327723
2.6799614,-8.685946,-0.80159557,-0.53809553,-2.9707117,-0.967228
2.321038,-8.346166,-0.57906306,-0.6651554,-3.2938592,-0.5946005
2.5052853,-8.551949,-0.27996024,-0.70363986,-3.3970954,-0.5842158
1.524228,-7.2119675,-0.6197411,-0.8539126,-3.0537894,-0.6483566
0.81834537,-6.7740808,-1.3806586,-1.1636211,-2.6793294,-0.46021026
0.8279166,-7.9346,-2.3665016,-2.4537675,-1.4692061,-0.082084954
2.4478576,-10.037891,0.6652047,-2.6217554,0.052458014,0.19463679
3.1561332,-10.219746,1.0241281,-1.9650756,0.8759037,0.23006694
3.1537402,-8.7984085,-0.5455636,-1.8673372,1.4360667,0.428598
4.7162533,-9.645468,0.9834501,-2.786078,1.4831033,0.528169
5.1756754,-10.097712,2.833102,-2.383518,1.7854813,0.30703592
5.869594,-10.174282,5.245067,-1.5399138,2.0909138,0.1824195
4.6564326,-10.925629,3.842873,-0.14958552,2.0683117,-0.08147409
3.9218364,-11.813365,1.9860427,0.72211856,0.84963655,-0.26290092
2.8115666,-14.16551,1.7060826,0.60055643,-1.2242494,-0.4822014
0.91884387,-16.338194,5.1900325,0.7911462,-1.0923026,-0.1663843
0.124426775,-15.661024,6.4797635,2.1875832,2.1691046,0.75052375
2.0003998,-15.261423,4.9531426,3.0660067,2.423835,1.2966368
4.912465,-14.019547,3.5365918,3.751397,0.039629854,2.0480006
6.2404814,-14.857036,-1.2658032,4.6261554,-0.7948114,1.7932699
9.934999,-14.904892,-6.0370917,4.626766,0.17646356,0.9820415
10.413564,-12.251252,-9.305687,2.8912992,1.2418118,0.71753705
10.583454,-9.116654,-7.556534,0.2871828,1.1220822,1.0278563
7.353144,-5.979664,-2.0410776,-1.3102286,1.2063816,0.8794162
4.9866424,-5.3096733,5.5800624,-1.0133483,-1.1454479,1.0681734
4.871787,-5.613562,3.438486,1.4191152,0.33101234,1.106047
3.694518,-4.3094735,-3.2638102,2.3024256,0.18196134,0.3675115
1.5002998,-3.7878382,-5.0919266,1.9255221,-1.1698824,0.3644572
2.5914268,-3.455236,-3.7064822,0.7734312,-0.97990346,0.80000377
4.881358,-1.4859428,-3.333202,0.13935353,-0.2994001,0.7126501
5.3742795,-0.038285162,-3.2135608,-0.5167152,-0.21998768,0.4512
6.1974106,0.02632105,-2.6416762,-1.0994803,-0.094760396,0.18303037
6.0394845,-1.2035898,-2.0338993,-1.6816344,-0.30001098,-0.4003455
4.974678,-3.4408789,-0.6412765,-2.206978,-0.8357394,-0.7131083
6.2237315,-8.1020975,4.168297,-2.1550546,-1.4343868,-0.97761273
-0.3469593,-28.57748,38.385662,2.6408448,-1.2547926,-0.8426116
-3.0245278,-25.258636,1.7994026,1.1411718,-3.7129126,-0.97516924
-1.5696917,-15.694524,2.8594232,-0.7745002,-0.6604212,0.8464295
3.2685957,-5.6781683,3.6658044,-0.20761767,0.29069528,0.7089849
5.9844494,-3.1848469,-2.0937197,0.0019089525,1.0646609,0.73647386
13.354343,-9.401401,-2.7684958,-1.3902519,1.4586687,0.36384633
15.151353,-18.70948,0.6580262,-0.9082796,-1.4075089,-0.62514377
7.628319,-7.743174,-3.641876,0.46922052,3.644343,-0.5762746
4.668397,-3.6275191,-2.7014968,1.1301762,4.5349836,-0.4174497
3.5844483,-2.3545375,-2.9671001,1.0751984,3.730475,-0.5438987
3.2614172,-3.6658044,-2.8498518,0.34582582,1.7054582,-0.9745584
3.9026937,-7.23111,-2.416751,-0.107435845,0.2485456,-0.95928675
5.465207,-10.624132,-1.6127625,-0.3108538,-0.66652983,-0.78091425
5.4699926,-11.540584,-1.3304094,-0.37927067,-1.2340232,-0.8206205
3.6490545,-9.597611,-1.0863415,-0.5264891,-1.6048181,-0.8731548
2.4741786,-8.190632,-0.7369894,-0.703029,-1.7654755,-0.7778599
2.1631117,-7.570891,-0.6436693,-0.9186643,-1.8723769,-0.76564264
1.6845472,-7.1066833,-0.94755775,-1.3578761,-2.17842,-0.904309
0.39720857,-7.4153576,-0.7369894,-2.2240822,-2.5064545,-0.7448732
1.0408778,-8.915657,0.24885355,-2.5289037,-2.3207517,-0.09613484
2.9096723,-10.700703,0.18903299,-2.3884048,-1.4527128,0.19830199
3.8500516,-10.030712,0.37806597,-2.4311655,0.04696023,0.33574656
4.5655055,-9.083155,1.1174482,-2.4836998,1.9485823,0.35529423
4.7784667,-8.580662,2.6009982,-2.4861434,3.196579,0.22456917
4.1084766,-8.939586,2.8307092,-1.9131521,3.4006078,0.021762058
4.699504,-9.84168,2.7996025,-1.1892774,1.8514547,-0.131565
3.5940197,-11.076376,2.4909284,-0.06345358,0.87895805,-0.45715594
2.1224337,-11.531013,1.2394822,0.53580475,-0.83146334,-0.5500074
1.4141582,-12.942778,1.3639089,0.5681806,-1.6488004,-0.5255728
1.0169497,-14.749359,2.9455647,0.58284134,-1.3537527,-0.16149737
2.5004997,-15.043676,5.6374903,1.7599778,1.932089,0.8586468
5.1158547,-14.309079,5.5465627,2.8332672,0.86674076,1.6582688
6.0729837,-14.624932,-0.27996024,4.265745,-1.0629811,1.5049417
9.083155,-13.899907,-6.0323057,4.4948196,0.6407208,0.87025326
9.942178,-9.556933,-7.4010005,1.361694,0.8716277,1.0913863
7.9704924,-5.706882,-3.306881,-0.6798161,1.5441898,0.81832975
5.261817,-5.089534,4.302295,-0.74884385,-0.8528436,1.0535127
5.1828537,-4.95075,-0.42831525,1.5009711,0.94615316,0.83115786
1.8520447,-3.8572302,-4.4051867,1.438052,-1.0299944,0.3345248
3.493521,-2.5866413,-3.3810585,0.07704532,-0.44600764,0.69860023
5.615955,-0.62931234,-2.6632116,-0.94493145,-0.19860741,0.39622217
4.2424746,-3.1130621,-1.8376877,-1.9614104,-0.6396518,-0.33925903
5.7667027,-8.224132,3.6634114,-2.184987,-1.1240675,-0.79801846
-0.19381863,-25.399813,24.284758,2.956051,-2.4924047,-1.0496948
-6.8889365,-23.016562,3.103491,0.4557815,-2.5302782,-0.05459604
3.0795627,-6.9966135,3.7854455,-0.52526736,0.10071633,0.8775836
6.3864436,-3.6011982,-4.7449675,-0.08422298,1.213712,0.55321443
19.013369,-14.038691,1.0241281,-1.032896,0.42630726,-0.056428634
7.7671022,-8.860622,-3.455236,-0.50816315,2.0383794,-0.20181446
4.173083,-2.2061825,-0.9954142,0.50709414,4.1916776,-0.21036656
3.4169507,-2.9383862,-1.7084754,0.32505643,2.396346,-0.818177
4.9938207,-8.676374,-1.4285151,0.099036455,1.1397973,-1.0588577
5.252246,-11.875579,-1.7611175,-0.3285689,-0.7557161,-1.0209842
2.5052853,-8.047063,-0.34217364,-0.67309666,-1.8516076,-0.66484994
1.605584,-7.0779696,-0.5407779,-0.80321085,-2.0519712,-0.92813265
0.33260235,-7.5732837,-1.0504491,-1.7757076,-2.3378558,-0.9067524
1.7347964,-9.705289,0.43788654,-2.220417,-1.8485532,-0.13095413
2.7014968,-10.162318,0.10289137,-2.0475423,-0.63720834,0.07246383
4.1204405,-8.784052,0.55752766,-2.1825435,1.6584215,0.15248711
4.072584,-8.743374,1.7012969,-1.9974514,2.3059382,-0.024663666
4.668397,-10.152746,2.7110682,-1.4018583,1.7457752,-0.15599959
3.158526,-11.3683,2.347359,0.022067491,0.62117314,-0.45532334
1.268196,-14.266008,2.4047868,0.3580431,-0.36048657,-0.47242755
0.0023928226,-16.52962,5.709275,1.1216241,0.83253235,0.31497714
2.7302105,-15.091533,6.754938,2.3592362,1.6614759,1.2593741
4.4458647,-13.490734,4.761717,3.5107162,-0.16989677,1.8378631
5.0392847,-14.38565,-0.6556334,4.5803404,-1.2645664,1.7822744
7.948957,-15.019748,-4.8885365,4.740387,-0.65125823,1.2575415
8.695518,-14.646467,-5.9988065,4.4215155,-0.34582582,1.1145991
9.171689,-13.586447,-8.075776,3.5180466,0.19356778,1.0260237
9.817751,-11.444871,-9.24826,1.6799545,1.2033273,1.1200969
9.8727865,-8.874979,-6.943971,-0.13187043,2.0304382,1.0779473
6.472585,-5.419743,-0.7298109,-1.4580579,1.2619703,1.169577
4.95075,-4.922036,7.1042905,-0.84719306,-0.6237693,1.3858231
5.4676,-5.345566,2.656033,1.2517383,0.56008667,1.2092832
4.3812585,-4.220939,-2.8570302,1.8503858,-0.055054188,0.52694726
1.6342978,-3.6179478,-4.6899323,1.3195443,-1.7844124,0.48357582
2.5028925,-3.5126636,-3.6777685,0.6304888,-1.3952916,0.69982195
5.651847,-1.2083755,-3.2853456,-0.093996815,-0.35193446,0.5965858
6.398408,-0.10289137,-2.7302105,-0.83436495,-0.2627482,0.3522399
6.5922265,-1.012164,-2.009971,-1.4433972,-0.3684278,-0.07047852
5.111069,-2.3832514,-1.2155539,-1.9210933,-0.6671407,-0.4815905
5.0943193,-6.8721867,4.1204405,-2.004171,-0.93531036,-0.87865263
5.209175,-14.093725,15.495919,-0.88079065,-0.9102649,-1.2708278
-2.9383862,-27.338,17.297714,2.2566109,-2.0476952,-0.9739475
-8.965906,-22.246073,4.2855453,-0.29313874,-2.3952773,0.24717116
-0.15074782,-12.19861,3.778267,-0.50999576,-0.9169844,0.7566324
4.7569313,-5.355137,1.2442678,0.39225155,0.08239039,0.44692394
5.6279187,-3.3403804,-3.0245278,0.60422164,1.0261765,0.33819002
8.633304,-5.845666,-4.7425747,-0.35727954,1.308396,0.47319114
21.13341,-15.184853,2.0602202,-2.0829725,-3.6359434,0.4701368
13.234702,-17.520247,1.7635103,-0.9113339,-0.069104075,-0.71738434
6.1710896,-5.359923,-1.0336994,0.60055643,4.632722,-0.28122687
4.807181,-3.010171,-2.0554347,0.40630144,3.029813,-0.4406626
3.65384,-3.0149565,-1.7587247,0.33788458,2.5557818,-0.7919098
3.318845,-4.761717,-2.1128623,0.3598757,1.7305036,-0.8841504
5.197211,-8.949157,-2.225325,0.09964732,0.80259997,-0.88537216
5.7954164,-11.38505,-1.3950156,-0.109268434,0.09766201,-0.9873866
4.28076,-10.827522,-1.1509477,-0.3804924,-0.8858303,-1.0393101
2.605784,-9.241081,-0.62452674,-0.6425534,-1.6133703,-0.78641206
2.1918256,-8.255239,-0.29910284,-0.693866,-1.9951607,-0.6098721
1.8664017,-7.1210403,-0.20817557,-0.7769436,-2.1918592,-0.76625353
0.8997013,-6.3314085,-0.33738798,-0.96570086,-2.3335798,-0.86277014
0.48095736,-7.365108,-0.6412765,-1.4635557,-2.486296,-0.49991646
1.847259,-9.52822,-0.51445687,-1.9583561,-2.491183,-0.11873684
2.7876384,-10.4159565,-0.41874397,-2.1862087,-1.9016985,0.05413789
3.505485,-9.643075,-0.34456646,-2.1611633,-0.38492116,0.102396205
3.6059837,-8.855837,-0.16510476,-2.1617742,0.82886714,0.15370885
4.2568316,-9.135797,0.81834537,-2.5203516,1.931478,0.14454588
4.6325045,-10.332209,1.8735801,-2.4525456,2.3401465,0.112780906
4.436293,-10.861022,5.144569,-1.2552508,2.5893795,-0.15661046
2.9479575,-12.107682,3.1609187,0.26519167,1.1556798,-0.37835437
1.6462619,-13.959727,1.6941184,0.7270054,-1.0935243,-0.41195193
1.430908,-15.70888,3.4528432,1.135674,-1.3244312,-0.020387612
1.6319051,-16.512869,6.6568327,1.700113,0.6840922,0.47563457
2.7421749,-15.113068,6.1639113,2.8564801,2.6382487,1.1799617
4.4674,-13.141382,3.493521,3.687256,0.18257222,1.9435426
5.7379885,-14.007584,-1.4715859,4.5278063,-0.8528436,1.9020039
9.303294,-14.062618,-5.5393844,4.5534625,0.02008218,1.1769073
10.092926,-11.619547,-8.221739,2.8173847,1.2112685,0.81466454
10.10489,-7.585248,-5.35753,-0.12515092,0.9211077,0.9576069
6.013163,-6.4701924,0.08135597,-1.3352741,0.9406554,0.78473216
3.9481573,-6.869794,6.005985,0.46005753,0.7885501,1.3693298
5.4867425,-5.716453,-0.8255238,1.4142283,1.6126066,1.0712278
3.455236,-4.254439,-3.7280176,1.5926008,-0.43379036,0.6717222
1.7898313,-4.0366917,-3.4719856,1.166828,-1.5296818,0.758465
4.776074,-1.8927227,-3.0005996,0.36659524,-0.26396993,0.7633519
5.838487,-0.18185452,-3.0245278,-0.44402233,-0.28107417,0.42248935
5.946164,0.10767702,-2.7278178,-1.0854304,-0.37148213,0.15493058
6.142376,-1.0911272,-2.268396,-1.6254349,-0.326889,-0.28367034
4.6325045,-2.4454648,-2.2277179,-2.1654394,-0.6078868,-0.65385437
4.0295134,-5.209175,-0.02632105,-2.573497,-0.92981255,-0.8187879
5.5896335,-14.012369,13.155739,-1.7934226,-1.4997494,-1.3007601
-2.024328,-27.962526,23.844477,2.5345542,-2.174144,-1.0405318
-8.439486,-25.462027,5.089534,0.5107593,-2.8173847,-0.36125016
-0.61016977,-13.749159,3.1680973,-0.567417,-0.36293003,0.93072885
4.709075,-5.7020965,1.8065811,-0.050014555,0.6663771,0.7609084
8.5112705,-6.259624,-4.955536,0.123471044,1.8441244,0.63629204
15.471992,-10.894522,-2.8666015,-0.5130501,2.7323217,0.09873102
17.359928,-13.756337,-0.2656033,-1.6193261,-4.4868784,-0.28000516
7.9513497,-6.285945,-3.5174494,-0.4898372,1.9821799,-0.49136436
4.9363933,-3.211168,-1.6390835,0.123471044,4.2118363,-0.55428344
3.6490545,-3.1776686,-1.1796615,0.6317105,4.417087,-0.73326683
4.098905,-5.0679984,-1.5744773,0.747164,3.6510625,-0.91163933
5.0775695,-8.475378,-1.4333007,0.64026266,2.2405756,-1.0631338
