lsm6dso_accelerometer.x,lsm6dso_accelerometer.y,lsm6dso_accelerometer.z,lsm6dso_gyroscope.x,lsm6dso_gyroscope.y,lsm6dso_gyroscope.z
5.0273204,-10.73181,-1.5337993,0.3739256,0.32917976,-1.1284963
3.1896327,-9.956535,-1.5984055,-0.19173518,-1.3775765,-1.0209842
2.28036,-8.879765,-1.2897314,-0.5466476,-1.9175808,-0.7039453
2.347359,-8.437093,-0.3900301,-0.71402454,-2.3708425,-0.62147856
2.2875385,-7.63789,-0.10289137,-0.78060883,-2.6206863,-0.88292867
1.0815558,-6.95115,-0.23928227,-0.9321033,-2.7465243,-0.9501238
1.268196,-8.322237,-0.30867413,-1.2693007,-2.978653,-0.42172578
2.0003998,-9.363115,-0.485743,-1.4812708,-3.0598981,-0.27328563
2.885744,-10.762917,-1.4835501,-2.429333,-3.1209846,0.026648976
4.26401,-9.944571,0.21774685,-2.9827764,-1.4643192,0.20441063
4.6325045,-9.066405,1.6247265,-2.7420957,1.0286199,0.25266895
4.6372905,-8.877372,3.5318062,-1.9553018,3.5056765,0.15615231
4.5678983,-9.674182,3.2470603,-1.1428516,3.626628,-0.02527453
3.735196,-10.126426,2.7230322,-0.65721416,2.609538,-0.16821688
3.1680973,-10.595419,1.875973,0.026954409,1.439121,-0.24824017
2.4598217,-11.770294,0.89491564,0.6879101,-0.5803979,-0.55917037
1.4787644,-13.081561,0.5766702,0.792368,-1.6457461,-0.49808386
0.8853444,-15.608382,3.6777685,1.0244966,-1.3317616,0.31436628
2.7852457,-16.177874,9.332008,2.0085998,1.6181045,1.0370194
4.2041893,-14.679967,5.5896335,3.444132,2.396346,1.6356668
5.15414,-13.942978,1.2705889,3.823479,0.5771909,2.121915
6.9296145,-14.785251,-2.0075781,4.2944555,0.107435845,1.8702389
9.65504,-14.14876,-5.4819565,4.121581,0.9889137,1.0919971
10.040284,-10.557134,-6.963114,1.5235732,1.0744348,1.1897355
9.990034,-7.312466,-5.3312087,-0.65232724,0.84597135,1.1072688
6.7812595,-5.5872407,1.3591232,-1.3016765,-0.055054188,1.1323142
3.9146578,-5.7954164,5.960521,0.661032,0.27053675,1.2825869
5.015356,-4.6372905,-1.146162,1.7037783,0.98036164,0.71814793
2.4335005,-3.7208393,-4.642076,1.605429,-1.2932771,0.3644572
1.3232309,-4.278367,-3.5270207,0.97807086,-1.5046363,0.55810136
4.476971,-2.5124638,-3.1393833,0.14179699,-0.2163225,0.6924916
5.426922,-0.76570326,-3.0987053,-0.67248577,-0.10270164,0.45364347
5.5633125,-1.3734802,-2.4023938,-1.4036909,-0.30550876,0.05413789
4.058227,-3.2997024,-1.253839,-2.0206642,-1.009225,-0.32276568
4.2424746,-6.8482585,1.6917256,-2.2674537,-0.97807086,-0.5298488
2.184647,-17.795422,24.82075,-0.2937496,-0.99395335,-1.2378411
-3.8739798,-26.895327,11.906686,2.1588726,-3.3787694,-1.0368665
-5.568098,-18.417557,2.5220351,-0.6621011,-1.7966297,0.5318341
1.1844472,-8.4347,3.3667014,-0.72318757,0.21128285,0.8122211
5.465207,-4.0103707,1.3304094,0.21387903,0.9663117,0.7731257
10.126426,-6.690332,-4.847859,-0.110490166,1.059774,0.2880991
22.107288,-17.477177,4.6325045,-1.2082142,-1.2560143,-0.818177
9.004191,-11.246266,-4.7306104,0.6109411,0.91377735,-0.43088874
6.029913,-3.5988052,-3.8644085,0.94691676,4.6302786,-0.17188208
3.723232,-1.0719845,-3.548556,0.7233403,3.712149,-0.28367034
4.3357944,-3.0412776,-3.682554,-0.28947353,1.8477896,-0.9232457
5.4293146,-8.484949,-2.8163524,-0.68531394,1.1520146,-1.1901937
5.8600225,-11.207981,-1.9094725,-0.6798161,0.80259997,-1.0448078
5.2666025,-12.035898,-0.8470592,-0.34628397,0.066507906,-0.83161604
3.7256248,-9.968499,-0.50488555,-0.1098793,-0.45761406,-0.9556216
2.0147567,-8.114061,-0.4426722,-0.11293363,-1.2566252,-1.1938589
0.14356937,-7.056434,-1.1174482,-1.3810889,-2.9633813,-1.4320961
-0.70348984,-7.2957163,-0.18185452,-2.0524292,-3.4673448,-0.6788998
1.2394822,-8.9108715,0.35174492,-2.1300092,-3.3610544,-0.028939718
2.184647,-10.346565,0.27038896,-2.004171,-2.6878815,0.0816268
3.2470603,-9.860822,0.715454,-2.1959825,-0.26580253,0.46219558
4.6755753,-9.336794,1.3710874,-1.7775402,1.6297109,0.49884745
4.9196434,-8.695518,1.5314065,-1.6492585,2.2045345,0.40538514
5.0081778,-8.496913,1.7850457,-1.434845,2.4305546,0.093233235
4.462614,-8.76491,1.6223338,-0.84413874,1.7506621,-0.0570395
4.752146,-9.84168,1.5744773,-0.29497132,0.5759691,-0.18776456
3.6107693,-11.49512,0.55752766,0.26458082,-0.11919499,-0.5121338
1.4213367,-12.598211,0.3684947,0.20838125,-0.87911075,-0.6453023
0.3924229,-13.311273,1.4237294,0.1277471,-1.0073924,-0.40401068
1.0983056,-14.3258295,5.0081778,0.38125598,-0.45517063,0.14515674
3.792624,-15.725631,10.9352,1.6347505,1.8484005,0.66805696
3.7280176,-14.512469,4.089334,3.4062583,2.1672719,1.4065925
3.7280176,-14.512469,4.089334,3.4062583,2.1672719,1.4065925
8.585447,-15.244673,-4.4841495,4.5998883,-0.23953535,1.3455061
9.844072,-15.067604,-5.7140603,4.468552,0.28580835,1.106047
10.992627,-13.701303,-8.5016985,3.6860344,1.5667918,0.69860023
10.13839,-10.119247,-9.58804,0.77220947,1.561294,1.0119739
9.030513,-6.6305118,-5.2235317,-1.4513384,1.2295945,1.1133775
5.436493,-5.032106,4.7449675,-1.6443716,-0.045891218,1.110934
4.7018967,-5.912665,6.108876,0.9224822,0.5802452,1.0981058
5.1756754,-5.221139,-0.61016977,2.0140975,0.92599463,0.54405147
2.359323,-4.6301117,-4.8861437,1.8790964,-1.004338,0.2483929
0.41874397,-4.7688956,-3.7974095,1.0654246,-1.4209478,0.65706146
2.4861426,-4.1108694,-2.6129622,0.50342894,-0.7282272,0.8861357
4.924429,-1.1676974,-3.034099,-0.04940369,-0.60422164,0.4823541
4.9268217,-0.11964113,-2.9742785,-0.6462186,-0.4973203,0.28993168
5.7427745,-1.0336994,-2.5411777,-1.5539637,-0.34399322,0.017486004
4.658826,-2.617748,-1.9788643,-2.3486986,-0.47166398,-0.49197522
4.398008,-5.7954164,0.9092726,-2.6889503,-0.70623606,-0.67034775
6.1974106,-13.043276,11.722438,-1.6950734,-0.8455132,-1.0038799
-1.0169497,-25.076782,26.83072,2.0544145,-1.2205842,-0.8847613
-5.5202417,-26.816364,7.015756,1.6762893,-3.186347,-0.7057779
-2.2995026,-15.790236,2.7637103,-0.5307651,-1.2315798,0.71936965
3.6921253,-7.54457,1.5696917,-0.52404565,-0.41302094,0.6271291
6.4558353,-4.6301117,0.14356937,0.11614066,0.5277108,0.65278536
10.454242,-7.2215385,-5.1876397,-0.2070068,1.6468151,0.4322632
19.305294,-13.832908,1.6893328,-1.2424226,0.024969097,-0.1663843
11.741581,-14.512469,5.3814583,0.63904095,-2.1497095,-0.5683333
6.250053,-4.7569313,-6.233303,0.8705587,4.189845,-0.52068585
3.9290147,-1.9764715,-3.4025939,0.8351285,4.507495,-0.38263044
3.7854455,-2.0003998,-3.3810585,0.09353867,2.8777077,-0.62208945
4.831109,-5.3790655,-2.6392834,-0.32551455,1.6431499,-1.0368665
6.1495543,-10.030712,-1.995614,-0.4379137,0.3285689,-1.0918444
6.0658054,-12.078969,-1.0049855,-0.26381722,-0.7117338,-1.0582469
3.9768713,-10.315458,-0.60777694,0.022067491,-1.4392738,-1.0955096
2.3114667,-8.616554,-0.6771688,0.031230463,-1.8326707,-1.1095595
1.1389836,-7.84128,-0.9236295,-0.17157665,-2.2547781,-0.9837214
0.997807,-7.9776707,-1.3280165,-0.78060883,-2.8815255,-0.8884265
0.5694918,-8.190632,-0.79441714,-1.7072906,-3.610898,-0.83528125
0.4977071,-8.195417,-0.06699903,-2.1868196,-3.5815766,-0.15722132
1.7060826,-9.205189,-0.2440679,-2.3639703,-2.770348,0.1720348
2.7948167,-9.616755,0.39720857,-2.3865724,-1.009225,0.4267654
3.546163,-9.5665045,0.74895346,-2.143448,0.4757873,0.58925545
4.8095737,-9.375079,1.294517,-1.9937863,2.3126576,0.63568115
5.3886366,-9.013762,2.6488547,-1.9919537,2.7616434,0.5361102
5.797809,-8.432307,4.23051,-1.5050944,2.238743,0.29970554
5.1613183,-8.260024,3.8404803,-0.5118283,1.7482187,-0.0026725335
4.5942197,-9.355937,1.861616,0.15829034,1.0842086,-0.15905392
3.3834512,-10.265209,0.44506502,0.62071496,0.5258782,-0.42416924
2.416751,-10.9375925,-0.4139583,0.7935897,-0.34521496,-0.4541016
1.875973,-12.526426,-0.31106696,0.44417506,-1.6286418,-0.46143198
1.8305093,-15.261423,4.0031924,-0.123929195,-1.5498403,0.0064904382
2.6321049,-15.292529,8.4012,2.346408,3.4464228,0.8048907
5.2498527,-14.6536455,2.9120653,3.909611,0.25648686,1.8280892
7.2622166,-14.988641,-2.9096723,4.4325113,-0.6628646,1.3888774
10.700703,-13.25863,-8.346166,3.376326,1.9278129,0.464639
9.65504,-8.30788,-7.4273214,-0.2796997,2.0744205,0.9380592
5.5704913,-5.1996036,2.0171494,-1.6724714,-0.13691007,1.0419062
5.0249276,-5.733203,2.4526432,1.5620576,0.7867175,0.9044617
1.6366907,-4.2927237,-4.1276193,1.7416519,-0.851011,0.22212571
1.2969099,-4.5559344,-3.0532417,0.6048325,-0.9829578,0.77801263
5.0440702,-1.5218352,-2.9048867,-0.1636354,-0.4881573,0.60086185
6.053841,-0.95473623,-2.548356,-1.1080323,-0.27130032,0.24411684
5.1349974,-2.8139594,-1.8831514,-1.9656866,-0.2163225,-0.34658942
4.208975,-6.9344,2.833102,-2.419559,-0.5089267,-0.5994874
-0.18424734,-21.966112,23.385056,0.6958513,-1.0764201,-1.0741293
-9.343972,-21.28655,4.168297,0.23403756,-2.1643703,0.26427537
3.5174494,-7.075577,1.9357935,-0.48739374,-0.34399322,0.735863
8.429914,-5.3096733,-2.376073,0.23770276,0.5814669,0.6020836
17.333607,-13.488341,-1.0839486,-0.42019862,0.761672,-0.2512945
9.458828,-10.212567,-4.3812585,0.7453314,0.531376,-0.28733552
5.0751767,-1.8496519,-2.8307092,1.0037272,4.5270424,-0.032604907
5.261817,-2.8283165,-2.8809586,-0.15997021,2.3132687,-0.86765707
5.8265233,-9.217153,-1.5864414,-0.35422522,1.4159082,-1.1346049
6.0777693,-11.645867,-0.6436693,-0.061620984,0.032299474,-0.79679674
3.4719856,-9.260223,-0.66759753,0.12713623,-1.1277328,-1.012432
1.5122639,-8.023134,-0.701097,-0.19601123,-2.5009568,-1.0496948
0.10049855,-7.556534,-0.76331043,-1.2350923,-3.9945211,-1.0069343
1.1006985,-8.724232,-0.5479564,-2.008447,-4.520476,-0.05337431
2.524428,-9.9756775,-1.1724831,-2.9326854,-3.2791984,0.3748419
4.426722,-10.171889,1.2442678,-2.9290202,-0.11491894,0.6020836
4.3334017,-8.992228,2.2827528,-1.9119304,3.3156977,0.45242172
4.4075794,-8.49452,2.1870399,-1.7573816,3.942445,0.5300016
5.9437714,-8.88455,3.347559,-1.7934226,3.2204027,0.3107011
4.615755,-9.152547,3.2685957,-0.8569669,2.1232896,-0.16210824
3.7184465,-9.24826,2.2444677,0.0037415468,0.8581886,-0.1297324
3.7950168,-9.844072,1.1318051,0.611552,-0.23831362,-0.27328563
3.2973096,-10.530812,0.06460621,0.8357394,-1.0898591,-0.5475639
2.254039,-12.535997,-0.634098,0.6952405,-1.6836197,-0.73387766
1.0456635,-13.921442,0.2105684,0.38919723,-1.5522838,-0.45532334
1.4237294,-16.134804,4.0366917,0.30062184,0.12698352,0.24045165
3.4504502,-15.857236,8.992228,1.7801363,3.8331,0.99609137
4.409972,-15.622739,6.5682983,2.9731553,3.6241844,1.3516147
6.491728,-13.969298,4.2041893,3.601735,0.25770858,1.9905792
7.5110703,-14.115261,-1.7060826,4.1093636,-0.79603314,1.5739695
9.437292,-13.229917,-5.802595,3.9835255,0.6254492,0.78534305
9.126225,-10.396814,-8.475378,2.8051674,2.7524803,0.5031235
9.286545,-7.2119675,-7.4823565,-0.11110103,2.049375,0.9398918
6.771688,-6.4534426,-2.2899313,-1.728671,1.0176244,0.9124029
3.5557344,-6.2261243,7.379465,-1.0927607,-0.5987238,1.096884
4.319045,-6.273981,1.550549,1.3452007,1.1153628,1.0901645
2.5172493,-5.1349974,-2.4095724,1.7379867,0.032299474,0.53855366
0.3589234,-4.6803613,-3.9673,1.3409245,-1.3946806,0.53916454
1.282553,-4.3836513,-2.6464617,0.56940234,-0.8473458,0.8690315
4.6875396,-2.455036,-2.6344976,0.008628465,-0.5657371,0.6796634
5.5226345,-1.5481563,-2.5268207,-0.48861545,-0.5193114,0.3540725
5.656633,-1.9310079,-2.225325,-1.0255656,-0.55413073,0.1909716
5.271388,-2.6919255,-1.820938,-1.4831033,-0.5822305,-0.16027565
4.082155,-2.8163524,-1.4500505,-1.8807763,-0.78198326,-0.41378453
3.505485,-4.4578285,0.124426775,-2.1660502,-1.040379,-0.5842158
5.6877394,-10.662417,6.5252275,-1.8105268,-1.103909,-1.021595
-1.0743774,-26.40719,32.013573,1.1619412,-0.2511418,-1.1743112
-6.71426,-27.938597,7.745567,1.3989567,-2.449644,-0.407065
-4.6468616,-17.737995,2.4335005,-0.48556113,-1.0666462,0.9386701
2.160719,-6.661618,2.5435705,-0.5588649,-0.5339722,0.9001856
7.8317084,-5.1206403,-2.065006,0.07948878,0.38965538,0.5287798
11.487942,-8.578269,-5.1900325,0.2853502,1.3658173,-0.19876012
19.81975,-18.747765,0.19860429,-0.011530072,-0.79786575,-0.7607557
5.022535,-13.406985,5.9246287,-0.09644028,-2.106949,-0.2824486
5.3383875,-2.9862428,-3.2350962,0.7434988,3.590587,0.5464949
4.101298,-0.33020952,-1.8496519,0.8021418,3.16909,0.47258025
5.316852,-1.1437693,-2.3353949,0.00923933,1.376202,0.054748755
6.8219376,-4.3262234,-1.9477576,-0.37988153,1.5490767,-1.0338123
6.910472,-7.9680996,-1.4476577,-0.38782278,1.8068616,-1.387503
6.506085,-10.837093,-1.227518,-0.22227842,1.380478,-0.8688788
5.9437714,-10.183853,-0.55513483,-0.10438152,0.5906299,-0.6966149
4.4602213,-8.508878,-0.06460621,-0.0066431547,-0.2438114,-1.0350341
2.1750758,-8.023134,-0.44745782,-0.25770858,-1.6042073,-1.3502402
0.57427746,-8.822337,-0.66999036,-0.92904896,-3.141754,-1.0038799
1.0671989,-8.937193,-0.30867413,-1.1886665,-3.8479135,-0.5139664
1.5720844,-9.348758,-0.5024927,-1.506927,-4.0879836,-0.4718167
1.7371893,-9.645468,-1.6175481,-2.500804,-3.8613527,-0.005726857
4.2041893,-9.547362,0.8039884,-3.101895,-0.86383915,0.5361102
4.749753,-9.3200445,2.8785655,-2.4128394,2.7567563,0.42554367
4.031906,-8.626125,2.105684,-1.6058872,5.2057133,0.34674212
4.125226,-9.073584,1.9142581,-1.8508439,4.5050516,0.1787543
3.3882368,-9.47797,3.1680973,-1.2491422,2.5820491,-0.022831071
3.2733815,-9.994821,2.4047868,0.23403756,0.9418771,-0.13706279
3.493521,-11.535798,0.782453,0.58711743,-1.2584578,-0.4437169
2.0315065,-13.42852,0.6628119,0.6066651,-2.246837,-0.56772244
1.5098711,-14.959928,1.1844472,0.17172936,-1.6072615,0.033368487
2.469393,-15.357136,6.812366,1.175991,1.9650756,0.6112466
6.2237315,-16.74258,8.350951,2.9041276,3.0059893,1.128649
6.4462643,-13.741981,3.7758741,3.449019,0.3908771,1.675373
5.4556355,-13.497912,-1.0648061,4.387918,-0.017791437,1.4853941
7.140183,-12.870993,-4.098905,4.618214,0.5191587,1.2166135
8.635697,-10.222138,-7.874779,2.952386,1.8239659,0.9893719
9.442079,-8.329415,-7.5326056,0.71967506,1.9870667,1.0144173
8.003992,-6.9822564,-3.5318062,-1.4427862,1.9565235,0.6607266
5.690132,-6.3194447,2.4023938,-1.5276965,0.04329504,0.8549816
3.6179478,-6.3792653,7.372287,0.62132585,-0.19677481,1.0498475
2.7469604,-4.4889355,-2.4861426,1.7984623,0.33834273,0.37362018
0.9020941,-3.8691943,-4.2185464,0.52175486,-0.86261743,0.6448441
4.398008,-1.8424734,-2.5579274,-0.39332056,-0.39591673,0.6314051
4.9866424,-1.3471591,-2.498107,-0.9253838,-0.34643668,0.15676318
4.584648,-2.6273193,-1.9214365,-1.4378994,-0.5278635,-0.30260715
3.347559,-4.807181,-1.0983056,-1.9656866,-0.95913404,-0.59215707
5.611169,-12.251252,8.300702,-1.5997785,-1.5046363,-1.1034509
-3.3523445,-27.735207,14.447864,1.8980333,-2.500346,-1.0270928
-4.022335,-16.874186,3.5270207,-0.30718863,-0.94630593,0.9472222
4.520042,-5.168497,0.6795616,0.12041672,0.10254893,0.87819445
9.336794,-5.8935223,-4.8119664,0.21815509,1.0121266,0.37789622
11.650654,-8.676374,-4.843073,0.23648103,1.7744858,-0.061926417
19.716858,-22.047468,5.395815,-1.3096178,-5.3628583,-0.60315263
6.7262244,-6.003592,-4.8526444,0.50281805,2.0108905,0.10300707
4.6468616,-1.7659031,-2.3952155,0.8540653,4.091496,0.14698933
4.141976,-1.0504491,-2.1918256,0.5419134,3.8092763,-0.19204062
6.8243303,-4.8526444,-2.036292,-0.13981168,2.8251731,-1.0386992
7.1282187,-9.080762,-1.8903298,-0.29619306,2.3584726,-1.3722314
6.352944,-11.454442,-0.67477596,-0.404927,0.8893428,-0.9208023
4.9052863,-9.724431,-0.11246266,-0.28031057,-0.7208968,-0.818177
2.8474588,-7.9633136,-0.031106694,-0.24426955,-1.7428735,-1.0765728
1.7850457,-7.8867435,-0.22731815,-0.3426188,-2.3060908,-1.1639265
1.1509477,-8.298309,-0.5455636,-0.74884385,-3.2120035,-1.1920263
0.44745782,-8.532805,-0.53359944,-1.2735767,-3.9291587,-0.9519564
0.66999036,-9.427721,-0.54317075,-1.8612286,-4.413574,-0.52251846
2.0147567,-10.095319,-0.23688944,-2.4549892,-4.01468,0.021762058
4.022335,-9.274581,1.0911272,-2.5453973,-0.58467394,0.5128973
3.952943,-8.772088,1.9286151,-1.5619049,3.219181,0.41027206
3.8261235,-8.281559,1.0145568,-1.2760202,3.8960192,0.3974439
4.843073,-8.920443,1.5577276,-1.7506621,2.740263,0.234343
4.718646,-9.286545,2.6225336,-1.4556144,1.9467497,-0.053985175
3.7471602,-10.430314,2.388037,-0.060399257,0.76839155,-0.19692753
2.9240294,-10.561919,1.4859428,0.38125598,-0.394695,-0.29772022
2.28036,-12.490534,0.7704889,0.6952405,-1.1686606,-0.2286925
2.0458634,-13.765908,1.8185452,0.65247995,-1.1588868,0.0834594
2.6775684,-16.632511,8.025527,1.3989567,2.0964115,0.73280865
3.562913,-16.424335,6.812366,2.58098,3.426875,1.0871103
7.2287173,-13.646268,5.5896335,3.5461464,-0.08315397,1.8616868
8.015956,-13.612768,-4.900501,4.52353,0.0561232,1.0981058
9.018549,-12.842279,-6.2955165,4.28346,1.1575124,0.75113463
9.217153,-11.399407,-7.9011,3.5986807,2.5716643,0.5477166
10.01157,-8.008778,-8.209774,-0.9388228,1.7182863,0.95821774
7.685746,-7.2263246,-2.2947168,-2.1446698,1.2796854,1.0125847
5.221139,-6.597012,5.9437714,-1.6712496,-0.15157083,1.1341468
5.0177493,-6.6041903,4.7545385,0.97501653,0.62117314,1.1365902
3.0843484,-4.692325,-2.440679,1.8522184,0.27359107,0.35162905
0.5407779,-4.2855453,-3.5581272,1.1961496,-0.95058197,0.40660688
0.91405827,-4.1467614,-2.1176481,0.4643336,-0.792368,0.72120225
3.4073794,-2.7349963,-2.2229323,0.123471044,-0.64026266,0.63262683
4.3645086,-1.6654046,-2.713461,-0.30596688,-0.68729925,0.24778202
4.766503,-1.6510476,-2.5292134,-0.8783472,-0.52175486,-0.006948587
4.8215375,-2.6751757,-2.009971,-1.4653883,-0.47044224,-0.28061602
3.9361932,-3.4911282,-1.5218352,-1.9449171,-0.54985464,-0.50663596
3.8835511,-5.7020965,1.2323036,-2.2552364,-0.6744711,-0.6410262
5.3216376,-13.406985,12.153146,-1.4837142,-0.7972549,-1.080238
-0.27996024,-23.60041,19.53979,1.0971895,-1.8564944,-1.2922081
-8.300702,-25.605595,8.953942,0.9713514,-1.8687117,-0.0075594517
-1.7156538,-15.424135,4.941179,0.0067958706,-0.79969835,0.5794816
1.9788643,-6.1447687,1.308874,-0.23632832,-1.0336596,0.5825359
8.274381,-5.2689953,-1.7443677,-0.107435845,-0.16317725,0.7279217
11.16491,-7.989635,-4.6612186,-0.27359107,1.082987,0.0712421
18.3362,-19.377077,3.318845,-0.9681443,-1.0244966,-0.6324741
6.2811594,-14.715859,5.211568,0.36598435,-1.5021929,0.0064904382
5.838487,-3.2997024,-4.194618,0.8821651,4.0157485,0.22701262
4.85743,-1.579263,-2.6249263,1.2382993,3.6510625,-0.08758274
6.690332,-3.5724843,-2.8977082,0.8412372,3.0768495,-0.7387646
7.54457,-7.2095747,-2.6249263,0.1155298,1.8154137,-1.2079087
6.8339014,-9.769895,-2.115255,-0.72013324,0.5118283,-0.9079741
5.503492,-9.162118,-0.31585258,-1.0426698,-0.6805797,-0.7925207
4.0103707,-8.1020975,0.27517462,-0.88262326,-1.1289545,-1.0808488
2.8666015,-8.243274,0.34217364,-0.6633228,-1.5040255,-1.2396737
1.7994026,-9.896714,-0.32542387,-0.7415135,-2.4887395,-1.2134066
1.0624132,-9.669396,-0.76331043,-1.4006366,-3.3915975,-1.1596504
0.38285163,-9.147761,-0.37328035,-2.3053274,-3.990856,-0.5939896
1.0839486,-9.276974,0.17706887,-2.6645157,-3.6591563,-0.23541202
2.388037,-9.102298,1.5026926,-2.6541312,-1.2853359,0.35834855
3.9960139,-9.267402,2.5316064,-1.9931754,1.7109559,0.55565786
4.058227,-8.762517,1.672583,-1.181947,3.6144106,0.38705918
4.453043,-8.348558,0.86141616,-1.3957497,3.4733007,0.3161989
4.24726,-8.989835,1.9262222,-1.1538472,2.0793073,-0.08575014
3.3403804,-8.961121,1.7850457,-0.50633055,0.861243,-0.14622575
3.6346977,-9.805787,1.3256238,0.16562071,-0.5284744,-0.17249294
3.5198421,-10.320244,0.5192425,0.52419835,-1.4423281,-0.2775617
3.5030923,-11.863615,-0.18424734,0.4954877,-1.9163592,-0.34109163
2.9168508,-13.4022,-0.083748795,0.33666286,-1.3305398,-0.13767365
3.5389848,-16.077375,2.416751,0.37820166,0.3615556,0.31497714
4.979464,-17.893528,9.224331,1.2908336,3.499568,0.7395282
5.194818,-13.115061,10.363315,2.7862306,3.413436,1.3937644
6.4701924,-12.796816,-0.40677986,4.174115,0.1117119,1.6497167
7.5900335,-12.940385,-3.8285162,4.344547,0.23021966,1.2660936
8.310273,-11.191232,-6.1710896,3.9083893,1.3523782,0.63568115
8.300702,-8.489735,-7.810173,1.7630321,2.5160756,0.55321443
8.628518,-8.312666,-5.907879,-0.68103784,0.8734603,0.55260354
5.9581285,-7.7910304,-1.6510476,-1.3560435,-0.10331251,0.70531976
4.0773697,-7.1377897,3.3762727,-0.87712544,-1.7343215,0.9850958
1.0408778,-6.350551,3.2231321,0.8784999,0.5497019,1.1732422
1.0839486,-5.221139,-2.8259234,1.0263292,-0.31528258,0.79023
1.5864414,-4.8933225,-3.1345978,0.4069123,-1.1735476,0.8390991
4.6612186,-2.981457,-2.900101,-0.081779525,-0.6946296,0.66500264
5.5130634,-2.0219352,-2.5627131,-0.46967867,-0.68180144,0.41149378
5.7690954,-2.2636101,-2.115255,-0.89484054,-0.87605643,0.115835235
5.4987063,-2.3569303,-1.875973,-1.1196388,-0.89560413,-0.12179117
4.074977,-2.8091738,-1.294517,-1.6419282,-0.9566906,-0.5304597
5.17089,-8.640483,4.0869412,-1.8795545,-1.1698824,-1.0008255
-0.82313097,-23.296522,29.158937,0.837572,-0.07826705,-1.2500584
-5.938986,-28.275986,6.984649,1.5492294,-2.568152,-0.59215707
-4.8382874,-17.623138,4.213761,-0.26503897,-1.6310853,0.99486965
2.2707887,-5.8217373,1.6103697,-0.12515092,-0.22426373,0.84948385
9.128618,-6.2931237,-3.1561332,0.03367392,0.66576624,0.5471058
11.779866,-9.312865,-3.897908,0.26396993,1.1630102,-0.30077454
16.780865,-16.14916,2.6943183,0.6439278,-0.35437793,-0.8389464
7.331609,-9.123833,-4.082155,0.23648103,-2.428264,-0.22075126
4.8646083,-2.617748,-3.455236,0.661032,2.185598,0.13965896
3.8356948,-0.9595219,-2.1128623,0.84673494,3.4372597,0.05902481
5.9150577,-2.8594232,-2.239682,0.4661662,3.52217,-0.41561714
8.145168,-8.927621,-1.253839,-0.23693918,2.4403284,-1.0985639
7.367501,-10.870593,-0.65324056,-0.41042477,1.5863395,-0.94584775
5.5537415,-9.018549,-0.49052864,-0.61934054,0.18745913,-0.772973
3.5820556,-7.176075,-0.021535404,-0.82703453,-1.0342704,-1.0160972
2.4311078,-7.4943204,0.45942193,-0.70363986,-1.6787328,-0.9812779
2.3808584,-9.21476,0.2105684,-0.5362629,-2.3427427,-0.8187879
2.440679,-10.444671,-0.55752766,-0.6926443,-3.3347871,-0.8084032
0.9523434,-9.372686,-0.8350951,-1.5588505,-4.520476,-0.7711404
1.0863415,-8.946764,-1.0863415,-2.4317763,-4.615771,-0.36308277
2.5746772,-9.30808,1.9932213,-3.1978009,-1.6964478,0.23312128
4.074977,-9.375079,3.897908,-2.500804,1.3700933,0.41943502
3.6251264,-8.563912,2.3569303,-0.9443206,3.9870381,0.39011353
3.8931224,-7.7072816,-0.06699903,-1.5057054,3.539885,0.06513346
3.318845,-8.633304,1.5696917,-1.74211,2.1959825,-0.2115883
2.8187451,-8.623733,1.9860427,-0.99868757,1.0952042,-0.24579671
3.4480574,-9.401401,1.8041883,-0.29069528,-0.38553202,-0.28367034
3.4887354,-9.887143,1.902294,0.04772381,-0.9756274,-0.3661371
3.3284163,-11.41855,1.9525433,0.37331474,-1.3317616,-0.43577567
0.38285163,-14.782858,2.5196424,0.7575487,1.0267873,-0.06620247
0.28235307,-15.68256,3.2231321,1.2609012,2.2424083,0.5587122
2.091327,-18.891335,5.9964137,1.7691407,2.1287873,1.1817943
6.204589,-16.417156,9.870394,2.9817073,0.3420079,2.1597888
6.9990063,-14.608182,-1.5361922,4.7568803,-0.60422164,1.9887466
9.305687,-14.2133665,-5.453243,4.8735557,0.21128285,1.3076324
10.1288185,-11.430513,-9.49472,2.9591053,1.1654537,0.94111353
9.647861,-7.515856,-7.4033933,-0.44524407,1.8111377,0.83299047
6.0753765,-6.285945,1.3686945,-1.6083306,-0.1711185,0.9783763
2.9216363,-6.6089764,8.370093,0.43562296,-1.0929134,1.0797799
3.548556,-6.5539412,5.5800624,0.97746,-0.46189013,1.0596213
3.940979,-4.883751,-1.4237294,1.9285765,0.6993638,0.5238929
1.6701902,-3.9194436,-3.9361932,1.6072615,-0.941419,0.31314456
1.4835501,-3.4911282,-3.926622,0.84856755,-1.6933935,0.5464949
4.35733,-1.2729816,-3.345166,0.20654866,-0.64881474,0.57092947
5.0679984,-0.04546363,-3.2614172,-0.52038044,-0.37636906,0.2917643
5.4149575,-0.65084773,-2.7708886,-1.3303871,-0.3653735,0.03459022
5.5800624,-2.3665016,-1.6175481,-1.7237841,-0.49121165,-0.38018698
3.9816568,-3.2925239,-0.8422736,-1.9259803,-0.94202983,-0.60193086
5.45085,-8.219346,4.4578285,-1.7555491,-1.6292527,-0.82611823
1.6654046,-20.104496,28.969904,-0.16302454,-1.3177117,-1.315421
-3.8380876,-30.192636,11.145768,1.7117195,-2.3439646,-0.82734
