accelerometer.x,accelerometer.y,accelerometer.z,gyor.x,gyor.y,gyor.z
2.410947628,-3.006469927,0.1366471893,-0.8051039577,-0.6088747382,0.5062741041
2.256922018,-3.202208188,-0.05574234549,-0.8053992987,-0.5929694772,0.3065721691
1.719886102,-2.262829781,-0.7226736383,-0.8815313578,-0.3782387674,0.1555607915
1.319108961,-1.616592901,-0.4157616523,-0.9428982735,-0.1566105187,0.04255006462
1.580508319,-1.453724937,-0.1314829384,-0.9225618243,0.0293441657,-0.03676313162
1.757421468,-2.060878053,-0.1664320867,-0.7686241865,0.1199320257,-0.1203226075
1.814667788,-2.593522163,-0.5838134492,-0.5055323839,0.04612571001,-0.1134718955
1.963490568,-2.278618594,-1.128137768,-0.1926815957,-0.1309997439,-0.0800332278
1.53055011,-2.098221256,-1.79950909,0.1252444386,-0.2243302166,-0.04979835823
1.404264156,-1.810911212,-2.000099466,0.3945687115,-0.2724445462,0.01094326749
1.457774797,-1.596196302,-2.064056683,0.6349538565,-0.2995842695,0.09740305692
1.518481779,-1.572851375,-2.384997778,0.8336300254,-0.3381215632,0.1880831867
1.820406624,-1.649021299,-2.191761856,0.9246656895,-0.4514877796,0.2805068791
1.973902657,-1.540147667,-1.164272327,0.8292597532,-0.7350403666,0.3498389423
2.598040225,-1.604751364,1.044329604,0.540446341,-1.018656969,0.4595060349
3.019963907,-2.090257292,1.890709702,0.2001626492,-1.035104871,0.4622553587
2.24320402,-2.603614518,1.238449909,-0.1121848673,-0.8800215721,0.4111175835
1.982734198,-2.379972352,0.857035347,-0.3770698011,-0.7604802847,0.36156708
1.67622071,-1.980735425,0.4148375232,-0.5800431371,-0.6528523564,0.2891567945
1.057786467,-1.696390076,0.07264438045,-0.7190725803,-0.5358162522,0.146380499
0.6180518188,-1.364063955,-0.1024374612,-0.8159466982,-0.4797742963,-0.02783389948
0.4320407331,-1.013469187,-0.009811199918,-0.8664184809,-0.4940705597,-0.2231489718
0.306224296,-0.7482906024,-0.2485673491,-0.8552739024,-0.5530857444,-0.4442432523
0.3448864735,-0.5030366157,-0.3027624651,-0.7847255468,-0.7087675929,-0.6753991246
0.4392050717,-0.2651926129,-0.103273912,-0.6915305853,-0.9761832952,-0.8855922818
0.5376829816,-0.1336602824,0.5404074382,-0.6009363532,-1.264492154,-1.06718564
0.5597045516,-0.2145645417,0.7292308049,-0.5095641017,-1.433667541,-1.188001752
0.5852671551,-0.2526405899,0.5092424846,-0.4361961484,-1.466947675,-1.252920508
0.2690409589,-0.2625879834,0.2389841127,-0.3653741479,-1.418583035,-1.256616235
0.3200099525,-0.1133266656,0.06218553028,-0.2780519128,-1.338242412,-1.203571796
0.2416772973,0.06895458602,-0.2121978126,-0.1671908796,-1.265142322,-1.128722906
0.165751411,0.2023600169,-0.3766892866,-0.03097729944,-1.323479891,-1.065837622
0.2880855589,0.4184983838,-0.7724731497,0.1335863471,-1.470355034,-0.9840685725
0.3282983998,0.5240323497,-1.149991288,0.1985504627,-1.64046216,-0.9814662337
0.4241274027,0.3691223585,-1.38865333,0.2392755151,-1.667473316,-0.9424248338
0.9969911494,0.146058284,-0.9854121361,0.1831581146,-1.684805155,-0.8769509196
0.953580243,-0.1655963665,-0.2740869902,0.05050100386,-1.70435977,-0.8407982588
1.04059882,-0.2892211388,0.3281850757,-0.1380270422,-1.755922914,-0.7832586765
1.222855814,-0.3203540898,0.9089286159,-0.3327291608,-1.803033233,-0.7192698121
1.260248483,-0.402882297,0.8485457511,-0.5183442831,-1.751388788,-0.6898060441
0.8878452036,-0.6583908435,0.7232768649,-0.6725440025,-1.611756325,-0.6843643785
0.7120740645,-0.5941669393,0.599697247,-0.7754304409,-1.478626847,-0.6584182978
0.7606438149,-0.4697834576,0.4181920943,-0.8461474776,-1.255236149,-0.6373699903
0.3805567026,-0.4922526252,0.289956175,-0.8675448298,-1.000338912,-0.6292155385
0.1536546574,-0.2932841504,0.2072340527,-0.8583989739,-0.7548817396,-0.6269100308
-0.0457425642,-0.08859247569,0.3311082696,-0.8312764168,-0.5783515573,-0.6224560142
-0.04752937455,0.05339052166,0.747472564,-0.7961828709,-0.5230496526,-0.6166865826
0.1030258555,-0.04297741033,0.9623679451,-0.7318885326,-0.5517700911,-0.6097402573
0.3658136723,-0.3645077043,1.045054412,-0.6472383738,-0.6517733932,-0.5824524164
0.6589215163,-0.6802188636,1.169665711,-0.5594260097,-0.7762917876,-0.5472989678
0.7661200544,-0.8312455106,0.9142436734,-0.4668132365,-0.8479835391,-0.5042670965
0.7799016923,-0.8781400213,0.5745113678,-0.3747214079,-0.8219923973,-0.4611263871
0.5801639137,-0.6787729026,0.3109031015,-0.2825009227,-0.6737163663,-0.4212554097
0.3997388844,-0.2769026322,0.07901157739,-0.209575668,-0.4209888279,-0.3774538934
0.1394841663,0.03932144511,-0.1580675785,-0.1279942542,-0.09991148114,-0.3236308694
0.05908858718,0.2631497089,-0.4652513671,0.02451110072,0.1959620863,-0.2432818264
0.00586158551,0.3254840731,-0.7154740822,0.2203945816,0.4209331274,-0.1506184787
-0.02800539358,0.2942912086,-0.8415303194,0.4156380296,0.5264531374,-0.06769149005
0.05536839761,0.3976797599,-1.065379991,0.6249086857,0.4819402695,-0.0001497326884
0.1245750587,0.4487548442,-1.258496087,0.8090971708,0.2685196102,0.02905182727
0.3770563663,0.2818715066,-1.128672606,0.9181141853,-0.1415914893,-0.01680221222
0.8231391418,0.03427694813,-1.350668759,0.9437168241,-0.4139378965,-0.1149219871
0.6932279097,-0.1737739739,-1.332969436,0.8837559819,-0.4422736764,-0.1818863899
0.237849848,0.07261179335,-0.7669061633,0.7735262513,-0.3274857998,-0.2162562162
-0.06357318524,0.3883437763,-0.330156668,0.6444374919,-0.09784566611,-0.2440540195
-0.4650011918,0.5334571806,-0.1137713406,0.5269746184,0.1328951269,-0.2542072833
-0.6637687371,0.7184218261,0.00766191293,0.4554842114,0.338334322,-0.2341244072
-0.7301690356,0.8190224272,-0.3057458648,0.4416585863,0.4911682606,-0.1723569334
-0.9516906299,0.7262183252,-0.7168254968,0.4494272768,0.5448996425,-0.05367343128
-0.9922887438,0.7028402261,-0.9322785118,0.4528643489,0.4659194946,0.0944622457
-1.040464746,0.7199655484,-1.079968489,0.459130764,0.318859458,0.211394459
-0.8754851959,0.8287060552,-1.047484854,0.4519638121,0.2006489635,0.2692448497
-0.7835074617,0.8255962527,-0.7082470536,0.4315426946,0.1705390066,0.2297443151
-0.6966371337,0.8832096527,-0.0704641138,0.402669847,0.1480267793,0.1742027551
-0.6416045439,0.8226238127,0.4711725739,0.388160944,0.09692844003,0.1122736037
-0.6621699967,0.7447314486,0.5238356581,0.3971209228,0.06200820953,0.06208126619
-0.8094712665,0.5747694342,0.6969348014,0.411788553,0.01614537835,0.01482853666
-0.9015149786,0.7458616217,0.8841255985,0.4083461463,-0.009449166246,0.03258023784
-0.9532249998,0.8918465481,0.9027098875,0.3575631082,0.07048667967,0.09184462577
-1.106026474,0.6087870008,0.5060521641,0.3231287599,0.1811789423,0.1703238487
-1.064557131,0.5987811551,0.08771043216,0.3296212852,0.2459933609,0.2332191914
-1.227018122,0.8816342201,-0.223158767,0.3918662667,0.2694196701,0.2596787512
-1.360226276,1.202376432,-0.5191945543,0.4715861082,0.2878149152,0.2680346966
-1.313619131,1.262057579,-0.7163204699,0.5431442857,0.3047600091,0.267895937
-1.03917098,1.146221122,-0.7256751582,0.5850310326,0.2620311677,0.2677206993
-0.6458535796,0.9435109767,-0.7081891859,0.5856559873,0.1741015911,0.2403649837
-0.4418489373,0.8196142556,-0.3997375692,0.5550423861,0.05221802741,0.214542985
-0.4136855767,0.798848531,0.2524053198,0.4797646999,-0.1014308557,0.1742179245
-0.3536964605,0.8822352547,0.9959773692,0.3617427051,-0.2468671501,0.1189080626
-0.2260316191,0.7673983307,1.378454592,0.2105097622,-0.3332736194,0.06669918448
-0.2737654301,0.623115532,1.483349383,0.06822797656,-0.3365375698,0.03484059498
-0.3945589245,0.4896449269,1.428937994,-0.0425975658,-0.3094917238,0.01735294051
-0.4357544198,0.5495809247,1.246757134,-0.1112594455,-0.2836108506,0.01372651383
-0.5287824668,0.7255065237,0.8968079699,-0.1202611625,-0.2150715888,0.003007817548
-0.6512406064,0.8718041693,0.4676192653,-0.09560827911,-0.1536542922,-0.02450716309
-0.5256528635,0.920173648,0.256377146,-0.05002821237,-0.1173633337,-0.05729227886
-0.4135019637,0.894958835,-0.002426350364,0.005462477449,-0.08708079904,-0.07270186394
-0.3269080415,0.816372205,-0.2161117711,0.09076017141,-0.05930301175,-0.07436155528
-0.183074667,0.717524585,-0.3502601293,0.1983409524,-0.07301935554,-0.08536067605
-0.004174143879,0.625291707,-0.2190396413,0.2976346016,-0.1034614071,-0.09821241349
0.08592011467,0.6480094425,0.05528174224,0.3554976583,-0.08667843044,-0.09889338166
0.06548391424,0.6497223839,0.4191016104,0.3573739827,-0.03444363922,-0.09885450453
0.1059969072,0.6071583766,0.72222531,0.3145514429,0.08064433187,-0.07995032519
0.04918554426,0.5297635868,0.6574269669,0.2588248551,0.2254511267,-0.05995436013
0.01509410876,0.4269315734,0.6185024852,0.1870510578,0.3370951116,-0.02423471399
0.08399141163,0.3575564238,0.7608867569,0.1160689145,0.4158123434,0.02947816253
0.1665337204,0.1967187961,0.9057061467,0.05226463452,0.462092489,0.0862929821
0.2573285285,0.03537000407,0.9614800563,0.02755561098,0.4959967732,0.1420200169
0.2498256055,-0.08110328898,1.149551728,0.01502357516,0.4369361103,0.1842952967
0.4514917949,-0.2214069549,1.331350895,-0.0005457358202,0.3409239054,0.2262747139
0.3982809407,-0.2443219666,1.275676939,-0.02654084936,0.229820013,0.279256165
0.2803786377,-0.3462427104,1.035387004,-0.05891240388,0.1511862874,0.3298603594
0.153699008,-0.4140805674,0.7794932576,-0.1042173058,0.09577894956,0.3798668087
0.06079276075,-0.350452437,0.8038058611,-0.1516959071,0.04575342685,0.4072114825
0.01421279588,-0.3031003188,0.7004337495,-0.17264992,0.04542639107,0.4311959147
0.00506663574,-0.414084659,0.6946838076,-0.1693194062,0.05451695621,0.4495043457
0.08400536709,-0.4778866846,0.6784469586,-0.1479621828,0.07484672964,0.4604872167
0.110017541,-0.5686258169,0.5186591322,-0.1089503542,0.1345122159,0.4677865207
0.05249013876,-0.6819996826,0.1771989799,-0.04928702489,0.2000717819,0.4778804481
0.01537760187,-0.7521613063,-0.05720365021,0.02048197947,0.1828330159,0.5002925396
0.1295216483,-0.8641191678,-0.3033715369,0.1127306819,0.07821340114,0.5333985686
0.1026351757,-1.045376191,-0.6480325311,0.211496219,0.005530986004,0.5617076159
-0.06635353668,-1.037033895,-0.6522685612,0.2901481688,-0.01839378662,0.5882579684
-0.2289372774,-0.983520331,-0.2251730295,0.3200178444,0.01490736566,0.6083120704
-0.328767844,-0.8807859327,0.266375393,0.290050894,0.1038391069,0.6135510206
-0.5263843927,-0.8529141754,0.5780985786,0.2226683795,0.2563335598,0.6272138357
-0.6068749566,-0.7598512763,0.6629653118,0.1290097982,0.4217565954,0.6288160086
-0.7084449873,-0.7391834591,0.6123258424,0.04052362964,0.5795522928,0.624581635
-0.6591894465,-0.7780334142,0.5832721819,-0.044836808,0.6868137717,0.6158041358
-0.5349887741,-0.8471601419,0.5803127476,-0.1096491739,0.7129479051,0.6180251837
-0.4071074404,-0.9403191949,0.5083768076,-0.1395165324,0.6671490073,0.6285792589
-0.3191182644,-1.003511856,0.3426724507,-0.1391875446,0.5726097226,0.6383709311
-0.3656904113,-0.9780006908,0.1454828222,-0.1117676347,0.4391861558,0.6539824009
-0.4154571164,-0.8958400017,0.1019961471,-0.08426723629,0.3134237528,0.6856429577
-0.4117454024,-0.7972174226,0.1733119093,-0.0698672533,0.2220485508,0.7151688933
-0.4425194204,-0.7604428125,0.271117619,-0.06471937895,0.1878013909,0.7392834425
-0.4627954984,-0.7304045248,0.2228255896,-0.06554096192,0.2115123123,0.7469202876
-0.6051415204,-0.6085279114,0.05657002848,-0.05365341529,0.2242883295,0.7476778626
-0.7782960107,-0.5335287846,-0.06863982098,-0.02794485912,0.2114601433,0.7355737686
-0.8474925888,-0.4946408355,-0.1103992338,0.01692514308,0.1771562397,0.735927999
-0.8970032003,-0.5168368852,-0.06857552358,0.06324523687,0.1685893834,0.741800487
-0.9548005786,-0.5280483073,-0.03489537229,0.1055856049,0.1972548068,0.7597448826
-1.013593398,-0.4447928087,0.007338672325,0.1379054636,0.2536640167,0.7951326966
-1.023987877,-0.3169768684,-0.08089841405,0.1656797975,0.3361164033,0.8249153495
-0.9940310575,-0.2685252645,-0.25066286,0.1946014613,0.4312170744,0.8484739661
-0.925022184,-0.216701846,-0.3783253634,0.2217202634,0.5167263746,0.8596675396
-0.8767039241,-0.1940326258,-0.4779010054,0.2426436543,0.6042602062,0.874743402
-0.8387963644,-0.1829497985,-0.4479711465,0.2486154884,0.6766846776,0.8796200156
-0.7388168177,-0.09455109183,-0.2833282813,0.219315663,0.7967133522,0.8663867712
-0.6740780228,0.01580138024,-0.01321603993,0.1816300601,0.8761067986,0.84699893
-0.6072815646,0.1754281708,0.2689367679,0.1470867246,0.949297905,0.8515979648
-0.6681285398,0.3720443834,0.3725649001,0.1370761544,1.046283841,0.8722871542
-0.6867482654,0.5687114494,0.1415250245,0.1726298928,1.148989201,0.9021763206
-0.7070951801,0.660594491,-0.1781570113,0.259777844,1.26759553,0.9303511381
-0.7055992425,0.6966647523,-0.4073024515,0.3853919506,1.335649133,0.9770768285
-0.5376910919,0.7998702752,-0.42181613,0.5292406082,1.223535538,1.048122764
-0.2943207452,0.8396960897,-0.6376449926,0.6863516569,0.9501153827,1.129234195
-0.06001680794,0.8133890975,-1.217426994,0.8132139444,0.6649754047,1.176455617
0.1372057182,0.762994835,-1.601405269,0.8493136168,0.4353094399,1.199429154
0.4827724838,0.7924024236,-1.743375699,0.7994334698,0.2796113193,1.177204967
0.8369989595,0.805938197,-1.697482547,0.6798703671,0.3026633561,1.09262836
1.164262098,0.7065270979,-1.332552672,0.4979016483,0.542943418,0.9723892212
1.360301241,0.6569561345,-0.4090583553,0.2720112801,0.8794178367,0.8615162373
1.543708721,0.7185711714,0.6925397813,0.03242672607,1.151801705,0.7894753814
1.536091377,0.6857572816,1.243537587,-0.1603978425,1.332870007,0.7396140695
1.376002084,0.5890203701,1.219286943,-0.2769540846,1.413195252,0.7098585367
1.255972267,0.6559089636,0.7920973032,-0.3117863536,1.432320476,0.72467345
1.145684312,0.7650228337,0.421602195,-0.2931850255,1.384212494,0.7668801546
1.079295704,0.7684285505,0.1454798996,-0.2312143594,1.314197659,0.8462668657
1.11356425,0.8201987775,-0.05467559304,-0.1462968439,1.214523911,0.968034029
1.263538173,0.9936837053,-0.1617097343,-0.03274923936,1.094482422,1.132285595
1.281720749,0.9336913012,-0.5033779764,0.09786328673,1.094672561,1.283614993
1.238331104,0.5903881514,-0.7576373997,0.2154525071,1.145970345,1.415913343
1.323655372,0.4620543247,-0.381413977,0.2860226035,1.194956064,1.547245741
1.372532216,0.4288748164,0.3101210112,0.3440233469,1.191642284,1.663135648
1.231688744,0.3108279904,1.072545645,0.5695778728,0.9514130354,1.775135279
1.0395941,0.1126534425,1.153618831,0.8394210935,0.8680595756,1.796487927
0.6224510767,0.263987621,1.05978787,1.039114118,0.6640920639,1.681957245
0.5448723086,0.5092699571,0.9882973361,1.050954223,0.4177590013,1.369999528
0.6819651228,0.5985185586,0.5527765059,0.9272142053,0.3232982457,1.188491464
0.2551329181,0.5860781792,0.3054255468,0.7488529682,0.2767357826,1.151203394
-0.1720489037,0.2239405651,0.3562415418,0.4837496281,0.09732763469,1.093930364
0.04823620764,0.01157382568,-0.2048842747,0.1514422297,-0.04626095667,0.977175653
0.02427314825,-0.1029974331,-0.7764502367,-0.1834297627,0.05219450966,0.8161215186
-0.1026634519,-0.1512403628,-0.483405448,-0.4007098675,0.2076189816,0.6674204469
-0.04144764348,0.1445139771,-0.01382452721,-0.4775623083,0.375585109,0.5614388585
-0.1144268819,0.4912482704,-0.2876747861,-0.4349783659,0.5899785757,0.4446746707
-0.3602498276,0.7184019523,-0.9650666827,-0.3070339859,0.8839651942,0.2930643857
-0.6864463598,0.8397671091,-1.261216452,-0.1181056201,1.236643672,0.0371559225
-2.317634407,0.1749991318,-1.257676587,0.05127507448,1.608843803,-0.3811078966
-2.954572274,0.09542144493,-1.106461943,0.1775909364,2.004650831,-0.8446196318
-3.328370516,0.5348313916,-0.6042693772,0.2292741239,2.468516111,-1.293295503
-3.059790306,0.8255106202,0.1088245319,0.1888633072,2.939032555,-1.643256664
-2.362239711,0.415546256,1.460541339,-0.05120141432,3.243433475,-1.955837131
-2.302691251,0.3994838867,3.524069613,-0.5090978742,3.557596207,-2.203772306
-2.020625537,0.8627376503,4.489173706,-1.016699553,3.771411896,-2.351918221
-2.342454814,1.202637714,3.724064947,-1.270172834,3.825125694,-2.489625931
-2.632554489,1.381811209,2.049678029,-1.231109738,3.728316545,-2.593494415
-1.553594301,1.957390206,0.712332277,-1.027688503,3.570679903,-2.56350255
-0.4640829079,2.0771716,0.1489712488,-0.7680348754,3.395279884,-2.425949097
-0.3846177415,2.167767232,-0.1417857212,-0.5215060115,3.128669024,-2.281536818
-0.5181558589,2.297162843,0.6275625745,-0.3337725699,2.747994184,-2.13517046
-0.01192892272,2.088004837,1.572536902,-0.2603468001,2.338449717,-1.920998096
0.474513701,2.06661645,2.167702935,-0.2481304854,1.905828476,-1.706151962
0.5769640217,1.871469726,2.772230671,-0.2518828809,1.524103522,-1.525978804
0.7641928127,1.676220564,2.216469012,-0.2361824363,1.328713059,-1.387047172
0.7924304806,1.139267504,1.250720192,-0.1888183802,1.280369759,-1.322268724
0.3916951325,0.7255787121,0.6919616892,-0.1109488606,1.303789258,-1.314481497
-0.2372182721,0.3168883134,0.7356395029,-0.05144638196,1.297637701,-1.377510786
-0.5849842465,0.01180471182,0.7824240504,0.01989117824,1.321143031,-1.468695641
-0.8122977951,0.01523205592,0.6145218912,0.1093536839,1.361602783,-1.571244597
-1.072558505,-0.07701601966,1.648245346,0.08054263145,1.386971235,-1.669416189
-1.022490113,-0.1281144849,2.895526211,-0.0732671693,1.28043437,-1.712941527
-0.478400187,-0.08569690038,3.764782742,-0.2529688478,1.040675044,-1.629239917
0.6074211192,0.03339885012,3.508998301,-0.3405812383,0.7740331888,-1.427245259
1.233446986,0.2006404996,2.431680035,-0.320563823,0.6277867556,-1.221213818
1.079250696,0.1277844492,1.989307439,-0.280667007,0.6291174889,-1.057759643
0.2857125461,-0.1883306878,2.475966336,-0.3489952683,0.8521204591,-0.9842514396
-0.6279045198,-0.3520169099,2.659532512,-0.5178415775,1.264147162,-1.022867322
-1.61208273,-0.6933862421,2.434855158,-0.715271771,1.742271185,-1.197831392
-2.369161327,-0.722955524,1.716540884,-0.840906918,2.175348759,-1.453145504
-2.318584986,-0.623521044,0.8216320252,-0.9029096365,2.533324003,-1.740976572
-2.007391377,-0.3519909717,-0.1665419768,-0.8818157911,2.757596731,-1.97961998
-1.097988129,0.09883910788,-0.5485737935,-0.8077629805,2.8064816,-2.132399321
0.04649988537,0.4017681983,-0.4563800784,-0.7138172984,2.634166956,-2.181815624
1.11288993,0.7238312839,-0.158428813,-0.6290161014,2.32483077,-2.104869366
1.730463026,1.143028025,0.3921569048,-0.5504972935,1.937155604,-1.979789853
1.705785681,1.43551781,0.7547025153,-0.4879297018,1.597234607,-1.852170229
1.42105104,1.410433492,1.168854979,-0.4447300434,1.315513611,-1.752227426
0.9371505017,1.309387485,1.616075891,-0.4589619637,1.144037962,-1.698801637
0.2379559387,1.326807845,2.005978588,-0.5387454629,1.053388596,-1.71054244
-0.3400970473,1.347891696,2.433976037,-0.6746114492,1.01926899,-1.78469491
-0.7989420545,1.339954327,2.737523515,-0.8302178383,1.036848307,-1.895143151
-1.117355678,1.473542421,2.831211268,-0.9855091572,1.129168391,-2.001302719
-1.066414595,1.792179916,2.721097281,-1.133387566,1.258435845,-2.088681221
-0.7963000155,1.908993547,2.536547353,-1.247313142,1.372440338,-2.175879717
