accelerometer.x,accelerometer.y,accelerometer.z,gyro.x,gyro.y,gyro.z
-0.04035612192,-0.08367723112,0.167495332,0.03420950845,-0.06764040142,-0.05483349413
-0.0396487043,-0.1156920795,0.1702764872,0.026231803,-0.04350565746,-0.06432961673
-0.02095890914,-0.1664542985,0.1830114656,0.01453919429,-0.02105600759,-0.06475333124
-0.007284311789,-0.1771943037,0.1739320871,0.005938621704,0.00573910214,-0.06934396923
-0.0109989484,-0.1223269875,0.1733487342,0.001322831027,0.02113217302,-0.07552330196
0.02410962825,-0.05271744471,0.1801321107,-0.01044203341,0.0263536498,-0.08011460304
0.08832549532,-0.046583472,0.0834603735,-0.000717766583,0.02004595287,-0.07614542544
0.1073065285,-0.06652385174,-0.0499988334,0.01544126868,-0.04185944051,-0.07329390943
0.145825352,-0.07667991958,-0.08613514566,0.04579650983,-0.09707342088,-0.06084256619
0.1569998031,-0.02231061601,-0.1871586484,0.08526774496,-0.1173897386,-0.04334438592
0.1799738514,0.09621347209,-0.1058978308,0.1129739434,-0.1168901324,-0.0255680494
0.1945401369,0.1889262426,0.03854337341,0.1101240963,-0.08648389578,0.02619166672
0.4732904428,0.4896826286,0.2212485495,0.06460614502,-0.05959742516,0.09831193089
0.6071538466,0.4898977326,0.4179892652,0.01977680251,-0.04423475638,0.1615363061
0.5350689997,0.389852135,0.4160217645,-0.02482395433,-0.02037602663,0.2122921646
0.4180078238,0.3823690858,0.343895855,-0.05512865633,-0.008709900081,0.2414922118
0.3599893501,0.3509831829,0.2290957559,-0.05740193278,-0.0007904588711,0.2740139663
0.4178428425,0.4237947366,0.1165133328,-0.04123539478,0.005774415098,0.2913295627
0.353465209,0.4205173224,0.01917524059,-0.01998070627,-0.01706325635,0.2952446938
0.2999475538,0.2948801874,-0.06007014556,0.003782481654,-0.04188580438,0.2992764711
0.2762789473,0.186747145,-0.03498480414,0.01065716613,-0.04479344562,0.3029026389
0.2769284973,0.1768254704,0.07377718387,0.00153008569,-0.02743098326,0.3006151021
0.2405630524,0.1890215196,0.1127455047,-0.01248772908,-0.006867652293,0.3041784167
0.2411284312,0.1955903766,0.1269429569,-0.02257245779,-0.0136399772,0.3082172573
0.2550911979,0.166025844,0.1381803902,-0.02459912375,-0.02718295157,0.3164107502
0.2399419979,0.1145879177,0.153396664,-0.02375230752,-0.04270302877,0.308557868
0.137585493,0.04038461736,0.1638648666,-0.01855435036,-0.07075996697,0.2902536988
-0.01797346359,-0.07331658062,0.1953758571,-0.0143509591,-0.1214817613,0.2543964386
-0.1586154216,-0.2435615036,0.2979232084,-0.02145174518,-0.1394594312,0.2264694721
-0.2001543966,-0.241783388,0.3521037114,-0.03905352205,-0.1024828032,0.2057642639
-0.2737602425,-0.22770927,0.367740841,-0.06794562191,-0.0707333982,0.1826203316
-0.3525090043,-0.3149848178,0.3569061432,-0.1090153083,-0.03470015526,0.1695651412
