accelerometer x,accelerometer y,accelerometer z,gyroscope x,gyroscope y,gyroscope z
-5.7760115,-8.104373,1.5753847,1.0952386,-1.3146676,0.14274088
-3.7600937,-8.671799,-0.4309563,1.2015291,-0.6683721,0.8556206
1.496376,-14.053964,-2.791639,-1.0220203,-0.30246383,0.24109018
-9.872491,-16.207548,0.2896984,-3.1319487,1.7530978,-2.6018767
-5.7664347,-10.912771,-3.0178912,-2.6799085,-0.08682839,-1.6776376
-1.5921441,-4.894945,1.1085154,-3.9908254,-3.3317444,-0.8602998
-3.4919431,1.6124948,1.5059528,1.224742,-2.500357,-0.17185472
-6.0250087,-16.537949,-10.836157,-0.21018042,-0.51443404,0.08593041
-14.518439,-21.153969,16.625336,2.8331504,2.3364742,0.4622234
-5.839458,-11.620258,3.8833952,4.00479,-0.8388035,1.3901278
-1.745373,-6.009446,0.664391,0.8289014,-2.5614433,0.6503699
-2.4552538,-8.02297,0.9552865,1.8288877,0.011520919,0.355322
-2.4672248,-12.788629,-2.1787236,0.64136577,1.4275066,0.4329019
-1.4556746,-13.056779,-0.11252748,-3.2180808,0.14102435,-2.799797
-13.8241205,-7.6710224,-11.162966,-0.6793249,2.2937136,-1.5945599
-0.2825158,-5.3725886,-0.5243302,-3.5772696,-1.4832664,-0.84991515
-2.2002714,2.2457612,2.372654,-0.71536595,-2.5822127,0.23009461
-11.220427,-16.159664,-24.115597,0.47826472,-0.37760025,0.42190632
-12.624625,-4.787206,9.836577,-0.1313788,2.8502119,-0.35939035
-7.739257,-12.3876,3.4261026,5.518514,5.473878,2.522672
4.4699745,-13.078327,1.8686744,1.891196,-3.179028,-0.6067908
-1.42455,-7.303512,0.5602432,0.31272024,-0.03123965,0.45122784
-0.18674773,-12.842498,-4.655525,0.40373915,1.2369165,0.7853711
-1.4101849,-11.046846,-1.2401965,-1.708633,1.9669006,-1.4277936
-11.579556,-12.8209505,6.757634,-1.155189,4.3926463,1.9661736
-0.8331822,-7.026982,-0.61530983,-3.0549798,-0.14058451,-0.88656706
-5.032612,0.58897364,3.9360676,-1.1906191,-1.7691513,-0.051514264
-0.6871359,-13.310564,-12.909535,3.8233628,0.08848994,-0.32823622
-2.730587,-2.9400797,0.44891283,-0.8937386,1.2356949,-0.324571
-9.070433,-9.572019,6.3865333,3.2534256,2.7036042,1.1274557
-1.4640543,-9.299079,-0.78050977,3.1361394,-1.199214,1.2673438
-1.2126632,-8.12592,-3.1435869,1.891196,0.31512094,0.34554815
-5.865794,-10.414778,-6.495469,1.5656048,-0.50466025,0.4695538
0.053869538,-12.989741,-5.445612,-0.33113173,0.0891008,-0.70391834
-11.835736,-15.873557,5.457583,-3.979219,0.7079073,-2.0649261
-4.0138793,-7.6482773,1.8303672,-3.20342,0.037788123,-0.70697266
-1.3215994,-2.7605145,2.5270798,-3.4001186,-2.2523456,-0.45040926
-0.16280572,-1.3634979,-1.9883845,3.4574547,-2.010443,0.39991516
1.6591818,2.8874073,2.098518,-0.14603956,0.6834727,-1.0569985
-7.2987237,-10.620679,-2.124854,2.7738965,1.4097915,-0.5915191
-4.8853683,-10.890026,0.48243165,2.245498,-0.7392325,0.9613003
-2.8299465,-9.329007,-2.0805612,2.0677361,0.7030204,0.22765115
-5.0493712,-9.050082,-0.23582886,1.2797198,0.1770654,0.34860247
2.8993783,-15.569493,-1.3467385,0.085478365,0.5270912,0.6039442
-6.8342485,-13.861231,-0.1340753,-3.1423335,1.4953126,-2.641583
-8.087613,-11.240777,-5.0745106,-1.6860309,1.439113,-1.285462
-0.8858546,-4.607641,3.2213984,-4.5601516,-3.0128727,-0.83220005
-0.7218518,-0.70509243,1.3096284,2.2015157,-2.0538144,-0.08755532
-2.2744915,-22.014685,-15.569493,0.1972667,-1.4282885,-0.515161
-16.676811,-11.86327,12.361263,1.0915734,3.9913082,0.7462758
-8.726865,-12.229582,3.039439,5.891142,3.5606482,1.8543853
3.6355953,-9.434352,2.0757728,0.4471106,-0.090493575,-0.55914325
-2.420538,-7.8709383,3.855862,0.4568844,0.0628336,0.2478097
-1.3443443,-11.105505,-0.33159694,0.6865698,1.1556715,0.70107174
-2.6288335,-12.0967045,-0.5434838,-0.75079614,1.6266487,-1.358155
-14.494497,-15.808914,8.713697,-2.7623754,1.7940257,0.20871432
-2.268506,-7.381324,1.3383588,-3.1545508,0.22226943,-0.24576941
-1.8303672,-2.8311436,2.5677812,-1.9419835,-1.2920655,-0.08633359
-0.31124622,-4.831499,-4.924873,3.351164,-0.8724011,0.14090829
-6.8091097,-13.218388,-5.0601454,-1.2199407,-0.22793825,-0.873128
-15.711948,-8.294712,14.229938,3.2033346,3.2399437,0.38769785
1.5741876,-10.74398,3.7696705,4.9669027,0.600395,1.6173697
0.011971008,-6.4427967,-4.292804,1.7030495,2.3535783,0.63265485
-3.620033,-8.707711,-1.0151415,1.3401955,0.08360302,0.39624998
0.80325466,-14.626178,-2.906561,0.10991297,-0.43624333,-0.039296962
-10.181343,-13.898341,-2.4636335,-3.897363,0.8410759,-2.202371
-7.551312,-10.127473,-4.4783545,-2.1954923,1.652305,-1.0301204
-0.46567222,-6.465542,2.4624364,-3.352471,-2.0306015,-0.45040926
-2.5366566,2.0733786,1.5861586,1.3420281,-1.7874773,-0.035020903
-5.0122614,-15.986085,-9.202114,-1.3616614,-3.7972238,-0.18407203
-7.192182,-8.462306,-0.7254431,2.3365169,1.652305,-0.08999878
-6.9144545,-11.09114,0.997185,3.9009428,2.627246,2.1335506
-1.0342951,-9.712079,-0.36032736,0.095863074,-0.3659938,0.19099924
-2.9592333,-7.8625584,1.922544,1.3682953,0.41469198,0.48116025
-1.3156139,-12.227188,0.8403648,0.43733674,0.56496483,0.56362706
-1.590947,-9.16261,-0.8355764,-2.111193,1.4439999,-2.006283
-13.854048,-10.350134,-0.1376666,-1.19123,3.8398135,0.22948374
-2.433706,-6.915652,0.736217,-2.8570595,0.02434909,-1.4980432
-4.938041,0.6967127,4.4807487,-1.4685628,-2.1173444,0.21299039
-0.30166942,-14.605827,-15.547946,2.1172163,-0.31773546,0.12624753
-3.252523,-8.285135,-6.6295447,-0.79111326,0.26503,-0.68864673
-7.1407065,-8.069656,9.0476885,2.8502545,2.0004983,0.21543384
-1.8088194,-10.990582,-1.8567034,2.803218,-0.29818776,0.50681657
-1.6519991,-10.178948,-0.6907272,1.4568708,0.25647786,0.47382987
-3.2848446,-8.37013,1.2078748,1.4745859,0.45073304,0.42801496
1.970428,-12.672509,-0.18674773,0.13679104,0.49043927,0.654646
-6.0956373,-11.760319,-1.4185646,-2.587057,1.5625077,-2.39235
-9.388862,-9.655815,-7.08564,-1.3207334,4.6595945,-0.3508382
-3.86903,-3.3171666,1.0390835,-3.2376285,-0.3226224,-0.4919481
-2.087744,0.37110126,4.177882,-0.6884879,-1.8626137,0.93381137
-9.706094,-20.343533,-24.818295,3.30596,-0.22549479,-0.16452435
-7.123947,-8.019379,2.9999347,0.20276448,1.8404515,-0.474233
-8.237251,-9.981427,5.439626,3.7268462,2.6632872,1.057817
-0.748188,-5.8238955,2.087744,2.1691399,-2.386736,1.3198782
-1.816002,-7.6171527,-0.61291564,0.97856337,-0.037959166,0.32966566
-4.107253,-9.967062,-8.773552,2.1233249,-0.58834875,0.5624053
2.9508536,-11.566388,-6.5696893,-0.18635668,0.22776723,-0.60190386
-11.972205,-16.266207,5.8442464,-3.5381742,0.4934936,-1.8547884
-4.459201,-13.166912,-3.5218706,-2.8478966,0.6627033,-1.4772737
-1.364695,-4.1706996,4.1934443,-3.8802588,-3.129548,-0.36672074
-1.5071499,-0.30885202,0.44651863,2.6999817,-1.5150313,0.06699359
1.3623008,-24.01504,-9.54209,-1.5461427,-3.0861766,-0.86396503
-3.7900212,-6.2943563,1.6472107,1.1123428,0.76288515,-1.1803932
-8.437167,-11.7303915,-0.37469256,4.8850465,2.9100766,1.5330702
1.9249382,-10.553641,2.9520507,0.028667895,-1.956076,0.39441738
-2.823961,-7.2388687,2.6024973,1.1141754,0.15385252,0.40724555
-0.20231004,-12.717999,-0.108936176,0.17894074,1.1159652,0.7273389
-4.280833,-14.611813,-1.3359646,-2.3451543,1.5228015,-2.87249
-10.575189,-4.8135424,-5.3701944,-1.5149887,3.7213056,1.2887241
-1.769315,-5.305551,-0.60693014,-2.8943222,-0.38615236,-1.0820439
-3.867833,-0.062249243,3.072958,-0.45696998,-1.421569,0.047445904
-6.467936,-13.517663,-17.804482,1.9327348,0.57351696,-0.15230703
-7.926005,-4.223372,2.64679,0.875938,2.0182133,-0.19567847
-7.493851,-6.7241154,10.33098,3.6382706,3.420149,1.0541519
-0.11133038,-7.547721,0.50038815,1.9021915,-2.585267,1.5465093
-1.7178397,-6.7564373,-1.5598224,1.2485658,0.2173825,0.44206485
-4.959589,-8.352173,-4.185065,1.9962648,-0.8351383,0.24292278
4.8853683,-11.68969,-6.1902084,0.13251498,-1.0941452,0.14579521
-9.487024,-16.85159,1.2210429,-3.4685357,0.7567765,-2.9470155
-2.2134395,-10.064027,0.23822308,-2.7605426,0.08482475,-0.99224675
-2.6312277,-6.179435,1.0079589,-4.268769,-3.3347988,-0.48400685
-1.0702082,-0.11133038,-0.20231004,1.5405593,-1.6769106,0.05050023
-5.771223,-23.81273,-13.29141,-1.6255553,-1.9004873,0.5960029
-6.6882024,-10.120291,12.077551,1.6883887,0.02434909,-1.041116
-8.546103,-11.751939,-4.59567,4.8001366,1.5948837,1.851331
3.1352072,-11.584345,0.34117374,0.576614,-2.5437284,-0.22133482
-1.2545617,-7.055712,3.2118216,0.53263175,-1.1900511,0.35898718
-4.1156325,-5.5581393,1.7645266,1.3084306,1.864886,0.25758356
2.160767,-10.5919485,-6.489484,-1.2358232,2.812338,-0.79371554
-10.140641,-16.662447,4.2305546,-3.0244365,-0.106376074,-1.1248045
-3.490746,-8.010999,0.12449849,-3.285276,0.26014307,-0.7521767
-2.9867666,-6.38773,3.4763808,-3.0885773,-2.8112872,-1.6715289
-3.6475663,-2.7269957,-3.6403837,3.4226353,-0.6341637,0.31439403
5.8454432,-5.097255,-6.5445504,-0.719642,0.79281753,-1.4766629
-13.029245,-2.066196,4.4196963,0.7720909,-4.2846947,-0.6788729
-5.9280434,-10.127473,-3.0657754,4.1746106,4.1012635,0.99062186
1.62686,-10.611102,1.5191209,0.097084805,3.9784799,-0.33067968
-3.6224272,-7.285556,2.0123265,1.4525948,0.16423723,0.08104349
1.3479356,-12.830527,-0.17836803,-0.04891199,0.36765534,1.053541
-4.4208937,-14.60463,-0.35075054,-2.360426,1.3004466,-2.6947281
-8.066066,-6.667852,-5.2744265,-1.350055,3.120825,1.1549447
-1.8782512,-4.572925,0.25857377,-2.708619,-0.058728583,-1.1034242
-3.0238767,-0.35434186,2.9724014,-1.1747366,-1.9664607,-0.25004545
-3.3913867,-12.497733,-12.684481,3.4256897,-0.82353187,0.055998016
-2.8335378,2.9759927,-3.1830912,-1.3036293,-1.072154,-1.435124
-5.8622026,-3.6822822,0.049081136,1.2302397,0.018240437,-1.036229
-5.5880666,-10.356119,0.01436521,3.3847616,-0.21755354,0.96740896
-0.4429273,-11.822568,-0.47405192,0.44283453,2.0408154,-0.42963985
-3.0909145,-7.765593,3.2740707,1.2180225,0.9840184,0.2936246
3.9432502,-13.633781,1.388637,0.03538741,-0.6964719,1.0278846
-3.9600096,-12.496535,-2.087744,-1.7043568,1.8496144,-2.0068939
-11.587936,-12.191275,3.894169,-1.4593998,3.3303518,1.0327716
-2.8514943,-7.7787614,1.2054806,-2.5088663,0.93026227,-1.0832657
-2.469619,-1.0426749,2.291251,-1.3561636,-1.5968872,-0.112600796
0.4441244,-7.1023993,-5.2397103,2.635841,-1.3415456,0.023011293
-1.553837,-0.7793127,-9.461885,-1.7953757,-0.42891294,-1.2274299
-4.4400473,-4.9081135,1.5897499,1.3084306,0.93698174,-1.0386724
-10.198102,-16.667234,1.067814,4.389635,0.7604417,1.2319136
0.075417355,-6.9623384,-4.8279076,1.0139935,2.0127156,1.2508504
-3.5362358,-11.378444,0.7410054,1.1917553,0.5710735,1.3168238
-2.3546975,-13.974956,4.5537715,0.7678149,1.5166929,1.2984979
-5.043386,-6.5696893,-0.008379706,-0.014703537,2.0347068,-1.9647442
-8.704121,-7.9691005,-1.1180922,-5.1068764,-1.8809396,-1.5994468
-3.9121256,-2.2146366,-0.58897364,-2.2944527,-0.9041661,0.3571546
-4.289212,-4.763264,-0.08140286,-0.19796312,0.58756685,-0.5713606
-1.0031705,-4.2880154,-10.593145,1.8747026,-1.1967705,-0.98797065
-7.752425,-8.025364,-12.8209505,-0.108776785,-0.24259901,-0.7992133
-3.3028011,-3.5458126,8.469488,0.3835806,0.121476665,-0.23599558
-8.056489,-7.8996687,2.7461493,2.9095085,2.6205266,1.8488876
0.077811554,-12.680889,2.4001873,2.2149546,-2.816785,0.2759095
-2.9724014,-7.369353,0.39983168,0.7519324,0.91071457,-0.13092676
0.10055647,-11.653777,0.7314286,0.84844905,0.29190806,0.7419997
-4.0785227,-12.285846,0.19632454,-1.059894,2.9650545,-1.6263249
-14.78659,-11.610682,-2.682703,-1.7159632,2.5136251,0.19283183
-3.1483753,-5.5270147,0.46447513,-3.0794144,0.25525615,-1.0172923
-1.1575965,-2.396596,2.9747956,-0.8271543,-1.167449,-0.19812194
-0.31483752,-11.365275,-10.551247,2.0017626,-1.6225436,0.34982422
-0.48003745,-5.282806,-7.07726,-1.5595818,-0.41608477,-0.5640302
-6.5122285,-4.0462008,-3.5996823,0.490482,1.7671477,-1.4809389
-10.340557,-10.517728,1.2294226,4.3835263,2.0658607,1.5678895
2.408567,-8.66701,4.856638,1.3524128,-1.9676825,0.300955
-2.148796,-8.343793,-0.2681506,1.4464861,-0.35866344,0.19771875
1.3587095,-14.104242,-1.5634137,0.3487613,-0.6665395,0.77437556
-3.2022448,-10.493786,-0.6943185,-1.5571383,1.7726454,-1.5707362
-11.352107,-9.617508,0.08379706,-1.1997821,3.1929073,0.66380894
-3.108871,-6.4284315,1.1827357,-3.0855231,1.0658743,-0.5854105
-3.0226796,-3.277662,2.8203697,-1.9853549,-1.6384261,-0.36610985
