accelerometer.x,accelerometer.y,accelerometer.z,gyro.x,gyro.y,gyro.z
5.521640438,1.278184538,0.7475938523,1.077340841,0.2891389728,-4.71077776
4.947800686,-1.339244279,-0.6943567676,0.3359448314,-0.46470505,-4.313625813
4.084325954,-3.189773361,-1.790320698,-0.4957857132,-1.200107694,-3.793652773
3.541202242,-3.652392626,-2.617247322,-1.200410604,-1.871156454,-3.299753904
3.394358069,-3.411919152,-2.606647602,-1.632816672,-2.374322891,-2.898810387
3.874474412,-2.345040447,-2.287625784,-1.804219127,-2.713187933,-2.609252691
4.497455504,-0.9842202959,-1.915708534,-1.948003054,-2.717102051,-2.54842639
5.501660311,0.2352694761,-1.685782173,-2.104982138,-2.407766342,-2.638597965
6.731280432,0.4142915798,-1.853124068,-2.101763487,-1.862068057,-2.746297121
7.99321,-0.4053407961,-2.453739014,-1.819702506,-1.332021594,-2.624946833
8.816678593,-1.277070439,-3.196238466,-1.460832596,-0.8604140282,-2.297021866
9.616699091,-1.707179181,-3.948635919,-1.071692705,-0.549900949,-1.907076716
10.25401032,-1.90348209,-4.392175221,-0.5463556647,-0.3741330206,-1.548439503
10.7670861,-2.185412195,-4.280637923,0.04827165231,-0.2051753402,-1.125577927
11.23270689,-2.180316333,-3.687001583,0.6113490462,0.01794048958,-0.6081012487
11.54455633,-2.207612921,-2.966349806,1.085179448,0.342918098,-0.1390165389
12.20878128,-2.076489463,-2.172155823,1.473825216,0.7370520234,0.3279235661
13.03971773,-2.061386002,-1.346053666,1.819768548,1.157176256,0.9255210161
13.16413789,-2.597525846,-0.8968173223,1.992437363,1.4949615,1.742962599
12.11260873,-3.113611328,-0.6883791545,1.862133026,1.823055029,2.721378088
10.89202649,-2.222065809,-0.9022349634,1.508773804,2.122275829,3.618999004
9.956787954,0.072258596,-1.279289576,1.142142057,2.327530146,4.293970585
9.390621221,2.739952788,-1.844100803,0.9328915477,2.315356016,4.715783119
8.470279815,4.995870013,-1.782475829,0.9632021785,2.25824523,4.949309349
7.306552847,5.932134964,-1.701346822,1.168337584,2.24533844,5.04807806
5.910571951,5.544191877,-1.734806316,1.329388022,2.227234602,5.164153576
4.892207394,4.846878306,-1.708412814,1.324341655,2.052751064,5.410104752
3.94396442,5.097461086,-1.514488033,1.114978433,1.630498409,5.673947334
2.477185648,6.035726271,-1.327185884,0.5218085051,1.208884478,5.778885841
0.824656926,7.277231476,-1.615701213,-0.2191479355,0.7610381842,5.643350601
-0.8578302968,8.346388063,-2.201184933,-0.7637198567,0.2449582517,5.30126524
-2.242063472,9.037933572,-2.335299389,-0.7772632837,-0.1876278371,4.877135277
-3.59896265,9.331716028,-1.834441871,-0.5058383346,-0.3294368684,4.389153481
-4.739112927,9.324614087,-1.433815244,-0.3214981854,-0.2441239208,3.86149025
-5.559650143,9.48909387,-1.106199785,-0.2527630627,-0.1391362101,3.347506285
-6.380066363,9.934898779,-0.7173176642,-0.3855717778,-0.0006711282767,2.741869211
-7.117796116,10.10738885,-0.9051835841,-0.6837723851,0.07115282863,2.080709457
-7.822835898,9.844639247,-1.276129943,-0.9457337856,0.1908715367,1.444599152
-8.130918681,9.894318931,-1.699599101,-0.9279702306,0.3923757076,0.83891958
-8.225269867,10.54739472,-2.080852335,-0.6810230613,0.5277435184,0.1840311885
-8.395908173,11.24725914,-2.685086933,-0.4607942402,0.4540911913,-0.6789156199
-8.478540863,11.57219837,-3.237752672,-0.4178346097,0.1969750524,-1.735344172
-7.63898389,12.13810324,-3.385192181,-0.5476641059,-0.1390999109,-2.917203426
-5.604688139,12.95162677,-2.836678885,-0.5888665318,-0.4414774179,-4.06902647
-2.916324085,13.20955875,-1.730208759,-0.4346238077,-0.4752164483,-5.081888676
-0.2978711859,12.31012452,-0.7506207989,-0.1806998551,-0.214817822,-5.68656826
1.682975299,10.89245903,-0.2164195219,0.2351950258,0.1533979475,-5.791165352
3.227906985,9.255251797,0.09646657006,0.9219478369,0.3726689219,-5.468726158
4.296053518,8.244760749,0.3757622349,1.677847505,0.2559105754,-5.084629536
4.775186111,6.892881445,0.8916913576,1.973769665,0.0553927049,-4.932979107
4.859204703,4.362342977,0.976137235,1.754096746,-0.1472901851,-4.872541428
4.979263161,1.582770126,0.6625269204,1.272003889,-0.3322327733,-4.665355682
4.924008307,-0.7322592128,0.0657736179,0.849788487,-0.5741024613,-4.256549358
4.587790439,-2.180765246,-0.7039844277,0.3972275853,-0.8588276505,-3.745687485
4.57103775,-2.535266081,-1.380610893,0.006669147871,-1.284774423,-3.225882769
4.56632738,-2.190747711,-1.502511764,-0.3170805573,-1.753207326,-2.893136024
4.882348263,-1.698178713,-1.136919625,-0.6958301067,-1.922268987,-2.749838591
5.554131087,-1.204552315,-1.095866023,-0.9070077538,-1.950453043,-2.696758509
6.585495996,-0.8058481806,-1.042722462,-0.8492423296,-1.970215678,-2.629724026
7.522071913,-0.7631856814,-0.773159963,-0.7034524083,-1.846338272,-2.526643038
8.471269996,-0.8102467078,-0.7495967166,-0.6213399768,-1.667794824,-2.361252308
9.330178735,-1.055935287,-0.7472025149,-0.5740956664,-1.502828717,-2.126124859
10.09711646,-1.088771973,-0.9027198243,-0.5085753202,-1.346623659,-1.879684448
11.00934587,-1.014637646,-1.002409156,-0.2628225386,-1.199072242,-1.647566915
11.36376838,-1.378227797,-1.266193363,0.0252839569,-1.042544842,-1.291512489
11.60300501,-1.013885951,-0.3556228254,0.2512463033,-0.1880423874,-0.9770624042
13.00915542,-0.711703916,0.9435399105,1.044769645,1.197430015,-0.3785950243
14.57158827,-0.8447662325,2.235563442,2.363445759,2.425149918,0.6272571087
14.33080851,-2.603573309,3.256621915,2.912790537,3.454570532,1.798491001
12.46190264,-3.110591104,2.567102066,2.394510984,3.79895854,2.782828808
10.08038978,-1.835512715,1.246303545,1.343449473,3.460471153,3.267466068
8.214083871,-0.312400062,1.292393096,0.3828390837,3.103808165,3.472741604
7.550770769,1.002093222,2.223396327,-0.08120678365,3.415133238,3.76647687
7.305508307,2.366186111,1.831797202,-0.1540767252,3.83062315,4.213037014
6.563327419,3.735193075,0.6757071583,-0.2600491643,3.963692188,4.534180641
5.260646738,4.7271162,-0.744321991,-0.6059001684,3.645130873,4.53283453
3.86927772,4.843902505,-1.843360214,-1.133032203,2.986824512,4.369728565
2.593257667,4.423401549,-2.55945915,-1.666947603,2.207301617,4.208566189
1.486851253,4.143238454,-3.160705965,-2.070534706,1.453742385,4.114767551
0.4026566715,4.252782532,-3.640430386,-2.265049696,0.7617041469,4.044001579
-0.7286603115,4.917617145,-4.209605069,-2.281118393,0.08622162789,3.872348547
-1.874942224,5.619999106,-4.407820533,-2.109504461,-0.4603686035,3.562522173
-2.506377841,5.700567265,-5.018434311,-2.056603432,-1.243159294,3.277181387
-3.092826899,6.028036301,-4.325964673,-2.038143396,-1.972786188,3.030018806
-3.723874977,6.426167604,-2.983015694,-2.014869213,-2.268743515,2.806227684
-4.466256356,6.929605202,-1.861723846,-1.984885812,-2.118489265,2.614909649
-5.263555319,7.530595996,-1.265223057,-1.910194516,-1.662305713,2.449550152
-6.333138023,8.480489075,-0.8604723357,-1.68674612,-0.9659366012,2.215325832
-7.367382287,9.639669632,-1.35669138,-1.3199507,-0.288179934,1.789021373
-8.115501332,10.45139635,-1.929511434,-0.7991161942,0.3067652881,1.093443751
-8.2198683,10.56229301,-2.530321318,-0.2489763945,0.7038758993,0.2789127529
-7.520548649,10.95883266,-2.770285382,0.1205209121,0.7841191888,-0.4985533655
-6.727889036,11.82646188,-2.90818374,0.2743682265,0.6087144613,-1.318669319
-5.799366662,12.59575933,-2.735021176,0.3543908298,0.3822056055,-2.371608734
-4.306709937,12.87188863,-2.380907587,0.5750066042,0.1463996768,-3.518717051
-2.420019408,11.29923132,-1.498306421,0.9074889421,-0.02546662278,-4.291413784
-1.021409917,8.94129223,-0.5186570864,1.111637354,-0.08309341967,-4.513505936
0.02289922955,7.642355997,0.1730596881,1.155810118,-0.1956129819,-4.342315674
0.911429785,7.942934688,0.7205550387,1.155036449,-0.3813520968,-4.238614082
1.847527563,8.29320943,1.250416241,1.114006042,-0.5534700155,-4.479513168
2.583720608,7.14951052,1.25920482,0.9285880923,-0.6104885936,-4.95660162
3.317629341,4.582099826,0.789736127,0.6829397082,-0.5948265195,-5.252183914
4.226129503,2.258065343,0.2628042565,0.5564813018,-0.5859158635,-5.221336365
4.866115798,0.1167746141,-0.2023345902,0.5973496437,-0.6583589911,-4.936698914
5.210815078,-1.75643801,-0.3250312878,0.6421430707,-0.7089855671,-4.378662586
5.506978876,-2.985219926,-0.6406485583,0.6746895909,-0.8051993251,-3.659886837
5.718831236,-3.243224966,-1.023559788,0.6178000569,-1.174360156,-2.9703269
6.022730011,-2.827719918,-1.291713004,0.2146912813,-1.625546932,-2.478236437
6.366960213,-2.161086147,-1.736561927,-0.393630296,-2.20753336,-2.226556063
7.181232523,-1.243064124,-1.964740276,-0.8896724582,-2.896037817,-2.214431524
8.20611976,-0.3356020739,-1.568551339,-1.226129293,-3.412030935,-2.207010269
9.41020855,0.4916600661,-0.6769801009,-1.31426847,-3.506751299,-2.24571991
10.53642207,0.7400982358,0.002512859604,-1.185311317,-3.119335651,-2.29947567
11.46373332,0.1619610788,0.3846279706,-0.8656959534,-2.288000584,-2.212212086
11.8936176,-1.255147361,0.2433437692,-0.4140547812,-1.311890244,-1.797592521
11.84239361,-2.848991839,0.1371300044,-0.03384705633,-0.2810771763,-0.9414089322
12.01641747,-3.240085499,-1.046453465,0.3663349152,0.3304649591,-0.04087514058
12.65144789,-2.213562184,-1.666240437,0.5460219383,0.3229902983,0.7836031914
13.05315121,-0.6172498548,-1.29593296,0.6317349076,0.08236692101,1.436680794
12.32280397,-0.3080442049,-0.4428898977,0.7965067625,0.01463738922,1.921630502
10.62731406,-1.346363171,0.2480008012,0.8779049516,0.3515402973,2.523129463
9.16927038,-1.6171745,0.4127978341,0.8459630609,0.9562730789,3.232294798
8.122208721,-0.5881424183,0.5006932674,0.7413384914,1.740299582,3.881650686
7.714327592,1.479641176,-0.06413607982,0.5427999496,2.439705849,4.389033794
7.12431412,3.509154953,-0.915644334,0.3443177938,2.902595043,4.705626965
6.38032706,4.81725649,-1.400884742,0.3446483016,3.254532337,4.93355751
5.320850739,5.268620201,-2.032359668,0.4871881902,3.547103167,5.116145134
4.099357811,5.147947995,-2.800999377,0.557954967,3.628706932,5.28893137
2.847599508,5.358595071,-3.84602427,0.4800606668,3.2864995,5.335072517
1.425458919,5.763899627,-4.751972117,0.2802988887,2.536334038,5.203668594
0.03713935183,6.017884325,-5.111885917,-0.0007861886406,1.554486275,4.939456463
-1.343544022,6.281482654,-4.69894283,-0.2199927121,0.5709557533,4.576668739
-2.70617619,6.491181636,-3.77715707,-0.4710818827,-0.1011788696,4.075269699
-4.186088,6.925825683,-2.720086642,-0.7694010139,-0.4188626707,3.458040237
-5.352088758,6.707462334,-2.304745553,-1.040274262,-0.4476368129,2.926932335
-6.42173459,6.949655472,-2.244273257,-1.145061374,-0.3716730773,2.568107605
-7.81038149,7.579653749,-2.222826272,-1.043869019,-0.2073277831,2.125861645
-8.878873476,8.318646069,-2.518111241,-0.8601081967,-0.1127995327,1.568141699
-9.523474863,8.970294453,-2.757220733,-0.690852344,-0.05133296549,0.7932563424
-9.320935106,9.28801308,-2.928349453,-0.5448759794,-0.04291285574,0.02317988873
-8.384658465,9.773367908,-2.341114213,-0.2876158059,0.03080842271,-0.6098744869
-7.649405331,10.17840592,-1.899929366,0.02297778055,0.1216572672,-1.236664891
-6.696693687,11.18234565,-1.819471681,-0.001961133676,0.1235127002,-1.882995605
-5.376327127,12.39339668,-1.99388483,-0.2061509043,0.04445428029,-2.704455376
-3.364149101,13.4174954,-2.051585908,-0.1373822391,-0.2054751366,-3.563184023
-1.369898945,13.04565063,-1.474122705,0.168542102,-0.3659654856,-4.326775074
-0.05946282732,10.37159158,-0.9220195681,0.5241730809,-0.2785514593,-4.726437092
0.9957686949,8.05655113,-0.631521249,0.8746134639,-0.2077855021,-4.615929127
1.948813516,7.247918287,-0.2148912894,1.203688502,-0.257989347,-4.291118145
2.555032858,6.858363089,-0.1340358377,1.361781955,-0.4540754259,-4.196430683
2.963124414,5.358164863,-0.2892994647,1.188614011,-0.7784777284,-4.230520725
3.091837888,3.005060353,-0.3786135327,0.7168973088,-1.073094487,-4.233329296
3.278341287,0.7889204267,-0.5782330187,0.1567719579,-1.267358303,-4.111101627
3.453934585,-1.071315811,-0.938492564,-0.3221718371,-1.338778973,-3.791751623
3.620893911,-1.791239274,-1.486550517,-0.629963994,-1.399051785,-3.395845175
3.877261705,-1.907550947,-1.999226483,-0.7664635777,-1.500044107,-3.053907633
4.267030253,-1.679196949,-2.517334996,-0.7766427994,-1.797606111,-2.790548801
4.701534015,-1.329820617,-2.651018074,-0.8363237381,-2.225252628,-2.668941259
5.172443554,-1.19924018,-2.480614454,-1.084917068,-2.625026703,-2.632521629
5.928660566,-1.264530106,-2.192647991,-1.31993854,-2.909213543,-2.60176301
6.954544413,-1.533375104,-1.863997344,-1.442748904,-3.093846321,-2.453304291
7.858182521,-1.929063106,-1.556759195,-1.658420324,-3.238428593,-2.1859231
8.627436709,-2.076212984,-1.066186631,-2.150665522,-3.155141592,-1.939220786
9.187686912,-2.102614669,-1.292587157,-2.843875885,-2.905938387,-1.709044337
9.628213587,-2.043039029,-2.608928699,-3.23573494,-2.743532181,-1.340752244
9.593485973,-1.751708643,-4.029763466,-2.937052011,-2.690056562,-0.8882287741
9.03162775,-1.320169576,-4.834264908,-2.190688133,-2.568599224,-0.4766467214
8.555715288,-0.5313683916,-4.911471482,-1.259281874,-2.277890205,-0.1930492669
8.703579453,0.2690706234,-4.376498343,-0.2375634164,-1.899083972,0.03849663585
9.536240821,1.601716819,-3.28218861,0.6049579382,-1.350840807,0.2067267746
10.60787637,1.705694495,-2.247056458,1.306764483,-0.843947947,0.4154511392
10.97147353,-0.2407610592,-1.296359953,1.898809671,-0.3793600798,0.9397214651
10.25214687,-2.641305366,-0.8533803316,2.116986513,0.05584520102,1.885384917
8.943154517,-2.678067117,-0.4920359137,2.011666775,0.5608640313,2.937269449
7.700591912,-0.570790886,0.445946655,2.00723505,1.493500471,3.801501513
6.873203516,2.195025242,0.6063564126,2.195425272,2.704171896,4.477112293
6.314541459,4.549208195,0.2234562887,2.599451065,3.76338315,5.012904167
5.576885356,5.853291144,0.1236371933,2.981949568,4.785075665,5.407888412
4.996667885,5.791278632,-0.6486886569,3.070239067,5.548968315,5.758473873
4.606917457,5.15305321,-1.747669304,3.065879583,5.36383009,6.172930241
3.020289486,5.374259089,-2.515800918,2.556347609,4.342722416,6.257697582
0.8464139998,6.513865177,-3.245475375,1.203040361,2.831152678,5.73134613
-1.217071605,7.427102304,-3.840463421,-0.4648968577,1.002472878,4.757092476
-2.56445009,7.385358088,-3.50209159,-1.780103326,-0.6556357741,3.874450445
-3.513863861,6.687132078,-2.293559266,-2.162617683,-1.578399539,3.429184437
