lsm6dso_acceleration_sensor.x,lsm6dso_acceleration_sensor.y,lsm6dso_acceleration_sensor.z,lsm6dso_gyroscope_sensor.x,lsm6dso_gyroscope_sensor.y,lsm6dso_gyroscope_sensor.z
-0.7062895,2.930503,9.589077,-0.21777347,0.6840927,0.48372892
-1.6424223,2.753332,11.585841,-0.15668693,0.49900055,0.07322747
-2.1667526,2.4492683,12.778153,0.022296581,0.27786732,0.39271
-0.9768343,1.3551182,15.783176,0.34422258,-1.1955396,0.09521862
-0.93134445,0.92895025,8.65055,0.8396343,1.7317266,0.9076694
-1.436521,2.3008277,5.9235544,-0.06505715,0.55886537,1.0341185
0.14844051,2.5785553,7.51091,-0.07727446,-0.5590181,0.2925281
-0.6703765,1.484405,7.6976576,0.3998113,-0.24808764,-0.08071057
-0.3854665,1.9656396,6.6154785,0.28252518,0.16668986,0.47395507
-0.17956513,2.779668,6.9099655,-0.41263947,0.036575556,0.43547055
-0.7254431,2.4540567,9.495703,-0.7272351,-0.3030655,0.28458685
-0.14604631,2.3511062,11.45416,-0.37720928,0.42875105,-0.0538325
-1.4987702,1.4676456,11.0734825,-0.91538155,-0.10331258,-0.4741078
-0.7469909,0.10534488,14.789582,-0.87995136,-1.4301119,-0.5070945
0.37349546,0.17238252,12.038345,0.58368176,-0.06971499,0.05429065
0.81402856,2.5689783,6.368876,0.8781188,0.20212004,0.40065125
1.3024458,3.9839516,5.992986,0.09560041,0.22350033,-0.6311002
-0.24420857,2.3535004,8.20044,-0.41996986,-0.7190648,-1.6133715
-1.1444284,1.4221559,9.364022,0.051618114,-0.24136813,-0.8870527
-0.7445967,2.5953147,9.972149,0.5177083,0.042073343,-0.118584216
-0.8451532,3.1747115,9.797373,0.3436117,0.43974662,-0.111253835
-1.4676456,2.9496565,10.939406,0.15241088,0.4629595,-0.17111863
-0.9504981,2.6647465,11.61936,-0.24709499,-0.07704538,-0.3458261
0.91219085,1.0869676,12.988844,-0.22876903,-1.3549755,-0.57490057
-1.3120226,0.2896984,8.090307,0.32834008,1.5869515,0.47090074
-1.9033904,1.661576,6.7806783,-0.089491755,0.2363285,1.1196396
0.30885202,2.0925324,9.05517,0.18845193,-0.790536,0.45013133
-0.06464344,1.99437,8.6936455,0.5177083,-0.042836927,0.2570979
-0.088585466,2.566584,7.3026147,0.009468411,0.43730316,0.15813774
-0.533907,2.5737667,8.866028,-0.46944994,0.058566704,0.023747386
-0.035913024,2.645593,10.8268795,-0.1328632,0.45196393,-0.29695687
-0.7278373,2.44448,9.948207,-0.08093964,0.42325327,-0.29145908
0.031124622,2.2146366,12.790125,-0.44073927,-1.0483211,-0.8290205
-0.16759412,0.29448682,12.845191,-0.08155051,-0.3470478,-0.87544626
-0.2825158,0.3184288,9.498097,0.50671273,-0.022067508,0.44768786
1.127669,2.4851813,7.094319,0.5543602,0.5808565,0.48617238
0.46686932,2.5210943,6.4502788,-0.1872302,-0.45394924,-0.53458345
-0.01436521,1.733402,8.111855,-0.41996986,-0.25480717,-0.81924665
-0.9983821,2.2888567,8.078336,-0.4596761,0.6120106,-0.17478381
-1.1994951,2.8778305,9.5531645,-0.4822781,0.3328452,0.036575556
-2.0039468,2.669535,11.676821,0.1328632,0.053679783,0.03718642
-1.1923125,2.554613,12.2203045,0.5354234,0.27908906,0.14958562
-1.922544,2.9712043,10.520422,-0.2049453,0.46234864,0.25831965
-1.067814,1.1300632,14.221857,-0.15424347,-1.1814897,-0.086819224
-1.1803415,0.58657944,9.608231,0.69058317,1.2076043,0.63766694
-1.0271125,1.7621324,6.692093,0.29168814,-0.030008756,0.80687666
0.110133275,1.7884687,7.1517797,0.16707164,-0.44784057,0.48128545
-0.37110126,1.472434,6.9482727,0.32895094,-0.23831381,0.1324814
0.093373865,1.9728222,5.8996124,0.18173242,0.0041996986,0.12759447
0.15322891,2.3511062,7.747936,-0.3295618,-0.40385827,-0.4356233
0.16519992,1.0223241,10.944195,-0.3643811,-0.30917418,-0.5950591
-0.24420857,1.4700398,10.996868,-0.4792238,0.6211736,-0.08926269
0.16759412,2.2864625,12.471696,-0.43279803,-0.7569384,-0.13080151
0.8714894,2.2002714,14.087782,-0.23609942,-1.0012845,-1.1161271
0.35913026,0.50278234,11.355998,0.4437936,-0.391641,-0.51320314
0.6631939,2.9951463,6.574777,0.6630942,0.85024804,0.041462477
-0.18435353,3.0023289,6.1797338,0.16584991,-0.3018438,-0.6885215
-1.0702082,1.970428,7.4295073,0.17440203,0.25831965,-0.8516225
-2.944868,2.791639,7.352893,-0.12492194,0.79588103,-0.51747924
-2.7246015,3.1124623,8.638579,-0.41386122,-0.082543164,-0.155847
-2.5115175,2.542642,12.696751,-0.42180246,0.03718642,0.46906814
-2.042254,2.8203697,16.139912,0.044898596,0.92233014,1.6132188
-0.9528923,4.2161894,13.936948,1.022283,1.2106586,1.9638554
-1.4269443,2.9257145,8.966584,0.87689704,0.34994942,0.6278931
-1.8698715,2.3654714,6.5915365,0.10293079,0.12515102,0.18318321
-1.8076223,1.6065093,7.439084,-0.1872302,-0.9524153,-0.061773747
0.19632454,1.5945383,7.723994,0.11942416,-0.50281847,0.19295706
0.04070143,2.4253263,6.4837976,3.05E-04,-0.06543894,0.2222786
0.6392518,2.96881,6.893206,0.009468411,-0.17295122,0.090331696
0.074220255,3.502717,7.558794,-0.13041973,-0.2120466,-0.25725064
0.16280572,3.0597897,10.185233,-0.41996986,-0.7147887,-0.7233408
-1.2473791,2.408567,10.893917,-0.75900006,0.20517437,-0.40569088
-0.90500826,2.858677,12.510003,-0.37110063,-1.125901,-0.14424056
-0.39504328,2.0925324,13.43656,-0.06811147,-0.83818346,-1.1949288
-1.2282255,0.4333505,9.522039,0.16462818,0.26381743,-0.12408201
-0.40222588,2.9831753,6.7112465,0.17745635,0.8899543,0.45868343
-0.89064306,3.5769374,6.9817915,-0.17256944,-0.060552016,-0.4472297
-1.0749966,2.2266076,8.504503,0.0571159,-0.11797335,-0.65736735
-1.4317327,2.3391352,8.109461,0.13958271,0.47090074,-0.24992025
-1.8148049,3.1364043,8.564359,-0.15302174,0.85391325,0.14042264
-2.813187,3.2393548,10.427048,-0.2049453,1.0573313,0.24365887
-3.2273839,2.681506,11.423036,0.02107485,0.64316475,0.36338845
-2.3894134,3.3399115,12.493244,0.19028452,0.028634308,0.78305286
-1.2785037,1.7836803,13.630489,0.074830994,-1.0507646,0.21372648
-1.7429788,0.93852705,9.474155,0.06078109,0.49472448,0.8832348
-1.1563994,1.553837,7.1469913,-0.32834008,0.20212004,1.1752284
-0.05267244,1.7741034,6.977003,-0.09743301,-0.11614075,1.0335076
-0.1316811,2.3511062,6.098331,0.355829,-0.20777054,0.7183012
-0.047884032,2.9903579,5.942708,0.13041973,-0.17478381,0.447077
-0.22505496,3.560178,7.537246,-0.40530908,-0.41118866,0.04024075
-0.6919243,1.8315643,10.881946,-0.5671884,-0.74716455,-0.22915083
1.1324574,1.8674773,13.70471,-0.31856623,0.101938136,-0.06666067
0.110133275,2.303222,11.839626,-0.8573494,0.5228243,-0.6286567
-0.23942018,1.0103531,12.873921,-1.2977833,-0.58772874,-1.2993867
0.076614454,-0.20829555,11.504438,0.28802297,-0.41179952,-0.35682166
1.1875241,2.1284454,6.8165917,1.2696834,0.86124367,0.2851977
0.17238252,3.028665,4.9395375,0.3930918,0.19417879,-0.5913939
-0.35194764,1.8722657,7.108684,-0.2996294,-0.264581,-0.8058076
-1.2880806,1.7238252,8.463802,-0.21899518,0.13614659,-0.38675407
-1.2330139,2.0087352,9.292196,0.22204952,0.37804922,0.015195273
-1.8555063,3.1292217,10.33128,-0.056505036,0.2680935,0.04512767
-0.866701,2.7006595,13.177985,-0.06261369,-0.34949127,0.27053696
0.6584055,4.498705,14.530709,0.3747658,-0.03795,0.55336756
-1.0486604,0.6607997,12.517186,0.17806722,0.042073343,-0.37820193
-2.054225,0.1412579,8.722376,0.17745635,0.9602038,0.72563154
-1.6017209,1.2449849,6.706458,0.21166481,0.44157922,1.0286207
0.033518825,2.147599,6.7256117,0.1572978,-0.24808764,0.69447744
-0.18674773,2.0446482,7.118261,0.27458394,-0.25175285,0.17768542
0.09816227,2.2098482,6.7806783,0.2556471,-0.1399645,0.17218764
-0.11252748,2.9783869,8.588301,0.121256754,-0.10209085,-0.3036764
-1.1611878,1.9033904,9.718364,-0.4615087,0.07200574,-0.22548564
-0.02873042,2.030283,11.317691,-0.87689704,0.08666651,0.062842764
0.17717093,2.4061728,12.361563,-0.7840455,-0.6152177,-0.39958224
-0.30166942,0.7302315,14.003985,-0.768163,-1.0159453,-1.053208
0.46686932,0.02633622,10.783784,0.18967366,-0.11675162,0.5759696
1.376666,2.705448,6.7136407,0.61178154,0.8783479,0.47395507
0.50038815,2.9233203,5.454291,0.025350908,-0.044058654,-0.7447211
0.05746084,1.6759412,8.257901,-0.12797627,-0.5272531,-1.2547935
-1.0462662,1.3215994,8.688857,0.014966198,0.31574097,-0.63965225
-1.2378023,2.372654,9.991303,-0.06505715,0.478842,0.02985604
-2.1691468,2.7629087,11.810896,0.0015271631,0.21311562,0.26259568
0.37349546,3.1483753,14.530709,0.6417139,-0.4881577,0.47762027
-0.2825158,3.0358477,12.864345,0.34116822,-0.20044015,-0.3739259
-0.6679823,-0.48362875,10.338462,0.10476339,0.33040175,0.05062546
-1.8339585,0.7422025,6.622661,0.013133603,1.2161564,1.0188469
-1.6472107,1.5753847,5.7511716,-0.07422013,0.04390594,1.0420598
-0.24899697,1.9919758,7.379229,0.20005837,-0.79786634,0.6120106
0.10055647,2.3918076,7.0655885,0.27091873,0.0322995,0.46357036
-0.08379706,2.743755,7.4223247,-0.33200526,0.078725256,0.24426974
-0.093373865,2.7629087,9.809343,-0.6588182,0.0139735425,0.042073343
0.49799395,1.9776106,12.031163,-0.54702985,0.070173144,-0.554742
-0.94331545,1.8171991,11.593024,-0.7510588,0.60590196,0.00908662
0.18674773,1.4891934,12.289737,-0.61483586,-0.4545601,-0.40324742
0.02633622,-0.50038815,12.4908495,-0.013133603,-0.76671225,-0.99517584
-0.20829555,-0.46208093,9.759066,0.6612616,0.14714217,0.101938136
0.1388637,2.2242134,5.4255605,0.46395215,1.2283736,0.27725646
-0.32800564,2.731784,5.291485,-0.30268374,5.35E-04,-0.56573755
-0.40222588,1.2401965,8.545205,-0.29718593,-0.26335928,-1.1204032
-1.8579005,0.61530983,8.791808,-0.2134974,0.6755406,-0.65919995
-3.3877954,1.1899183,9.830892,-0.48838675,0.5277112,0.53381985
-2.1212628,1.8890251,13.769353,0.0070249503,-0.89316136,0.8832348
-0.30645782,2.1045034,15.706562,0.840856,-0.67569333,1.263193
-0.6895301,1.079785,13.731046,0.49327368,-0.72822773,0.510607
0.074220255,0.19393034,9.737517,0.6630942,1.4391222,1.3505467
-0.93852705,1.6831238,5.696105,0.08093964,1.081766,1.1898892
-0.0047884034,2.1811178,6.1150904,-0.1414153,-0.30123293,0.57291526
0.11971009,1.5777789,6.8237743,0.3912592,-0.8394052,-0.13629931
0.12689269,1.7741034,7.0440407,0.61422503,-0.27313313,0.101938136
0.7469909,3.086126,7.048829,0.0015271631,-0.15034921,0.07200574
0.2657564,3.0190883,9.620202,-0.88117313,-0.20410535,-0.53458345
0.59136784,1.3958195,12.852374,-0.73639804,-0.24869852,-0.6695847
-0.51235914,1.5969325,12.107778,-0.3839288,-0.29756773,-0.28657216
2.6719291,2.9376855,12.598589,0.12186762,-0.90354604,-0.21632266
1.9033904,1.6543933,11.85878,0.09315695,-0.38797578,-1.0483211
0.30885202,0.533907,8.834904,0.23915374,0.49533537,-0.350713
-0.02633622,1.8507179,6.320992,0.36865717,0.510607,-0.26335928
-0.39743748,2.1332338,6.998551,0.3539964,-0.4441754,-0.6347653
-0.44771573,2.1811178,8.090307,0.16157386,-0.12652546,-0.6097199
-0.6512229,2.1021092,9.608231,-0.025961773,0.35117117,-0.30428725
-1.2521675,2.1930888,10.273819,-0.14569137,0.85269153,-0.10881037
-1.7046716,1.8459295,11.78456,-0.03390302,0.5802456,0.2344959
-1.376666,2.930503,10.419865,-0.22021692,1.1000919,0.4098142
-1.685518,2.372654,12.567464,-0.7809912,-1.4362205,-0.058108557
1.1420342,0.46686932,12.088624,0.35277468,-0.23709208,0.3169627
-0.08379706,2.018312,7.206846,0.56291234,1.0658835,0.8673523
0.095768064,2.5761611,6.392818,0.019242255,-0.33299792,0.47945285
-0.31364042,1.7405846,7.633014,0.08460484,-0.39225185,0.067118816
-0.30406362,1.6472107,8.075942,0.7076874,-0.42401683,0.34750596
0.0047884034,2.9592333,8.315362,0.6771441,-0.17967074,0.2766456
0.24899697,3.028665,9.9434185,0.027183503,-0.55352026,0.036575556
0.6799533,3.1842883,10.529999,-0.77549344,0.38782308,0.10010554
0.34955344,3.1364043,11.748647,-0.8188649,-0.4637231,-0.16073392
1.1827357,2.7605145,12.402264,-0.36987892,-0.8998809,-0.71051264
0.5554548,0.41180268,11.02081,-0.099265605,-0.08743009,-0.4649448
1.0247183,1.7549498,6.962638,0.086437434,1.0432814,0.5955173
0.4381389,2.9831753,6.124667,-0.22815818,0.5063309,0.04024075
0.059855044,1.6639702,7.8460984,-0.3454443,-0.20166188,-0.41118866
-0.29688102,1.8890251,8.743924,-0.18600847,0.134314,-0.23098342
-0.1388637,2.5761611,9.344869,-0.14874569,0.47456592,-0.0067958757
-1.2761095,2.765303,11.1692505,-0.19517145,0.24793494,0.0023671028
-0.40701428,2.066196,13.67598,0.29657507,-0.23831381,0.51610476
0.8595184,3.359065,12.208334,0.57940567,0.2906955,0.7922159
0.39264908,1.6759412,13.953707,0.37659842,-1.0507646,0.09216429
-0.12449849,0.61291564,8.681675,0.8775079,1.2595278,0.42569673
-1.3239936,1.5873557,5.669769,0.45540005,0.51976997,0.9174432
0.5386954,2.6144683,6.6011133,0.2666427,-0.22731823,0.72929674
-0.038307227,2.291251,7.486968,0.17623462,-0.522977,-0.02023491
0.44532153,2.0207062,7.573159,0.13897185,-0.17417295,0.03352123
0.6631939,2.920926,7.8006086,-0.3203988,-0.09048442,-0.19860756
0.33997664,2.4875755,9.972149,-0.5555819,-0.18455766,-0.53213996
0.79966336,2.0470424,11.909059,-0.5928447,0.39393172,-0.34643695
-0.39743748,2.6192567,12.972084,-0.2678644,0.028634308,-0.27985263
0.9792285,3.454833,12.65605,0.12370021,-1.0434341,-0.36781722
1.8028339,1.0031705,10.034399,0.62888575,-0.4105778,-0.41485387
1.1420342,2.2601264,5.626673,0.36010507,0.9540951,0.5735261
1.0773908,3.5242648,8.15495,-0.13897185,-1.4099534,-0.672639
1.5993267,1.8602947,7.496545,-0.43890667,0.19540052,-1.4123968
-0.24181437,1.9177556,7.046435,-1.1114693,0.86979574,-0.66042167
-0.01436521,2.4660277,8.152556,-0.9049969,0.66087985,-0.20593795
-0.6703765,2.693477,10.283396,-0.27458394,0.7207446,-0.1839468
-0.6967127,2.267309,12.577041,0.25381452,-0.30550897,0.100716405
-0.15562311,3.2968156,14.114119,0.20066923,0.50083315,0.9834167
-0.5291186,1.2808979,12.526763,-0.37965274,0.14775303,0.1465313
-1.6304513,-0.2633622,9.44303,-0.016187929,0.71341425,0.55520016
-1.6591818,0.47165772,7.949049,0.48838675,0.7073056,0.98402756
-0.12928689,1.673547,6.467038,0.73273283,-0.5950591,0.6853145
0.12449849,2.183512,6.292261,0.15118915,-0.6738607,0.24182628
0.031124622,1.7669208,7.2930374,-0.569021,0.48861584,-0.09476047
-1.103727,1.316811,7.451055,-0.7180721,0.44280094,-0.10881037
-1.3958195,0.79248077,10.161291,-0.37415496,-0.5083162,0.01947133
0.2633622,1.1228806,11.530775,-0.05467244,-0.26519188,0.09521862
0.6703765,1.8555063,13.04391,-1.0167851,-0.11064297,-0.18150334
0.33279404,-0.33039984,15.78557,-1.2519683,-0.44356453,-1.130788
-0.5363012,-1.5682021,10.149321,0.44990227,0.14347698,0.17707457
0.92416185,1.448492,6.4335194,1.2812898,0.27175868,0.71707946
0.62009823,2.56419,6.024111,1.4963144,-0.5101488,-0.78015125
-0.56982,1.4700398,5.626673,0.48838675,-0.3244458,-1.2340242
-0.7038953,1.7286136,8.193257,-0.92271197,-0.18883371,-0.43745586
-0.19393034,2.3463178,11.027992,-0.6270532,0.34811684,-0.37087157
-1.5682021,1.9608512,10.750265,-0.013744468,0.60223675,-0.09292787
-1.0582372,1.9249382,13.285725,0.1731803,-0.3635412,0.40431643
0.9504981,3.0933087,14.006379,0.57818395,-0.30734158,0.92721707
0.17717093,1.6304513,13.268965,0.5335908,-0.9713521,0.29802588
