accelerometer-z,accelerometer-y,accelerometer-x,gyro-z,gyro-y,gyro-x
-3.706459732,4.000596408,4.608799617,0.1409272105,3.09905839,0.1123255342
-7.420559166,1.334583886,5.543682759,0.1497595161,3.122055054,0.5368457437
-8.50662071,-0.3945288947,5.970853694,0.2701239884,2.589550257,1.064412355
-7.153069674,-0.6625386108,5.41779311,0.5448750257,1.803625107,1.488728762
-5.247381599,-0.6869891615,2.452664663,0.6575201154,1.317023754,1.669706821
-4.108505578,-0.7095312481,-1.696148961,0.5683117509,1.59640944,1.588743687
-4.643289039,-0.3998924675,-4.214367169,0.3977826238,2.1555264,1.501631975
-6.577329057,-0.2146989817,-4.735912378,0.1882734895,2.492618799,1.631732225
-8.652702083,0.1028536408,-4.600101932,-0.03895965219,2.479402065,1.905341744
-8.477396954,0.9934639251,-4.381892311,-0.285394609,2.176615477,2.176377058
-7.032654073,1.668054208,-4.143873829,-0.4594758749,2.058951139,2.271007776
-3.944149421,2.107822175,-3.020297669,-0.4644344151,2.24469471,2.056112289
-0.008949030131,1.626366107,-1.379850576,-0.3854061663,2.113190174,1.780424476
2.216131743,0.4100210628,0.1948790866,-0.2920206785,1.574457645,1.720683336
1.791621551,-0.2962807019,1.16205772,-0.1557081044,1.092664361,1.825026274
0.3988897202,-0.6620961278,1.539987362,0.01742186211,0.8841056824,1.875689745
-0.3984226872,-0.9713216514,1.245378831,0.1472240686,0.8190302849,1.818779111
-0.8456298636,-1.051852401,0.6519652674,0.22258012,0.8515351415,1.671961904
-1.17221408,-1.221486499,-0.164155447,0.2015810907,0.9750354886,1.475130796
-1.246068567,-1.443624691,-0.8504098645,0.1011949405,1.062692404,1.306838751
-1.293537443,-1.476722658,-1.343447283,-0.001766859903,1.038254619,1.260358572
-1.479947611,-1.366490598,-1.598788803,-0.08866991848,0.8576046824,1.339105844
-1.426650759,-0.9981044444,-1.967232385,-0.1486232579,0.5616883636,1.47072804
-1.134164043,-0.6463982079,-2.108138839,-0.1756500155,0.3179647028,1.598551631
-0.3292085735,-0.4515934287,-2.137716378,-0.1700975895,0.1090961546,1.662661314
0.7516028687,-0.232424608,-1.986965844,-0.1234078407,-0.01696164533,1.634840131
1.515839447,-0.08441723583,-1.523976869,-0.04991978034,0.02644601651,1.519622684
1.731317597,-0.04814999066,-1.224189913,0.02916453779,0.1403755993,1.358107924
1.453447581,-0.1562555606,-0.8545394385,0.09449054301,0.405400902,1.191605449
1.128274547,-0.4957184016,-0.6976605584,0.1246866062,0.67255795,1.05267489
0.3253074744,-1.000602691,-0.6943129285,0.1373792291,0.9827291369,1.023694158
-0.797221222,-1.717541,-0.7760503506,0.1547119617,1.287323117,1.093340158
-1.785026975,-2.340972759,-0.7558408716,0.1659196019,1.631371617,1.239325047
-2.346176757,-2.822024337,-0.778156383,0.1743957996,1.844770193,1.420162201
-1.578771412,-2.913674447,-0.4332798464,0.2427530289,1.697090387,1.57470572
-0.1478495148,-2.742672568,0.39104266,0.4051232636,1.182825685,1.715556026
1.28911159,-2.348265838,1.459788182,0.6402255297,0.4141604602,1.832181454
2.768876684,-1.847142947,2.504579851,0.8790522218,-0.2780017853,1.872806311
3.739355455,-1.214231998,2.827478511,1.04573679,-0.6718862057,1.857326984
4.79719453,-0.400385804,1.865502926,1.111541271,-0.7137104869,1.802199125
5.954183714,0.3191232328,0.3128606653,1.088294625,-0.4002389014,1.685408592
6.900509456,0.8052887932,-1.552465151,0.9431058764,0.2741403878,1.404800296
7.007977897,1.232967678,-3.202103851,0.7330317497,1.198955297,0.9469926357
5.725583048,1.500336758,-3.984260775,0.5524376035,1.955420017,0.4791014194
3.655363751,1.933780197,-4.46392236,0.4009047449,2.207352161,0.1462640911
1.640835216,2.618402045,-5.037876094,0.253380239,1.920594215,0.002895882819
0.8874690637,2.904175966,-6.114100135,0.09238120914,1.248959303,0.007654152811
1.320260761,2.316958846,-7.366020351,-0.09549521655,0.4659255445,0.09675233811
2.381582417,1.429386906,-8.140826912,-0.2782535553,-0.06716870517,0.1549517363
3.103864426,1.191395896,-7.665080454,-0.4184035659,-0.2034380287,0.138844341
2.277586621,1.402394855,-6.262153685,-0.5861973763,0.1037866324,0.09710995108
0.8551539172,1.573283336,-4.371532245,-0.8037298322,0.6378730536,0.06079748645
0.4276024584,1.798641659,-1.913277654,-0.9173054099,0.8997305036,0.01515916362
1.926814304,2.886336358,0.3270953807,-0.8465948701,0.6669099331,-0.1143900454
4.020624466,4.358365305,1.528865226,-0.6006497741,0.1587073952,-0.4249446988
5.115217108,5.226772526,1.731281941,-0.2886244655,-0.285588026,-0.8894994855
4.881515904,5.366322451,0.7325150872,-0.05447454751,-0.5263414979,-1.402642608
4.256291417,5.866311369,-1.153355943,0.0158327166,-0.6856207848,-1.922935843
3.684735392,6.638907853,-3.120791887,-0.05410801992,-0.8545618653,-2.370929718
2.465918989,7.161161795,-4.576965386,-0.2846500576,-0.9171158671,-2.686125517
0.9099684803,7.139010753,-5.023791454,-0.6067047715,-0.8000842929,-2.830828905
-0.1085889695,5.872410271,-3.339308674,-0.7979725003,-0.5101853609,-2.907256842
0.2683715535,4.146026039,0.3670198332,-0.7010973096,-0.202934891,-3.123571634
0.2936848036,3.33398251,3.062347005,-0.5105151534,0.08902649581,-3.375156403
-1.783008037,3.262847365,3.744849084,-0.5013049245,0.5874235034,-3.414969683
-5.136234761,3.079787969,4.140751897,-0.7050459385,1.423801541,-3.242917776
-6.914683527,2.711884631,4.972254159,-1.057298541,2.398997545,-2.983514309
-6.968678152,2.437407765,6.020539223,-1.36581552,3.313218355,-2.736350536
-5.438261898,2.660317525,7.020178038,-1.407814026,3.755503178,-2.517998457
-1.377568603,3.246657278,7.865052991,-1.119014263,2.852319479,-2.624192476
7.440367443,3.513776767,8.245994675,-0.6600714326,0.06979561597,-3.128970385
8.752822499,3.173296858,7.996107475,-0.05194461718,-1.61991322,-3.412198782
1.210001228,2.84598915,7.676623008,0.4611312151,-2.355538845,-3.357203484
-2.482197339,2.295299972,5.364090162,0.7974599004,-2.5648036,-3.208486795
-3.262741567,1.717839691,2.679104351,0.9320177436,-2.138197899,-3.219715834
-2.425925417,1.528614758,-0.3718676386,0.8926627636,-1.259602547,-3.447666168
-1.852227119,1.367553258,-3.322636941,0.7227714658,-0.4560059607,-3.574620724
-2.924674564,1.062168628,-4.902367553,0.4849853814,-0.1998694092,-3.364983559
-3.943730027,0.4340086721,-5.453543638,0.2303144634,-0.4390412569,-2.901160955
-4.980425191,0.1169049625,-5.51651535,0.0009878375567,-0.8356938958,-2.427302599
-5.506611211,0.2023036105,-5.129395855,-0.1792287976,-1.131262183,-2.127501488
-5.771116134,0.1569704309,-3.786514973,-0.3025658727,-1.282640338,-1.962168932
-6.048073712,-0.1799526625,-2.079859963,-0.3835446239,-1.474667072,-1.84516108
-6.635906333,-0.7147416763,-0.5518317724,-0.4148381352,-1.728696108,-1.709455967
-7.494608737,-1.307055243,0.7786253888,-0.412535578,-1.980974913,-1.532178998
-8.096942177,-1.796696955,1.852894643,-0.3665143847,-2.221199751,-1.34383595
-8.366749298,-2.212590125,2.499878542,-0.2960114777,-2.286495686,-1.171178222
-8.332669919,-2.707297888,2.766386037,-0.2376463413,-2.156938791,-1.025724649
-7.673731378,-3.26377091,2.725765857,-0.2017202973,-1.87301302,-0.9120379686
-6.619725014,-3.640331602,2.484890231,-0.1795025021,-1.550129056,-0.7867982984
-5.736300842,-3.640034665,2.021539145,-0.1391716003,-1.237911701,-0.5989895463
-5.306025511,-3.798682673,1.684873241,-0.1038735956,-0.8948885798,-0.3115719855
-4.807112112,-4.075033517,1.243312108,-0.1176916733,-0.5188872218,-0.01059561688
-4.076404221,-4.316937901,0.6551843025,-0.1786423028,-0.1209253743,0.2566591203
-3.277586085,-4.466232975,0.01155979715,-0.273121655,0.1964429915,0.5063080788
-2.622521755,-4.457023248,-0.4685108073,-0.3886049688,0.3549691141,0.7643822432
-1.973531193,-4.439835966,-0.815988028,-0.5249982476,0.3725835383,1.017106533
-1.344557583,-4.402770849,-1.053431779,-0.6837426424,0.3106667399,1.24372673
-0.80958386,-4.243962681,-1.351156396,-0.8597908616,0.1686603427,1.425960183
0.1229255379,-3.824173088,-1.715078117,-1.032747865,-0.06520140171,1.536912203
1.352033033,-3.245621505,-2.041884014,-1.133509278,-0.311878562,1.604087472
2.406423428,-2.711937823,-2.228556486,-1.097426534,-0.4482492805,1.598164439
3.37756797,-2.312536938,-2.433004415,-0.8992191553,-0.4618106186,1.47152698
4.037170527,-1.859026277,-2.945447303,-0.6608585119,-0.540807426,1.222111464
4.383092919,-0.9862801511,-3.735744863,-0.5109955072,-0.8284224272,0.947124958
3.855504046,0.277991012,-4.3472401,-0.4617063701,-1.260910869,0.7216746211
3.203949479,1.434261234,-4.486574337,-0.5120821595,-1.702392936,0.4739583135
3.227797095,2.248458726,-3.974122827,-0.650486052,-2.013623476,0.1578571647
3.343916168,2.822864295,-2.590070269,-0.7975444198,-2.15870142,-0.1758739352
3.123782886,2.963334842,-0.497384289,-0.9199957252,-2.214647293,-0.4531051517
2.809073086,2.642467396,1.656193967,-1.064758182,-2.262546301,-0.6412164569
2.773168244,1.791274345,3.563243394,-1.233721375,-2.389700651,-0.7260241508
2.03549782,0.3398457028,5.000058112,-1.390984058,-2.492119789,-0.7438750863
0.3952256448,-0.6495020191,6.051710607,-1.338393569,-2.501622915,-0.768053174
-0.3818956231,0.06504208875,6.648271894,-1.053432584,-2.45200181,-0.9008786082
0.7483914324,2.369496258,5.683178323,-0.7450057864,-2.155835629,-1.229619384
1.982715201,4.79364882,2.940049536,-0.6732082963,-1.29566288,-1.650876284
2.998942162,5.960837327,-1.129124588,-0.9392391443,-0.4041578174,-2.085962296
4.066788836,7.257649408,-3.634459495,-1.294827938,-0.2198306173,-2.280472994
3.715520991,8.064747296,-0.6629962915,-1.25487411,-1.316119552,-2.414478302
3.803939863,8.1146415,6.018972705,-0.7143419981,-2.951515913,-2.392032623
-3.152805859,5.804785764,9.407768755,-0.2648486495,-2.722463131,-1.859596491
-13.07594406,0.3585311141,6.564981616,-0.02830986306,-1.606567025,-0.841663301
-14.51412042,-4.463359465,2.733231078,0.1204748601,-1.489569545,0.02888378128
-5.389354951,-3.564662905,-0.7958677616,0.1782894135,-1.609779835,0.08090623468
1.387950734,0.946958779,-2.85406432,0.2512536049,-1.137398005,-0.1234961897
-2.9473885,5.408686844,-3.925530061,0.2179164141,-0.6834613085,0.1425964683
-7.457696764,7.282450087,-6.036725219,-0.06986662745,-0.2640206814,0.5115670562
-6.915766646,7.261160046,-7.305680741,-0.4533002973,-0.1024546847,0.7038243413
-5.072474529,6.056435882,-5.037050164,-0.6995470524,-0.2353170365,0.7463395596
-3.260786341,3.970439754,-1.039491225,-0.7504685521,-0.3902096748,0.7616870999
-1.717889376,1.861203037,1.899691465,-0.666534245,-0.4903749228,0.7805767059
-1.498413096,0.508186838,3.324676045,-0.5274906158,-0.4819025993,0.8692290783
-1.582277375,-0.03177110279,2.965694557,-0.4352475107,-0.3562677205,0.9625454545
-1.647905739,0.2625327461,1.494145502,-0.3892073035,-0.09534290433,1.050436139
-1.787369154,1.056914945,-0.01680938824,-0.3651534319,0.238387242,1.128998041
-1.902764297,1.797025456,-1.497818053,-0.3608196974,0.5964223742,1.235527873
-2.179210417,2.072601808,-2.633492939,-0.3637210429,0.8717589378,1.373422265
-1.998889506,1.837896396,-3.006759265,-0.3240905404,0.891901195,1.414516211
-1.46628865,1.426343301,-2.754453022,-0.2436975092,0.6789874434,1.348574042
-1.310538993,0.8621142577,-2.306515486,-0.1444963515,0.3532263637,1.246659398
-1.549191682,0.3344137409,-1.800325959,-0.06244104728,0.07791880518,1.176801801
-1.797674568,-0.1784749912,-1.157527821,-0.007064877078,-0.06287186593,1.150704145
-1.687095593,-0.6386953784,-0.2532785955,0.04132430255,-0.09358654171,1.108452797
-1.28466367,-0.9271879106,0.7931989808,0.09897987545,-0.09262833744,1.047182202
-0.8685071736,-0.8617039233,1.726301668,0.1790187955,-0.1131977588,0.9922025204
-0.3840606921,-0.7107943999,2.158148925,0.247922495,-0.1339163631,0.9355730414
-0.1812549773,-0.4696680145,1.696986434,0.258903116,-0.08977979422,0.8890556097
-0.2686567819,-0.2302700604,0.4938673669,0.1991529614,0.03542206436,0.8546491265
-0.4219909021,-0.1284434246,-0.8730955243,0.08767380565,0.1762284935,0.827305913
-0.4535720353,-0.1959030959,-1.951821466,-0.0418311879,0.2604184747,0.7924293876
-0.2165805577,-0.2347591885,-2.432697541,-0.1439095736,0.2723130584,0.7219868898
0.1343120243,-0.2139899567,-2.381748714,-0.1816433817,0.2100891173,0.6223489642
0.3092074035,-0.1729179416,-1.936933839,-0.152324602,0.08377057314,0.5172632337
0.3399862804,-0.2856909188,-1.578698347,-0.1166116148,-0.05318781734,0.4360688329
0.1777668429,-0.4343541246,-1.590464042,-0.1319840699,-0.1627891362,0.4041364789
-0.09360065924,-0.5399333909,-1.729071133,-0.1950663626,-0.2071358263,0.4207580686
-0.3577206745,-0.5502642308,-1.673248416,-0.2836096883,-0.2100839317,0.4561552107
-0.4813458851,-0.3228483908,-1.293166126,-0.3448120654,-0.2081840336,0.4799329937
-0.4094461855,0.1765028143,-0.5747586206,-0.3495499194,-0.2264697552,0.4687061608
-0.1053930961,0.6503986757,0.1075901678,-0.3085119128,-0.2983053625,0.4023745358
0.4032137209,0.8218839541,0.669405574,-0.2396304011,-0.400870502,0.2829735279
0.7767629559,0.7703262008,1.074016887,-0.1681160033,-0.520563066,0.1460234076
0.8984420009,0.5008236158,1.191949877,-0.1203145832,-0.6194084883,0.02015074342
0.5142646966,0.1723264054,1.129660594,-0.09652722627,-0.6372687221,-0.05137110874
-0.09781126267,-0.2312994034,0.9869980901,-0.09299059212,-0.6132445335,-0.05587274954
-0.378802041,-0.6501753883,0.8750975118,-0.08944858611,-0.6527929902,0.001369237085
-0.2552773681,-0.8736620722,0.8684273864,-0.06448708475,-0.7157369852,0.07368514687
-0.03303659268,-0.8680605989,0.915450565,-0.03832551837,-0.7189351916,0.1082375348
0.1652291406,-0.7177706687,0.8730351724,-0.01106821653,-0.6753489971,0.07396034896
0.4512289793,-0.3640583531,0.7410968915,0.0038281749,-0.6479051113,-0.02539926395
0.7793269612,0.1755839459,0.1585435254,-0.004393383861,-0.7024402618,-0.1709697992
0.8966320289,0.3436071012,-0.7307803724,-0.07890436798,-0.8006342053,-0.325055778
0.6885700009,0.1946627404,-1.629242539,-0.2012832463,-0.936875999,-0.4382296205
0.3322138928,-0.06112754566,-2.375223842,-0.3131913841,-1.103969216,-0.4672636688
0.1696165619,-0.3760954123,-2.918830514,-0.4084072113,-1.361131072,-0.3983925283
0.4531947264,-0.5521890614,-3.435783135,-0.500813067,-1.688518524,-0.2848103046
1.094566046,-0.4138952739,-4.002143637,-0.5721963644,-1.845945358,-0.2397016585
1.504047595,0.1426362006,-4.159369212,-0.6002585888,-1.873867273,-0.2542617023
1.301589086,0.6261883635,-3.952152987,-0.6098683476,-1.985106587,-0.2618028224
0.5717702524,0.9388269105,-3.642624681,-0.6172892451,-2.214665174,-0.2825451195
-0.1336784026,1.183949672,-3.118003718,-0.6396036744,-2.494602442,-0.3308300674
-0.6108724287,1.03287999,-2.434060646,-0.6868540049,-2.687996149,-0.3851396441
-0.9402700951,0.5227653985,-1.409674636,-0.7463478446,-2.687098503,-0.3994088769
-1.281418113,-0.2193622974,-0.3287668211,-0.8183495998,-2.46930933,-0.3583178818
-1.374008718,-0.7440373289,0.7064334283,-0.8703663945,-2.147514105,-0.2742549479
-1.383451085,-0.7402192319,1.778636836,-0.8536649346,-1.833129048,-0.1438252926
-1.093931255,-0.4597013318,2.611553787,-0.7335190177,-1.621685505,-0.0445124805
-0.3699053255,-0.01904255412,3.070222853,-0.5355750322,-1.439893007,-0.05400957912
0.1407262753,0.4630068031,3.041518736,-0.3616582453,-1.205181003,-0.1225584745
-0.1273158818,0.8186264136,2.125070685,-0.3203352988,-0.9596534371,-0.1486912668
-0.7230524085,1.433758546,0.9301426688,-0.4168969393,-0.8178542256,-0.06448988616
-1.337362703,2.062120162,-0.06508768146,-0.5559864044,-0.7967287302,0.1038535908
-1.822428193,2.427740942,-0.6828861101,-0.6737708449,-0.8264839053,0.3046557009
-2.224366487,2.512625795,-0.9234759044,-0.7403395176,-0.8607122302,0.4986142516
-2.474787355,2.441850131,-0.8556650816,-0.7504125237,-0.92953825,0.6508238316
-2.606883457,2.218817036,-0.6885708777,-0.7249242067,-0.9827748537,0.7483596802
-2.655405788,1.915459528,-0.4670702531,-0.6841471791,-0.9803442359,0.784941256
-2.458262921,1.614633584,-0.3890811507,-0.6500358582,-1.006408691,0.7664711475
-1.977787389,1.29295073,-0.4703891684,-0.6014012694,-1.093916059,0.7000278831
-1.45524294,0.9261614902,-0.6997073349,-0.5493306518,-1.252084374,0.6336890459
-1.193495645,0.5221428827,-1.256640814,-0.5207515955,-1.442151666,0.6060584784
-1.046928389,0.1843260553,-1.792403934,-0.5293775201,-1.611671448,0.6109384298
-0.8530350253,-0.1075683943,-2.164363854,-0.5792098045,-1.724396825,0.6180154085
-0.6184653681,-0.2296867075,-2.201257706,-0.6321007013,-1.746493936,0.6257314086
-0.3209881499,-0.4567892437,-1.855929773,-0.6574529409,-1.736052394,0.6475163698
0.3376210125,-0.799929312,-1.194391133,-0.6374584436,-1.767011285,0.6684094071
1.101688299,-1.213245909,-0.3455725561,-0.5694900155,-1.852238774,0.6711589098
1.72995683,-1.601069169,0.455611286,-0.454983443,-1.957740664,0.6589432955
2.210162605,-1.916082628,1.005176867,-0.3228766322,-2.091982126,0.6162024736
2.828603131,-1.848854428,1.239464346,-0.1830103397,-2.351261377,0.5341898799
3.749413323,-1.398296187,1.13401499,-0.01443688758,-2.787275314,0.420289427
4.701169273,-0.9070259971,0.5817540324,0.156956166,-3.176247835,0.2513209283
4.758397474,-0.6918278337,-0.6113533441,0.2487298846,-3.045026302,0.007476109546
3.29996509,-0.7332610833,-2.099908187,0.1864497364,-2.18265605,-0.2404796332
0.8192750868,-0.6283388196,-3.279472337,0.01002557948,-0.8939258456,-0.3444240391
-1.409321001,-0.1942401311,-3.771144094,-0.1980946064,0.25417009,-0.2840656042
-2.540363697,0.3671411215,-3.551909222,-0.3700834215,0.8875563741,-0.103949368
-2.886269723,0.7713087821,-2.762475877,-0.4659899771,0.8916315436,0.1272050291
-2.326598343,1.068242395,-1.792184738,-0.4646523893,0.3271676898,0.3090955019
-1.3967266,1.00922965,-1.021175962,-0.3995657861,-0.4258688092,0.3482956588
-0.7709506164,0.6798305219,-0.2336541498,-0.2806705236,-1.052592874,0.2182672322
-0.3937504576,0.3431915061,0.7927979988,-0.1128610075,-1.473889828,-0.0185908433
-0.07423559516,0.3003776158,1.789776216,0.08244240284,-1.663722277,-0.3092946708
0.08228314641,0.3586573708,2.382310877,0.2511696517,-1.594360232,-0.5634800792
-0.1926665981,0.4596703521,2.306541205,0.3631667197,-1.384617925,-0.6914636493
-0.5607867938,0.4750912086,1.54788849,0.414057076,-1.171882033,-0.6742183566
-1.084318501,0.4758493335,0.5081367153,0.4256132841,-0.9394868016,-0.5486472845
-1.650920118,0.392815661,-0.5722308557,0.4001175165,-0.7071694136,-0.3995390236
-1.82796946,0.3949386445,-1.48344013,0.337877214,-0.5382357836,-0.3097778261
-1.639212145,0.4933236154,-2.158304846,0.2250420153,-0.4404687881,-0.3186762333
-1.452789555,0.7247042674,-2.584036834,0.04095724598,-0.3457058668,-0.3792168796
-1.646894077,1.014208607,-2.6608132,-0.1665370911,-0.1954282224,-0.4104067683
-1.974611974,1.127702884,-2.276356786,-0.3307269812,-0.02416980267,-0.3545638919
-1.962611886,0.7780120792,-1.534073754,-0.4286144078,0.1164767891,-0.2414253652
-1.733908198,0.172020116,-0.8096104557,-0.4887583554,0.2279026508,-0.1495493799
-1.495337781,-0.3981932624,-0.09126447138,-0.5009457469,0.3461920023,-0.1223060265
-1.234713645,-0.7964023069,0.5600140559,-0.4689256251,0.4558773637,-0.1523780078
-0.9201157803,-1.070015834,1.08968032,-0.4046270549,0.521833241,-0.2229232788
-0.5199963722,-1.247909811,1.634611811,-0.311087817,0.5169339776,-0.3095168769
-0.07215455111,-1.277905136,2.10120188,-0.2040236741,0.4119918942,-0.405715853
0.3923673327,-1.082253969,2.440019701,-0.09794402868,0.211160779,-0.4925321043
0.849268074,-0.6717056676,2.645846809,0.003599637654,-0.05745949969,-0.5625402331
1.148938272,-0.117920277,2.776398312,0.1105410829,-0.2843101919,-0.6258342266
1.202844634,0.4951560915,2.850065021,0.2358569205,-0.3584381938,-0.6961067915
1.16142892,0.9945499668,2.685411342,0.3443327546,-0.3061321974,-0.7609851956
1.093500463,1.070927104,1.988181504,0.3905969262,-0.2144443393,-0.7784478068
0.7428186007,0.8948685263,1.013400359,0.3757583797,-0.05783473328,-0.7333409786
0.1533823432,0.7114315288,0.26067572,0.3129147291,0.1282725632,-0.6215028763
-0.3861994577,0.5860358014,-0.2297597727,0.2147877365,0.2907029688,-0.4626039267
-0.6764236361,0.5674906754,-0.3949959277,0.103399165,0.3524526358,-0.2963345349
-0.6009738428,0.5568067843,-0.3170541714,0.003317723051,0.295378089,-0.1502145082
-0.3170060945,0.4186708178,-0.09470014491,-0.05915896967,0.1714087427,-0.04511817917
0.01826134062,0.1059551139,0.08179580129,-0.1060963497,0.0227755066,0.007422355004
0.3238471926,-0.08950082271,0.06867313873,-0.1512046903,-0.09170313179,0.02295923606
0.4769121404,-0.1605921285,0.07259674192,-0.1862435043,-0.132944867,0.02045584284
0.4563502678,-0.1942716953,0.01458235984,-0.2212361097,-0.1281889826,0.01700252108
0.360978215,-0.294347688,-0.1100879759,-0.2472406477,-0.1179176196,0.01426350884
0.1109960307,-0.3580646656,-0.05614230459,-0.2564746439,-0.1089699268,0.02694441564
-0.1351338621,-0.4728273554,-0.2265136304,-0.276437968,-0.08350291848,0.03563697636
-0.2863923451,-0.5541378573,-0.3658466978,-0.275967896,-0.03706564009,0.05428868905
-0.554657205,-0.8054144654,-0.3927816126,-0.2878807485,0.01924546622,0.09256996214
-0.7781894816,-1.160345509,-0.7522752881,-0.3234757483,0.01140538696,0.179523766
-0.9113673873,-1.404168294,-0.8528570384,-0.3337084055,-0.1042541042,0.299893856
-1.221662148,-1.622453902,-0.4548762497,-0.3178514242,-0.2626229823,0.427307725
-1.481887347,-1.775018791,-0.1058867248,-0.2890345752,-0.420722127,0.5054737329
-1.686410241,-1.975738932,0.1841885465,-0.2831622958,-0.5434003472,0.5468382239
-1.707988305,-1.905398737,0.3447545177,-0.2908976972,-0.649030149,0.5616614223
-1.397419989,-1.5799539,0.3714455407,-0.2853932083,-0.7383573651,0.5882294178
-0.8854046785,-1.373545777,0.4162304389,-0.2336758375,-0.8383353949,0.6335611343
-0.2709504458,-1.164548806,0.7705845595,-0.1632016599,-0.8537982702,0.6842383742
-0.003240881617,-0.8307640107,1.191003098,-0.09496624023,-0.6882605553,0.7245855927
0.08231821772,-0.3622305531,1.501273016,-0.0318104364,-0.4232690632,0.7320312262
0.2683108911,0.2663064194,1.77156792,0.02055404522,-0.1915339828,0.6988608837
0.5337598168,1.017494205,1.956388335,0.07814197242,-0.09217916429,0.6509056091
0.880850084,1.86131585,2.052593624,0.1590633392,-0.1687688828,0.6030802727
1.178500175,2.659921804,1.86282114,0.2357711643,-0.3192476034,0.5565612912
1.166447333,2.998340104,1.144383093,0.2513619065,-0.4212554097,0.5334793329
0.699194563,2.705857041,0.05847717728,0.2124725878,-0.3543645442,0.5747128129
-0.0247932266,1.771802167,-1.27634797,0.07127717882,-0.08359221369,0.6510845423
-0.4898236445,0.4305675918,-2.2344302,-0.05014298856,0.2417166382,0.6700150967
-0.1112939907,-0.3810416366,-1.403846369,-0.08257580549,0.4259636402,0.5940086842
-0.1306403501,-1.179649345,-0.8179676575,-0.1112063825,0.4927610457,0.5079448819
-0.5132020358,-1.689463492,-0.6797364139,-0.1089084521,0.4178484976,0.4619482458
-0.7511747795,-1.791071516,-0.4042847111,-0.05752303079,0.1902941614,0.4498987794
-0.9215035083,-1.674704314,-0.1894225017,0.02211975493,-0.1090587303,0.4575628042
-1.198264029,-1.324727678,-0.1334462013,0.1017812937,-0.3845573962,0.4750845432
-1.418405494,-0.8807476465,-0.2475529113,0.1439561397,-0.5714367032,0.5102335215
-1.500630188,-0.4454746535,-0.4609833344,0.1368393749,-0.6728962064,0.5735746622
-1.358227796,-0.1417722772,-0.6727589761,0.105429709,-0.6901579499,0.6463037133
-0.8894424096,0.06754091983,-0.8171019805,0.05333588272,-0.6211512089,0.6800798178
-0.1960662505,0.1427379074,-0.8711895446,0.001836206531,-0.4877443314,0.663074255
0.3110065253,0.05277355881,-0.7201888358,-0.02722021192,-0.3334080279,0.6232429147
0.6300655703,-0.1098451071,-0.4526335854,-0.03502091393,-0.1989813149,0.5725904107
0.7452011119,-0.267151638,-0.2177085388,-0.01952105202,-0.08172446489,0.5070247054
0.7949591223,-0.438824548,0.003545417522,0.009155067615,0.02463782392,0.4292939007
0.8677040405,-0.5474515114,0.07394479552,0.04183551669,0.0989067331,0.3496834934
0.8879916263,-0.6259539703,-0.05210384286,0.06911690533,0.1490160525,0.2918741703
0.5496446376,-0.6296446415,-0.2373497895,0.09298441559,0.1729999483,0.301897496
-0.2743920741,-0.3297065861,-0.5912631806,0.08161538094,0.146969527,0.4202812016
-1.457506501,0.2931307134,-0.9836728912,0.04824943468,0.07050003856,0.6556226015
-2.036068605,0.754683226,-1.026600471,-0.002931688447,-0.1890808046,0.8853170276
-1.499479849,1.075849363,-0.7233860244,-0.06690961123,-0.495888412,0.9659378529
-1.127395426,1.722717526,-0.4501224793,-0.1535841972,-0.6786890626,0.8921365142
-0.2930722612,1.772423514,0.1007517,-0.2417606711,-0.8328387141,0.7543253899
1.05710433,1.587501831,0.8145384137,-0.2760865688,-1.004043579,0.624073565
2.54869781,1.403471544,1.338506758,-0.254373014,-1.148248434,0.4672018886
3.886746741,1.048880107,1.651859883,-0.19358024,-1.115283489,0.2265156657
4.664746546,0.7551023282,1.898892132,-0.09752614051,-0.7867673039,-0.1143497825
5.164910236,0.2909370028,1.890730745,0.001456744736,-0.2386449724,-0.4983911514
4.785411737,-0.2675491129,1.492710062,0.07664044201,0.3679621518,-0.7956494093
3.440323993,-0.5605056388,0.9247226896,0.1250486076,0.8279567361,-0.9494282603
1.299670393,-0.6395809291,0.57231415,0.1649174541,0.9616205096,-0.9231809378
-0.9329144716,-0.698807025,0.4444337662,0.180867821,0.9003736973,-0.7861505747
-2.675534384,-0.5811193878,0.05781009167,0.1372289956,0.6283874512,-0.5728998184
-3.753792561,-0.2915753007,-0.5183731549,0.04246961325,0.213162303,-0.3128754795
-4.689488188,0.1200175415,-0.9103111563,-0.05989057943,-0.2282981873,-0.0252714064
-4.810159225,0.4048199871,-0.9650824648,-0.1459232271,-0.5694155693,0.1701452732
-3.360085504,0.3510644315,-0.6729455847,-0.192178607,-0.7040487528,0.2437116355
-1.300062023,0.1665010603,-0.2794157841,-0.1839287579,-0.8282012939,0.2494069487
0.5026432324,0.008789455655,-0.04832505497,-0.1624604911,-0.9128895998,0.193329826
1.535391705,-0.1620166083,0.1988774355,-0.1470669955,-0.7745699286,0.08200154454
1.461939515,-0.3118967887,0.4984099788,-0.13075459,-0.3585466743,-0.03009569645
0.8968985708,-0.4357330117,0.6803169902,-0.1282286644,0.1000046059,-0.108294338
0.5667933408,-0.4086193793,0.8862145336,-0.1118068099,0.3008705974,-0.1603748649
0.4491244082,-0.3049725424,1.23391285,-0.05992113054,0.2124316245,-0.1853066981
