accelerometer-z,accelerometer-y,accelerometer-x,gyro-z,gyro-y,gyro-x
-0.3373341584,0.7406769125,0.3968329338,-0.4066819251,-1.585549116,-2.245598793
-1.263785425,0.1586620372,0.6074773795,-0.4180488288,-1.716858149,-2.076766729
-2.728695188,1.795728402,1.629589453,-0.3604823649,-1.512225747,-1.856486797
-3.58943202,1.937928549,1.904171679,-0.3204265535,-1.467048883,-1.582679152
-3.565823473,1.584455888,1.666228746,-0.3221642077,-1.611964583,-1.341969371
-3.011596184,0.8498094874,1.325726918,-0.3572247326,-1.713538647,-1.260620236
-2.40927268,-0.6944710417,0.3847700095,-0.4343137145,-1.907096624,-1.2067734
-2.801388961,-1.577982892,-0.1513670579,-0.4475765228,-1.99995935,-1.150031805
-3.627998774,-0.7640981201,0.1209346564,-0.3602443039,-1.954335093,-1.050762177
-3.619254619,-2.393399112,-0.3989354591,-0.4668327868,-1.93754518,-1.026966572
-3.640048109,-3.530564236,-0.1345307817,-0.4479604959,-1.741009593,-1.006235838
-4.336067841,-2.664477568,0.9394912196,-0.2711545527,-1.472079873,-0.9017012715
-4.340030023,-2.257037169,1.877089027,-0.1174619943,-1.298430681,-0.6667436957
-3.713642922,-2.41993056,2.581289874,-0.04148467258,-1.201085925,-0.4492909908
-3.079558544,-2.467127196,3.271425516,0.0008065556758,-0.9833401442,-0.2798006535
-2.536054017,-2.395889759,3.658547642,0.04075184464,-0.7073117495,-0.1189414933
-1.823519495,-2.414135026,3.504780976,0.1435376108,-0.4172127843,-0.01046374906
-1.158804125,-2.751053443,3.07347221,0.2759023011,-0.2219152153,0.0430165194
-1.075267764,-3.122460405,2.348604277,0.3507481515,-0.1449477226,0.08729398996
-1.531061859,-3.242380331,1.644113945,0.3826472461,-0.1454127133,0.1494527012
-1.979820649,-3.41323608,1.060132008,0.3943104446,-0.1720913202,0.2486287355
-2.266081768,-3.74194781,0.3894942615,0.3641472161,-0.203054294,0.3891879916
-2.104819486,-4.06555491,-0.1510050927,0.3036460578,-0.1601671726,0.525382936
-1.718807952,-4.12942211,-0.5004568283,0.2156528234,0.01110684685,0.6493021846
-1.014880223,-3.911545667,-0.7133196076,0.1224022359,0.2073571235,0.7630576491
-0.1180196457,-3.750985687,-0.8662849675,0.02993488312,0.3975366354,0.8420296907
0.8939864828,-3.324946386,-0.9243529795,-0.08716446161,0.572516799,0.8197401762
1.800413637,-2.006112443,-0.9450718693,-0.1733350456,0.6818816662,0.665702641
2.515224287,-0.9651280575,-1.250727937,-0.3177595437,0.5847460032,0.4791729748
3.755475692,-1.063176928,-1.796429244,-0.4733313024,0.1137825176,0.3811167181
4.820845162,-0.01470773979,-1.364597477,-0.4985517263,-0.102207385,0.1859591752
5.677938084,0.9211696733,-0.6741228118,-0.4350278676,-0.07458374649,-0.07665540278
5.86411006,1.607084484,0.3425251512,-0.2283459008,-0.3629605472,-0.2924481928
7.184685878,2.192773079,0.04102613013,0.0688540861,-0.8452513218,-0.4943017066
8.570380943,3.136687668,-1.012522481,0.1905985922,-1.067469358,-0.6695201993
6.915734497,2.330618538,-2.506345692,0.05311636627,-0.8391478062,-0.6476881504
4.419460995,1.378973647,-3.748093181,-0.1081358269,-0.404810816,-0.5208982825
3.441950133,0.4289695089,-4.609299968,-0.2268694043,-0.5363065004,-0.2329727262
3.619808161,-0.8071592632,-5.404802111,-0.3461977243,-1.01736331,-0.0006533245323
4.987228441,-1.616022992,-5.667910611,-0.3882762194,-1.707346797,0.0866112709
5.773113446,-1.458164088,-5.256554501,-0.3007578254,-2.25131321,0.08177603036
5.022162976,0.4009451914,-3.558925823,-0.2077762038,-2.67453289,0.1734018177
3.071470223,3.14245573,-1.319749012,-0.08886473626,-2.965634584,0.3642359376
1.202424363,5.658536634,0.8438313628,0.1476612538,-2.797967196,0.5129500628
-1.017326447,6.523308128,2.64924785,0.3325099051,-2.033997059,0.5912787914
-2.823891885,5.165861253,2.945632012,0.3308621943,-1.060335398,0.4888922274
-3.48882762,3.965522756,2.999371201,0.2122524083,-0.2066400498,0.2781965435
-3.04574483,3.978429584,3.446135018,0.1165868789,0.5275601149,-0.1235759184
-1.429783505,4.72460977,4.187766454,0.04103212059,1.15078187,-0.5793294311
-1.555906962,4.390993902,5.311039539,0.04642422497,1.68947649,-0.7548772693
-5.020794026,2.703219679,6.751027335,0.1629583687,2.114523649,-0.4310334027
-8.25049374,0.1107815111,7.135700021,0.2967361212,2.163584232,0.09312383831
-7.74868462,-1.948119104,6.170759011,0.3994279802,1.920230746,0.4766934514
-6.230484289,-3.112211398,4.204281828,0.4543737769,1.755568862,0.6212053895
-4.994018247,-3.872883051,1.235351796,0.3516737223,1.788901091,0.5727705956
-3.996167193,-3.847770822,-2.033965203,0.1112552583,1.816484213,0.5059087276
-3.840620658,-2.382880056,-4.272969872,-0.1143797636,1.940849662,0.5442880392
-5.488121615,-0.02577273916,-4.579767292,-0.1432771981,2.330964804,0.7467226386
-6.359656612,1.794250731,-3.242774007,0.03136670962,2.618726015,0.9632953405
-5.19531122,2.144227367,-2.392096212,0.1734636724,2.594087362,1.11449182
-3.2148739,1.772436374,-2.320622045,0.2861062884,2.175297737,1.166196823
-1.38302,1.559587988,-1.378992352,0.3806594312,1.574777126,1.231422186
-1.09105833,1.16397539,-0.09988339277,0.4371664822,1.154842138,1.364713669
-1.389944831,0.5715162776,1.033058415,0.4484993219,0.8681019545,1.531271219
-1.089273054,-0.007445055309,1.50533705,0.4343082309,0.6955590248,1.631759644
-1.235760816,-0.4039934731,1.548351286,0.4270639122,0.7888282537,1.662427068
-1.854781187,-0.8094996889,1.180186228,0.4494446218,0.9538983107,1.644770861
-1.717513674,-1.020376482,0.5470930534,0.48065871,1.134723306,1.57641232
-1.316707891,-1.200219254,-0.1314453829,0.4701485932,1.197748661,1.519105792
-0.7385632814,-1.217031857,-0.7384520761,0.4209802449,1.213642359,1.479730129
-0.1273649817,-1.102826802,-0.8822891038,0.3713714778,1.202872634,1.437540412
0.3900608093,-0.8857985002,-0.7998268745,0.3245030642,1.015881896,1.413350105
0.5604873725,-0.6489718578,-0.7461574628,0.2870889306,0.7606723309,1.374616146
0.5609083013,-0.7542185311,-0.5873964953,0.2859749198,0.6268396974,1.292254448
0.3837690157,-1.04693891,-0.5934099103,0.2829008996,0.6131418347,1.220138669
0.1208615181,-1.129796642,-0.7783396306,0.2809208632,0.6097670794,1.17749393
0.0263735546,-1.104585043,-0.7581580625,0.3169330359,0.5457392931,1.177095532
-0.2080569864,-1.282578389,-0.5829221263,0.3931766748,0.4237000048,1.258755803
-0.228778324,-1.50745565,-0.572093493,0.4556874037,0.2683741748,1.319589615
0.328342312,-1.509271175,-0.5977411445,0.5125906467,0.1706617028,1.342173934
0.4611795877,-1.573643986,-0.3854840029,0.5831726789,0.2277358323,1.359436154
0.5328887331,-1.668772001,-0.2137728068,0.668420732,0.3713220358,1.379479527
0.566851793,-1.833635231,-0.3477165823,0.7352384329,0.5034530163,1.412911534
0.6372843426,-2.073793648,-0.8243244791,0.7759554982,0.5718345046,1.426096678
0.9001309769,-2.015864022,-1.206144041,0.8146884441,0.6101843715,1.427373767
0.6906991219,-1.974907742,-1.620999319,0.838088572,0.6191051602,1.456799626
0.3762655082,-1.829800183,-1.992595667,0.8454374075,0.5804846287,1.514669061
-0.008566241359,-1.586699283,-2.09572491,0.853202939,0.5429670811,1.592026711
-0.3043541182,-1.395901401,-2.083344736,0.8342041373,0.4978144467,1.683121204
-0.1719482198,-1.249543549,-2.060779999,0.7677625418,0.3606421947,1.764545679
0.6383249377,-0.807620451,-1.991986595,0.6622947454,0.1717232168,1.765682936
2.288272996,0.1187561433,-1.204009294,0.5993719697,-0.09264691174,1.639046192
4.139873946,1.444993056,0.2281338703,0.5983236432,-0.2987433076,1.352112651
5.869390631,2.664151989,1.432249749,0.6382812262,-0.3126993477,0.9120134711
7.074329315,3.219774532,1.980013102,0.6827397346,-0.06114658713,0.3738165498
7.217170098,2.762387322,1.213372093,0.6563584805,0.4144929349,-0.1016394868
6.101341191,0.861935394,-0.9370825511,0.587572813,0.9706067443,-0.4348351657
4.605461997,-0.5842360585,-3.405692533,0.4647803009,1.455637336,-0.6211616397
2.534345459,-1.045251395,-5.334748332,0.2443347871,1.776546597,-0.6302088499
0.3360521558,-0.3627092766,-6.402431924,0.004554423504,1.718202591,-0.4075368643
-1.225659985,0.4264309304,-6.707246061,-0.226081267,1.286762953,-0.06673952937
-1.76570955,0.8362082476,-6.862119227,-0.4042648375,0.6666439772,0.2237271816
-1.251369742,1.563036083,-6.454490612,-0.5030353665,0.1901877671,0.3098710477
-0.155451843,2.472358667,-5.33460337,-0.5512998104,0.1734484583,0.1656877995
1.499491101,3.259002965,-3.983914153,-0.6263874173,0.3075456023,-0.1056569368
3.766494222,3.859586347,-3.20937881,-0.6357945204,0.1509397328,-0.3803763688
5.334643118,4.116999266,-2.885387679,-0.5034621358,-0.1476773322,-0.6818910241
5.890771272,4.187164689,-2.798687301,-0.3335540891,-0.4246844351,-1.071751714
5.730231751,4.518105785,-3.322925402,-0.2407387346,-0.7632193565,-1.517607808
4.936009711,4.644169621,-4.355771489,-0.2889896035,-1.190157056,-1.947875857
3.572846212,4.660246311,-5.448637746,-0.4975251853,-1.543655515,-2.254833221
1.443305542,4.50746398,-5.947251284,-0.8070688844,-1.602881193,-2.361908913
-0.278044788,4.248881433,-4.762626782,-1.030417681,-1.322111845,-2.389510155
-0.7067524311,3.368451182,-1.906344201,-0.9964753985,-0.8739011288,-2.445313215
-1.065484036,2.951682983,-0.02449844491,-0.8301256299,-0.4340825081,-2.519159794
