accelerometer x,y,z,gyro x,y,z
-1.009192532,2.058394419,5.295517561,-0.2250348032,0.1729124486,-0.6268408298
-0.88659798,1.635580802,4.936710552,-0.411052078,0.2334540933,-0.679671526
-0.8080115692,1.083937684,4.548746423,-0.5635614991,0.3039757609,-0.7446490526
-0.7734018089,0.6374784038,4.171638619,-0.7085629106,0.3190799057,-0.8476290107
-0.9375962727,0.5828171316,3.872018543,-0.8299334049,0.2688838542,-0.9866483212
-0.8996715427,0.1667231786,3.359431424,-0.9007136226,0.2373062521,-1.095555425
-0.6574621113,-0.2527282681,2.933411413,-0.9540570378,0.1759030819,-1.147790432
-0.3762700017,-0.4242500792,2.424302784,-0.9981701374,0.124782905,-1.151156306
-0.0381589772,-1.01377343,1.57449505,-0.9847869873,0.06166813895,-1.091843843
-0.8651873815,-2.417251696,0.5848199959,-0.9697729349,-0.1255603433,-1.148578048
-3.145213212,-4.76983949,1.16292442,-1.076202512,-0.1381214708,-1.300175548
-2.05518744,-5.254099509,0.1659510252,-1.054942727,0.01669607311,-1.302544117
-0.3344677361,-4.934019413,-1.951656046,-1.066280723,0.1613519341,-1.214791059
-1.059512414,-4.636908983,-2.993516045,-1.068122625,0.273668617,-1.136096001
-1.756786385,-3.862624107,-3.892588453,-0.9042963386,0.4905971587,-1.045816422
-1.423787917,-3.748129713,-4.290480102,-0.7078250647,0.5822117925,-1.011241674
-1.173077419,-3.969385569,-4.048581563,-0.5305680037,0.4641396403,-1.001867533
-1.22640715,-4.322711224,-3.80854648,-0.299353987,0.2421055287,-1.031653881
-1.355969057,-4.655739355,-3.758844584,-0.002214566572,-0.009950647131,-1.094464183
-1.449997148,-4.601144134,-3.514927691,0.3331658244,-0.2185155749,-1.178191543
-1.418372322,-4.413465261,-3.068473379,0.6658350825,-0.3643807173,-1.262848735
-1.114011263,-4.226158144,-2.189312125,0.9262410998,-0.4861167371,-1.340986609
-0.4832580023,-4.016373238,-0.872817438,1.080560565,-0.5572437048,-1.398246646
-0.01608341206,-3.60872095,0.5560194333,1.077797055,-0.6098973155,-1.491905451
-0.3803730897,-2.787870723,1.745861671,0.9720882177,-0.7114025354,-1.698409796
-0.9435223018,-2.042965964,2.440437926,0.8609275818,-0.6702919006,-1.897068262
-0.2085391439,-0.9237284178,2.637906956,0.7120976448,-0.4777195156,-2.022489071
0.7830644672,-0.4091188533,2.592561502,0.5358414054,-0.1684977561,-2.020243645
1.715470332,-0.441764547,2.508369307,0.3736092746,0.1069296747,-1.861414194
2.736715705,-0.6266118497,2.688831672,0.2069446594,0.1999901086,-1.610946298
4.014465359,-0.8369418225,2.818513699,0.05579993874,0.08981511742,-1.287799716
5.21265866,-0.9420821129,2.657794729,-0.0363233313,-0.1032520756,-0.87279737
5.838893201,-0.7201571254,2.225174296,-0.04707631469,-0.1967309266,-0.3705954254
5.046875393,-0.259666543,1.832955432,-0.05340238661,-0.3247179091,0.03860913962
3.406616369,0.3702706517,1.17974696,-0.01652612723,-0.3814504147,0.2811176479
2.199527522,0.6038505673,0.06452244879,0.0996915549,-0.2076735795,0.3967238665
1.514630656,0.5976986205,-0.855659967,0.2199755907,-0.1711160988,0.4548329413
1.375544549,0.4030927249,-0.6881015066,0.3220593631,-0.1402620375,0.4885256588
1.658257329,-0.07257175361,-0.714041419,0.3389887512,-0.1240152419,0.5180319548
1.685526298,-0.4585797804,-0.3927560398,0.2216810584,-0.122382991,0.5433437228
1.642944463,-0.6698052408,-0.02582534613,0.01740651019,-0.06097893044,0.5671623945
1.729162757,-0.8712380599,0.007474865925,-0.2247597873,0.02503451146,0.6042761803
1.830094782,-1.033945865,-0.3102396691,-0.4523734748,0.1162132397,0.6599857807
1.852185033,-1.034312361,-0.9774866038,-0.5798717737,0.182038337,0.7552379966
1.651469423,-0.880236336,-1.900391723,-0.5670075417,0.1978460103,0.8351785541
1.19542033,-0.8165699195,-2.66577053,-0.4625149667,0.0797361508,0.8773701787
0.9519934122,-0.7965072285,-2.98944485,-0.3332864344,-0.2159353495,0.9095961452
0.8810078318,-0.9016380205,-3.421278517,-0.1814436466,-0.6026937366,0.9556568861
0.563687849,-1.143360472,-4.315915572,0.03103272058,-0.952826798,0.9795176387
-0.1536371948,-1.147529574,-5.186977691,0.2610240877,-1.254669189,0.9613189101
-1.02536333,-0.8175725207,-5.628760504,0.4269220829,-1.435791731,0.8930281997
-1.894606125,-0.4860866499,-5.677629457,0.4977608323,-1.413305044,0.7897124887
-2.62536487,-0.2042345786,-5.526676679,0.4807032347,-1.186346292,0.650519371
-3.056129446,0.04511924466,-5.078275324,0.4022718072,-0.8685946465,0.494033128
-2.9949566,0.3263976077,-4.401560888,0.2981427908,-0.5394852161,0.334787339
-2.592069626,0.6807257172,-3.693851011,0.2022990882,-0.2475657612,0.1915947944
-1.97018159,0.9395449957,-2.97897957,0.1247518137,-0.0258166641,0.08645244688
-1.000261111,1.156196573,-2.214984911,0.05215031654,0.129259482,0.05312138051
0.3189745451,1.302976741,-1.562238795,0.02787442319,0.21173051,0.1146992892
1.464056069,1.36623107,-1.276432725,0.09123661369,0.2428503335,0.2612218857
2.328964926,1.512178295,-1.015630749,0.2484811246,0.2093114704,0.4750410616
2.646720962,1.725349628,-0.6655290248,0.4771824777,0.08764121681,0.7118695974
2.455892977,1.893785748,-0.2323112108,0.7299060225,-0.0824335441,0.9454369545
2.016025934,1.940798552,0.2836784099,0.9650753736,-0.2537727952,1.143836617
1.10977684,1.851582976,0.802067493,1.158209205,-0.4239935279,1.259877443
0.08220511274,1.586874931,1.262614043,1.292829037,-0.5426325798,1.272637725
-0.6140852533,1.30461311,1.782909252,1.343671918,-0.5989680886,1.20102191
-1.033008438,1.177919744,2.381180851,1.306006908,-0.6273174286,1.077116489
-1.06318723,1.291320206,2.922893526,1.198806524,-0.5983012915,0.9465606809
-0.7823322805,1.546056307,3.256578953,1.074551225,-0.4711782634,0.8659356236
-0.3864592777,1.923552233,3.501277936,0.9629378319,-0.2978841662,0.8414458632
-0.06266038125,2.265837438,3.757658005,0.8636195064,-0.1389389634,0.8515272737
0.2264922954,2.429609658,3.993627738,0.7918465734,-0.02570776269,0.8731492162
0.4728060203,2.380560088,4.285024175,0.7335374355,0.04148991778,0.9001637697
0.5740862743,2.243037285,4.676646242,0.6556987762,0.02752405405,0.9068202972
0.5664423354,2.009333743,5.00284862,0.5479835272,-0.04950548336,0.8901885748
0.6389081444,1.710727813,5.201638084,0.4137695432,-0.1816375107,0.8507526517
0.8130642495,1.421132288,5.230554382,0.254757762,-0.3666502535,0.798078537
0.9969124581,1.155149694,5.047463422,0.07534074038,-0.6109179854,0.7275154591
1.095539129,0.8932312805,4.535755424,-0.09877406806,-0.8903464079,0.654551506
1.066960831,0.6551426554,3.543776184,-0.2369614691,-1.159224987,0.5777148008
1.00641693,0.4289645405,2.074067789,-0.3048079014,-1.348207951,0.5043974519
0.9662287122,0.2133236017,0.4286848468,-0.3080113828,-1.425953507,0.4311502576
0.9215084037,0.1014776762,-1.147111349,-0.2526783645,-1.364578605,0.3561636209
0.8526609313,0.133616151,-2.43537129,-0.1632351875,-1.15806818,0.2926078141
0.8628621535,0.2699325009,-3.275631444,-0.05842060968,-0.8238688707,0.2548380792
1.057317681,0.4245762424,-3.554553599,0.02522661537,-0.4266490638,0.2472336888
1.386563664,0.5413546559,-3.205731978,0.0577528663,-0.05531359091,0.2738266885
1.771809182,0.6003606793,-2.462229487,0.04961300641,0.2149777859,0.3156370819
1.966362324,0.5244160883,-1.73328159,0.04117131978,0.347140342,0.3496179581
1.929025989,0.3788338974,-1.14159054,0.0377150327,0.3874383271,0.3662202358
1.771719019,0.2435524435,-0.7246417235,0.05918383971,0.3360792696,0.366900146
1.649367628,0.08670008607,-0.5412795448,0.1239298731,0.233512938,0.3531476557
1.526428646,-0.0434592025,-0.4989835409,0.2207605541,0.1097095013,0.3395652771
1.413457808,-0.04230623307,-0.4491086261,0.3102576137,-0.01798275113,0.326497972
1.318497259,-0.01017594158,-0.505247862,0.3804968894,-0.09844510257,0.3273584247
1.108360324,-0.08631167127,-0.6111158821,0.414660722,-0.07920029759,0.320581764
0.8025440245,-0.1575850556,-0.6231698925,0.4176762104,-0.02078386396,0.3050629795
0.5276198528,-0.2745081383,-0.6912462344,0.409368068,0.06533846259,0.2792421877
0.2495971305,-0.363742419,-0.7334966456,0.3889203072,0.1713104397,0.2392058223
0.04819704468,-0.4187959054,-0.6386562155,0.349165827,0.3038698733,0.1920633763
-0.125628221,-0.5037947405,-0.4845452657,0.2848123908,0.4400125146,0.1417789012
-0.3098066845,-0.6635556789,-0.2920475944,0.1748048067,0.5675403476,0.08218900859
-0.3873027428,-0.8901713084,0.007661328408,0.0261812415,0.6641619205,0.02303140797
-0.3452060608,-1.02835316,0.2200935343,-0.1229963154,0.6748459339,-0.01826488227
-0.2072209009,-1.10919546,0.01032791727,-0.1883905083,0.5910046101,-0.02859501913
-0.03726663147,-1.177859539,-0.5944523321,-0.1442645937,0.4175487459,0.0001113635517
0.06447583317,-1.224229952,-1.354422559,-0.01741662994,0.2090160251,0.0750412643
0.002936491843,-1.327816291,-1.970438488,0.1522904038,-0.01677023247,0.1729668081
-0.2260238011,-1.593088107,-2.211882269,0.3188455701,-0.2749397159,0.2462506145
-0.7621569229,-1.966592334,-2.09816295,0.4333907664,-0.5327118635,0.2663502395
-1.258329206,-2.259520803,-1.937113141,0.5017383695,-0.6889835,0.2449525446
-1.495504515,-2.332128066,-1.841966422,0.5245947242,-0.6995130181,0.2435055822
-1.644140541,-2.176616017,-1.63238376,0.4880734682,-0.5857941508,0.18187204
-2.178241719,-2.662508898,-1.588908775,0.4328364134,-0.4619629085,0.1351545751
-1.978690183,-3.001606413,-1.629579808,0.3731661439,-0.3902916312,0.1026783735
-2.012833568,-2.596848385,-1.342811616,0.3114626408,-0.3086166084,0.04327782989
-1.89837293,-2.232782433,-1.145831246,0.2933502197,-0.2188462466,0.003314434551
-1.442286135,-1.948481215,-0.9273100757,0.28133744,-0.1866156608,0.01355266757
-0.8793747507,-1.473442906,-0.689272304,0.2900153399,-0.2310116142,0.06529975682
-0.2660736335,-0.9923401818,-0.3853852187,0.33785671,-0.3756836057,0.1589038223
-0.02504500941,-0.7037716617,-0.1331891578,0.4399140775,-0.5552216768,0.2748927474
-0.3610112405,-0.70477324,0.3020902649,0.5212589502,-0.703060329,0.3530697227
-0.605666969,-0.603982377,1.19250415,0.5471837521,-0.8114797473,0.3901158869
-0.6467930524,-0.182188751,1.921940122,0.4824087024,-0.9828795791,0.346039027
-1.32463883,-0.1528305546,2.644527836,0.2301151901,-1.307260871,0.1792689413
-1.397847274,0.07358136904,2.863651648,-0.2117550075,-1.616003752,-0.008388727903
-0.9466849305,0.6242293384,2.244143785,-0.7178472281,-1.701765299,-0.1772640347
-0.9249792947,1.252261284,0.4160743715,-1.11792779,-1.495294809,-0.283926934
0.02305734272,1.659718634,-2.133075858,-1.282509208,-1.045357704,-0.2642685473
0.6426990611,2.260850882,-4.559427391,-1.176820278,-0.5083290935,-0.1407199353
0.47608285,3.001538024,-6.107171797,-0.8071942925,-0.01700487733,0.05690525845
-0.041182782,3.515636132,-6.429864121,-0.2860165834,0.3656439483,0.2636003792
-0.7469888721,3.605761224,-5.635245775,0.2601966858,0.4278165102,0.4288026392
-1.512386384,3.446017821,-4.268050244,0.7640393972,0.2017699033,0.5042738914
-2.348793077,2.934125406,-2.784198757,1.243154526,-0.2197898626,0.4606931508
-3.320437092,2.477417411,-1.466598739,1.597032905,-0.7848781347,0.2831188738
-4.272363723,2.321026242,-0.1560492244,1.712870598,-1.362069726,-0.008528423496
-4.841872752,2.314512037,1.149165359,1.549011707,-1.737830639,-0.3459354937
-4.734072887,2.36492705,2.017789437,1.16145277,-1.785814047,-0.6571192145
-4.153906563,2.637914555,2.392034838,0.6405721903,-1.499805927,-0.9037238359
-3.387560371,3.089355423,2.488233112,0.05788105354,-0.9917262197,-1.076514482
-2.515869891,3.648036185,2.628642284,-0.5038077235,-0.3417957723,-1.18198204
-1.583346757,4.00987277,2.812530533,-1.023014426,0.2468203455,-1.23710227
-0.4697919332,4.124434969,3.1166713,-1.405740261,0.8117033243,-1.23322463
0.4462918151,4.219227761,3.271055806,-1.629243374,1.123286128,-1.195694089
0.9550792494,4.170414922,3.321280265,-1.695869565,1.140312314,-1.14143765
1.402652044,3.982902346,3.46448579,-1.615071177,0.9431379437,-1.070934176
1.64596045,3.740622991,3.564333235,-1.440380216,0.5894116759,-0.9969593883
1.730949933,3.467932131,3.473016303,-1.225947022,0.1106631681,-0.8985902071
1.743710338,3.394406292,3.422426518,-1.04332912,-0.4007205963,-0.7732058167
1.654500607,3.009416502,3.086106651,-0.8009446859,-0.715662539,-0.6993883252
1.461206232,2.504534843,2.516653735,-0.5647488832,-0.8959282041,-0.675917089
1.244632689,2.137955739,2.26965232,-0.4504888952,-1.01974225,-0.6685765982
1.062580131,2.018104787,2.391511106,-0.5043802261,-1.074119568,-0.6328068972
0.9654296708,1.888359924,2.555073775,-0.6549398899,-1.004229426,-0.5853666663
0.8701505569,1.553810574,2.496311789,-0.8456008434,-0.8848336339,-0.5531708598
0.5267880781,1.291810327,2.343878417,-1.071057439,-0.790230155,-0.5552606583
0.3501888177,1.123495496,1.985262547,-1.291933537,-0.7078478932,-0.5659686923
0.255482243,0.7961343036,1.342242291,-1.458567023,-0.653991878,-0.5832722783
-0.02964841155,0.6158244982,0.4833978492,-1.535786271,-0.623472333,-0.6301929951
0.1276835461,0.2670803264,-0.5265367337,-1.519962311,-0.6241452694,-0.6120225191
0.4359446086,-0.058059098,-1.420621416,-1.40096283,-0.6256037354,-0.5773953199
0.320977044,0.01047404774,-2.124135011,-1.215858579,-0.5842792392,-0.5562205315
0.2418351182,-0.078473525,-2.390908464,-1.030805111,-0.5139021873,-0.5270375013
0.3297954335,-0.2852978278,-2.380492868,-0.8688122034,-0.4064668119,-0.4843403697
0.4111015515,-0.5342082912,-2.17967219,-0.7463027239,-0.2552198172,-0.4475076497
0.3891024857,-0.7486229031,-1.618257619,-0.6840041876,-0.1125825122,-0.4261975884
0.4829392918,-0.876888633,-0.8297112868,-0.6852741241,-0.02412424609,-0.4168739915
0.616822277,-1.049796638,-0.06481529426,-0.7295710444,0.01815636456,-0.4229161739
0.7579825598,-1.196953531,0.4320107763,-0.7830891013,0.03185140714,-0.4340085089
0.8365782499,-1.21629536,0.6894406463,-0.8345448375,0.02984843962,-0.4385465384
0.9322706207,-1.158169626,0.811879862,-0.8713979721,0.02644370124,-0.4301998317
0.9702584061,-1.180890577,0.8510621178,-0.895590663,0.02133709006,-0.4173956215
0.9520844515,-1.257774202,0.7929290778,-0.9111418128,0.01672560349,-0.4012490511
0.9161895468,-1.361549926,0.6591343553,-0.916131556,0.01718792692,-0.3940092325
0.7623749496,-1.449585937,0.4352028504,-0.8977534771,0.03218398243,-0.3892578781
0.6334186071,-1.477155643,0.2060468887,-0.8540153503,0.05686962232,-0.3803602457
0.6343453665,-1.499209215,0.002637362766,-0.787792325,0.07648874819,-0.3630260825
0.6735086254,-1.542626917,-0.1917857237,-0.7093933821,0.09226345271,-0.3357185721
0.6550087998,-1.545804378,-0.2797299646,-0.6262452006,0.1078650504,-0.300275892
0.589657499,-1.587709044,-0.2596492996,-0.5573659539,0.1121684536,-0.2644603848
0.5162836352,-1.730900541,-0.2223994731,-0.5015442967,0.09509778023,-0.2306778729
0.4016168071,-1.910078712,-0.2680126388,-0.4626193047,0.06812075526,-0.2062910497
0.2198550493,-2.047911603,-0.3519914832,-0.4308153689,0.031789314,-0.193295598
0.004595511097,-2.182530502,-0.4804530279,-0.4042820334,-0.004910111893,-0.1956005692
-0.2802250546,-2.341060145,-0.6784276694,-0.3829367459,-0.01921272278,-0.2150921077
-0.4928685651,-2.457047116,-0.9038497052,-0.3684504628,-0.01379691809,-0.2347582132
-0.5407856238,-2.544107559,-1.142398349,-0.359333843,0.01237641461,-0.24939996
-0.5217950921,-2.562722244,-1.323079326,-0.3601154983,0.06928364187,-0.2528998852
-0.4657482107,-2.549353059,-1.404158357,-0.3719449639,0.1583354771,-0.2458619028
-0.4060042284,-2.557655608,-1.443592542,-0.3944188356,0.2771681249,-0.2390330285
-0.3776832661,-2.603866447,-1.392380826,-0.4182408452,0.4133139849,-0.2327331007
-0.3026949528,-2.62355256,-1.289797234,-0.4405418932,0.5461069345,-0.2312968522
